a picture is worth many words
Basic
0.6 0.6
432 388.8
Began 662.9922 106 429 -0.5879629 0.1054526
Stationary 663.0227 106 429 -0.5879629 0.1054526
Stationary 663.0536 106 429 -0.5879629 0.1054526
Stationary 663.0844 106 429 -0.5879629 0.1054526
Ended 663.1151 106 429 -0.5879629 0.1054526
Began 664.2831 571 551 0.4884259 0.4192385
Stationary 664.3138 571 551 0.4884259 0.4192385
Stationary 664.3445 571 551 0.4884259 0.4192385
Stationary 664.3753 571 551 0.4884259 0.4192385
Stationary 664.406 571 551 0.4884259 0.4192385
Stationary 664.4368 571 551 0.4884259 0.4192385
Stationary 664.4675 571 551 0.4884259 0.4192385
Stationary 664.4982 571 551 0.4884259 0.4192385
Stationary 664.529 571 551 0.4884259 0.4192385
Stationary 664.5597 571 551 0.4884259 0.4192385
Stationary 664.5904 571 551 0.4884259 0.4192385
Stationary 664.6212 571 551 0.4884259 0.4192385
Stationary 664.6519 571 551 0.4884259 0.4192385
Moved 664.6827 557.7747 543.6057 0.4578118 0.4002202
Moved 664.7134 544.9655 539.4236 0.4281607 0.389464
Moved 664.7441 524.8425 537 0.3815798 0.3832304
Moved 664.7748 500.1501 536 0.3244216 0.3806583
Moved 664.8055 481.6787 536 0.2816636 0.3806583
Moved 664.8364 469.2156 536 0.252814 0.3806583
Moved 664.8671 455.4983 536 0.2210608 0.3806583
Moved 664.8978 445.0266 536 0.1968209 0.3806583
Moved 664.9285 436.9033 533.9517 0.1780169 0.3753899
Moved 664.9592 428.1803 526.2704 0.1578247 0.3556336
Moved 664.99 416.1268 508.8029 0.1299231 0.3107069
Moved 665.0208 405.4268 482.9235 0.1051545 0.2441447
Moved 665.0515 397.5502 448.7509 0.08692165 0.1562521
Moved 665.0822 391.9888 411.8657 0.07404814 0.06138299
Moved 665.1129 389.1078 380.2943 0.06737927 -0.01981931
Moved 665.1437 386.5 358 0.06134262 -0.07716057
Moved 665.1744 384.6939 340.1633 0.05716175 -0.1230367
Moved 665.2052 381.8262 327.3047 0.05052358 -0.1561094
Moved 665.2359 377.9026 316.8539 0.04144122 -0.1829889
Moved 665.2666 374.8583 309.2874 0.03439426 -0.2024501
Moved 665.2974 368.1252 300.6879 0.01880844 -0.2245682
Moved 665.3281 357.7677 291.0757 -0.005167425 -0.2492908
Moved 665.3588 347.2761 282.457 -0.02945353 -0.2714582
Moved 665.3896 335.0144 276.5072 -0.05783712 -0.2867614
Moved 665.4203 320.2566 270.7522 -0.09199863 -0.3015634
Moved 665.451 309.0425 267.5106 -0.1179571 -0.3099007
Moved 665.4818 299.9234 263.9745 -0.1390663 -0.3189957
Moved 665.5125 292.1885 261.0943 -0.156971 -0.3264036
Moved 665.5433 288.2321 259.2321 -0.1661294 -0.3311933
Moved 665.574 285.3576 259 -0.1727834 -0.3317901
Moved 665.6047 283.9391 259 -0.176067 -0.3317901
Moved 665.6354 283 271.0898 -0.1782407 -0.3006948
Moved 665.6662 283 293.1102 -0.1782407 -0.2440581
Moved 665.697 295.5 321 -0.1493056 -0.1723252
Moved 665.7277 309.84 364.9067 -0.116111 -0.05939633
Moved 665.7584 324.8975 401.3336 -0.08125573 0.03429405
Moved 665.7891 337.1716 432.4291 -0.05284344 0.1142723
Moved 665.8199 343.6909 453.5091 -0.03775249 0.1684904
Moved 665.8506 349.8727 472.6182 -0.02344281 0.2176393
Moved 665.8813 353.3109 488.5542 -0.01548414 0.2586269
Moved 665.9121 353 499.5338 -0.01620372 0.2868666
Moved 665.9428 353 507.2472 -0.01620372 0.3067057
Moved 665.9733 353 514.2313 -0.01620372 0.3246688
Moved 666.0043 353 519.4849 -0.01620372 0.3381813
Moved 666.035 353 524.0292 -0.01620372 0.3498693
Moved 666.0658 353 526.8915 -0.01620372 0.3572313
Moved 666.0965 353 529.7634 -0.01620372 0.3646178
Moved 666.1273 354.2657 534.2657 -0.0132738 0.3761976
Moved 666.158 363.7007 542.5605 0.00856638 0.3975322
Moved 666.1887 380.0542 551.0271 0.04642179 0.4193083
Moved 666.2194 395.4137 556.7655 0.08197615 0.4340676
Moved 666.2502 409.5 559.5 0.1145834 0.4411007
Moved 666.2809 423.1874 560 0.1462671 0.4423867
Moved 666.3117 431.499 560 0.165507 0.4423867
Moved 666.3424 436.0387 560 0.1760156 0.4423867
Moved 666.3732 439.5488 560 0.1841407 0.4423867
Moved 666.4039 441.417 560 0.1884652 0.4423867
Moved 666.4345 442 560 0.1898148 0.4423867
Moved 666.4653 431.5568 547.3586 0.1656408 0.4098728
Moved 666.4961 399.7127 529.5911 0.09192745 0.3641747
Moved 666.5269 363.7447 515.5815 0.008668303 0.3281417
Moved 666.5576 334.2494 507.0499 -0.05960787 0.3061981
Moved 666.5883 314.9638 503.9948 -0.1042505 0.2983405
Moved 666.619 298.5845 503 -0.1421654 0.2957818
Moved 666.6498 286.7422 503 -0.1695783 0.2957818
Moved 666.6805 279.1162 503 -0.1872309 0.2957818
Moved 666.7112 273.7424 503 -0.1996704 0.2957818
Moved 666.7419 270.0051 503 -0.2083215 0.2957818
Moved 666.7727 267.1305 503 -0.2149757 0.2957818
Moved 666.8035 264.5 503 -0.2210648 0.2957818
Moved 666.8342 262.8571 510 -0.2248679 0.3137859
Moved 666.8649 261 512.1561 -0.2291666 0.3193316
Moved 666.8956 258.9851 513.0149 -0.2338309 0.3215403
Moved 666.9263 257.7686 513 -0.2366467 0.321502
Moved 666.9571 256.861 513 -0.2387477 0.321502
Moved 666.9879 257 514 -0.2384259 0.324074
Stationary 667.0186 257 514 -0.2384259 0.324074
Ended 667.0493 257 514 -0.2384259 0.324074
Began 667.5718 473 574 0.2615741 0.478395
Stationary 667.6026 473 574 0.2615741 0.478395
Stationary 667.6333 473 574 0.2615741 0.478395
Moved 667.664 466.8105 574 0.2472464 0.478395
Moved 667.6947 453.7413 559.1766 0.2169938 0.440269
Moved 667.7255 439.8292 545.8292 0.1847899 0.4059393
Moved 667.7562 426.7617 533.7617 0.1545408 0.3749013
Moved 667.787 413.9633 520.9633 0.124915 0.3419837
Moved 667.8177 402.9559 508.9559 0.09943495 0.3111006
