this is too much to handle
Basic
0.6 0.6
432 388.8
Began 1430.935 383 538 0.05324075 0.3858024
Stationary 1430.966 383 538 0.05324075 0.3858024
Stationary 1430.996 383 538 0.05324075 0.3858024
Stationary 1431.027 383 538 0.05324075 0.3858024
Moved 1431.058 383 523.314 0.05324075 0.3480297
Moved 1431.089 396.8838 507.527 0.08537919 0.3074252
Moved 1431.119 409.6614 491.1733 0.1149569 0.2653633
Moved 1431.15 420.9816 479.8147 0.1411612 0.2361488
Moved 1431.181 433.412 465.588 0.1699351 0.1995575
Moved 1431.211 442.4279 456.5721 0.1908053 0.1763686
Moved 1431.242 452.0452 445.9548 0.2130676 0.1490607
Moved 1431.273 460.6254 437.3746 0.2329291 0.1269924
Moved 1431.304 469.2309 428.7691 0.2528493 0.1048587
Moved 1431.334 476.2298 421.1553 0.2690505 0.08527587
Moved 1431.365 480.4876 413.537 0.2789066 0.06568167
Moved 1431.396 482.9812 409.0375 0.2846787 0.05410885
Moved 1431.427 484 403.291 0.287037 0.03932871
Moved 1431.457 484 397.8213 0.287037 0.0252604
Moved 1431.488 474.3626 391.5906 0.2647282 0.009235138
Moved 1431.519 461.2813 383.5688 0.2344475 -0.01139715
Moved 1431.549 447.9524 378.9881 0.2035935 -0.02317876
Moved 1431.58 441.234 379 0.1880417 -0.02314815
Moved 1431.611 438.6018 379 0.1819486 -0.02314815
Moved 1431.642 438 396.3597 0.1805556 0.02150135
Moved 1431.672 450.5711 419.4277 0.2096553 0.08083253
Moved 1431.703 460.3429 444.4668 0.2322753 0.1452334
Moved 1431.734 468.7333 469.2 0.2516975 0.2088475
Moved 1431.765 474.892 493.0142 0.2659537 0.2700982
Moved 1431.795 476 506.9609 0.2685185 0.3059694
Moved 1431.826 477 516.553 0.2708333 0.3306404
Moved 1431.857 477 523.4444 0.2708333 0.3483651
Moved 1431.887 477 526.5906 0.2708333 0.3564573
Moved 1431.918 463.955 528 0.2406367 0.3600822
Moved 1431.949 451.2574 528 0.211244 0.3600822
Moved 1431.98 430.1967 509.8549 0.1624925 0.3134126
Moved 1432.01 406.0202 492.4161 0.1065282 0.26856
Moved 1432.041 382.1657 473.5326 0.05130956 0.2199912
Moved 1432.072 357.1693 450.1693 -0.006552637 0.1599003
Moved 1432.103 334.0931 429.0798 -0.05996967 0.1056578
Moved 1432.133 314.8703 411.8703 -0.1044669 0.06139476
Moved 1432.164 296.0284 395.3999 -0.1480823 0.01903259
Moved 1432.195 279.8038 381.043 -0.1856394 -0.0178936
Moved 1432.225 266.5536 369.5536 -0.2163111 -0.04744447
Moved 1432.256 256.995 359.7462 -0.2384376 -0.07266928
Moved 1432.287 248.3595 351.3595 -0.2584271 -0.09424005
Moved 1432.318 238.7649 342.7649 -0.2806368 -0.1163455
Moved 1432.348 231.4144 336.4144 -0.2976519 -0.1326792
Moved 1432.379 224.5239 332.3492 -0.3136022 -0.1431347
Moved 1432.41 218.6179 329.309 -0.3272733 -0.1509543
Moved 1432.441 213.4367 328 -0.3392668 -0.1543211
Moved 1432.471 209.5673 327 -0.3482238 -0.1568931
Moved 1432.502 207.0674 325 -0.3540106 -0.1620371
Moved 1432.533 204.1966 324.1966 -0.3606561 -0.1641035
Moved 1432.563 201.5 324 -0.3668981 -0.164609
Moved 1432.594 199.8398 324 -0.3707411 -0.164609
Moved 1432.625 197.9599 323 -0.3750928 -0.1671811
Stationary 1432.656 198 323 -0.375 -0.1671811
Ended 1432.686 198 323 -0.375 -0.1671811
Began 1433.332 534 629 0.4027778 0.6198559
Stationary 1433.362 534 629 0.4027778 0.6198559
Moved 1433.393 526.1846 624.0266 0.3846867 0.6070642
Moved 1433.424 508.5557 612.7038 0.3438789 0.5779417
Moved 1433.455 492.3418 603.6239 0.3063467 0.5545881
Moved 1433.485 470.3064 591.1915 0.2553388 0.5226117
Moved 1433.516 447.5449 579.8583 0.2026502 0.4934626
Moved 1433.547 426.5 568 0.1539352 0.4629629
Moved 1433.577 407.1095 553.9197 0.1090498 0.4267482
Moved 1433.608 388.1631 540.3026 0.06519248 0.3917247
Moved 1433.639 368.9274 526.9482 0.02066533 0.3573769
Moved 1433.67 351.7187 512.2656 -0.0191697 0.319613
Moved 1433.7 333.4901 495.9084 -0.06136542 0.2775422
Moved 1433.731 316.277 481.5641 -0.1012107 0.2406484
Moved 1433.762 299.0737 462.9193 -0.1410331 0.1926936
Moved 1433.792 282.3997 445.3997 -0.1796304 0.1476329
Moved 1433.823 267 429.5 -0.2152778 0.1067386
Moved 1433.854 250.5953 414.5953 -0.2532516 0.06840337
Moved 1433.885 239.1594 400.1992 -0.2797236 0.03137651
Moved 1433.915 226.9116 383.9116 -0.3080749 -0.01051538
Moved 1433.946 217.9328 371.2438 -0.3288592 -0.04309729
Moved 1433.977 210.8915 361.3372 -0.3451586 -0.06857719
Moved 1434.008 205.9306 354.8611 -0.3566422 -0.08523391
Moved 1434.038 200.1133 347.1699 -0.3701082 -0.1050157
Moved 1434.069 196.1893 341.3787 -0.3791913 -0.1199108
Moved 1434.1 193.5 338.5 -0.3854167 -0.127315
Moved 1434.13 191.7544 335.7545 -0.3894573 -0.1343764
Moved 1434.161 190.6261 334.626 -0.3920693 -0.1372788
Moved 1434.192 189.5 334 -0.3946759 -0.1388889
Moved 1434.223 190 334 -0.3935185 -0.1388889
Stationary 1434.253 190 334 -0.3935185 -0.1388889
Ended 1434.284 190 334 -0.3935185 -0.1388889
Began 1435.022 310 524 -0.1157407 0.3497942
Stationary 1435.052 310 524 -0.1157407 0.3497942
Stationary 1435.083 310 524 -0.1157407 0.3497942
Stationary 1435.114 310 524 -0.1157407 0.3497942
Moved 1435.144 325.3896 524 -0.08011669 0.3497942
Moved 1435.175 332.6534 533.2868 -0.06330236 0.37368
Moved 1435.206 340.397 533.1985 -0.04537731 0.3734528
Moved 1435.237 345.4841 534 -0.03360162 0.3755144
Moved 1435.267 352.2181 536 -0.01801362 0.3806583
Moved 1435.298 359.4195 537 -0.001343787 0.3832304
Moved 1435.329 367.0284 538 0.01626959 0.3858024
Moved 1435.359 375.5815 539 0.03606836 0.3883744
