we run the risk of failure
Basic
0.6 0.6
432 388.8
Began 1744.563 259 533 -0.2337963 0.3729423
Stationary 1744.593 259 533 -0.2337963 0.3729423
Stationary 1744.624 259 533 -0.2337963 0.3729423
Stationary 1744.655 259 533 -0.2337963 0.3729423
Stationary 1744.686 259 533 -0.2337963 0.3729423
Stationary 1744.716 259 533 -0.2337963 0.3729423
Stationary 1744.747 259 533 -0.2337963 0.3729423
Stationary 1744.778 259 533 -0.2337963 0.3729423
Moved 1744.808 259 522.4404 -0.2337963 0.3457828
Moved 1744.839 259 519.728 -0.2337963 0.3388065
Moved 1744.87 259 515.2695 -0.2337963 0.3273391
Moved 1744.901 247 511 -0.2615741 0.3163579
Moved 1744.931 248.0204 507.0408 -0.259212 0.3061748
Moved 1744.962 245.297 504 -0.2655161 0.2983539
Moved 1744.993 241.5753 500.5753 -0.2741312 0.2895455
Moved 1745.023 236.2138 498.1069 -0.2865422 0.2831967
Moved 1745.054 230.8168 497 -0.2990352 0.2803498
Moved 1745.085 226.3587 497 -0.3093549 0.2803498
Moved 1745.116 221.955 497 -0.3195486 0.2803498
Moved 1745.146 218.3173 497 -0.3279693 0.2803498
Moved 1745.177 213.6404 497 -0.3387953 0.2803498
Moved 1745.208 211.1001 503.2993 -0.3446757 0.2965517
Moved 1745.238 208.3727 505.6273 -0.3509892 0.3025393
Moved 1745.269 205.9998 507 -0.356482 0.3060699
Moved 1745.3 206 508.3655 -0.3564815 0.3095819
Moved 1745.331 203.5403 511.4597 -0.3621753 0.3175404
Moved 1745.361 204 513.1775 -0.3611111 0.3219585
Moved 1745.392 204 514 -0.3611111 0.324074
Moved 1745.423 204 515.1617 -0.3611111 0.3270618
Stationary 1745.453 204 515.1617 -0.3611111 0.3270618
Moved 1745.484 216 515 -0.3333333 0.326646
Moved 1745.515 223.6472 515 -0.3156314 0.326646
Moved 1745.546 236.4548 506.109 -0.2859842 0.3037783
Moved 1745.576 248.0617 503.3876 -0.2591165 0.2967788
Moved 1745.607 259.1934 500.9613 -0.2333487 0.2905383
Ended 1745.638 267.4811 501 -0.214164 0.2906378
Began 1746.436 352 488 -0.01851852 0.2572016
Stationary 1746.467 352 488 -0.01851852 0.2572016
Stationary 1746.498 352 488 -0.01851852 0.2572016
Stationary 1746.529 352 488 -0.01851852 0.2572016
Stationary 1746.559 352 488 -0.01851852 0.2572016
Moved 1746.59 365.1483 502.1483 0.01191735 0.2935911
Moved 1746.621 370.6052 505.8026 0.02454897 0.30299
Moved 1746.651 375.0652 508.5326 0.03487309 0.3100117
Moved 1746.682 378.9079 510.9079 0.04376819 0.3161211
Moved 1746.713 382.2692 512 0.05154917 0.31893
Moved 1746.744 385.356 513 0.05869448 0.321502
Moved 1746.774 389.1587 513 0.06749699 0.321502
Moved 1746.805 393.997 513 0.07869671 0.321502
Moved 1746.836 400.4513 513 0.09363731 0.321502
Moved 1746.866 408.7849 513 0.1129279 0.321502
Moved 1746.897 418 513 0.1342593 0.321502
Moved 1746.928 427.2796 506 0.1557398 0.3034978
Moved 1746.959 435.5923 506 0.1749822 0.3034978
Moved 1746.989 443.5 506 0.193287 0.3034978
Moved 1747.02 446.9381 506 0.2012457 0.3034978
Moved 1747.051 450.3691 513.6846 0.2091879 0.3232628
Moved 1747.081 453.4103 516.4103 0.2162277 0.3302734
Moved 1747.112 455 518.1359 0.2199073 0.3347115
Moved 1747.143 456 519 0.2222222 0.3369341
Stationary 1747.174 456 519 0.2222222 0.3369341
Stationary 1747.204 456 519 0.2222222 0.3369341
Moved 1747.235 456 504.4099 0.2222222 0.2994081
Moved 1747.266 446.1207 481.7299 0.1993535 0.2410748
Moved 1747.297 441.3412 458.1943 0.1882899 0.1805407
Moved 1747.327 436.9076 435.084 0.1780268 0.1211009
Moved 1747.358 433.7196 412.037 0.1706472 0.06182364
Moved 1747.389 433 393.0886 0.1689814 0.01308794
Moved 1747.419 433 368.7154 0.1689814 -0.04960033
Moved 1747.45 432 350.1314 0.1666667 -0.09739864
Moved 1747.481 432 332.5 0.1666667 -0.142747
Moved 1747.512 432 309.2197 0.1666667 -0.2026241
Moved 1747.542 431.0159 290.1115 0.1643887 -0.251771
Moved 1747.573 430 268.046 0.162037 -0.3085238
Moved 1747.604 429 253.2236 0.1597223 -0.346647
Moved 1747.634 429 236.9941 0.1597223 -0.3883896
Moved 1747.665 427.8241 223.0603 0.1570003 -0.4242276
Ended 1747.696 424.6846 210.423 0.1497328 -0.456731
Began 1748.617 411 558 0.1180555 0.4372427
Stationary 1748.648 411 558 0.1180555 0.4372427
Stationary 1748.679 411 558 0.1180555 0.4372427
Stationary 1748.71 411 558 0.1180555 0.4372427
Stationary 1748.74 411 558 0.1180555 0.4372427
Stationary 1748.771 411 558 0.1180555 0.4372427
Stationary 1748.802 411 558 0.1180555 0.4372427
Stationary 1748.832 411 558 0.1180555 0.4372427
Stationary 1748.863 411 558 0.1180555 0.4372427
Stationary 1748.894 411 558 0.1180555 0.4372427
Stationary 1748.925 411 558 0.1180555 0.4372427
Stationary 1748.955 411 558 0.1180555 0.4372427
Stationary 1748.986 411 558 0.1180555 0.4372427
Moved 1749.017 400.5596 558 0.09388804 0.4372427
Moved 1749.047 397.8347 558 0.08758048 0.4372427
Moved 1749.078 396.3945 558 0.08424649 0.4372427
Moved 1749.109 394.5 558 0.07986108 0.4372427
Moved 1749.14 393 558 0.07638891 0.4372427
Moved 1749.17 391.2205 558 0.07226974 0.4372427
Moved 1749.201 389.8112 551 0.06900748 0.4192385
Moved 1749.232 388.6453 551 0.06630848 0.4192385
Moved 1749.262 387.7885 551 0.06432533 0.4192385
Moved 1749.293 386.8777 549.8777 0.06221682 0.416352
Moved 1749.324 385.6976 550 0.05948523 0.4166666
Moved 1749.355 384.9471 550 0.05774786 0.4166666
Moved 1749.385 384 550 0.0555556 0.4166666
Moved 1749.416 382.5 550 0.05208333 0.4166666
Moved 1749.447 380.5 549 0.04745374 0.4140946
Moved 1749.478 377.9304 549 0.04150559 0.4140946
Moved 1749.508 374.2088 548 0.03289084 0.4115225
