I want to hold your hand
Moved 274.3057 366.4591 471.2455 0.01495153 0.2141087
Moved 274.3365 359.7556 489.9036 -0.0005656977 0.2620977
Moved 274.3672 358.0054 499.9838 -0.004617125 0.288024
Moved 274.3979 355.1332 512.4671 -0.01126572 0.3201314
Moved 274.4287 353.2691 523.6546 -0.01558085 0.3489058
Moved 274.4594 350.3969 537.4125 -0.02222945 0.3842913
Moved 274.4901 349 547.4149 -0.02546296 0.4100175
Moved 274.5208 346.9822 556.0532 -0.03013373 0.4322356
Moved 274.5516 346 561.7772 -0.03240739 0.4469578
Moved 274.5823 344.5 565.5 -0.03587961 0.4565328
Moved 274.613 345 568.2582 -0.03472224 0.463627
Ended 274.6437 343.5 569.5 -0.03819446 0.4668209
Began 275.4734 320 511 -0.09259259 0.3163579
Stationary 275.5041 320 511 -0.09259259 0.3163579
Stationary 275.5348 320 511 -0.09259259 0.3163579
Stationary 275.5656 320 511 -0.09259259 0.3163579
Stationary 275.5962 320 511 -0.09259259 0.3163579
Stationary 275.627 320 511 -0.09259259 0.3163579
Moved 275.6577 337.546 511 -0.05197689 0.3163579
Moved 275.6884 351.8879 511 -0.018778 0.3163579
Moved 275.7192 366.9981 502.5003 0.01619925 0.2944966
Moved 275.7498 380.8921 502 0.04836132 0.2932098
Moved 275.7806 395.2028 502 0.081488 0.2932098
Moved 275.8113 405.5606 502 0.1054645 0.2932098
Moved 275.842 415.6928 502 0.1289185 0.2932098
Moved 275.8728 425.6703 502 0.1520147 0.2932098
Moved 275.9035 435.7079 502 0.1752498 0.2932098
Moved 275.9342 445.8765 509 0.1987882 0.3112139
Moved 275.9649 455.2689 510.7563 0.2205299 0.3157311
Moved 275.9956 462.222 512 0.2366251 0.31893
Moved 276.0264 470.4088 513 0.2555761 0.321502
Moved 276.0571 478.9492 514 0.2753453 0.324074
Moved 276.0878 489.4348 515.8587 0.2996175 0.3288546
Moved 276.1186 496.4681 517 0.3158984 0.33179
Moved 276.1493 502.4245 518.2123 0.3296864 0.334908
Moved 276.18 509.3105 519 0.3456261 0.3369341
Moved 276.2108 513.0276 520.0276 0.3542305 0.339577
Moved 276.2415 516.8006 520 0.3629644 0.3395061
Moved 276.2722 518.4195 520 0.3667118 0.3395061
Moved 276.3029 520.5 521 0.3715278 0.3420781
Moved 276.3336 522.082 521 0.3751898 0.3420781
Moved 276.3644 523.3734 521 0.3781791 0.3420781
Moved 276.3951 524.1822 521 0.3800513 0.3420781
Moved 276.4258 525.4796 521 0.3830545 0.3420781
Stationary 276.4565 525.4796 521 0.3830545 0.3420781
Ended 276.4873 527.3726 521 0.3874366 0.3420781
Began 277.4705 321 377 -0.09027779 -0.02829226
Stationary 277.5013 321 377 -0.09027779 -0.02829226
Stationary 277.532 321 377 -0.09027779 -0.02829226
Stationary 277.5627 321 377 -0.09027779 -0.02829226
Moved 277.5934 338.7311 396.1639 -0.04923349 0.02099775
Moved 277.6241 348.916 407.916 -0.02565751 0.05122412
Moved 277.6549 360.8231 418.8231 0.001905262 0.0792773
Moved 277.6856 372.2804 429.567 0.02842675 0.1069108
Moved 277.7162 385.3806 443.9758 0.0587514 0.1439705
Moved 277.747 394.3972 453.3972 0.07962316 0.1682026
Moved 277.7778 400.978 458.978 0.09485642 0.1825564
Moved 277.8084 408.7215 464.8607 0.1127812 0.1976869
Moved 277.8392 418.9047 471.4523 0.1363534 0.2146407
Moved 277.8699 429.405 476.4683 0.1606597 0.2275419
Moved 277.9006 437.1932 481.0644 0.1786879 0.239363
Moved 277.9314 444.8144 484.8763 0.1963297 0.2491673
Moved 277.9621 453.4357 488.6238 0.2162864 0.2588061
Moved 277.9929 460.5 493 0.2326389 0.2700616
Moved 278.0236 465.4364 494.2182 0.2440657 0.273195
Moved 278.0543 473.1548 496.0774 0.2619323 0.2779768
Moved 278.085 481.8217 496 0.2819945 0.2777777
Moved 278.1158 488.6734 496 0.2978551 0.2777777
Moved 278.1465 496.9968 496 0.3171222 0.2777777
Moved 278.1772 505.6003 498.2001 0.3370377 0.2834365
Moved 278.2079 513.1983 500 0.3546257 0.2880658
Moved 278.2386 517.2372 502 0.363975 0.2932098
Moved 278.2693 520.98 504.49 0.372639 0.299614
Moved 278.3001 524.3599 507.3599 0.3804626 0.3069954
Moved 278.3308 526.9127 508 0.3863719 0.3086419
Moved 278.3616 528.7555 510 0.3906377 0.3137859
Moved 278.3923 530.5 511 0.3946759 0.3163579
Moved 278.423 531 512.4973 0.3958333 0.3202089
Stationary 278.4537 531 512 0.3958333 0.31893
Stationary 278.4844 531 512 0.3958333 0.31893
Moved 278.5152 531 503.3908 0.3958333 0.296787
Moved 278.5459 531 498 0.3958333 0.2829217
Moved 278.5766 522.7884 485.7305 0.3768249 0.2513643
Moved 278.6074 521.9199 472.5195 0.3748147 0.2173855
Moved 278.6381 522 457.296 0.375 0.1782305
Moved 278.6688 522 440.7426 0.375 0.1356547
Moved 278.6995 533.6279 425.4302 0.4019164 0.09627107
Moved 278.7303 537.3568 411.9296 0.4105481 0.06154731
Moved 278.761 542.0536 398.7856 0.4214203 0.02774074
Moved 278.7917 545.6028 389.1916 0.429636 0.003064709
Moved 278.8224 547 382.0551 0.4328704 -0.01529058
Moved 278.8531 548.3425 377.6575 0.4359779 -0.026601
Moved 278.8839 548 375.1029 0.4351853 -0.03317154
Moved 278.9146 549 373.2662 0.4375 -0.03789556
Moved 278.9453 549 371.8259 0.4375 -0.04160006
Moved 278.976 549 370.9852 0.4375 -0.0437625
Moved 279.0068 549 370 0.4375 -0.04629637
Stationary 279.0375 549 370 0.4375 -0.04629637
Moved 279.0683 538.1916 370 0.4124805 -0.04629637
Moved 279.099 532 370 0.3981481 -0.04629637
Moved 279.1296 523.3948 378.2017 0.3782288 -0.02520141
Moved 279.1604 514.7826 380.0724 0.3582931 -0.02038987
Moved 279.1911 503.1265 382 0.3313113 -0.01543218
Moved 279.2219 494.9933 383.3356 0.3124846 -0.01199699
Moved 279.2526 477.7779 384 0.272634 -0.01028807
Moved 279.2833 465.227 384 0.243581 -0.01028807
Moved 279.314 449.6079 384 0.2074258 -0.01028807
Moved 279.3448 436.8818 385 0.1779672 -0.007716127
Moved 279.3755 424.0105 386 0.1481724 -0.005144111
Moved 279.4062 405.3843 389.3737 0.1050563 0.003533069
Moved 279.437 391.6107 389.9128 0.07317284 0.004919703
Moved 279.4676 372.7122 390 0.02942642 0.005143954
Moved 279.4984 356.6429 391 -0.007770956 0.007715971
Moved 279.5291 341.5421 391 -0.04272665 0.007715971
Moved 279.5598 328.702 391 -0.072449 0.007715971
Moved 279.5906 312.354 391 -0.1102916 0.007715971
Moved 279.6213 301.5961 391 -0.1351942 0.007715971
Moved 279.652 293.5 391 -0.1539352 0.007715971
Moved 279.6827 287.5893 391 -0.1676173 0.007715971
Moved 279.7134 279.0691 391 -0.1873401 0.007715971
Moved 279.7442 270.3069 391 -0.2076229 0.007715971
Moved 279.7749 263.4843 391 -0.2234159 0.007715971
Moved 279.8056 256.5526 391 -0.2394616 0.007715971
Moved 279.8363 250.8049 391 -0.2527664 0.007715971
Moved 279.8671 247.0314 391 -0.2615013 0.007715971
Moved 279.8978 244.5 391 -0.2673611 0.007715971
Moved 279.9286 242.5 391 -0.2719907 0.007715971
Moved 279.9593 240.5 391 -0.2766204 0.007715971
Ended 279.99 239.6599 391 -0.2785651 0.007715971
Began 280.9732 364 571 0.009259283 0.4706789
Stationary 281.004 364 571 0.009259283 0.4706789
Stationary 281.0346 364 571 0.009259283 0.4706789
Stationary 281.0655 364 571 0.009259283 0.4706789
Stationary 281.0962 364 571 0.009259283 0.4706789
Stationary 281.1268 364 571 0.009259283 0.4706789
Stationary 281.1576 364 571 0.009259283 0.4706789
Stationary 281.1883 364 571 0.009259283 0.4706789
Moved 281.2191 380.2985 571 0.04698733 0.4706789
Moved 281.2498 390.8766 561.7078 0.07147352 0.4467793
Moved 281.2805 405.9726 560 0.1064179 0.4423867
Moved 281.3112 418.9518 559 0.1364626 0.4398148
Moved 281.342 433.7177 559 0.1706427 0.4398148
Moved 281.3727 447.1034 559 0.2016283 0.4398148
Moved 281.4034 461.196 559 0.2342499 0.4398148
Moved 281.4341 466.4561 559 0.2464262 0.4398148
Moved 281.4648 475.0561 559 0.2663336 0.4398148
Moved 281.4956 481.5634 559 0.2813966 0.4398148
Moved 281.5263 486.1239 559 0.2919534 0.4398148
Moved 281.557 491.8371 559 0.3051785 0.4398148
Moved 281.5877 497.4498 559 0.3181708 0.4398148
Moved 281.6185 500.6005 559 0.3254641 0.4398148
Moved 281.6492 503.1722 559 0.3314171 0.4398148
Moved 281.6799 507.0412 559 0.3403731 0.4398148
Moved 281.7106 509.9151 558 0.3470256 0.4372427
Moved 281.7414 512.5 557 0.3530093 0.4346707
Moved 281.7721 514.3293 556 0.3572437 0.4320986
Moved 281.8029 516.2041 555 0.3615835 0.4295266
Moved 281.8335 518.0743 552.9257 0.3659127 0.4241916
Moved 281.8643 520.5782 550.4218 0.3717088 0.4177513
Moved 281.895 523.4521 546.0958 0.3783613 0.4066249
Moved 281.9258 526.3273 542.6727 0.3850168 0.3978207
Moved 281.9565 528 539.7996 0.3888889 0.3904309
Moved 281.9872 529 538.2529 0.3912036 0.3864527
Moved 282.0179 529 536.6891 0.3912036 0.3824308
Stationary 282.0486 529 536.6891 0.3912036 0.3824308
Moved 282.0794 529 534.9998 0.3912036 0.3780857
Moved 282.1101 512.572 530.2288 0.353176 0.3658148
Moved 282.1408 503.4854 526.2427 0.3321421 0.3555625
Moved 282.1715 494.096 524.3653 0.3104074 0.3507338
Moved 282.2023 485.3877 524 0.2902493 0.3497942
Moved 282.233 473.6113 521.9222 0.2629891 0.3444501
Moved 282.2637 462.2429 522 0.2366733 0.3446501
Moved 282.2944 450.5 522 0.2094908 0.3446501
Moved 282.3252 434.1681 522 0.1716854 0.3446501
Moved 282.3559 420.8727 522 0.1409089 0.3446501
Moved 282.3866 410.679 522 0.1173125 0.3446501
Moved 282.4174 402.1635 522 0.09760062 0.3446501
Moved 282.4481 392.0557 521 0.07420302 0.3420781
Moved 282.4788 385.2741 521 0.05850484 0.3420781
Moved 282.5096 379.5509 521 0.04525681 0.3420781
Moved 282.5403 374.4637 521 0.03348092 0.3420781
Moved 282.571 368.6944 521 0.02012591 0.3420781
Moved 282.6017 360.911 521 0.002108713 0.3420781
Moved 282.6324 352.9043 521 -0.01642525 0.3420781
Moved 282.6632 342.3609 521 -0.04083117 0.3420781
Moved 282.6939 330.8968 520 -0.06736854 0.3395061
Moved 282.7246 319.3963 518 -0.09399006 0.3343621
Moved 282.7553 311.3531 517 -0.1126085 0.33179
Moved 282.7861 302.7704 515 -0.1324759 0.326646
Moved 282.8168 295.1285 513.0428 -0.1501655 0.3216121
Moved 282.8475 289 512 -0.1643519 0.31893
Moved 282.8783 282.2863 510 -0.1798929 0.3137859
Moved 282.909 276.5451 507.7725 -0.1931827 0.3080568
Moved 282.9397 271.8028 507 -0.2041602 0.3060699
Moved 282.9704 269.4006 506 -0.2097209 0.3034978
Moved 283.0012 266.5369 506 -0.2163499 0.3034978
Moved 283.0319 263.6666 505 -0.222994 0.3009258
Moved 283.0626 260.8001 505 -0.2296294 0.3009258
Moved 283.0933 259.2654 504.2654 -0.2331819 0.2990364
Moved 283.1241 257.3967 504 -0.2375076 0.2983539
Moved 283.1548 255.7664 504 -0.2412815 0.2983539
Stationary 283.1855 255.7664 504 -0.2412815 0.2983539
Ended 283.2162 256 503 -0.2407407 0.2957818
Began 284.0766 434 401 0.1712963 0.03343609
Stationary 284.1074 434 401 0.1712963 0.03343609
Stationary 284.138 434 401 0.1712963 0.03343609
Moved 284.1687 409.8427 401 0.1153767 0.03343609
Moved 284.1994 400.6577 401 0.09411494 0.03343609
Moved 284.2302 382.8774 401 0.05295704 0.03343609
Moved 284.2609 365.3376 409.2208 0.01235555 0.05458015
Moved 284.2917 351.2637 412.1473 -0.02022296 0.06210719
Moved 284.3224 334.8278 416.0492 -0.058269 0.07214291
Moved 284.3531 320.5167 418 -0.09139647 0.07716041
Moved 284.3839 307.5 420.5 -0.1215278 0.08359041
Moved 284.4145 292.19 422 -0.1569676 0.08744851
Moved 284.4453 277.8384 422 -0.1901889 0.08744851
Moved 284.476 265.412 422 -0.2189537 0.08744851
Moved 284.5067 254.6712 422 -0.2438168 0.08744851
Moved 284.5375 238.7214 422 -0.2807375 0.08744851
Moved 284.5682 224.0468 414 -0.3147064 0.06687239
Moved 284.5989 211.7738 410.9435 -0.3431161 0.059011
Moved 284.6297 200.7075 408.4269 -0.3687326 0.05253823
Moved 284.6604 187.7788 405.5557 -0.3986602 0.04515357
Moved 284.6911 177.7476 402.6869 -0.4218805 0.03777484
Moved 284.7218 171.1853 400 -0.4370711 0.03086416
Moved 284.7526 166.2451 398.2451 -0.4485067 0.02635061
Moved 284.7833 163.3765 397 -0.4551471 0.02314815
Moved 284.814 162 395.5052 -0.4583334 0.01930339
Moved 284.8448 160 396 -0.462963 0.02057605
Moved 284.8755 159 395 -0.4652778 0.01800408
Moved 284.9062 159 394.2306 -0.4652778 0.0160251
Moved 284.937 177.5 390.5 -0.4224537 0.006429962
Moved 284.9677 198.0271 382.7065 -0.3749372 -0.01361494
Moved 284.9984 215.142 375.9526 -0.3353194 -0.03098601
Moved 285.0291 236.1613 368.3145 -0.2866636 -0.05063147
Moved 285.0599 258.3058 362.0082 -0.2354032 -0.06685131
Moved 285.0906 290.1048 351.0685 -0.1617944 -0.09498839
Moved 285.1213 313.3213 343.4337 -0.1080526 -0.1146253
Moved 285.152 335.4624 335.8266 -0.05679995 -0.1341908
Moved 285.1828 351.8538 328.8585 -0.01885697 -0.1521131
Moved 285.2135 369.0897 320.7462 0.02104084 -0.1729778
Moved 285.2442 382.2939 313.0295 0.05160639 -0.1928252
Moved 285.275 391.6859 307.2355 0.07334709 -0.2077276
Moved 285.3054 403.0746 298.6941 0.09970972 -0.2296963
Moved 285.3364 415.2316 287.8456 0.127851 -0.2575989
Moved 285.3671 419.0255 283.9745 0.136633 -0.2675552
Moved 285.3979 424.0846 279.9154 0.148344 -0.2779955
Moved 285.4286 427.8378 276.1622 0.1570319 -0.2876487
Moved 285.4593 430.7957 274 0.163879 -0.2932099
Moved 285.4901 432.2298 272.7702 0.1671987 -0.296373
Moved 285.5207 434.0883 270.9117 0.1715006 -0.301153
Moved 285.5515 435.374 269.626 0.1744768 -0.3044598
Stationary 285.5822 435.374 269.626 0.1744768 -0.3044598
Moved 285.6129 435 269 0.1736111 -0.30607
Stationary 285.6436 435 269 0.1736111 -0.30607
Moved 285.6743 424.3 280.7001 0.1488425 -0.2759772
Moved 285.7051 413.5736 293.533 0.124013 -0.2429709
Moved 285.7358 400.8757 307.374 0.09461968 -0.2073713
Moved 285.7666 385 329 0.05787035 -0.151749
Moved 285.7973 371.1217 345.254 0.02574464 -0.1099435
Moved 285.828 359.1887 361.7359 -0.001878093 -0.06755169
Moved 285.8588 343.8765 381.7728 -0.03732284 -0.01601639
Moved 285.8895 331.221 397.7789 -0.06661797 0.02515149
Moved 285.9202 317.7095 411.7179 -0.09789472 0.06100277
Moved 285.9509 307.5636 420.3273 -0.1213805 0.08314618
Moved 285.9816 299.0952 425.9524 -0.1409834 0.09761406
Moved 286.0124 292.2971 429.8514 -0.1567198 0.1076426
Moved 286.0431 284.5 433.5 -0.1747685 0.1170266
Moved 286.0739 278.3236 437.4509 -0.1890657 0.1271886
Moved 286.1046 270.713 439.0956 -0.2066829 0.1314188
Moved 286.1353 263.0551 441 -0.2244094 0.1363167
Moved 286.166 255.9673 441.5164 -0.2408164 0.1376448
Moved 286.1967 247.846 442 -0.2596158 0.1388888
Moved 286.2275 241.4862 442 -0.2743375 0.1388888
Moved 286.2582 236.722 442 -0.2853656 0.1388888
Moved 286.2889 232.3432 442 -0.2955018 0.1388888
Moved 286.3196 229.4745 442 -0.3021423 0.1388888
Moved 286.3503 226.5937 435 -0.3088109 0.1208847
Moved 286.3811 225.0185 434 -0.3124572 0.1183127
Moved 286.4118 225 432.5913 -0.3125 0.1146895
Ended 286.4425 225 432.5913 -0.3125 0.1146895
PhraseEnd 287.7637
