exercise is good for the mind
Ended 574.6189 281.7309 507.8771 -0.1811784 0.3083257
Began 574.9568 528 477 0.3888889 0.2289094
Stationary 574.9875 528 477 0.3888889 0.2289094
Stationary 575.0183 528 477 0.3888889 0.2289094
Moved 575.049 514.3676 477 0.3573324 0.2289094
Moved 575.0798 487.8497 465.096 0.2959484 0.1982922
Moved 575.1105 435.3286 445.1408 0.1743716 0.146967
Moved 575.1412 379.9616 422.2783 0.04620741 0.08816436
Moved 575.1719 338.3638 402.6819 -0.0500838 0.03776197
Moved 575.2026 309.795 388.4417 -0.1162153 0.001135893
Moved 575.2334 292.8633 381.4316 -0.1554091 -0.01689393
Moved 575.2641 282 376 -0.1805555 -0.03086435
Moved 575.2948 276.5791 372.7896 -0.193104 -0.03912168
Moved 575.3256 271.9129 370.913 -0.2039053 -0.04394821
Ended 575.3563 272 371 -0.2037037 -0.04372435
Began 575.8172 393 423 0.07638891 0.09002049
Stationary 575.848 393 423 0.07638891 0.09002049
Stationary 575.8787 393 423 0.07638891 0.09002049
Stationary 575.9094 393 423 0.07638891 0.09002049
Stationary 575.9401 393 423 0.07638891 0.09002049
Stationary 575.9708 393 423 0.07638891 0.09002049
Stationary 576.0015 393 423 0.07638891 0.09002049
Stationary 576.0323 393 423 0.07638891 0.09002049
Stationary 576.063 393 423 0.07638891 0.09002049
Stationary 576.0938 393 423 0.07638891 0.09002049
Stationary 576.1244 393 423 0.07638891 0.09002049
Stationary 576.1552 393 423 0.07638891 0.09002049
Moved 576.1859 430.1419 447.4828 0.1623655 0.1529908
Moved 576.2166 496.5886 488.2172 0.3161774 0.2577601
Moved 576.2474 510.8847 497.4675 0.3492701 0.281552
Moved 576.2781 533.2216 512.3807 0.400976 0.3199091
Moved 576.3088 547.7617 521.057 0.4346335 0.3422247
Moved 576.3395 553.4467 524.2233 0.4477932 0.3503685
Moved 576.3702 555.7356 525.7356 0.4530917 0.3542581
Moved 576.401 556 527.5 0.4537037 0.3587962
Moved 576.4317 556 527 0.4537037 0.3575102
Moved 576.4624 520.1816 516.0908 0.3707907 0.3294516
Moved 576.4931 443.9711 478.0154 0.1943775 0.2315209
Moved 576.5239 369.1255 432.2062 0.02112379 0.1136991
Moved 576.5546 335.0786 405.155 -0.05768856 0.04412274
Moved 576.5851 317.9734 392.1445 -0.09728386 0.01065961
Moved 576.616 302.4281 381.5425 -0.1332683 -0.01660892
Moved 576.6467 292.067 374.0503 -0.1572523 -0.03587895
Moved 576.6775 288.1401 371.1401 -0.1663423 -0.04336393
Moved 576.7082 287 371 -0.1689815 -0.04372435
Ended 576.739 287 371 -0.1689815 -0.04372435
Began 577.077 344 388 -0.03703703 -3.924585E-08
Stationary 577.1076 344 388 -0.03703703 -3.924585E-08
Stationary 577.1384 344 388 -0.03703703 -3.924585E-08
Stationary 577.1691 344 388 -0.03703703 -3.924585E-08
Stationary 577.1998 344 388 -0.03703703 -3.924585E-08
Stationary 577.2305 344 388 -0.03703703 -3.924585E-08
Stationary 577.2612 344 388 -0.03703703 -3.924585E-08
Stationary 577.2919 344 388 -0.03703703 -3.924585E-08
Stationary 577.3227 344 388 -0.03703703 -3.924585E-08
Stationary 577.3535 344 388 -0.03703703 -3.924585E-08
Stationary 577.3842 344 388 -0.03703703 -3.924585E-08
Moved 577.4149 375.3682 408.7297 0.03557443 0.05331698
Moved 577.4456 433.7843 436.9161 0.1707971 0.125813
Moved 577.4763 488.4199 466.5545 0.2972682 0.2020434
Moved 577.507 496.4656 470.2328 0.3158927 0.211504
Moved 577.5378 509.093 476.5465 0.3451227 0.227743
Moved 577.5685 517.3093 481.3093 0.3641419 0.2399929
Moved 577.5992 521.0256 484.0256 0.3727445 0.2469795
Moved 577.6299 521 486.6597 0.3726852 0.2537542
Moved 577.6606 521 491.8045 0.3726852 0.2669868
Moved 577.6914 502.2926 498.5692 0.329381 0.2843856
Moved 577.7222 477.292 504.3105 0.2715093 0.2991525
Moved 577.7529 450.1953 506 0.2087853 0.3034978
Moved 577.7836 417.9742 506 0.1341997 0.3034978
Moved 577.8143 391.3508 494.3508 0.07257134 0.2735359
Moved 577.845 374.3938 493.6788 0.03331889 0.2718075
Moved 577.8757 362.7587 492.1517 0.006385843 0.2678798
Moved 577.9064 354.83 490 -0.01196757 0.2623456
Moved 577.9373 347.8027 489 -0.02823457 0.2597736
Moved 577.968 343.8674 487.8674 -0.0373439 0.2568606
Moved 577.9987 337.905 486.9525 -0.05114585 0.2545074
Moved 578.0294 335.0743 487 -0.05769834 0.2546296
Moved 578.0601 332.1989 486 -0.06435439 0.2520575
Moved 578.0908 329.6638 486 -0.07022272 0.2520575
Moved 578.1216 326.7908 485 -0.07687305 0.2494856
Moved 578.1523 323.9121 484 -0.08353685 0.2469135
Moved 578.183 321.2986 483.2986 -0.08958653 0.2451094
Moved 578.2137 318.5308 483 -0.09599353 0.2443414
Moved 578.2444 316.8289 483 -0.09993304 0.2443414
Moved 578.2752 314.8908 482 -0.1044194 0.2417695
Moved 578.3059 314.2314 482 -0.1059458 0.2417695
Moved 578.3366 313.3593 482 -0.1079646 0.2417695
Moved 578.3674 313 482 -0.1087963 0.2417695
Moved 578.3981 312 482 -0.1111111 0.2417695
Stationary 578.4288 312 482 -0.1111111 0.2417695
Moved 578.4595 311 482 -0.113426 0.2417695
Moved 578.4902 309.8341 482 -0.1161247 0.2417695
Stationary 578.521 310 482 -0.1157407 0.2417695
Moved 578.5517 308.8846 482 -0.1183227 0.2417695
Stationary 578.5825 309 482 -0.1180555 0.2417695
Stationary 578.6132 309 482 -0.1180555 0.2417695
Moved 578.6439 308 482 -0.1203704 0.2417695
Stationary 578.6746 308 482 -0.1203704 0.2417695
Ended 578.7054 308 482 -0.1203704 0.2417695
Began 579.0741 352 536 -0.01851852 0.3806583
Stationary 579.1047 352 536 -0.01851852 0.3806583
Stationary 579.1354 352 536 -0.01851852 0.3806583
Stationary 579.1662 352 536 -0.01851852 0.3806583
Stationary 579.197 352 536 -0.01851852 0.3806583
Moved 579.2277 373.6022 504.1308 0.03148655 0.2986902
Moved 579.2584 396.1064 470.3403 0.08357972 0.2117807
Moved 579.2891 407.7907 453.1162 0.1106267 0.1674799
Moved 579.3198 415.1223 441.3167 0.1275978 0.1371312
Moved 579.3506 420.8749 429.2501 0.1409142 0.1060959
Moved 579.3813 422 423.0967 0.1435185 0.09026931
Moved 579.412 422 417.4652 0.1435185 0.07578492
Moved 579.4427 411.887 413.5914 0.1201088 0.06582138
Moved 579.4735 399.1049 408.842 0.09052068 0.05360588
Moved 579.5042 384.187 407 0.05598853 0.04886827
Moved 579.5349 361.7637 407 0.004082621 0.04886827
Moved 579.5656 336.7589 422.7154 -0.0537988 0.08928844
Moved 579.5964 313.5587 437.8867 -0.107503 0.1283092
Moved 579.6271 292.4586 452.9061 -0.1563459 0.1669394
Moved 579.6578 276.8445 466.963 -0.1924896 0.203094
Moved 579.6885 267.8675 477.1987 -0.2132696 0.2294205
Moved 579.7193 262.619 483.381 -0.2254189 0.2453213
Moved 579.75 259 489.4523 -0.2337963 0.260937
Moved 579.7807 258 493.6691 -0.2361111 0.2717825
Ended 579.8115 257 496.217 -0.2384259 0.2783359
Began 580.3645 457 312 0.2245371 -0.1954732
Stationary 580.3952 457 312 0.2245371 -0.1954732
Stationary 580.426 457 312 0.2245371 -0.1954732
Moved 580.4567 457 304.4736 0.2245371 -0.2148313
Moved 580.4873 457 301.7283 0.2245371 -0.2218923
Stationary 580.5181 457 301.7283 0.2245371 -0.2218923
Stationary 580.5488 457 302 0.2245371 -0.2211935
Stationary 580.5796 457 302 0.2245371 -0.2211935
Moved 580.6103 448.4533 338.9207 0.204753 -0.1262329
Moved 580.6411 448 382.2289 0.2037037 -0.01484333
Moved 580.6717 458.3324 422.3733 0.2276213 0.08840855
Moved 580.7025 461.7468 450.7338 0.2355249 0.1613524
Moved 580.7332 465.7048 470.9337 0.244687 0.2133066
Moved 580.7639 467 481.7407 0.2476852 0.2411024
Moved 580.7946 467 486.4524 0.2476852 0.2532211
Moved 580.8254 467 488 0.2476852 0.2572016
Moved 580.8561 447.938 463.907 0.2035602 0.1952339
Moved 580.8868 408.0835 393.7277 0.1113044 0.01473152
Moved 580.9175 391 348 0.07175922 -0.1028807
Moved 580.9483 387.8571 309.2851 0.06448399 -0.2024561
Moved 580.979 388 279.8474 0.06481478 -0.2781705
Moved 581.0097 388 265.4633 0.06481478 -0.3151664
Moved 581.0405 388 258.0777 0.06481478 -0.3341623
Moved 581.0712 388 253.7178 0.06481478 -0.3453762
Stationary 581.1019 388 254 0.06481478 -0.3446502
Moved 581.1326 368.4196 277.6219 0.01948973 -0.2838944
Moved 581.1634 304.3983 349.6943 -0.1287077 -0.09852287
Moved 581.1941 276.5482 378.3735 -0.1931754 -0.02475966
Moved 581.2248 269.202 387.1576 -0.2101806 -0.002166764
Moved 581.2555 260.2211 395.7789 -0.2309696 0.02000734
Ended 581.2863 252.5 404.5 -0.2488426 0.04243823
PhraseEnd 582.2081
