good jobs for those with education
Basic
0.6 0.6
432 388.8
Began 1661.021 337 336 -0.05324075 -0.1337449
Stationary 1661.051 337 336 -0.05324075 -0.1337449
Stationary 1661.082 337 336 -0.05324075 -0.1337449
Stationary 1661.113 337 336 -0.05324075 -0.1337449
Moved 1661.143 337 346.6959 -0.05324075 -0.106235
Moved 1661.174 337 348.2837 -0.05324075 -0.1021511
Moved 1661.205 344.5928 354.1856 -0.03566479 -0.08697125
Moved 1661.236 347.1274 360.2549 -0.0297976 -0.07136089
Moved 1661.266 353.0647 369.097 -0.01605401 -0.04861894
Moved 1661.297 359.7026 379.7026 -0.0006884834 -0.02134119
Moved 1661.328 369.3189 392.0919 0.02157152 0.01052429
Moved 1661.359 380.543 404.8516 0.04755328 0.04334257
Moved 1661.389 393.9354 417.9354 0.07855424 0.07699428
Moved 1661.42 409.3559 433.356 0.1142498 0.1166561
Moved 1661.451 427.7318 449.0558 0.1567866 0.1570366
Moved 1661.482 451.3299 468.9136 0.2114118 0.2081111
Moved 1661.512 471.0599 483.4714 0.2570832 0.2455539
Moved 1661.543 489.0005 497.8337 0.2986122 0.2824941
Moved 1661.574 502.5738 507.859 0.3300318 0.3082792
Moved 1661.604 513.331 516.1655 0.3549328 0.3296436
Moved 1661.635 520.3522 521.4507 0.3711857 0.3432374
Moved 1661.666 526.6249 525.3124 0.3857057 0.3531697
Moved 1661.697 531.6594 529.6594 0.3973597 0.3643503
Moved 1661.727 535.6985 533.6985 0.4067096 0.374739
Moved 1661.758 538.569 536 0.4133541 0.3806583
Moved 1661.789 540 538.1064 0.4166667 0.3860762
Moved 1661.82 541 539 0.4189815 0.3883744
Moved 1661.85 541 540.4279 0.4189815 0.3920469
Stationary 1661.881 541 540 0.4189815 0.3909464
Moved 1661.912 523.7272 540 0.3789982 0.3909464
Moved 1661.943 495.2688 523.0557 0.3131223 0.3473654
Moved 1661.973 464.7114 506.8425 0.2423875 0.3056649
Moved 1662.004 440.0917 492.7176 0.1853974 0.2693353
Moved 1662.035 413.4334 478.0186 0.1236884 0.2315291
Moved 1662.065 391.0995 464.914 0.0719895 0.197824
Moved 1662.096 371.171 453.5855 0.02585878 0.1686869
Moved 1662.127 352.5699 444.2849 -0.01719942 0.1447656
Moved 1662.158 331.1332 434.3428 -0.06682122 0.1191945
Moved 1662.188 314.4479 428.1493 -0.1054446 0.1032646
Moved 1662.219 300.2296 422.4099 -0.1383574 0.08850266
Moved 1662.25 288.7601 416.38 -0.1649072 0.07299376
Moved 1662.281 276.5912 410.6365 -0.1930759 0.05822131
Moved 1662.311 264.7908 405.8954 -0.2203917 0.04602715
Moved 1662.342 256.7289 401.8193 -0.2390535 0.03554332
Moved 1662.373 250.0265 398.0132 -0.2545683 0.02575415
Moved 1662.403 244.2947 395.1473 -0.2678364 0.01838299
Moved 1662.434 241.2814 393.2814 -0.2748115 0.01358393
Moved 1662.465 238.7386 392 -0.2806977 0.01028803
Moved 1662.496 237 391 -0.2847222 0.007715971
Moved 1662.526 235.5 389.5 -0.2881945 0.003857946
Moved 1662.557 234.8562 388.8562 -0.2896847 0.002202124
Ended 1662.588 234 389 -0.2916667 0.002572016
Began 1664.063 444 361 0.1944444 -0.06944452
Stationary 1664.094 444 361 0.1944444 -0.06944452
Stationary 1664.124 444 361 0.1944444 -0.06944452
Stationary 1664.155 444 361 0.1944444 -0.06944452
Moved 1664.186 444 371.5736 0.1944444 -0.04224902
Moved 1664.217 444 379.3302 0.1944444 -0.02229895
Moved 1664.247 448.9469 392.8268 0.2058956 0.01241448
Moved 1664.278 456.323 404.8074 0.2229699 0.04322892
Moved 1664.309 467.2585 421.517 0.2482836 0.08620627
Moved 1664.339 475.8744 436.8325 0.2682278 0.1255979
Moved 1664.37 484.5235 452.3647 0.2882488 0.165547
Moved 1664.401 489.8206 462.6412 0.3005107 0.1919784
Moved 1664.432 497.5307 475.3267 0.3183581 0.2246057
Moved 1664.462 506.9424 495.356 0.3401444 0.2761212
Moved 1664.493 512.0367 507.0734 0.3519367 0.3062586
Moved 1664.524 515.8794 512.7588 0.3608319 0.3208816
Moved 1664.555 521.6199 524.2397 0.3741201 0.3504107
Moved 1664.585 526.1761 533.5283 0.3846668 0.3743012
Moved 1664.616 530.6773 540.3546 0.3950864 0.3918583
Moved 1664.647 533.5474 546.0948 0.40173 0.4066223
Moved 1664.677 535.419 550.419 0.4060625 0.4177442
Moved 1664.708 536 553.2909 0.4074074 0.4251308
Moved 1664.739 537 555.5 0.4097222 0.4308127
Moved 1664.77 537 557.5 0.4097222 0.4359567
Moved 1664.8 537 558.1897 0.4097222 0.4377306
Stationary 1664.831 537 558.1897 0.4097222 0.4377306
Moved 1664.862 537 559.121 0.4097222 0.440126
Moved 1664.893 531.1561 559 0.3961947 0.4398148
Moved 1664.923 520.5236 559 0.3715823 0.4398148
Moved 1664.954 513.6564 550.1189 0.355686 0.4169724
Moved 1664.985 496.1607 542.5803 0.3151868 0.3975831
Moved 1665.016 481.9575 534.983 0.282309 0.3780425
Moved 1665.046 468.7128 526.0276 0.2516499 0.3550093
Moved 1665.077 454.948 517.7688 0.2197871 0.3337674
Moved 1665.108 442.8743 510.1558 0.1918387 0.3141865
Moved 1665.138 433.3854 503.6927 0.1698736 0.2975635
Moved 1665.169 425.039 498.6927 0.1505533 0.2847033
Moved 1665.2 414.907 491.4302 0.1270996 0.2660242
Moved 1665.231 402.4152 482.8114 0.09818336 0.2438564
Moved 1665.261 393.2066 477.4711 0.07686714 0.230121
Moved 1665.292 386.5652 473.3768 0.06149361 0.2195906
Moved 1665.323 379.6347 469.3174 0.04545073 0.2091496
Moved 1665.354 375.4442 466.4442 0.03575047 0.2017597
Moved 1665.384 371.8986 463.9493 0.02754301 0.1953427
Moved 1665.415 368.0595 461.0595 0.01865635 0.1879101
Moved 1665.446 365.1868 458.1868 0.01200646 0.1805216
Moved 1665.477 362.3185 456.3185 0.005366902 0.1757161
Moved 1665.507 359.748 455 -0.0005833805 0.172325
Moved 1665.538 357.8787 453 -0.00491038 0.167181
