my watch fell in the water
Basic
0.6 0.6
432 388.8
Began 911.611 452 278 0.2129629 -0.2829219
Stationary 911.6418 452 278 0.2129629 -0.2829219
Stationary 911.6725 452 278 0.2129629 -0.2829219
Moved 911.7032 438.1777 305.4391 0.1809668 -0.2123481
Moved 911.7339 425.5605 333.791 0.1517605 -0.1394265
Moved 911.7647 414.1485 355.7401 0.1253437 -0.08297303
Moved 911.7954 400.8066 378.3868 0.09445965 -0.02472528
Moved 911.8262 385.9654 402.6622 0.06010512 0.03771142
Moved 911.8569 372.9182 420.6227 0.02990335 0.08390599
Moved 911.8876 357.2896 443.9946 -0.006274184 0.1440191
Moved 911.9184 345.5868 459.4131 -0.03336385 0.1836757
Moved 911.9491 330.7834 477.3248 -0.0676309 0.2297449
Moved 911.9798 319.2786 492.1517 -0.09426247 0.2678798
Moved 912.0106 310.1971 500.8522 -0.1152844 0.2902575
Moved 912.0413 295.7879 511.4091 -0.1486392 0.3174102
Moved 912.072 285.9606 517.3596 -0.1713876 0.332715
Moved 912.1028 279.895 520.5526 -0.1854284 0.3409273
Moved 912.1335 278 522 -0.1898148 0.3446501
Ended 912.1642 277 523 -0.1921296 0.3472221
Began 915.5452 221 533 -0.3217593 0.3729423
Stationary 915.576 221 533 -0.3217593 0.3729423
Stationary 915.6068 221 533 -0.3217593 0.3729423
Stationary 915.6375 221 533 -0.3217593 0.3729423
Stationary 915.6682 221 533 -0.3217593 0.3729423
Moved 915.6989 221 521.8464 -0.3217593 0.3442551
Moved 915.7296 210.0273 510.0682 -0.3471591 0.3139615
Moved 915.7604 204.8724 494.6172 -0.3590917 0.2742211
Moved 915.7911 199.1286 478.8214 -0.3723876 0.2335939
Moved 915.8218 193.3946 463.7891 -0.3856607 0.1949309
Moved 915.8527 189.6661 452.3322 -0.3942915 0.1654633
Moved 915.8834 187.2932 443.8796 -0.3997842 0.1437232
Moved 915.9141 184.4279 435.7118 -0.4064168 0.1227154
Moved 915.9448 181.5547 425.2188 -0.4130678 0.09572731
Moved 915.9756 180.0437 417.131 -0.4165656 0.07492544
Moved 916.0063 178.1818 408.3636 -0.4208753 0.0523756
Moved 916.037 176 400.632 -0.4259259 0.03248949
Moved 916.0676 174.4373 393.8746 -0.4295433 0.01510946
Moved 916.0985 173 388.8091 -0.4328704 0.002081051
Moved 916.1292 171.0259 383.0518 -0.4374401 -0.01272696
Moved 916.16 169.1624 376.3247 -0.4417538 -0.03002912
Moved 916.1907 167.5 371.5 -0.4456018 -0.04243827
Moved 916.2214 166.7618 368.7618 -0.4473106 -0.04948094
Moved 916.2521 167 364.8944 -0.4467593 -0.05942803
Moved 916.2829 165.5 365 -0.4502315 -0.05915646
Moved 916.3137 166 363 -0.4490741 -0.06430049
Stationary 916.3444 166 363 -0.4490741 -0.06430049
Moved 916.3751 176.3009 363 -0.4252294 -0.06430049
Moved 916.4059 194.3128 386.0211 -0.3835351 -0.005089756
Moved 916.4366 223.1734 411.8015 -0.3167283 0.06121784
Moved 916.4673 252.0012 436.4456 -0.2499972 0.1246026
Moved 916.4981 279.268 458.4144 -0.1868797 0.1811069
Moved 916.5288 299.5534 473.7209 -0.1399226 0.2204755
Moved 916.5596 318.995 488.397 -0.0949189 0.2582227
Moved 916.5903 336.3852 501.0389 -0.05466382 0.2907379
Moved 916.621 352.1863 511.6398 -0.01808718 0.3180035
Moved 916.6518 362.3185 518.2123 0.005366902 0.3349082
Moved 916.6825 372.8168 524.8168 0.02966851 0.3518949
Moved 916.7133 376.2794 526.2794 0.03768374 0.3556567
Moved 916.744 377.5253 526.5253 0.04056771 0.3562892
Moved 916.7747 380.2374 527 0.04684588 0.3575102
Moved 916.8054 380 528.5 0.04629632 0.3613682
Moved 916.8362 380 528 0.04629632 0.3600822
Moved 916.8669 340.926 458.6937 -0.04415283 0.1818252
Moved 916.8976 299.8811 384.7622 -0.1391641 -0.008327735
Moved 916.9284 281.9024 342.4327 -0.1807815 -0.1171998
Moved 916.9591 270.5184 304.3948 -0.2071332 -0.2150339
Moved 916.9899 268 277.8704 -0.212963 -0.2832552
Moved 917.0206 267 255.6284 -0.2152778 -0.3404619
Moved 917.0514 267 243.6855 -0.2152778 -0.3711792
Moved 917.0821 267 236.1674 -0.2152778 -0.390516
Moved 917.1129 267 230.215 -0.2152778 -0.4058258
Moved 917.1436 275.6586 227 -0.1952348 -0.4140947
Moved 917.1743 279.0578 226 -0.1873663 -0.4166668
Moved 917.205 284.1996 226 -0.175464 -0.4166668
Moved 917.2358 300.537 243.537 -0.1376459 -0.3715613
Moved 917.2665 328.5384 278.173 -0.07282788 -0.2824769
Moved 917.2972 356.5 314 -0.008101861 -0.1903292
Moved 917.328 385.6073 353.0092 0.05927622 -0.0899971
Moved 917.3587 404.5538 377.712 0.1031337 -0.02646097
Moved 917.3895 420.703 400.6039 0.1405161 0.03241751
Moved 917.4202 435.0657 419.615 0.1737632 0.08131415
Moved 917.4509 446.1571 435.9285 0.1994376 0.1232727
Moved 917.4816 453.7944 445.7944 0.2171168 0.1486482
Moved 917.5125 459.2579 453.2579 0.2297638 0.1678444
Moved 917.5431 461.6655 457.3309 0.2353367 0.1783202
Moved 917.5739 465.5362 460.5362 0.2442968 0.1865642
Moved 917.6046 467.5 464 0.2488426 0.1954732
Ended 917.6353 468 465 0.25 0.1980452
Began 918.2194 248 380 -0.2592593 -0.02057613
Stationary 918.2501 248 380 -0.2592593 -0.02057613
Stationary 918.2808 248 380 -0.2592593 -0.02057613
Stationary 918.3115 248 380 -0.2592593 -0.02057613
Stationary 918.3423 248 380 -0.2592593 -0.02057613
Moved 918.373 238.3842 393.7369 -0.2815181 0.01475526
Moved 918.4037 234.5446 403.9107 -0.2904059 0.04092259
Moved 918.4345 225.5475 423.9049 -0.3112325 0.09234796
Moved 918.4653 213.8707 449.6328 -0.3382624 0.1585205
Moved 918.496 202.5145 471.9711 -0.3645498 0.2159748
Moved 918.5267 192.8948 491.2104 -0.3868175 0.2654588
Moved 918.5574 186.1553 505.6118 -0.4024183 0.3024993
Moved 918.5881 181.4118 514.3823 -0.4133987 0.3250573
