effort is what it will take
Basic
0.6 0.6
432 388.8
Began 261.3559 271 427 -0.2060186 0.1003086
Stationary 261.3867 271 427 -0.2060186 0.1003086
Stationary 261.4174 271 427 -0.2060186 0.1003086
Stationary 261.4481 271 427 -0.2060186 0.1003086
Stationary 261.4788 271 427 -0.2060186 0.1003086
Stationary 261.5096 271 427 -0.2060186 0.1003086
Stationary 261.5403 271 427 -0.2060186 0.1003086
Stationary 261.5711 271 427 -0.2060186 0.1003086
Stationary 261.6018 271 427 -0.2060186 0.1003086
Stationary 261.6325 271 427 -0.2060186 0.1003086
Stationary 261.6633 271 427 -0.2060186 0.1003086
Stationary 261.694 271 427 -0.2060186 0.1003086
Stationary 261.7247 271 427 -0.2060186 0.1003086
Stationary 261.7554 271 427 -0.2060186 0.1003086
Stationary 261.7862 271 427 -0.2060186 0.1003086
Stationary 261.8169 271 427 -0.2060186 0.1003086
Stationary 261.8477 271 427 -0.2060186 0.1003086
Stationary 261.8784 271 427 -0.2060186 0.1003086
Stationary 261.9091 271 427 -0.2060186 0.1003086
Stationary 261.9399 271 427 -0.2060186 0.1003086
Stationary 261.9706 271 427 -0.2060186 0.1003086
Stationary 262.0013 271 427 -0.2060186 0.1003086
Moved 262.0321 284.5 427 -0.1747685 0.1003086
Moved 262.0628 282.2436 427 -0.1799918 0.1003086
Moved 262.0935 285.121 427 -0.1733311 0.1003086
Moved 262.1242 287.7377 421.8362 -0.1672739 0.08702733
Moved 262.155 291.0442 415.9557 -0.1596198 0.07190253
Moved 262.1857 294.39 412.61 -0.151875 0.0632972
Moved 262.2165 297.2605 408.7395 -0.1452304 0.0533423
Moved 262.2472 299.7563 405.4873 -0.1394529 0.04497752
Moved 262.2777 301.6307 403.3693 -0.1351142 0.03953011
Moved 262.3087 303.4921 401.5079 -0.1308053 0.03474263
Moved 262.3394 305.3674 398.6326 -0.1264643 0.0273471
Moved 262.3701 307.9128 396.0872 -0.1205722 0.02080038
Moved 262.4009 311.7716 393.2284 -0.1116398 0.0134474
Moved 262.4316 314.6516 390.3483 -0.1049731 0.006039898
Moved 262.4624 317.124 387.876 -0.09925003 -0.0003190688
Moved 262.4931 320.0369 386 -0.09250721 -0.005144111
Moved 262.5237 321 384.0936 -0.09027779 -0.01004749
Moved 262.5546 322.7773 383 -0.08616358 -0.01286016
Moved 262.5853 323 382 -0.08564815 -0.01543218
Moved 262.616 325.2124 381 -0.08052692 -0.01800419
Moved 262.6468 325 379.9156 -0.08101851 -0.02079316
Moved 262.6775 326.5 380 -0.07754628 -0.02057613
Moved 262.7083 327 378.5062 -0.07638887 -0.02441822
Moved 262.739 328.5 379 -0.07291664 -0.02314815
Moved 262.7697 330.2353 379 -0.06889984 -0.02314815
Moved 262.8004 331.7421 379 -0.06541187 -0.02314815
Moved 262.8312 337.2214 379 -0.05272831 -0.02314815
Moved 262.8619 344.4442 379 -0.03600885 -0.02314815
Moved 262.8926 358.7465 393.0479 -0.002901554 0.01298324
Moved 262.9233 378.274 404.5851 0.04230102 0.04265726
Moved 262.9541 404.6509 417.0604 0.1033586 0.07474365
Moved 262.9849 431.3779 428.5511 0.1652266 0.1042981
Moved 263.0156 452.9924 436.3308 0.2152602 0.1243075
Moved 263.0463 480.184 447.069 0.2782038 0.1519264
Moved 263.077 498.371 452.7903 0.3203033 0.1666418
Moved 263.1078 510.8117 457.5247 0.3491012 0.1788186
Moved 263.1385 518.994 460.3314 0.3680417 0.1860373
Moved 263.1692 526.4008 464.2004 0.3851869 0.1959885
Moved 263.2 532.0677 467.0677 0.3983048 0.2033633
Moved 263.2307 536.0384 470.0384 0.4074963 0.211004
Moved 263.2615 537.4631 470 0.4107943 0.2109053
Moved 263.2922 539.1659 472.1659 0.4147359 0.216476
Moved 263.3229 540.2104 473 0.4171538 0.2186213
Moved 263.3537 541.2939 474.2939 0.4196618 0.2219492
Moved 263.3844 542 475.5812 0.4212962 0.2252603
Moved 263.4151 542 477.2219 0.4212962 0.22948
Moved 263.4458 542 479.3126 0.4212962 0.2348575
Moved 263.4766 542 480.8604 0.4212962 0.2388383
Moved 263.5074 542 482.7289 0.4212962 0.2436441
Moved 263.5381 542 485.5956 0.4212962 0.2510174
Moved 263.5688 542 488.0827 0.4212962 0.2574143
Moved 263.5995 533.0186 491.9814 0.400506 0.2674419
Moved 263.6302 528.2899 494.855 0.3895599 0.2748328
Moved 263.661 523.5511 498 0.3785906 0.2829217
Moved 263.6917 519.4249 500.2875 0.3690391 0.2888053
Moved 263.7225 514.8365 503.1635 0.3584179 0.2962022
Moved 263.7532 510.9823 504 0.3494961 0.2983539
Moved 263.784 506.6537 505.6732 0.3394761 0.3026572
Moved 263.8147 503.563 507.437 0.3323217 0.3071939
Moved 263.8455 498.6947 508 0.3210525 0.3086419
Moved 263.8762 492.6508 509 0.307062 0.3112139
Moved 263.9069 487.6548 509.6726 0.2954971 0.3129439
Moved 263.9376 479.8238 510 0.2773699 0.3137859
Moved 263.9683 469.3458 510 0.2531152 0.3137859
Moved 263.9991 453.5857 510 0.2166335 0.3137859
Moved 264.0298 439.851 510 0.1848402 0.3137859
Moved 264.0605 420.6859 510 0.1404767 0.3137859
Moved 264.0913 400.0411 502.4344 0.0926877 0.2943272
Moved 264.122 386.7068 501 0.06182134 0.2906378
Moved 264.1528 371.27 499.054 0.02608786 0.2856327
Moved 264.1835 356.8958 497.1791 -0.007185688 0.2808105
Moved 264.2142 341.5323 495 -0.04274939 0.2752057
Moved 264.245 329.9791 491.7448 -0.06949276 0.2668332
Moved 264.2757 318.3543 487.8708 -0.09640197 0.2568694
Moved 264.3065 306.9932 482.9966 -0.1227009 0.2443327
Moved 264.3372 294.3874 478.6937 -0.151881 0.2332657
Moved 264.368 282.3679 474.592 -0.179704 0.2227159
Moved 264.3987 274.2207 472 -0.1985632 0.2160493
Moved 264.4294 268.7202 469.8601 -0.2112957 0.2105455
Moved 264.4601 265.3537 470 -0.2190886 0.2109053
Moved 264.4909 262.4861 469 -0.2257266 0.2083333
Moved 264.5216 260.5 469 -0.2303241 0.2083333
