want to join us for lunch
want to join us for lunch
FixStart
0.6 0.6
432 388.8
Began 259.9546 320 274 -0.09259259 -0.2932099
Stationary 259.97 320 274 -0.09259259 -0.2932099
Stationary 259.9849 320 274 -0.09259259 -0.2932099
Stationary 260.0017 320 274 -0.09259259 -0.2932099
Stationary 260.0175 320 274 -0.09259259 -0.2932099
Moved 260.0316 309.7545 274 -0.1163089 -0.2932099
Moved 260.048 295.5803 296.3555 -0.1491197 -0.2357113
Moved 260.0627 277.3571 319.347 -0.191303 -0.1765767
Moved 260.0778 263.639 341.4417 -0.2230579 -0.1197487
Moved 260.0934 249.3303 366.1568 -0.2561799 -0.05618115
Moved 260.1089 241.3636 379.3939 -0.2746212 -0.02213505
Moved 260.1236 232.9044 387.0956 -0.2942027 -0.002326259
Moved 260.1395 228.4028 391.5972 -0.3046231 0.009251935
Moved 260.1575 221.6903 395.1548 -0.3201614 0.01840234
Moved 260.1714 215.9871 396 -0.3333631 0.02057605
Moved 260.1858 211.8512 397.3829 -0.3429371 0.02413298
Moved 260.203 207.7332 397 -0.3524695 0.02314815
Moved 260.2185 200.1908 397 -0.3699287 0.02314815
Moved 260.2323 191.8369 381.4799 -0.3892666 -0.01676991
Moved 260.2486 177.2688 356.5377 -0.4229888 -0.08092174
Moved 260.2624 163.537 317.7183 -0.4547755 -0.1807657
Moved 260.2785 153.5921 277.0244 -0.477796 -0.2854311
Moved 260.2932 155 245.3 -0.474537 -0.3670267
Moved 260.309 155 220.3948 -0.474537 -0.4310834
Moved 260.3248 172.9325 194.2855 -0.4330266 -0.4982369
Moved 260.3395 187.1631 178.2642 -0.4000853 -0.539444
Moved 260.3569 203.5657 162.3909 -0.3621165 -0.5802705
Moved 260.3712 226.5373 144.7656 -0.3089415 -0.6256028
Moved 260.386 238.2927 136.6244 -0.2817299 -0.6465423
Moved 260.4018 251.0154 127.2102 -0.2522792 -0.6707557
Moved 260.4174 260.5 122 -0.2303241 -0.6841564
Moved 260.4329 265.3986 119.3007 -0.2189848 -0.6910992
Moved 260.4482 272.769 116.0924 -0.2019236 -0.6993508
Moved 260.4633 281.0466 113.3179 -0.1827626 -0.706487
Moved 260.4784 289.0579 112.2775 -0.1642179 -0.709163
Moved 260.494 296.5081 109.7968 -0.146972 -0.7155434
Moved 260.5139 304.8641 108.5227 -0.1276294 -0.7188201
Moved 260.526 310.4135 106.1466 -0.1147837 -0.7249314
Moved 260.5407 313.7289 105.0903 -0.107109 -0.7276484
Moved 260.5569 317.7928 105 -0.0977019 -0.7278807
Moved 260.5716 320.9416 105 -0.09041289 -0.7278807
Moved 260.5868 327.182 126.7645 -0.07596751 -0.6719019
Moved 260.602 332.6629 164.2244 -0.06328036 -0.5755547
Moved 260.617 332.801 216.8372 -0.06296059 -0.4402337
Moved 260.6326 334.1772 266.3772 -0.05977512 -0.3128159
Moved 260.6489 335.5 294.5 -0.05671298 -0.2404836
Moved 260.6628 335 308.2491 -0.05787035 -0.2051207
Moved 260.6786 335 326.3699 -0.05787035 -0.1585135
Moved 260.6943 335 338.8688 -0.05787035 -0.1263663
Moved 260.7099 335 349.1992 -0.05787035 -0.09979632
Moved 260.725 335 359.288 -0.05787035 -0.07384775
Moved 260.7401 326.2842 369.0035 -0.07804583 -0.04885936
Moved 260.7582 322.1223 378.7148 -0.08767997 -0.02388181
Moved 260.7715 319.987 385.0391 -0.09262269 -0.007615618
Moved 260.7935 311.668 400.1094 -0.1118797 0.03114547
Stationary 260.8031 311.668 400.1094 -0.1118797 0.03114547
Moved 260.8168 308.6948 404.4578 -0.1187621 0.04232968
Moved 260.8328 305.4473 408.6581 -0.1262793 0.05313281
Moved 260.8482 304.0625 411.8749 -0.1294849 0.06140665
Moved 260.8635 304 415.9849 -0.1296296 0.07197757
Ended 260.8795 304 415.9849 -0.1296296 0.07197757
Candidates 261.0191 12 want heavy grant rant teacher react range tracy wacky wave rabbit rabbi
Began 261.3543 300 176 -0.1388889 -0.5452675
Stationary 261.3721 300 176 -0.1388889 -0.5452675
Moved 261.3867 300 205.1063 -0.1388889 -0.4704056
Moved 261.4051 300 243.9518 -0.1388889 -0.3704944
Moved 261.419 300 298.3737 -0.1388889 -0.2305205
Moved 261.4336 300 352.2595 -0.1388889 -0.09192533
Moved 261.4498 300 400.9801 -0.1388889 0.033385
Moved 261.4656 310.5 430.5 -0.1145833 0.1093106
Ended 261.4788 310.5 430.5 -0.1145833 0.1093106
Accept 261.5071 0 want
Began 261.6035 283 204 -0.1782407 -0.473251
Stationary 261.6173 283 204 -0.1782407 -0.473251
Stationary 261.6316 283 204 -0.1782407 -0.473251
Stationary 261.6496 283 204 -0.1782407 -0.473251
Stationary 261.6662 283 204 -0.1782407 -0.473251
Moved 261.6799 283 217.8065 -0.1782407 -0.4377405
Moved 261.6948 283 239.7462 -0.1782407 -0.3813112
Moved 261.7102 278.6503 281.7773 -0.1883094 -0.2732065
Moved 261.7268 276 303.1558 -0.1944444 -0.2182208
Moved 261.7415 276 318.3193 -0.1944444 -0.1792199
Moved 261.7573 276 327.9068 -0.1944444 -0.1545608
Moved 261.7722 276 333.1942 -0.1944444 -0.1409615
Moved 261.7871 276 338.7645 -0.1944444 -0.1266347
