this is a very good idea
Basic
0.6 0.6
432 388.8
Began 813.7887 349 588 -0.02546296 0.5144032
Stationary 813.8195 349 588 -0.02546296 0.5144032
Moved 813.8502 374.0651 550.5417 0.03255804 0.4180598
Moved 813.8809 402.7808 501.2168 0.09902954 0.2911954
Moved 813.9116 430.6556 450.6887 0.1635547 0.1612363
Moved 813.9424 436.5995 435.6019 0.1773137 0.1224329
Moved 813.9731 439.4941 431.5059 0.1840142 0.1118979
Moved 814.0038 470.2389 463.2951 0.2551827 0.1936602
Moved 814.0345 497.3407 516.4617 0.3179184 0.3304056
Moved 814.0653 505.5337 541.8341 0.3368835 0.3956638
Moved 814.096 507 551 0.3402778 0.4192385
Moved 814.1268 507 555.1422 0.3402778 0.4298924
Moved 814.1575 443.732 539.8571 0.1938242 0.3905787
Moved 814.1882 340.7554 489.0386 -0.04454776 0.2598729
Moved 814.2189 265.2672 439.6183 -0.2192888 0.1327632
Moved 814.2496 226.7972 411.1174 -0.3083399 0.05945841
Moved 814.2804 210.0089 397.2072 -0.3472016 0.02368091
Moved 814.3111 200.774 388.774 -0.3685788 0.001990707
Ended 814.3419 198.7504 385.6257 -0.3732629 -0.006106851
Began 814.8028 483 594 0.2847222 0.5298353
Stationary 814.8336 483 594 0.2847222 0.5298353
Stationary 814.8643 483 594 0.2847222 0.5298353
Moved 814.895 434.4422 565.8654 0.17232 0.4574725
Moved 814.9257 369.5458 526.3275 0.02209683 0.3557805
Moved 814.9564 302.4409 480.6006 -0.1332386 0.2381703
Moved 814.9872 265.8358 452.7313 -0.2179727 0.1664899
Moved 815.0179 249.5 441 -0.255787 0.1363167
Moved 815.0486 239.0702 434.0702 -0.2799301 0.1184932
Moved 815.0794 233.6232 432 -0.2925388 0.1131687
Moved 815.1101 234 431 -0.2916667 0.1105966
Ended 815.1408 234 431 -0.2916667 0.1105966
Began 815.6326 216 422 -0.3333333 0.08744851
Ended 815.6633 216 422 -0.3333333 0.08744851
Began 816.4008 321 345 -0.09027779 -0.1105968
Stationary 816.4315 321 345 -0.09027779 -0.1105968
Moved 816.4623 321 333.3021 -0.09027779 -0.1406839
Moved 816.4929 321 330.5 -0.09027779 -0.147891
Moved 816.5237 321 331 -0.09027779 -0.146605
Moved 816.5544 288.0721 383.8798 -0.1664997 -0.01059732
Moved 816.5851 260.731 439.4161 -0.2297893 0.132243
Moved 816.6158 246.5 486.5 -0.2627315 0.2533436
Moved 816.6465 234.9228 515.6929 -0.2895305 0.3284282
Moved 816.6773 228.8534 531.5865 -0.3035802 0.3693067
Moved 816.7081 227 539.0653 -0.3078704 0.3885424
Moved 816.7388 226 542.5929 -0.3101852 0.3976154
Moved 816.7695 226 546.4599 -0.3101852 0.4075613
Moved 816.8002 226 549.3302 -0.3101852 0.4149439
Moved 816.831 226 552.2115 -0.3101852 0.4223547
Moved 816.8617 226 554.7565 -0.3101852 0.4289003
Moved 816.8925 252.9505 557 -0.2477997 0.4346707
Moved 816.9232 282.0758 552.9393 -0.18038 0.4242266
Moved 816.9539 303.0524 543.9825 -0.1318232 0.4011896
Moved 816.9846 316.6929 538.2047 -0.1002479 0.3863289
Moved 817.0153 324.5451 535.2274 -0.08207142 0.3786713
Moved 817.0461 328.6462 534 -0.0725783 0.3755144
Moved 817.0768 331.1971 533 -0.06667341 0.3729423
Moved 817.1075 333 530.9252 -0.06249999 0.3676058
Moved 817.1382 335 530.0524 -0.05787035 0.365361
Moved 817.169 336.3745 530 -0.05468865 0.3652262
Moved 817.1998 337.5 528.5 -0.05208333 0.3613682
Moved 817.2305 338 528 -0.05092591 0.3600822
Moved 817.2612 338 526.5 -0.05092591 0.3562242
Moved 817.2919 339 525.5 -0.04861111 0.3536522
Stationary 817.3226 339 525.5 -0.04861111 0.3536522
Moved 817.3534 339 524.8129 -0.04861111 0.3518848
Moved 817.3841 339 523.7503 -0.04861111 0.3491519
Moved 817.4149 339 523 -0.04861111 0.3472221
Moved 817.4456 339 522 -0.04861111 0.3446501
Moved 817.4763 339 521.413 -0.04861111 0.3431402
Stationary 817.507 339 521 -0.04861111 0.3420781
Moved 817.5378 339 519.7776 -0.04861111 0.3389342
Stationary 817.5685 339 519.7776 -0.04861111 0.3389342
Moved 817.5992 339 518.8808 -0.04861111 0.3366275
Stationary 817.6299 339 518.8808 -0.04861111 0.3366275
Stationary 817.6606 339 519 -0.04861111 0.3369341
Moved 817.6914 339 518 -0.04861111 0.3343621
Stationary 817.7222 339 518 -0.04861111 0.3343621
Ended 817.7529 339 518 -0.04861111 0.3343621
Began 818.1831 351 382 -0.02083332 -0.01543218
Stationary 818.2139 351 382 -0.02083332 -0.01543218
Stationary 818.2446 351 382 -0.02083332 -0.01543218
Stationary 818.2753 351 382 -0.02083332 -0.01543218
Stationary 818.306 351 382 -0.02083332 -0.01543218
Moved 818.3367 377.9319 396.8698 0.04150888 0.02281307
Moved 818.3675 422.9113 435.9753 0.1456281 0.1233933
Moved 818.3982 458.9989 467.199 0.2291642 0.2037011
Moved 818.4289 484.548 487.8384 0.2883057 0.256786
Moved 818.4597 493.6897 496.6897 0.3094669 0.2795516
Moved 818.4904 497.1006 500.1005 0.3173623 0.2883243
Moved 818.5211 497 501.7141 0.3171296 0.2924745
Moved 818.5518 430.9597 481.2574 0.1642586 0.2398596
Moved 818.5825 332.2474 433.4271 -0.06424213 0.116839
Moved 818.6133 284.9694 402.9019 -0.173682 0.03832794
Moved 818.644 262.9555 387.3036 -0.2246401 -0.001791063
Moved 818.6747 244.6693 375.0015 -0.2669693 -0.03343236
Ended 818.7054 239.681 370.681 -0.2785162 -0.04454475
Began 819.1971 464 529 0.2407408 0.3626543
Stationary 819.2279 464 529 0.2407408 0.3626543
Moved 819.2586 457.5089 529 0.2257149 0.3626543
Moved 819.2894 437.5583 514.7546 0.1795331 0.3260149
Moved 819.3201 392.8877 486.6103 0.07612884 0.2536272
Moved 819.3508 331.7242 441.0148 -0.06545335 0.1363548
Moved 819.3815 295.7294 407.0327 -0.1487745 0.04895237
Moved 819.4122 279.6146 388.0605 -0.1860773 0.0001555313
