this is a non profit organization
Basic
0.6 0.6
432 388.8
Began 390.2294 288 515 -0.1666667 0.326646
Stationary 390.2601 288 515 -0.1666667 0.326646
Stationary 390.2909 288 515 -0.1666667 0.326646
Stationary 390.3216 288 515 -0.1666667 0.326646
Stationary 390.3524 288 515 -0.1666667 0.326646
Moved 390.3831 288 504.3801 -0.1666667 0.2993315
Moved 390.4138 296.1385 498.7229 -0.1478274 0.2847811
Moved 390.4445 300.0037 490.9889 -0.1388804 0.264889
Moved 390.4753 305.0196 483.4706 -0.1272695 0.2455518
Moved 390.506 311.743 473.5139 -0.1117059 0.2199431
Moved 390.5367 321.9902 466.2573 -0.08798554 0.201279
Moved 390.5675 335.6614 453.3386 -0.0563394 0.1680519
Moved 390.5983 339.9428 449.7048 -0.04642868 0.1587057
Moved 390.629 347.5526 443.4474 -0.02881353 0.1426117
Moved 390.6598 354.7703 437.2297 -0.0121058 0.1266195
Moved 390.6905 362.7183 430.1878 0.006292363 0.1085076
Moved 390.7212 370.3273 423.6727 0.02390583 0.09175073
Moved 390.7519 378.9204 414.0796 0.04379719 0.06707706
Moved 390.7827 385 405.5 0.05787035 0.04501017
Moved 390.8134 390.1549 395.6902 0.06980301 0.01977936
Moved 390.8442 393.9522 385.1434 0.07859299 -0.007347217
Moved 390.8749 395.8229 378.3542 0.08292337 -0.02480903
Moved 390.9056 397 374.7325 0.0856481 -0.03412419
Moved 390.9364 399 370.7752 0.09027779 -0.04430245
Moved 390.9671 401.0472 368.9528 0.09501666 -0.04898966
Moved 390.9978 402.9724 369 0.0994731 -0.04886839
Moved 391.0286 408.2735 373.5469 0.1117441 -0.0371736
Moved 391.0593 422.5756 397.521 0.144851 0.02448804
Moved 391.0901 433.762 420.524 0.1707453 0.08365219
Moved 391.1208 443.6051 438.0129 0.1935304 0.1286339
Moved 391.1515 452.7998 453.9998 0.2148144 0.1697524
Moved 391.1822 460.4207 468.3679 0.2324553 0.2067073
Moved 391.213 465.3377 478.0131 0.2438372 0.2315151
Moved 391.2437 469.8554 488.4216 0.254295 0.258286
Moved 391.2745 473 496.4551 0.2615741 0.2789482
Moved 391.3052 474.5916 503.1833 0.2652584 0.2962532
Moved 391.336 475 507.9276 0.2662037 0.3084557
Moved 391.3667 475 511.023 0.2662037 0.3164172
Moved 391.3974 475 513.9012 0.2662037 0.32382
Moved 391.4281 462.7007 515 0.237733 0.326646
Moved 391.459 454.319 516 0.218331 0.329218
Moved 391.4893 432.7686 516 0.1684458 0.329218
Moved 391.5204 399.5951 501.8785 0.09165525 0.2928974
Moved 391.5511 364.0468 486.4362 0.009367465 0.2531793
Moved 391.5818 331.0562 468.179 -0.06699944 0.2062217
Moved 391.6126 302.8988 452.3085 -0.1321786 0.1654023
Moved 391.6434 275.746 436.2162 -0.1950325 0.1240129
Moved 391.674 255.5997 423.9141 -0.2416672 0.09237164
Moved 391.7048 236.0071 411.1479 -0.2870205 0.0595369
Moved 391.7356 220.7928 401.6757 -0.322239 0.0351739
Moved 391.7663 209.0757 393.3839 -0.3493617 0.01384735
Moved 391.797 202.3464 389.1732 -0.3649389 0.003017339
Moved 391.8278 196.3054 385.3054 -0.3789226 -0.006930582
Moved 391.8585 192 382.5 -0.3888888 -0.01414617
Moved 391.8892 192 382 -0.3888888 -0.01543218
Moved 391.92 189.9966 382 -0.3935265 -0.01543218
Moved 391.9507 190 380.5616 -0.3935185 -0.01913165
Moved 391.9814 188.6994 381 -0.3965291 -0.01800419
Stationary 392.0122 188.6994 381 -0.3965291 -0.01800419
Moved 392.043 188.4294 380 -0.3971543 -0.02057613
Stationary 392.0736 187.7122 380 -0.3988144 -0.02057613
Stationary 392.1045 187.7122 380 -0.3988144 -0.02057613
Stationary 392.1352 188 380 -0.3981482 -0.02057613
Ended 392.1659 188 380 -0.3981482 -0.02057613
Began 392.5962 479 534 0.275463 0.3755144
Stationary 392.627 479 534 0.275463 0.3755144
Stationary 392.6577 479 534 0.275463 0.3755144
Stationary 392.6884 479 534 0.275463 0.3755144
Stationary 392.7191 479 534 0.275463 0.3755144
Stationary 392.7499 479 534 0.275463 0.3755144
Moved 392.7807 459.0617 534 0.2293096 0.3755144
Moved 392.8114 444.472 525.1552 0.195537 0.3527652
Moved 392.8421 429.2368 520.7456 0.1602704 0.3414239
Moved 392.8728 412.5 515.5 0.1215278 0.327932
Moved 392.9036 399.5576 509.2788 0.09156863 0.311931
Moved 392.9343 388.221 505.1105 0.0653263 0.30121
Moved 392.9651 378.6004 500.4003 0.04305641 0.2890953
Moved 392.9958 366.6542 494.9925 0.01540323 0.2751864
Moved 393.0265 347.7522 486.3761 -0.02835135 0.2530249
Moved 393.0573 330.3564 475.5977 -0.0686195 0.2253027
Moved 393.088 313.2791 466.1674 -0.1081503 0.2010478
Moved 393.1188 296.8894 455.5337 -0.1460893 0.1736977
Moved 393.1495 281.5 448 -0.181713 0.1543209
Moved 393.1802 268.0171 439.6068 -0.2129234 0.1327335
Moved 393.211 257.7343 432.8671 -0.2367263 0.1153989
Moved 393.2417 245.2465 423.1849 -0.265633 0.09049603
Moved 393.2724 236.5123 417.2562 -0.2858511 0.07524726
Moved 393.3032 229.2996 411.2996 -0.3025472 0.05992697
Moved 393.3339 221.5603 405.5603 -0.3204623 0.04516535
Moved 393.3646 213.8211 398.8212 -0.338377 0.02783222
Moved 393.3954 208.7913 394.3957 -0.35002 0.0164497
Moved 393.4261 204.5219 390.5219 -0.3599031 0.006486162
Moved 393.4567 200.6523 386.6523 -0.3688605 -0.003466351
Moved 393.4876 200 386 -0.3703704 -0.005144111
Ended 393.5183 200 386 -0.3703704 -0.005144111
Began 393.8565 129 373 -0.5347222 -0.03858032
Stationary 393.8872 129 373 -0.5347222 -0.03858032
Stationary 393.918 129 373 -0.5347222 -0.03858032
Stationary 393.9487 129 373 -0.5347222 -0.03858032
Stationary 393.9794 129 373 -0.5347222 -0.03858032
Moved 394.0102 139.0092 373 -0.5115528 -0.03858032
Moved 394.0409 145.6449 373 -0.4961925 -0.03858032
Moved 394.0717 151.8453 380 -0.4818395 -0.02057613
