I want to hold your hand
Basic
0.6 0.6
432 388.8
Began 678.4039 528 507 0.3888889 0.3060699
Stationary 678.4347 528 507 0.3888889 0.3060699
Stationary 678.4653 528 507 0.3888889 0.3060699
Stationary 678.4962 528 507 0.3888889 0.3060699
Moved 678.5269 511.6868 494.7912 0.3511268 0.2746686
Moved 678.5576 505.2694 490.2693 0.3362717 0.2630384
Moved 678.5883 500.7431 486.3715 0.3257941 0.2530131
Moved 678.6191 495.2137 482.6069 0.3129946 0.2433304
Moved 678.6498 493.1712 481 0.3082668 0.2391974
Moved 678.6805 490.4063 479.4063 0.3018664 0.2350983
Moved 678.7113 488.5 477.5 0.2974537 0.2301954
Moved 678.742 486.1786 475.1786 0.29208 0.2242247
Moved 678.7728 483.4669 472.4669 0.285803 0.21725
Moved 678.8035 480.7038 468.4076 0.2794069 0.2068096
Moved 678.8342 477.9527 463.9055 0.2730387 0.19523
Moved 678.8649 475.6219 459.2438 0.2676433 0.1832403
Moved 678.8957 472.7385 455.7385 0.2609688 0.1742245
Moved 678.9264 470.9749 452.9749 0.2568863 0.1671165
Moved 678.9572 470.211 451 0.2551181 0.162037
Moved 678.9879 468.7852 448.7852 0.2518176 0.1563405
Moved 679.0186 469 447.5 0.2523148 0.1530349
Moved 679.0493 468 446.6438 0.25 0.1508327
Moved 679.0801 467 445.8803 0.2476852 0.148869
Moved 679.1108 466 445.0218 0.2453704 0.1466609
Moved 679.1415 466 444.5 0.2453704 0.1453189
Moved 679.1722 464.9709 443.9709 0.2429882 0.1439579
Stationary 679.203 464.9709 443.9709 0.2429882 0.1439579
Moved 679.2337 463.94 442.94 0.2406019 0.1413065
Moved 679.2644 464 441.8862 0.2407408 0.1385961
Moved 679.2952 462.9246 442 0.2382514 0.1388888
Stationary 679.3259 462.9246 442 0.2382514 0.1388888
Moved 679.3566 463 440.7855 0.2384259 0.135765
Stationary 679.3873 463 440.7855 0.2384259 0.135765
Moved 679.418 462 439.5 0.2361111 0.1324588
Stationary 679.4488 462 439.5 0.2361111 0.1324588
Stationary 679.4795 462 439.5 0.2361111 0.1324588
Moved 679.5103 460.929 440 0.2336319 0.1337448
Moved 679.541 461 438.6394 0.2337964 0.1302453
Moved 679.5718 459.8344 439 0.2310981 0.1311728
Stationary 679.6025 459.8344 439 0.2310981 0.1311728
Stationary 679.6332 459.8344 439 0.2310981 0.1311728
Moved 679.6639 459 439 0.2291666 0.1311728
Stationary 679.6946 459 439 0.2291666 0.1311728
Moved 679.7253 457.6389 439 0.226016 0.1311728
Moved 679.7561 454.6355 439 0.2190637 0.1311728
Moved 679.7869 448.5737 447.6175 0.2050318 0.1533371
Moved 679.8176 435.6157 454.6921 0.1750364 0.1715332
Moved 679.8483 418.7043 461.9839 0.1358894 0.1902876
Moved 679.879 404.5258 466.0948 0.103069 0.2008612
Moved 679.9098 392.0122 470.498 0.07410228 0.212186
Moved 679.9405 377.7359 474.2528 0.04105538 0.2218436
Moved 679.9712 365.9433 478.0142 0.01375775 0.2315178
Moved 680.002 358.5 482 -0.003472219 0.2417695
Moved 680.0327 351.3309 484.223 -0.02006729 0.2474871
Moved 680.0634 345.0561 488.9626 -0.0345923 0.2596774
Moved 680.0941 335.0337 494.4832 -0.05779246 0.2738763
Moved 680.1249 324.5579 498.1105 -0.08204196 0.2832061
Moved 680.1556 311.4342 501.8914 -0.1124208 0.2929305
Moved 680.1863 302.4643 504.6339 -0.1331846 0.2999842
Moved 680.217 292.7935 508.4022 -0.1555706 0.3096763
Moved 680.2478 285.4 511.8667 -0.1726852 0.318587
Moved 680.2785 277.7738 514.6131 -0.1903384 0.3256509
Moved 680.3093 270.8805 516 -0.2062951 0.329218
Moved 680.34 264.7274 518.1363 -0.2205385 0.3347126
Moved 680.3707 258.8487 518 -0.2341466 0.3343621
Moved 680.4015 252.3343 518 -0.2492262 0.3343621
Moved 680.4322 247.8999 518 -0.259491 0.3343621
Moved 680.4629 244.5 518 -0.2673611 0.3343621
Moved 680.4937 241.7268 518 -0.2737805 0.3343621
Moved 680.5244 238.9631 518 -0.280178 0.3343621
Moved 680.5551 236.2017 518 -0.2865701 0.3343621
Moved 680.5858 233.8111 518 -0.2921039 0.3343621
Moved 680.6166 230.9911 518 -0.2986316 0.3343621
Moved 680.6472 228.5 518 -0.3043981 0.3343621
Moved 680.678 226.5 518 -0.3090278 0.3343621
Moved 680.7087 225.0757 518.9243 -0.3123249 0.3367395
Moved 680.7395 224.5 519.5 -0.3136574 0.3382201
Moved 680.7702 224 519 -0.3148148 0.3369341
Stationary 680.8009 224 519 -0.3148148 0.3369341
Stationary 680.8317 224 519 -0.3148148 0.3369341
Moved 680.8624 222.9014 519 -0.3173578 0.3369341
Stationary 680.8931 222.9014 519 -0.3173578 0.3369341
Moved 680.9239 222 519 -0.3194444 0.3369341
Stationary 680.9546 222 519 -0.3194444 0.3369341
Moved 680.9853 222 520 -0.3194444 0.3395061
Moved 681.0161 222 521.3596 -0.3194444 0.3430031
Ended 681.0468 222 523.3 -0.3194444 0.3479937
Backspace 683.6896
Backspace 683.6896
Backspace 683.6896
Backspace 683.6896
Backspace 683.6896
Backspace 683.6896
Began 685.9022 574 515 0.4953703 0.326646
Stationary 685.933 574 515 0.4953703 0.326646
Stationary 685.9637 574 515 0.4953703 0.326646
Stationary 685.9944 574 515 0.4953703 0.326646
Stationary 686.0251 574 515 0.4953703 0.326646
Stationary 686.0558 574 515 0.4953703 0.326646
Stationary 686.0866 574 515 0.4953703 0.326646
Moved 686.1173 565 515 0.474537 0.326646
Moved 686.1481 564 515 0.4722223 0.326646
Moved 686.1788 563.2082 515 0.4703893 0.326646
Moved 686.2095 562.5 515 0.46875 0.326646
Moved 686.2402 560.8387 515 0.4649045 0.326646
Stationary 686.271 561 515 0.4652777 0.326646
Stationary 686.3018 561 515 0.4652777 0.326646
Ended 686.3325 561 515 0.4652777 0.326646
Began 688.8217 252 455 -0.25 0.172325
Stationary 688.8524 252 455 -0.25 0.172325
Stationary 688.8831 252 455 -0.25 0.172325
Stationary 688.9139 252 455 -0.25 0.172325
