a picture is worth many words
Basic
0.6 0.6
432 388.8
Began 929.6025 113 350 -0.5717592 -0.09773669
Stationary 929.6333 113 350 -0.5717592 -0.09773669
Moved 929.6641 127.2228 357.8891 -0.5388361 -0.07744581
Moved 929.6948 146.0753 367.0471 -0.4951962 -0.05389139
Moved 929.7255 169.1641 378.6418 -0.4417498 -0.02406956
Moved 929.7563 188.5495 387.5165 -0.3968761 -0.001243505
Moved 929.787 201.4787 393.2394 -0.3669474 0.01347565
Moved 929.8177 212.1835 398.5918 -0.3421677 0.02724223
Moved 929.8485 214.0311 400.0311 -0.337891 0.03094398
Ended 929.8792 217 401 -0.3310185 0.03343609
Began 930.74 568 470 0.4814814 0.2109053
Stationary 930.7708 568 470 0.4814814 0.2109053
Stationary 930.8015 568 470 0.4814814 0.2109053
Stationary 930.8322 568 470 0.4814814 0.2109053
Stationary 930.8629 568 470 0.4814814 0.2109053
Moved 930.8937 568 480.442 0.4814814 0.2377623
Moved 930.9245 558.0295 485.941 0.4584015 0.2519057
Moved 930.9551 553.1688 492.6623 0.4471501 0.269193
Moved 930.9859 546.9017 499.0983 0.4326429 0.2857465
Moved 931.0167 541.3195 504.5602 0.4197211 0.2997946
Moved 931.0474 535.7396 509.2604 0.4068047 0.3118835
Moved 931.0781 527.9924 514.0051 0.3888712 0.324087
Moved 931.1089 519.3828 516.8724 0.3689417 0.3314618
Moved 931.1396 507.5 520.5 0.3414352 0.3407921
Moved 931.1704 494.6378 525.2725 0.3116617 0.353067
Moved 931.2012 483.4291 528 0.2857154 0.3600822
Moved 931.2319 473.969 530.0103 0.263817 0.3652527
Moved 931.2626 466.4782 530 0.2464772 0.3652262
Moved 931.2933 457.5109 530 0.2257197 0.3652262
Moved 931.3241 453.7529 530 0.2170207 0.3652262
Moved 931.3548 447.7653 530 0.2031603 0.3652262
Moved 931.3856 443.6757 530 0.1936937 0.3652262
Moved 931.4163 438.9559 530 0.1827682 0.3652262
Moved 931.4471 435.5983 530 0.1749962 0.3652262
Moved 931.4778 430.1329 517.1993 0.1623447 0.3323027
Moved 931.5085 425.2245 508.8978 0.1509825 0.3109511
Moved 931.5392 420.7093 502.064 0.1405308 0.2933744
Moved 931.57 416 492 0.1296297 0.2674896
Moved 931.6008 405.6449 477.4673 0.1056595 0.2301114
Moved 931.6315 390.2354 457.3295 0.06998926 0.1783166
Moved 931.6623 375.8221 437.1509 0.03662527 0.126417
Moved 931.693 360 416 0 0.07201634
Moved 931.7238 337.291 390.0469 -0.05256707 0.005264557
Moved 931.7545 316.2676 365.0583 -0.1012324 -0.0590063
Moved 931.7852 298.1679 345.1959 -0.1431298 -0.1100929
Moved 931.816 286.6353 332.2941 -0.1698258 -0.1432766
Moved 931.8467 269.9097 312.5613 -0.2085424 -0.1940297
Moved 931.8774 262.3646 302.1528 -0.2260078 -0.2208004
Moved 931.9081 256.8409 293.7614 -0.2387941 -0.2423833
Moved 931.9387 251.7503 287.1254 -0.2505781 -0.2594513
Moved 931.9697 247.5095 280.019 -0.2603947 -0.2777289
Moved 932.0004 244.6402 275.6402 -0.2670366 -0.2889913
Moved 932.0312 244 272.094 -0.2685185 -0.2981122
Moved 932.0619 242.6922 270.6922 -0.2715457 -0.3017177
Moved 932.0927 243 269.6266 -0.2708333 -0.3044584
Stationary 932.1234 243 269.6266 -0.2708333 -0.3044584
Stationary 932.1541 243 270 -0.2708333 -0.303498
Stationary 932.1849 243 270 -0.2708333 -0.303498
Moved 932.2156 253.5672 287.3507 -0.2463723 -0.2588717
Moved 932.2463 260.5 301 -0.2303241 -0.2237656
Moved 932.2771 268.5713 321.5236 -0.2116404 -0.1709786
Moved 932.3078 274.1133 338.3399 -0.1988118 -0.1277266
Moved 932.3385 279.8582 354.6454 -0.1855134 -0.08578845
Moved 932.3693 284.6336 365.584 -0.1744593 -0.05765436
Moved 932.4 288.6065 379.5162 -0.1652627 -0.02182046
Moved 932.4308 292.3331 393.8326 -0.1566364 0.01500153
Moved 932.4615 294 404.1622 -0.1527778 0.04156929
Moved 932.4923 296.583 414.332 -0.1467986 0.06772637
Moved 932.523 298 424.3376 -0.1435185 0.09346075
Moved 932.5538 300.3232 432.9698 -0.1381406 0.115663
Moved 932.5845 300.8806 438.6418 -0.1368504 0.1302516
Moved 932.6153 301.7003 443.4006 -0.1349531 0.1424911
Moved 932.646 302 447.572 -0.1342593 0.1532199
Moved 932.6767 303 451.8746 -0.1319445 0.1642865
Moved 932.7075 304 455.0084 -0.1296296 0.1723467
Moved 932.7382 305.8759 457.8759 -0.1252872 0.1797219
Moved 932.769 308.7433 462.4867 -0.1186497 0.1915809
Moved 932.7997 313 468 -0.1087963 0.2057612
Moved 932.8304 317.293 472.293 -0.09885888 0.2168029
Moved 932.8612 324.0212 477.0212 -0.08328418 0.228964
Moved 932.8919 331.6414 481.7609 -0.06564503 0.2411546
Moved 932.9227 337.8322 486.5548 -0.05131433 0.2534845
Moved 932.9534 346.7184 493.7184 -0.03074457 0.2719093
Moved 932.9842 356.3432 499.1144 -0.008464803 0.285788
Moved 933.0149 363.9619 503.9873 0.009170969 0.2983212
Moved 933.0456 370.5753 507.5251 0.02447993 0.3074206
Moved 933.0764 379.1732 511.3911 0.04438251 0.3173638
Moved 933.1071 387.7615 514.2538 0.06426265 0.3247269
Moved 933.1379 394.663 516.8315 0.08023838 0.3313566
Moved 933.1685 402.2876 519.6438 0.09788792 0.3385899
Moved 933.1993 408 521.5 0.1111111 0.3433641
Moved 933.2301 415.7603 523 0.1290748 0.3472221
Moved 933.2609 422.8321 524 0.1454448 0.3497942
Moved 933.2916 429.4411 525.8137 0.1607433 0.3544591
Moved 933.3223 435.3573 527 0.1744381 0.3575102
Moved 933.3531 438.5 527 0.181713 0.3575102
Moved 933.3838 439.0369 527 0.1829557 0.3575102
Stationary 933.4146 439 527 0.1828703 0.3575102
Stationary 933.4453 439 527 0.1828703 0.3575102
Stationary 933.476 439 527 0.1828703 0.3575102
Moved 933.5068 424.6447 527 0.1496406 0.3575102
Moved 933.5375 411.7385 519.634 0.1197651 0.3385647
