what goes up must come down
Basic
0.6 0.6
432 388.8
Began 313.045 220 506 -0.3240741 0.3034978
Stationary 313.0757 220 506 -0.3240741 0.3034978
Stationary 313.1064 220 506 -0.3240741 0.3034978
Stationary 313.1371 220 506 -0.3240741 0.3034978
Stationary 313.1678 220 506 -0.3240741 0.3034978
Moved 313.1986 237.9917 506 -0.2824267 0.3034978
Moved 313.2293 247.4694 501.9524 -0.2604875 0.2930874
Moved 313.26 263.7514 491.9492 -0.2227977 0.2673588
Moved 313.2908 278.9846 482.8123 -0.1875357 0.2438587
Moved 313.3214 296.2507 469.7493 -0.1475678 0.2102603
Moved 313.3522 313.8361 453.4699 -0.1068608 0.1683896
Moved 313.3829 324.9673 443.0327 -0.08109425 0.141545
Moved 313.4137 336.9017 432.0983 -0.05346829 0.1134215
Moved 313.4443 346.6734 422.3266 -0.03084863 0.08828846
Moved 313.4751 350.9696 416.0608 -0.0209037 0.07217278
Moved 313.5058 355.6212 410.3788 -0.01013622 0.05755868
Moved 313.5365 367.7808 385.1262 0.01801104 -0.007391643
Moved 313.5672 380.6595 357.9363 0.04782299 -0.07732438
Moved 313.598 383.6804 345.2785 0.05481571 -0.1098805
Moved 313.6287 384 338.6464 0.0555556 -0.1269382
Moved 313.6594 371.3494 334.1165 0.02627174 -0.1385894
Moved 313.6901 364.0552 332 0.009387037 -0.144033
Moved 313.7209 351.999 332 -0.0185209 -0.144033
Moved 313.7516 324.6531 338.0357 -0.08182158 -0.1285091
Moved 313.7823 294.9386 346.8604 -0.1506051 -0.1058119
Moved 313.8131 254.4849 353.7354 -0.244248 -0.08812931
Moved 313.8437 224.6599 355 -0.3132873 -0.08487654
Moved 313.8745 203.158 355.5488 -0.3630602 -0.08346502
Moved 313.9052 188.4716 356 -0.3970564 -0.0823046
Moved 313.9359 179.8971 358.0515 -0.4169049 -0.07702823
Moved 313.9666 175.5481 359.4518 -0.4269719 -0.07342648
Moved 313.9974 175 364.4451 -0.4282407 -0.06058359
Moved 314.028 184.5742 388.5317 -0.4060781 0.001367443
Moved 314.0588 224.7441 432.0278 -0.3130923 0.1132402
Moved 314.0895 265.961 466.4675 -0.217683 0.2018195
Moved 314.1202 291.4805 485.5454 -0.15861 0.2508883
Moved 314.151 310.1992 497.3997 -0.1152795 0.2813777
Moved 314.1817 320.8382 502.9191 -0.09065231 0.2955737
Moved 314.2124 326.651 505.8837 -0.07719675 0.3031987
Moved 314.2431 330.6559 508 -0.06792624 0.3086419
Moved 314.2739 332.0368 509.0367 -0.0647297 0.3113084
Moved 314.3046 333.924 509 -0.06036123 0.3112139
Ended 314.3353 334.5 509 -0.05902777 0.3112139
Began 314.9189 344 382 -0.03703703 -0.01543218
Stationary 314.9496 344 382 -0.03703703 -0.01543218
Stationary 314.9804 344 382 -0.03703703 -0.01543218
Moved 315.0111 344 369.5904 -0.03703703 -0.04734989
Moved 315.0418 344 361.5306 -0.03703703 -0.06807971
Moved 315.0725 344 355.1603 -0.03703703 -0.08446422
Moved 315.1032 344 350.6666 -0.03703703 -0.09602213
Moved 315.134 344 347.5863 -0.03703703 -0.1039448
Moved 315.1648 351 345.1926 -0.02083332 -0.1101015
Moved 315.1955 353.922 344 -0.01406953 -0.1131688
Moved 315.2262 356.6238 344 -0.007815261 -0.1131688
Moved 315.2569 371.7261 359.7261 0.02714366 -0.07272108
Moved 315.2876 402.2384 392.7622 0.09777396 0.01224844
Moved 315.3183 430.8893 421.8892 0.1640955 0.08716359
Moved 315.3491 442.2482 436.3103 0.1903894 0.1242549
Moved 315.3798 448.7166 445.4332 0.2053625 0.1477191
Moved 315.4105 456.4996 454.7494 0.2233787 0.1716804
Moved 315.4412 462.0279 462.0278 0.2361757 0.1904007
Moved 315.472 463.7808 464.7808 0.2402333 0.1974814
Moved 315.5027 465.2581 467.2581 0.243653 0.203853
Moved 315.5333 466.0263 470.0263 0.2454314 0.210973
Moved 315.5641 466 471.7985 0.2453704 0.2155311
Moved 315.5948 466 473 0.2453704 0.2186213
Moved 315.6255 466 476.0086 0.2453704 0.2263595
Moved 315.6563 466 479.5718 0.2453704 0.235524
Moved 315.687 446.1877 485.0892 0.1995085 0.249715
Moved 315.7177 428.1771 489.9494 0.1578173 0.2622155
Moved 315.7484 396.3336 494.7222 0.08410542 0.2744912
Moved 315.7791 367.1224 496.4878 0.01648694 0.2790323
Moved 315.8099 342.9907 497 -0.03937334 0.2803498
Moved 315.8406 326.08 497 -0.07851864 0.2803498
Moved 315.8713 313.6148 497 -0.107373 0.2803498
Moved 315.902 308.7647 497 -0.1186003 0.2803498
Moved 315.9328 307.0182 497 -0.122643 0.2803498
Moved 315.9635 305.9852 498.0148 -0.1250342 0.2829599
Moved 315.9942 303.9187 498 -0.1298178 0.2829217
Moved 316.0249 300.136 489.6122 -0.1385739 0.2613483
Moved 316.0556 288.5 464.5 -0.1655093 0.1967592
Moved 316.0864 277.5392 438.7712 -0.1908815 0.1305842
Moved 316.1171 268.2921 418.5842 -0.2122868 0.07866294
Moved 316.1478 262.6894 406.034 -0.2252561 0.04638373
Moved 316.1785 258.9247 397.7742 -0.2339705 0.02513944
Moved 316.2093 257.136 393.136 -0.2381112 0.01320976
Moved 316.24 257 392 -0.2384259 0.01028803
Ended 316.2707 257 392 -0.2384259 0.01028803
Began 316.8544 453 550 0.2152778 0.4166666
Stationary 316.8851 453 550 0.2152778 0.4166666
Stationary 316.9159 453 550 0.2152778 0.4166666
Stationary 316.9465 453 550 0.2152778 0.4166666
Stationary 316.9772 453 550 0.2152778 0.4166666
Moved 317.008 471.8566 550 0.2589272 0.4166666
Moved 317.0387 491.2841 550 0.3038983 0.4166666
Moved 317.0695 510.6474 550 0.3487209 0.4166666
Moved 317.1002 527.5449 550 0.3878353 0.4166666
Moved 317.1309 541.2728 550 0.419613 0.4166666
Moved 317.1616 553.3262 550 0.4475145 0.4166666
Moved 317.1924 559.7006 550 0.4622698 0.4166666
Moved 317.2231 570.3292 539.8354 0.4868731 0.390523
Moved 317.2538 579.0215 536.6595 0.5069941 0.3823545
