he is still on our team
Basic
0.6 0.6
432 388.8
Began 1015.952 353 379 -0.01620372 -0.02314815
Stationary 1015.982 353 379 -0.01620372 -0.02314815
Stationary 1016.013 353 379 -0.01620372 -0.02314815
Stationary 1016.044 353 379 -0.01620372 -0.02314815
Moved 1016.075 343.672 387.984 -0.0377963 -4.11689E-05
Moved 1016.105 337.818 398.2729 -0.05134717 0.02642207
Moved 1016.136 332.2952 409.5573 -0.06413147 0.0554456
Moved 1016.167 320.3657 429.9962 -0.09174601 0.1080147
Moved 1016.198 305.8271 454.242 -0.1254001 0.1703755
Moved 1016.228 292.2584 476.1124 -0.1568092 0.2266264
Moved 1016.259 280 496.5 -0.1851852 0.2790637
Moved 1016.29 270.9741 514.0518 -0.2060784 0.3242071
Moved 1016.321 261.7142 528.8096 -0.2275134 0.3621646
Moved 1016.351 254.5 542 -0.244213 0.3960905
Moved 1016.382 250.0408 554.8367 -0.2545351 0.4291065
Moved 1016.413 244.6173 565.0741 -0.2670897 0.4554374
Moved 1016.444 241.5462 570.4538 -0.2741986 0.4692741
Moved 1016.474 240 574.2207 -0.2777777 0.4789626
Ended 1016.505 240 575.5 -0.2777777 0.482253
Began 1017.12 484 536 0.287037 0.3806583
Stationary 1017.151 484 536 0.287037 0.3806583
Stationary 1017.181 484 536 0.287037 0.3806583
Stationary 1017.212 484 536 0.287037 0.3806583
Stationary 1017.243 484 536 0.287037 0.3806583
Stationary 1017.273 484 536 0.287037 0.3806583
Stationary 1017.304 484 536 0.287037 0.3806583
Stationary 1017.335 484 536 0.287037 0.3806583
Stationary 1017.366 484 536 0.287037 0.3806583
Stationary 1017.396 484 536 0.287037 0.3806583
Moved 1017.427 470.8418 536 0.2565782 0.3806583
Moved 1017.458 448.8211 520.4761 0.2056044 0.3407305
Moved 1017.489 413.6205 499.505 0.1241216 0.2867927
Moved 1017.519 370.1278 477.5639 0.023444 0.2303597
Moved 1017.55 330.4607 456.2303 -0.068378 0.1754895
Moved 1017.581 293.6364 436.8182 -0.1536193 0.1255612
Moved 1017.612 266.7526 422.2287 -0.2158505 0.08803669
Moved 1017.642 246.6912 409.7427 -0.2622889 0.05592244
Moved 1017.673 228.1928 398.7952 -0.3051092 0.0277655
Moved 1017.704 216 390.5 -0.3333333 0.006429962
Moved 1017.735 207.1008 385.0671 -0.3539334 -0.007543446
Moved 1017.765 200.5281 380.264 -0.369148 -0.0198971
Moved 1017.796 195.5037 376.5037 -0.3807785 -0.02956869
Moved 1017.827 193.0482 374.0482 -0.3864625 -0.03588445
Ended 1017.857 192 374 -0.3888888 -0.03600823
Began 1019.487 349 441 -0.02546296 0.1363167
Stationary 1019.517 349 441 -0.02546296 0.1363167
Stationary 1019.548 349 441 -0.02546296 0.1363167
Stationary 1019.579 349 441 -0.02546296 0.1363167
Stationary 1019.609 349 441 -0.02546296 0.1363167
Stationary 1019.64 349 441 -0.02546296 0.1363167
Stationary 1019.671 349 441 -0.02546296 0.1363167
Moved 1019.702 356.7109 449.5677 -0.00761365 0.158353
Moved 1019.732 363.9975 461.6625 0.009253521 0.1894611
Moved 1019.763 370.1832 473.4581 0.02357225 0.2197995
Moved 1019.794 377.7183 487.2957 0.04101456 0.2553901
Moved 1019.825 384.5 502 0.05671293 0.2932098
Moved 1019.855 391.1482 510.1482 0.07210235 0.3141671
Moved 1019.886 400.1958 522.9947 0.09304573 0.3472085
Moved 1019.917 410.6294 537.7157 0.1171977 0.3850711
Moved 1019.948 420.8466 550.8083 0.1408488 0.4187456
Moved 1019.978 432.8596 565.8597 0.1686566 0.4574579
Moved 1020.009 442.394 577.394 0.1907269 0.4871244
Moved 1020.04 451.7012 587.9349 0.2122712 0.5142359
Moved 1020.071 458.9891 595.9891 0.2291414 0.5349513
Moved 1020.101 464.8388 602.8388 0.2426824 0.5525689
Moved 1020.132 468.1743 607.1743 0.2504035 0.5637197
Moved 1020.163 470.9453 609.9453 0.2568178 0.5708469
Moved 1020.194 472 612.368 0.2592593 0.577078
Moved 1020.224 474.049 614.0491 0.2640024 0.5814018
Stationary 1020.255 474.049 614.0491 0.2640024 0.5814018
Moved 1020.286 475 616.5 0.2662037 0.5877057
Moved 1020.317 476.0241 616 0.2685743 0.5864196
Moved 1020.347 476 617.4425 0.2685185 0.5901298
Stationary 1020.378 476 617.4425 0.2685185 0.5901298
Stationary 1020.409 476 617 0.2685185 0.5889916
Stationary 1020.439 476 617 0.2685185 0.5889916
Stationary 1020.47 476 617 0.2685185 0.5889916
Stationary 1020.501 476 617 0.2685185 0.5889916
Stationary 1020.532 476 617 0.2685185 0.5889916
Moved 1020.562 476 607.5494 0.2685185 0.5646847
Moved 1020.593 476 604.7908 0.2685185 0.5575894
Moved 1020.624 476 600.0658 0.2685185 0.5454366
Moved 1020.655 476 595.1921 0.2685185 0.5329013
Moved 1020.685 476 590.6678 0.2685185 0.5212648
Moved 1020.716 476 584.2236 0.2685185 0.5046903
Moved 1020.747 469 577.5 0.2523148 0.487397
Moved 1020.778 468 568.6868 0.25 0.4647294
Moved 1020.808 467 558.5435 0.2476852 0.4386405
Moved 1020.839 466 548.5149 0.2453704 0.4128468
Moved 1020.87 466 538.69 0.2453704 0.3875771
Moved 1020.901 464.1521 523.7604 0.2410927 0.3491778
Moved 1020.931 464 514.1802 0.2407408 0.3245375
Moved 1020.962 463 505.9072 0.2384259 0.3032593
Moved 1020.993 462.2027 501.4053 0.2365803 0.2916803
Moved 1021.023 461 495.8881 0.2337964 0.27749
Moved 1021.054 459.6804 490.3608 0.2307416 0.2632736
Moved 1021.085 460 477.6448 0.2314815 0.2305677
Moved 1021.116 460 459.2181 0.2314815 0.1831739
Moved 1021.146 472.6703 443.6594 0.2608109 0.1431569
Moved 1021.177 484.9337 426.0829 0.2891982 0.09794992
Moved 1021.208 502.5 411.5 0.3298611 0.06044234
Moved 1021.239 518.6984 401.4762 0.3673575 0.034661
Moved 1021.269 531.7521 394.1859 0.3975742 0.01591023
Moved 1021.3 544.8339 388.2916 0.4278561 0.0007498313
Moved 1021.331 553.2897 384.8068 0.4474299 -0.008212941
