travel at the speed of light
Basic
0.6 0.6
432 388.8
Began 1139.228 359 574 -0.002314796 0.478395
Stationary 1139.259 359 574 -0.002314796 0.478395
Stationary 1139.29 359 574 -0.002314796 0.478395
Stationary 1139.32 359 574 -0.002314796 0.478395
Stationary 1139.351 359 574 -0.002314796 0.478395
Moved 1139.382 349.435 574 -0.02445593 0.478395
Moved 1139.413 344.0052 565.0026 -0.03702496 0.4552536
Moved 1139.443 338.3959 563.4653 -0.05000949 0.4512995
Moved 1139.474 329.7567 559.5856 -0.07000759 0.4413208
Moved 1139.505 322.1491 555.7164 -0.08761774 0.4313692
Moved 1139.536 315.7088 551.8544 -0.1025258 0.4214362
Moved 1139.566 306.0508 546.0508 -0.1248823 0.4065093
Moved 1139.597 296.4229 539.9486 -0.1471691 0.3908142
Moved 1139.628 287.3914 534.1957 -0.1680755 0.3760176
Moved 1139.658 281.0833 530.0416 -0.1826776 0.3653333
Moved 1139.689 272.7426 522.4853 -0.2019846 0.3458983
Moved 1139.72 269.6147 520.6147 -0.2092252 0.3410872
Moved 1139.751 265.4402 516.8804 -0.2188885 0.3314824
Moved 1139.781 261.9202 513.9202 -0.2270365 0.3238688
Moved 1139.812 258.0458 511.0458 -0.236005 0.3164758
Moved 1139.843 254.3532 508.1766 -0.2445529 0.3090961
Moved 1139.874 251.5 505.5 -0.2511574 0.3022119
Moved 1139.904 248.7391 501.7391 -0.2575485 0.2925387
Moved 1139.935 244.7312 498.8656 -0.266826 0.285148
Moved 1139.966 241.9935 496.9935 -0.2731632 0.280333
Moved 1139.997 239.4607 494.4608 -0.2790261 0.2738187
Moved 1140.027 236.5876 491.5876 -0.2856769 0.2664289
Moved 1140.058 233.7148 488.7148 -0.2923269 0.25904
Moved 1140.089 228.6782 484.6782 -0.3039857 0.2486577
Moved 1140.119 223.6601 478.9902 -0.3156016 0.2340281
Moved 1140.15 217.4017 469.8033 -0.3300887 0.2103995
Moved 1140.181 211.2048 459.4096 -0.3444333 0.1836666
Moved 1140.212 206.0855 450.1283 -0.3562835 0.1597949
Moved 1140.242 200.3691 437.7382 -0.3695161 0.1279273
Moved 1140.273 196.3214 427.9641 -0.3788858 0.1027882
Moved 1140.304 194 420.9122 -0.3842593 0.08465075
Moved 1140.335 191.9371 414.8112 -0.3890346 0.06895881
Moved 1140.365 191 410.0738 -0.3912037 0.05677408
Moved 1140.396 191 406.2047 -0.3912037 0.04682278
Moved 1140.427 191 402 -0.3912037 0.03600815
Moved 1140.458 191 395.2974 -0.3912037 0.01876906
Moved 1140.488 200.2014 384.5971 -0.3699041 -0.008752376
Moved 1140.519 210.8731 366.2855 -0.3452012 -0.05585007
Moved 1140.55 237.4257 340.4307 -0.2837369 -0.122349
Moved 1140.58 250.9783 329.394 -0.2523651 -0.1507356
Moved 1140.611 272.5016 308.4984 -0.2025425 -0.2044796
Moved 1140.642 287.487 292.3913 -0.1678542 -0.2459072
Moved 1140.673 301.0651 278.3218 -0.1364233 -0.2820941
Moved 1140.703 312.4553 265.5447 -0.1100571 -0.3149573
Moved 1140.734 318.7171 257.283 -0.09556234 -0.3362065
Moved 1140.765 320.933 255.067 -0.09043276 -0.3419059
Moved 1140.796 322.7838 253.2162 -0.08614853 -0.3466662
Moved 1140.826 323.5 252.5 -0.08449072 -0.3485083
Moved 1140.857 324 257.7185 -0.08333336 -0.3350862
Moved 1140.888 324 287.7382 -0.08333336 -0.2578752
Moved 1140.918 317.5949 327.9802 -0.09815991 -0.1543721
Moved 1140.949 314.4383 360.1511 -0.1054669 -0.07162777
Moved 1140.98 311.5 388.5 -0.1122685 0.00128589
Moved 1141.011 309.7776 417.224 -0.1162556 0.07516456
Moved 1141.041 306.8964 442.9325 -0.122925 0.1412872
Moved 1141.072 305 460.7673 -0.1273148 0.1871586
Moved 1141.103 303.4998 474.5018 -0.1307876 0.2224839
Moved 1141.134 300.6374 491.8128 -0.1374134 0.2670082
Moved 1141.164 299 502.7347 -0.1412037 0.2950996
Moved 1141.195 298 508.2301 -0.1435185 0.3092337
Moved 1141.226 298 511.6194 -0.1435185 0.3179512
Moved 1141.257 297 514.481 -0.1458333 0.3253111
Moved 1141.287 297 517.3627 -0.1458333 0.3327228
Moved 1141.318 297 518.3724 -0.1458333 0.3353198
Moved 1141.349 297 519.1406 -0.1458333 0.3372958
Moved 1141.38 297 520.0636 -0.1458333 0.3396696
Stationary 1141.41 297 520.0636 -0.1458333 0.3396696
Moved 1141.441 304.0433 520 -0.1295294 0.3395061
Moved 1141.472 341.7939 498.1611 -0.04214367 0.2833361
Moved 1141.502 410.0337 462.7314 0.1158188 0.1922104
Moved 1141.533 453 432 0.2152778 0.1131687
Moved 1141.564 487.2877 397.5217 0.2946474 0.02448984
Moved 1141.595 506.259 374.6375 0.3385625 -0.03436877
Moved 1141.625 518.6627 363.2529 0.3672748 -0.06364987
Moved 1141.656 525.9169 357.0831 0.3840668 -0.07951877
Ended 1141.687 527 356 0.3865741 -0.0823046
Began 1142.455 188 462 -0.3981482 0.1903292
Stationary 1142.486 188 462 -0.3981482 0.1903292
Stationary 1142.517 188 462 -0.3981482 0.1903292
Stationary 1142.547 188 462 -0.3981482 0.1903292
Stationary 1142.578 188 462 -0.3981482 0.1903292
Moved 1142.609 206.2065 462 -0.3560036 0.1903292
Moved 1142.64 209 462 -0.349537 0.1903292
Moved 1142.67 216.1095 470.0547 -0.3330798 0.2110461
Moved 1142.701 223.8423 471 -0.3151799 0.2134772
Moved 1142.732 233.3511 472.7837 -0.2931687 0.218065
Moved 1142.762 242.5 474 -0.2719907 0.2211934
Moved 1142.793 257.0864 475 -0.238226 0.2237653
Moved 1142.824 273.2657 476.0532 -0.2007737 0.2264741
Moved 1142.855 287.6992 476 -0.1673629 0.2263374
Moved 1142.885 300.4387 476.4877 -0.1378735 0.2275918
Moved 1142.916 312.412 478.353 -0.1101574 0.2323892
Moved 1142.947 324.9284 482.4642 -0.08118426 0.2429633
Moved 1142.978 336.2765 487.1843 -0.0549156 0.2551036
Moved 1143.008 344.8692 493.2462 -0.03502498 0.2706948
