hands on experience with a job
Basic
0.6 0.6
432 388.8
Began 723.219 466 316 0.2453704 -0.1851853
Stationary 723.2497 466 316 0.2453704 -0.1851853
Stationary 723.2803 466 316 0.2453704 -0.1851853
Stationary 723.3111 466 316 0.2453704 -0.1851853
Stationary 723.3419 466 316 0.2453704 -0.1851853
Stationary 723.3725 466 316 0.2453704 -0.1851853
Stationary 723.4033 466 316 0.2453704 -0.1851853
Stationary 723.434 466 316 0.2453704 -0.1851853
Stationary 723.4647 466 316 0.2453704 -0.1851853
Stationary 723.4954 466 316 0.2453704 -0.1851853
Stationary 723.5261 466 316 0.2453704 -0.1851853
Stationary 723.5568 466 316 0.2453704 -0.1851853
Stationary 723.5876 466 316 0.2453704 -0.1851853
Stationary 723.6182 466 316 0.2453704 -0.1851853
Stationary 723.649 466 316 0.2453704 -0.1851853
Moved 723.6797 451.7775 316 0.2124478 -0.1851853
Moved 723.7104 431.5725 316 0.1656771 -0.1851853
Moved 723.7411 400.9097 326.618 0.09469827 -0.1578755
Moved 723.7719 377.6548 330.4691 0.04086772 -0.1479706
Moved 723.8026 338.6661 332 -0.04938394 -0.144033
Moved 723.8333 307.2903 332 -0.1220133 -0.144033
Moved 723.864 280.5354 332 -0.1839458 -0.144033
Moved 723.8947 260.0863 332 -0.2312816 -0.144033
Moved 723.9254 243.1425 332 -0.2705035 -0.144033
Moved 723.9562 230.0361 332 -0.3008424 -0.144033
Moved 723.9869 221.5293 332 -0.3205341 -0.144033
Moved 724.0176 215.737 332 -0.3339421 -0.144033
Moved 724.0483 211.493 332 -0.3437661 -0.144033
Moved 724.079 208.6186 332 -0.3504199 -0.144033
Moved 724.1097 206.0415 332 -0.3563854 -0.144033
Moved 724.1404 202.3392 332 -0.3649555 -0.144033
Moved 724.1712 200.7318 332 -0.3686765 -0.144033
Moved 724.2019 197.5 332 -0.3761574 -0.144033
Moved 724.2326 196.8807 332 -0.377591 -0.144033
Stationary 724.2634 197 332 -0.3773148 -0.144033
Stationary 724.2941 197 332 -0.3773148 -0.144033
Stationary 724.3248 197 332 -0.3773148 -0.144033
Moved 724.3555 228.5691 320.2292 -0.3042382 -0.1743075
Moved 724.3862 261.5577 311.6106 -0.2278757 -0.1964748
Moved 724.4169 286.0234 305.9941 -0.1712422 -0.2109204
Moved 724.4476 311.8798 298.3372 -0.1113894 -0.2306142
Moved 724.4784 330.5659 290.717 -0.06813437 -0.2502134
Moved 724.5091 347.8068 285.3978 -0.02822508 -0.2638947
Moved 724.5398 356.6055 281.1315 -0.00785773 -0.2748676
Moved 724.5706 366.1337 277.2888 0.01419832 -0.2847512
Moved 724.6012 372.1642 274.4179 0.02815783 -0.2921351
Moved 724.632 378.3325 271.5558 0.04243632 -0.2994964
Moved 724.6627 382.0414 268.9793 0.05102168 -0.3061232
Moved 724.6934 385.894 266.106 0.05993972 -0.3135133
Moved 724.7241 389.7706 264.2294 0.0689135 -0.3183402
Moved 724.7548 391 262.5 0.07175922 -0.3227881
Moved 724.7856 394.1812 262 0.07912308 -0.3240741
Moved 724.8163 396.0576 261 0.08346657 -0.3266461
Moved 724.8469 397.9377 260 0.08781879 -0.3292181
Moved 724.8777 399.3239 260 0.09102742 -0.3292181
Moved 724.9084 400 259 0.09259263 -0.3317901
Stationary 724.9391 400 259 0.09259263 -0.3317901
Moved 724.9698 378.6232 287.4396 0.04310926 -0.2586429
Moved 725.0005 363.6765 307.3235 0.008510351 -0.2075012
Moved 725.0313 344.0481 332.9359 -0.03692572 -0.1416258
Moved 725.062 331.5476 348.8154 -0.06586194 -0.1007834
Moved 725.0928 323.2527 357.663 -0.08506317 -0.0780272
Moved 725.1234 315.4705 366.2943 -0.1030776 -0.05582762
Moved 725.1542 309.0766 374.9234 -0.1178782 -0.03363322
Moved 725.1849 303.9832 381.0168 -0.1296686 -0.01796102
Moved 725.2156 297.8286 387.1714 -0.1439153 -0.002131246
Moved 725.2463 293.0688 391.9312 -0.1549333 0.01011095
Moved 725.277 286.3167 396.6833 -0.1705632 0.02233344
Moved 725.3077 280.5 399.5 -0.1840278 0.02957815
Moved 725.3385 277.7418 401 -0.1904126 0.03343609
Moved 725.3692 274.8676 403 -0.1970657 0.03858017
Moved 725.3999 272.0021 404.9979 -0.2036988 0.04371894
Moved 725.4305 271 405.5051 -0.2060186 0.04502343
Moved 725.4613 269.5 406 -0.2094908 0.04629618
Moved 725.492 268.7397 407 -0.2112508 0.04886827
Stationary 725.5228 268.7397 407 -0.2112508 0.04886827
Moved 725.5535 267.5 408 -0.2141203 0.05144025
Stationary 725.5842 267.5 408 -0.2141203 0.05144025
Moved 725.6149 268 409.1497 -0.212963 0.05439731
Moved 725.6456 266.7503 409 -0.2158557 0.05401234
Stationary 725.6764 266.7503 409 -0.2158557 0.05401234
Moved 725.7071 267 410.0497 -0.2152778 0.05671203
Stationary 725.7378 267 410 -0.2152778 0.05658428
Stationary 725.7686 267 410 -0.2152778 0.05658428
Stationary 725.7992 267 410 -0.2152778 0.05658428
Stationary 725.83 267 410 -0.2152778 0.05658428
Stationary 725.8607 267 410 -0.2152778 0.05658428
Stationary 725.8914 267 410 -0.2152778 0.05658428
Stationary 725.9221 267 410 -0.2152778 0.05658428
Moved 725.9528 266 410 -0.2175926 0.05658428
Stationary 725.9835 266 410 -0.2175926 0.05658428
Moved 726.0143 262.0766 410 -0.2266746 0.05658428
Moved 726.045 255.0035 398.0106 -0.2430474 0.02574748
Moved 726.0757 246.3713 392.3713 -0.2630293 0.01124304
Moved 726.1064 238.7269 387.4846 -0.2807247 -0.001325568
Moved 726.1371 231.1011 382.367 -0.2983772 -0.01448816
Moved 726.1678 225.9878 379.4939 -0.3102134 -0.02187784
Moved 726.1986 221.9567 377.9783 -0.3195448 -0.02577597
Moved 726.2293 219.0988 376.0988 -0.3261603 -0.03061028
Moved 726.26 216.2217 375.2217 -0.3328202 -0.03286613
Moved 726.2907 214.7919 375 -0.3361297 -0.03343629
Moved 726.3215 212.9041 375 -0.3404998 -0.03343629
Stationary 726.3522 212.9041 375 -0.3404998 -0.03343629
