effort is what it will take
Basic
0.6 0.6
432 388.8
Began 1095.393 227 485 -0.3078704 0.2494856
Stationary 1095.424 227 485 -0.3078704 0.2494856
Stationary 1095.454 227 485 -0.3078704 0.2494856
Moved 1095.485 243.8571 485 -0.2688493 0.2494856
Moved 1095.516 263.3837 497.1279 -0.2236489 0.2806786
Moved 1095.547 276.7417 499.9354 -0.1927275 0.2878997
Moved 1095.577 286.4278 502.8093 -0.1703061 0.2952912
Moved 1095.608 293.0642 504.3547 -0.1549439 0.2992662
Moved 1095.639 298.4585 505.2292 -0.1424572 0.3015155
Moved 1095.67 301.0888 505 -0.1363684 0.3009258
Moved 1095.7 303.7104 505 -0.1303 0.3009258
Moved 1095.731 306.4777 506 -0.1238942 0.3034978
Moved 1095.762 308 506 -0.1203704 0.3034978
Moved 1095.792 310.5 506 -0.1145833 0.3034978
Moved 1095.823 311.3292 506 -0.1126639 0.3034978
Moved 1095.854 313.3281 506 -0.1080369 0.3034978
Moved 1095.885 314.045 506 -0.1063773 0.3034978
Moved 1095.915 315.3734 506 -0.1033022 0.3034978
Moved 1095.946 316.1481 506 -0.1015089 0.3034978
Moved 1095.977 317.1219 506 -0.09925489 0.3034978
Moved 1096.007 318 506 -0.09722222 0.3034978
Stationary 1096.038 318 506 -0.09722222 0.3034978
Moved 1096.069 319.171 506 -0.09451161 0.3034978
Stationary 1096.1 319 506 -0.09490739 0.3034978
Moved 1096.13 320 506 -0.09259259 0.3034978
Stationary 1096.161 320 506 -0.09259259 0.3034978
Moved 1096.192 321.1003 506 -0.09004563 0.3034978
Stationary 1096.223 321 506 -0.09027779 0.3034978
Stationary 1096.253 321 506 -0.09027779 0.3034978
Stationary 1096.284 321 506 -0.09027779 0.3034978
Moved 1096.315 322 506 -0.08796295 0.3034978
Stationary 1096.345 322 506 -0.08796295 0.3034978
Stationary 1096.376 322 506 -0.08796295 0.3034978
Stationary 1096.407 322 506 -0.08796295 0.3034978
Stationary 1096.438 322 506 -0.08796295 0.3034978
Stationary 1096.469 322 506 -0.08796295 0.3034978
Ended 1096.499 322 506 -0.08796295 0.3034978
Backspace 1097.144
Began 1098.005 223 613 -0.3171296 0.5787036
Stationary 1098.036 223 613 -0.3171296 0.5787036
Stationary 1098.066 223 613 -0.3171296 0.5787036
Moved 1098.097 236.5 602.5 -0.2858796 0.5516974
Moved 1098.128 243.1793 600.9103 -0.2704183 0.5476088
Moved 1098.158 249.9012 595.0988 -0.2548584 0.5326614
Moved 1098.189 258.2816 587.7184 -0.2354593 0.513679
Moved 1098.22 266.0837 578.9163 -0.2173988 0.4910398
Moved 1098.251 273.6449 569.3551 -0.1998961 0.4664482
Moved 1098.281 280.1926 558.7111 -0.1847393 0.4390716
Moved 1098.312 287.8617 547.2306 -0.1669869 0.4095436
Moved 1098.343 297.3806 529.7148 -0.1449522 0.3644928
Moved 1098.374 307.3998 510.5503 -0.1217596 0.3152013
Moved 1098.404 316.62 486.14 -0.1004167 0.2524177
Moved 1098.435 323.499 460.67 -0.084493 0.1869083
Moved 1098.466 331.2786 438.8857 -0.0664848 0.1308787
Moved 1098.496 336.5141 420.4011 -0.05436545 0.08333614
Moved 1098.527 340.3987 405.0065 -0.04537344 0.043741
Moved 1098.558 341.9293 398.1415 -0.04183044 0.02608401
Moved 1098.589 343.7986 390.6041 -0.03750314 0.006697815
Moved 1098.619 344.6695 385.6611 -0.03548736 -0.006015801
Moved 1098.65 345 382.5 -0.03472224 -0.01414617
Moved 1098.681 345 380.9775 -0.03472224 -0.01806212
Moved 1098.712 345 380 -0.03472224 -0.02057613
Stationary 1098.742 345 380 -0.03472224 -0.02057613
Moved 1098.773 325.7612 400.4865 -0.0792564 0.03211547
Moved 1098.804 303.3038 431.45 -0.1312411 0.1117541
Moved 1098.834 288.6292 454.4944 -0.1652102 0.1710247
Moved 1098.865 279.2215 472.4832 -0.1869873 0.2172922
Moved 1098.896 272.684 487.632 -0.2021204 0.2562551
Moved 1098.927 267.3878 499.5304 -0.21438 0.286858
Moved 1098.957 264.8312 505.3376 -0.2202981 0.3017941
Moved 1098.988 262.2062 512.3813 -0.2263745 0.3199108
Moved 1099.019 260.3965 518.207 -0.2305636 0.3348944
Moved 1099.05 258.5194 522.9611 -0.2349087 0.3471221
Moved 1099.08 258 527.6752 -0.2361111 0.3592468
Moved 1099.111 257 529.8633 -0.2384259 0.3648748
Moved 1099.142 256 532.7284 -0.2407407 0.3722437
Moved 1099.172 256 534.5934 -0.2407407 0.3770406
Moved 1099.203 255 536.452 -0.2430556 0.3818208
Moved 1099.234 255 537.3151 -0.2430556 0.3840407
Moved 1099.265 255 538.1897 -0.2430556 0.3862903
Moved 1099.295 255 539.082 -0.2430556 0.3885854
Moved 1099.326 253.9506 540.0494 -0.2454848 0.3910736
Stationary 1099.357 253.9506 540.0494 -0.2454848 0.3910736
Moved 1099.388 254 541.1493 -0.2453704 0.3939024
Stationary 1099.418 254 541.1493 -0.2453704 0.3939024
Ended 1099.449 254 541 -0.2453704 0.3935184
Backspace 1100.125
Began 1100.832 270 508 -0.2083333 0.3086419
Stationary 1100.862 270 508 -0.2083333 0.3086419
Stationary 1100.893 270 508 -0.2083333 0.3086419
Moved 1100.924 277.0978 492.5639 -0.1919033 0.26894
Moved 1100.955 284.3664 478.2672 -0.1750778 0.2321687
Moved 1100.985 293.9641 462.3932 -0.152861 0.1913406
Moved 1101.016 300.4063 450.1873 -0.1379483 0.1599467
Moved 1101.047 305.5944 442.6085 -0.125939 0.1404537
Moved 1101.077 311.203 433.7969 -0.1129559 0.1177903
Moved 1101.108 314 428.0594 -0.1064815 0.1030335
Moved 1101.139 318.6906 422.3094 -0.09562359 0.08824422
Moved 1101.17 320.8461 418.4617 -0.09063403 0.078348
Moved 1101.2 323.7135 413.2865 -0.0839966 0.06503725
Moved 1101.231 326.587 408.413 -0.07734498 0.05250256
Moved 1101.262 328.461 403.078 -0.07300695 0.03878083
Moved 1101.293 330.998 399.0039 -0.06713415 0.02830219
Moved 1101.323 332.8863 395.1138 -0.0627633 0.01829665
