learn to walk before you run
Basic
0.6 0.6
432 388.8
Began 1088.913 589 388 0.5300926 -3.924585E-08
Stationary 1088.944 589 388 0.5300926 -3.924585E-08
Stationary 1088.974 589 388 0.5300926 -3.924585E-08
Stationary 1089.005 589 388 0.5300926 -3.924585E-08
Stationary 1089.036 589 388 0.5300926 -3.924585E-08
Stationary 1089.067 589 388 0.5300926 -3.924585E-08
Stationary 1089.097 589 388 0.5300926 -3.924585E-08
Moved 1089.128 579.2158 388 0.5074438 -3.924585E-08
Moved 1089.159 576.3461 388 0.5008012 -3.924585E-08
Moved 1089.189 572.9457 388 0.4929299 -3.924585E-08
Moved 1089.22 558.1432 388 0.4586649 -3.924585E-08
Moved 1089.251 514.4946 381 0.3576265 -0.01800419
Moved 1089.281 471.4183 396.6327 0.2579128 0.02220338
Moved 1089.312 431.5291 412.2581 0.1655765 0.06239208
Moved 1089.343 397.0237 426.847 0.08570313 0.09991504
Moved 1089.374 372.4624 442.2986 0.02884825 0.139657
Moved 1089.404 350.4283 458.7324 -0.02215684 0.1819248
Moved 1089.435 333.9283 471.2573 -0.06035114 0.2141391
Moved 1089.466 321.318 482.682 -0.08954167 0.2435236
Moved 1089.497 310.1762 496.0297 -0.1153328 0.2778542
Moved 1089.527 301.8189 508.2717 -0.1346785 0.3093407
Moved 1089.558 296.5363 518.9273 -0.1469066 0.3367471
Moved 1089.589 292.9474 526.5789 -0.1552143 0.356427
Moved 1089.619 290.5994 531.4006 -0.1606496 0.3688285
Moved 1089.65 287.7249 534.2751 -0.1673034 0.3762218
Moved 1089.681 285.1913 535 -0.1731684 0.3780863
Moved 1089.712 279.9305 535 -0.185346 0.3780863
Moved 1089.742 265.5913 514.887 -0.2185386 0.3263553
Moved 1089.773 249.7973 484.5945 -0.2550989 0.2484426
Moved 1089.804 239.2245 450.7296 -0.2795729 0.1613415
Moved 1089.834 233.389 420.7507 -0.2930809 0.08423514
Moved 1089.865 230.3168 398.8512 -0.3001926 0.02790941
Moved 1089.896 227.8283 380.7983 -0.305953 -0.01852302
Moved 1089.927 227 360.5145 -0.3078704 -0.07069332
Moved 1089.957 226 350.0676 -0.3101852 -0.09756292
Moved 1089.988 225.1664 343.1663 -0.3121149 -0.115313
Moved 1090.019 225 341 -0.3125 -0.1208849
Stationary 1090.049 225 341 -0.3125 -0.1208849
Moved 1090.08 259.4666 382.9178 -0.2327163 -0.01307138
Moved 1090.111 287.4894 422.2341 -0.1678485 0.08805066
Moved 1090.142 306.2784 452.3712 -0.1243556 0.1655635
Moved 1090.172 325.9347 481.6117 -0.07885481 0.2407708
Moved 1090.203 337.9275 503.5459 -0.0510937 0.2971859
Moved 1090.234 342.6814 512.5221 -0.04008934 0.3202728
Moved 1090.265 345.7026 518.4052 -0.03309583 0.3354043
Moved 1090.295 347 521.5715 -0.0300926 0.3435481
Moved 1090.326 348 523.4446 -0.0277778 0.3483656
Stationary 1090.357 348 523.4446 -0.0277778 0.3483656
Moved 1090.387 349.8362 513.8015 -0.0235272 0.3235634
Moved 1090.418 352.4158 477.3815 -0.017556 0.2298906
Moved 1090.449 354.1878 438.4313 -0.01345406 0.1297101
Moved 1090.479 357.1204 386.0732 -0.006665687 -0.00495581
Moved 1090.51 363.9834 348.0994 0.009220937 -0.1026252
Moved 1090.541 369.7348 318.3262 0.02253423 -0.1792022
Moved 1090.572 373.3893 302.6642 0.03099372 -0.2194849
Moved 1090.602 377.2581 290.9674 0.03994941 -0.2495695
Moved 1090.633 380.1248 283.7504 0.04658521 -0.2681317
Moved 1090.664 382 278.4684 0.05092591 -0.2817171
Moved 1090.694 383 273.8701 0.05324075 -0.2935441
Ended 1090.725 383 273 0.05324075 -0.295782
Began 1091.094 396 421 0.08333336 0.08487643
Moved 1091.125 379.444 431.0007 0.04500935 0.1105985
Moved 1091.155 360.0874 446.9272 0.0002023578 0.1515616
Moved 1091.186 343.8489 463.1511 -0.03738672 0.1932897
Moved 1091.217 329.0178 479.3787 -0.07171815 0.2350274
Moved 1091.247 320.1892 494.0811 -0.0921546 0.2728421
Moved 1091.278 316.8528 505.4417 -0.09987786 0.3020619
Moved 1091.309 316 512.2909 -0.1018519 0.3196781
Moved 1091.339 316 517.5161 -0.1018519 0.3331174
Moved 1091.37 316 521.3876 -0.1018519 0.3430751
Moved 1091.401 316 522.5 -0.1018519 0.3459361
Moved 1091.432 326.4259 528.6172 -0.0777179 0.3616698
Moved 1091.462 334.9984 532.3323 -0.05787412 0.3712249
Moved 1091.493 345.7141 534.5428 -0.0330692 0.3769105
Moved 1091.524 367.7534 535 0.01794765 0.3780863
Moved 1091.555 394.474 535 0.07980098 0.3780863
Moved 1091.585 423.0876 520.5737 0.1460361 0.3409817
Moved 1091.616 451.5 510 0.2118056 0.3137859
Moved 1091.647 468.5338 502.4888 0.2512355 0.2944669
Moved 1091.677 483.7542 496.7486 0.286468 0.2797031
Moved 1091.708 493.0043 491.9985 0.3078804 0.2674858
Moved 1091.739 498.0803 490.4598 0.3196303 0.2635283
Moved 1091.77 502.4146 490 0.3296634 0.2623456
Moved 1091.8 506.5828 487.7086 0.3393119 0.2564522
Moved 1091.831 508.1595 488 0.342962 0.2572016
Moved 1091.862 509.1675 486.8325 0.3452951 0.2541987
Ended 1091.892 510.1149 485.8851 0.3474882 0.2517621
Began 1092.66 319 429 -0.09490739 0.1054526
Stationary 1092.691 319 429 -0.09490739 0.1054526
Moved 1092.722 298.7934 429 -0.1416819 0.1054526
Moved 1092.752 276.4456 429 -0.1934129 0.1054526
Moved 1092.783 253.372 415.7906 -0.2468242 0.07147789
Moved 1092.814 235.9366 411.3873 -0.2871838 0.06015255
Moved 1092.845 222.5416 408.5083 -0.3181907 0.05274764
Moved 1092.875 214.9227 408 -0.3358271 0.05144025
Moved 1092.906 210.1277 407 -0.3469266 0.04886827
Moved 1092.937 206.2561 406 -0.3558887 0.04629618
Moved 1092.968 203.5 406 -0.3622685 0.04629618
Moved 1092.998 202.9795 406 -0.3634734 0.04629618
Moved 1093.029 200.961 406 -0.3681458 0.04629618
