do you prefer a window seat
Basic
0.6 0.6
432 388.8
Began 555.6612 253 253 -0.2476852 -0.3472223
Stationary 555.6918 253 253 -0.2476852 -0.3472223
Stationary 555.7226 253 253 -0.2476852 -0.3472223
Stationary 555.7533 253 253 -0.2476852 -0.3472223
Stationary 555.784 253 253 -0.2476852 -0.3472223
Stationary 555.8148 253 253 -0.2476852 -0.3472223
Stationary 555.8455 253 253 -0.2476852 -0.3472223
Stationary 555.8762 253 253 -0.2476852 -0.3472223
Stationary 555.9069 253 253 -0.2476852 -0.3472223
Moved 555.9376 253 264.374 -0.2476852 -0.3179681
Moved 555.9683 253 266.2483 -0.2476852 -0.3131475
Moved 555.999 253 271.5107 -0.2476852 -0.2996123
Moved 556.0298 253 277.8601 -0.2476852 -0.2832817
Moved 556.0605 253 284.4819 -0.2476852 -0.2662503
Moved 556.0912 253 292.0868 -0.2476852 -0.2466904
Moved 556.1219 253 300.7052 -0.2476852 -0.2245237
Moved 556.1526 259.224 307.556 -0.2332777 -0.2069032
Moved 556.1833 264.3021 314.3021 -0.221523 -0.1895524
Moved 556.214 268.3381 320.5071 -0.2121804 -0.173593
Moved 556.2448 274.0817 327.1225 -0.1988851 -0.156578
Moved 556.2755 278.8199 335.7299 -0.187917 -0.1344397
Moved 556.3062 283.6011 342.2021 -0.1768494 -0.1177929
Moved 556.3369 287.3668 348.7336 -0.1681323 -0.1009938
Moved 556.3676 292.4484 355.4484 -0.1563694 -0.08372326
Moved 556.3983 296.2018 361.2017 -0.1476811 -0.06892569
Moved 556.429 300.2748 367.9122 -0.1382528 -0.05166615
Moved 556.4598 306 375 -0.125 -0.03343629
Moved 556.4905 310.3664 385.0991 -0.1148927 -0.007461186
Moved 556.5212 314.2486 393.7458 -0.105906 0.01477834
Moved 556.5519 317.7565 399.513 -0.09778588 0.02961159
Moved 556.5825 320.6394 405.2789 -0.09111241 0.04444146
Moved 556.6133 325 412 -0.08101851 0.06172835
Moved 556.644 332.0963 421.0963 -0.06459186 0.08512418
Moved 556.6748 341.7471 434.6628 -0.04225214 0.1200174
Moved 556.7055 350.3582 445.9303 -0.02231911 0.1489975
Moved 556.7362 359.9652 457.6202 -8.061527E-05 0.1790643
Moved 556.767 362.5 461 0.005787015 0.1877571
Moved 556.7976 377.6787 475.6787 0.04092286 0.225511
Moved 556.8284 387.3998 484.3998 0.0634256 0.2479419
Moved 556.8591 395.5 491 0.08217593 0.2649176
Moved 556.8898 402.7084 497.4722 0.09886196 0.2815643
Moved 556.9205 413.324 506.324 0.1234352 0.3043311
Moved 556.9512 422.918 511.9385 0.1456435 0.3187717
Moved 556.9819 431.0608 516.5152 0.1644925 0.3305431
Moved 557.0126 440.1884 520.3961 0.1856214 0.3405249
Moved 557.0433 449.9969 524.2492 0.2083261 0.3504351
Moved 557.0741 459.3981 527.1327 0.2300882 0.3578515
Moved 557.1048 468.8859 529.6287 0.2520507 0.3642712
Moved 557.1354 478.5099 532 0.2743285 0.3703703
Moved 557.1663 487.1481 534.3827 0.2943243 0.3764986
Moved 557.197 494.759 534.9197 0.3119421 0.3778797
Moved 557.2277 500.9459 535 0.3262636 0.3780863
Moved 557.2584 507.5004 536 0.3414361 0.3806583
Moved 557.2891 515.3137 536 0.3595224 0.3806583
Moved 557.3198 521.3843 536 0.3735747 0.3806583
Ended 557.3505 526 536 0.3842592 0.3806583
Began 558.0569 330 453 -0.06944443 0.167181
Stationary 558.0876 330 453 -0.06944443 0.167181
Stationary 558.1184 330 453 -0.06944443 0.167181
Stationary 558.1491 330 453 -0.06944443 0.167181
Stationary 558.1798 330 453 -0.06944443 0.167181
Stationary 558.2105 330 453 -0.06944443 0.167181
Stationary 558.2413 330 453 -0.06944443 0.167181
Moved 558.2719 347.5 453 -0.02893518 0.167181
Moved 558.3027 359.248 463.0496 -0.001740853 0.1930288
Moved 558.3333 374.6189 465 0.03384014 0.1980452
Moved 558.3641 389.9914 467.7983 0.06942461 0.2052424
Moved 558.3948 402.1327 470.2265 0.09752929 0.2114879
Moved 558.4255 415.8788 474.3515 0.1293489 0.2220974
Moved 558.4562 428.195 477.0488 0.1578587 0.2290348
Moved 558.4869 441.6389 481.9097 0.188979 0.2415373
Moved 558.5176 452.8163 486.4541 0.2148527 0.2532254
Moved 558.5484 463 491.3333 0.2384259 0.2657749
Moved 558.5791 473.6032 498.4022 0.2629704 0.2839562
Moved 558.6098 480.3854 503.5903 0.27867 0.2973
Moved 558.6406 486.1935 507.1934 0.2921145 0.3065673
Moved 558.6713 490.4695 510.4695 0.3020126 0.3149934
Moved 558.702 493.3459 513.3459 0.3086712 0.3223917
Moved 558.7327 495.9159 514.9159 0.31462 0.3264296
Moved 558.7634 497 516.7911 0.3171296 0.3312527
Moved 558.7941 498.6658 518.6658 0.3209856 0.3360744
Moved 558.8248 500.1031 520.1031 0.3243129 0.3397714
Moved 558.8555 501 523.0781 0.3263889 0.347423
Moved 558.8862 502 525.5 0.3287037 0.3536522
Moved 558.917 502 527.8124 0.3287037 0.3595997
Moved 558.9476 489.3032 529.2322 0.2993129 0.3632516
Moved 558.9784 475.0732 529 0.2663732 0.3626543
Moved 559.0091 460.6838 529 0.2330644 0.3626543
Moved 559.0398 444.3048 529 0.19515 0.3626543
Moved 559.0706 429.0749 518.5874 0.1598956 0.3358729
Moved 559.1013 411.848 517.2827 0.1200185 0.332517
Moved 559.132 396.8323 512.7665 0.08525987 0.3209014
Moved 559.1627 382.0838 507.3613 0.05111983 0.3069991
Moved 559.1934 366.5 501 0.0150463 0.2906378
Moved 559.2241 355 497.5 -0.01157408 0.2816358
Moved 559.2548 346.2612 494.1306 -0.03180285 0.2729695
Moved 559.2855 341.0453 494 -0.04387667 0.2726337
Moved 559.3162 339 494 -0.04861111 0.2726337
Ended 559.347 339 494 -0.04861111 0.2726337
Began 560.4834 565 543 0.474537 0.3986624
Stationary 560.5141 565 543 0.474537 0.3986624
Stationary 560.5447 565 543 0.474537 0.3986624
Stationary 560.5756 565 543 0.474537 0.3986624
Stationary 560.6063 565 543 0.474537 0.3986624
