just in time for the party
Basic
0.6 0.6
432 388.8
Began 858.8232 535 329 0.4050927 -0.151749
Stationary 858.8539 535 329 0.4050927 -0.151749
Stationary 858.8846 535 329 0.4050927 -0.151749
Stationary 858.9154 535 329 0.4050927 -0.151749
Moved 858.9461 521.3011 338.6989 0.3733823 -0.1268034
Moved 858.9768 514.1331 347.8669 0.3567896 -0.103223
Moved 859.0076 507.8414 356.1586 0.3422256 -0.08189676
Moved 859.0383 500.3559 367.2882 0.3248979 -0.05327115
Moved 859.069 493.8256 375.7617 0.3097814 -0.03147729
Moved 859.0997 486.9528 385.3963 0.2938721 -0.006696795
Moved 859.1304 481.6707 394.8822 0.2816451 0.0177011
Moved 859.1612 474.5 406 0.2650462 0.04629618
Moved 859.192 464.8231 419.7654 0.242646 0.08170104
Moved 859.2227 451.731 432.0862 0.2123404 0.1133905
Moved 859.2534 442.3978 443.1362 0.1907357 0.1418112
Moved 859.2842 434.1102 452.8898 0.1715513 0.1668976
Moved 859.3148 428.8782 461.1827 0.1594403 0.188227
Moved 859.3456 425.2504 465.7496 0.1510425 0.1999732
Moved 859.3763 421.7509 472.4981 0.142942 0.2173304
Moved 859.407 418.9939 479.0123 0.1365599 0.234085
Moved 859.4377 416.222 488.334 0.1301435 0.2580608
Moved 859.4684 412.8203 496.5391 0.1222692 0.2791643
Moved 859.4992 411 504.8908 0.1180555 0.300645
Moved 859.53 408.2981 512.4038 0.1118011 0.3199685
Moved 859.5607 408 517.9526 0.1111111 0.3342403
Moved 859.5914 408 521.9268 0.1111111 0.3444619
Moved 859.6221 408 526.6873 0.1111111 0.3567058
Moved 859.6529 408 529.4532 0.1111111 0.3638199
Moved 859.6836 408 530.3601 0.1111111 0.3661524
Moved 859.7143 406.359 531 0.1073124 0.3677982
Moved 859.7451 399.8055 531 0.09214231 0.3677982
Moved 859.7758 390.2881 531 0.07011136 0.3677982
Moved 859.8065 378.7789 516.7789 0.04346966 0.3312215
Moved 859.8372 367.3585 506.3585 0.01703362 0.30442
Moved 859.868 359.4705 496.2939 -0.001225769 0.2785337
Moved 859.8987 348.2143 482.3215 -0.02728174 0.2425963
Moved 859.9294 336.0822 464.9315 -0.05536531 0.1978691
Moved 859.9601 322.2924 450.2925 -0.08728598 0.1602172
Moved 859.9908 309.3934 434.4917 -0.117145 0.1195773
Moved 860.0215 297.5 420 -0.1446759 0.08230445
Moved 860.0523 287.8008 405.668 -0.1671278 0.04544223
Moved 860.083 279.5058 395.6743 -0.1863292 0.01973843
Moved 860.1138 271.2238 387.2238 -0.2055006 -0.001996594
Moved 860.1445 264.9046 379.9045 -0.2201283 -0.02082165
Moved 860.1752 257.5795 372.5795 -0.2370844 -0.03966178
Moved 860.2059 249.3188 364.3188 -0.2562064 -0.06090839
Moved 860.2367 243.6775 357.355 -0.269265 -0.07881942
Moved 860.2675 240.2553 355.2553 -0.2771868 -0.08421988
Moved 860.2982 237.4993 354 -0.2835663 -0.08744855
Moved 860.3289 234.7324 354 -0.2899714 -0.08744855
Stationary 860.3596 235 354 -0.2893518 -0.08744855
Moved 860.3903 235 371.5 -0.2893518 -0.04243827
Moved 860.4211 251.3262 392.1219 -0.2515598 0.01060152
Moved 860.4518 265.1537 409.2152 -0.2195516 0.05456579
Moved 860.4825 276 422.5 -0.1944444 0.08873452
Moved 860.5132 292.2001 445.9202 -0.1569441 0.1489717
Moved 860.5439 305.0224 460.0298 -0.127263 0.1852618
Moved 860.5747 312.5361 471.0722 -0.1098701 0.2136629
Moved 860.6054 318.3891 480.6485 -0.09632155 0.2382934
Moved 860.6361 324.8759 492.8139 -0.0813057 0.269583
Moved 860.6669 329.7039 502.1118 -0.07012974 0.2934974
Moved 860.6976 332.4675 509.4025 -0.06373266 0.312249
Moved 860.7283 333.9068 513.8137 -0.06040086 0.3235947
Moved 860.759 335 518.6691 -0.05787035 0.3360829
Moved 860.7898 336 522.4321 -0.05555556 0.3457614
Moved 860.8205 336 525.2009 -0.05555556 0.352883
Moved 860.8513 336 526.6085 -0.05555556 0.3565032
Moved 860.882 336 527.5 -0.05555556 0.3587962
Moved 860.9127 325.853 527 -0.07904406 0.3575102
Ended 860.9434 324.5 527 -0.08217593 0.3575102
Began 861.3428 532 515 0.3981481 0.326646
Stationary 861.3736 532 515 0.3981481 0.326646
Moved 861.4042 526.8286 507.8893 0.3861773 0.3083573
Moved 861.4351 517.7775 495.37 0.3652258 0.2761573
Moved 861.4658 509.4247 485.5663 0.3458906 0.2509421
Moved 861.4965 500.5246 474.5246 0.3252884 0.2225426
Moved 861.5273 490.4602 461.0753 0.3019913 0.1879509
Moved 861.558 482.6151 448.7689 0.2838314 0.1562986
Moved 861.5887 474.8683 434.7366 0.2658989 0.1202073
Moved 861.6194 467.0491 419.0983 0.2477989 0.07998521
Moved 861.6501 459.8395 400.5186 0.2311101 0.03219789
Moved 861.6808 453.3716 384.6577 0.216138 -0.008596569
Moved 861.7116 445.0751 365.1503 0.1969332 -0.05876996
Moved 861.7424 436.7312 345.4624 0.1776186 -0.1094074
Moved 861.7731 429.328 326.1481 0.1604815 -0.1590842
Moved 861.8038 423.4775 311.4325 0.1469386 -0.196933
Moved 861.8345 417.9586 294.8758 0.1341635 -0.239517
Moved 861.8652 410.6262 277.4611 0.1171902 -0.284308
Moved 861.8959 406.5 261 0.1076389 -0.3266461
Moved 861.9267 402.9746 249.8983 0.09947816 -0.3551999
Moved 861.9575 402 242.4165 0.09722222 -0.3744432
Moved 861.9882 402 237.887 0.09722222 -0.3860933
Moved 862.0189 402 234.9989 0.09722222 -0.3935214
Moved 862.0495 402 232.2338 0.09722222 -0.4006334
Moved 862.0804 402 229.5 0.09722222 -0.4076646
Moved 862.1111 402 229 0.09722222 -0.4089506
Moved 862.1418 411.1299 229 0.1183562 -0.4089506
Ended 862.1725 417.3991 239.7982 0.1328684 -0.3811775
Began 862.6642 316 579 -0.1018519 0.4912551
Stationary 862.6949 316 579 -0.1018519 0.4912551
Stationary 862.7256 316 579 -0.1018519 0.4912551
Stationary 862.7563 316 579 -0.1018519 0.4912551
