he is just like everyone else
Basic
0.6 0.6
432 388.8
Began 1300.068 504 361 0.3333333 -0.06944452
Stationary 1300.098 504 361 0.3333333 -0.06944452
Stationary 1300.129 504 361 0.3333333 -0.06944452
Stationary 1300.16 504 361 0.3333333 -0.06944452
Moved 1300.19 489.712 369.8133 0.3002594 -0.04677659
Moved 1300.221 469.0803 384.4398 0.2525006 -0.009156961
Moved 1300.252 449.2817 401.0986 0.2066707 0.03368966
Moved 1300.283 432.0386 414.4678 0.1667559 0.06807566
Moved 1300.313 416.0525 424.9563 0.1297512 0.09505213
Moved 1300.344 397.0666 436.3334 0.08580217 0.1243142
Moved 1300.375 381.2861 445.2283 0.04927327 0.1471922
Moved 1300.406 367.8043 451.4783 0.01806547 0.1632671
Moved 1300.436 349.0883 460.547 -0.02525846 0.186592
Moved 1300.467 328.6106 468.146 -0.07266064 0.2061367
Moved 1300.498 312.4831 473.839 -0.1099929 0.2207792
Moved 1300.528 294.8112 480.3666 -0.1509001 0.2375684
Moved 1300.559 273.7076 486.655 -0.1997508 0.2537421
Moved 1300.59 251.6222 491.3937 -0.2508745 0.2659301
Moved 1300.62 239.8685 493.7829 -0.2780822 0.2720752
Moved 1300.651 228.707 496 -0.303919 0.2777777
Moved 1300.682 219.6602 497.4466 -0.3248606 0.2814984
Moved 1300.713 214.3732 497 -0.3370991 0.2803498
Moved 1300.743 211.1381 497 -0.3445878 0.2803498
Moved 1300.774 209 497.7304 -0.349537 0.2822284
Moved 1300.805 208 498.6096 -0.3518518 0.2844897
Ended 1300.836 208 499 -0.3518518 0.2854938
Began 1301.266 540 501 0.4166667 0.2906378
Stationary 1301.297 540 501 0.4166667 0.2906378
Stationary 1301.327 540 501 0.4166667 0.2906378
Stationary 1301.358 540 501 0.4166667 0.2906378
Moved 1301.389 524.8352 501 0.381563 0.2906378
Moved 1301.419 510.7119 488.0271 0.3488701 0.2572713
Moved 1301.45 495.8619 480.3964 0.3144951 0.2376451
Moved 1301.481 483.7303 473.8381 0.2864126 0.220777
Moved 1301.511 468.3624 464.1812 0.2508388 0.195939
Moved 1301.542 455.7321 456.366 0.2216021 0.1758385
Moved 1301.573 445.2614 449.6307 0.1973643 0.158515
Moved 1301.604 435.2619 443.631 0.1742174 0.1430837
Moved 1301.634 422.7904 435.8428 0.1453481 0.1230524
Moved 1301.665 410.3409 428.2045 0.1165299 0.1034066
Moved 1301.696 397.9603 419.5682 0.08787096 0.08119398
Moved 1301.727 383.2453 408.5963 0.05380858 0.05297386
Moved 1301.757 367.9235 399.3541 0.01834144 0.02920292
Moved 1301.788 354.5522 392.8209 -0.0126106 0.01239926
Moved 1301.819 341.3586 386.1793 -0.04315148 -0.004682973
Moved 1301.849 325.6254 379.0502 -0.07957085 -0.02301911
Moved 1301.88 301.7924 369.9308 -0.1347397 -0.04647423
Moved 1301.911 283.6449 362.5483 -0.1767478 -0.06546216
Moved 1301.942 267.2579 355.629 -0.2146808 -0.0832589
Moved 1301.972 251.6994 347.0197 -0.2506959 -0.1054021
Moved 1302.003 238.8744 340.9372 -0.2803834 -0.1210464
Moved 1302.034 230.8513 336.9504 -0.2989553 -0.1313004
Moved 1302.064 224.1194 335.0597 -0.3145385 -0.1361634
Moved 1302.095 220.1879 334.1879 -0.3236392 -0.1384058
Moved 1302.126 217.3166 334 -0.3302857 -0.1388889
Moved 1302.157 216 334 -0.3333333 -0.1388889
Stationary 1302.187 216 334 -0.3333333 -0.1388889
Ended 1302.218 216 334 -0.3333333 -0.1388889
Began 1302.771 526 374 0.3842592 -0.03600823
Stationary 1302.802 526 374 0.3842592 -0.03600823
Stationary 1302.833 526 374 0.3842592 -0.03600823
Stationary 1302.863 526 374 0.3842592 -0.03600823
Moved 1302.894 511.6592 379.3452 0.351063 -0.02226033
Moved 1302.925 493.5942 397.3044 0.3092459 0.02393094
Moved 1302.955 474.5287 414.4713 0.2651127 0.06808461
Moved 1302.986 461.3763 423.699 0.2346674 0.09181827
Moved 1303.017 447.2286 435.9761 0.2019181 0.1233954
Moved 1303.048 437.3253 444.006 0.1789939 0.1440482
Moved 1303.078 430 451 0.162037 0.162037
Moved 1303.109 424.7636 457.2364 0.1499157 0.1780771
Moved 1303.14 421.0058 462.9883 0.1412172 0.1928712
Moved 1303.17 417.1457 468.7086 0.1322817 0.2075838
Moved 1303.201 413.7131 474.8606 0.124336 0.2234068
Moved 1303.232 406.4804 485.7794 0.1075935 0.25149
Moved 1303.263 401.8701 497.5197 0.09692153 0.2816863
Moved 1303.293 399 511.0042 0.09027779 0.3163688
Moved 1303.324 397.4957 521.0173 0.08679549 0.3421225
Moved 1303.355 396 529.1241 0.08333336 0.3629735
Moved 1303.385 393.7577 532.2424 0.07814268 0.3709936
Moved 1303.416 390.3293 534.8354 0.07020662 0.3776629
Moved 1303.447 383.6891 535.6555 0.05483577 0.3797721
Moved 1303.478 375.4037 536 0.03565669 0.3806583
Moved 1303.508 365.4178 536 0.01254121 0.3806583
Moved 1303.539 355.4209 529.5892 -0.01059984 0.3641697
Moved 1303.57 345.8468 525.2117 -0.03276209 0.3529106
Moved 1303.6 333.729 519.6916 -0.06081248 0.3387128
Moved 1303.631 323 513 -0.08564815 0.321502
Moved 1303.662 312.5273 505.7164 -0.1098906 0.3027683
Moved 1303.693 299.1521 495.1216 -0.1408516 0.2755186
Moved 1303.723 283.7929 482.6343 -0.1764052 0.243401
Moved 1303.754 263.9373 463.9373 -0.2223674 0.1953118
Moved 1303.785 258.016 458.016 -0.2360741 0.1800822
Moved 1303.816 245.5224 446.5224 -0.2649945 0.1505205
Moved 1303.846 235.9989 434.9985 -0.2870396 0.120881
Moved 1303.877 228.5 424 -0.3043981 0.09259254
Moved 1303.908 223.6381 412.9142 -0.3156527 0.06407965
Moved 1303.938 218.764 403.2921 -0.3269351 0.03933129
Moved 1303.969 215.3407 392.6815 -0.3348594 0.01204086
Moved 1304 215 386.3583 -0.3356481 -0.004222422
Moved 1304.031 215 382.5 -0.3356481 -0.01414617
Moved 1304.061 215 381.6271 -0.3356481 -0.01639119
