he is just like everyone else
Basic
0.6 0.6
432 388.8
Began 1971.309 438 270 0.1805556 -0.303498
Stationary 1971.34 438 270 0.1805556 -0.303498
Stationary 1971.371 438 270 0.1805556 -0.303498
Stationary 1971.401 438 270 0.1805556 -0.303498
Stationary 1971.432 438 270 0.1805556 -0.303498
Stationary 1971.463 438 270 0.1805556 -0.303498
Stationary 1971.494 438 270 0.1805556 -0.303498
Stationary 1971.524 438 270 0.1805556 -0.303498
Stationary 1971.555 438 270 0.1805556 -0.303498
Moved 1971.586 448.3401 270 0.204491 -0.303498
Moved 1971.617 449.5 270 0.2071759 -0.303498
Moved 1971.647 450.1468 270 0.2086731 -0.303498
Stationary 1971.678 450 270 0.2083333 -0.303498
Moved 1971.709 451 270 0.2106482 -0.303498
Moved 1971.74 451 278.2955 0.2106482 -0.2821617
Moved 1971.77 451 285.0999 0.2106482 -0.2646608
Moved 1971.801 440.2478 294.2566 0.1857588 -0.2411097
Moved 1971.832 435.0313 300.9687 0.1736836 -0.223846
Moved 1971.862 428.5966 308.4034 0.1587884 -0.2047237
Moved 1971.893 422.729 315.9066 0.145206 -0.1854256
Moved 1971.924 417.2702 323.0947 0.1325699 -0.1669376
Moved 1971.954 410.8335 331.2498 0.1176701 -0.1459625
Moved 1971.985 405 337 0.1041667 -0.1311728
Moved 1972.016 399.5824 345.6263 0.09162596 -0.1089858
Moved 1972.047 394.1303 351.8696 0.07900546 -0.09292798
Moved 1972.077 388.6722 357.3278 0.06637086 -0.0788895
Moved 1972.108 384.9763 362.0474 0.05781551 -0.06675053
Moved 1972.139 379.2433 368.5134 0.04454464 -0.05011986
Moved 1972.17 374.0444 373.9556 0.03251026 -0.03612259
Moved 1972.2 370.5952 379.4048 0.02452582 -0.02210695
Moved 1972.231 367.3918 385.2164 0.0171107 -0.007159621
Moved 1972.262 363.3286 390.6713 0.007705192 0.006870575
Moved 1972.292 358.8867 397.1132 -0.002576957 0.02343931
Moved 1972.323 355.2239 403.5522 -0.01105582 0.04000059
Moved 1972.354 350.6836 408.3163 -0.02156571 0.05225393
Moved 1972.385 345.3677 413.7549 -0.03387113 0.0662419
Moved 1972.415 339.1935 421.2043 -0.04816318 0.08540204
Moved 1972.446 332.3537 428.9694 -0.06399607 0.1053739
Moved 1972.477 326.4631 437.3053 -0.07763163 0.126814
Moved 1972.508 321.015 445.4774 -0.09024297 0.1478328
Moved 1972.538 314.3506 454.6494 -0.10567 0.1714233
Moved 1972.569 308.5766 462.4234 -0.1190356 0.1914181
Moved 1972.6 303.31 470.035 -0.1312269 0.2109952
Moved 1972.63 296.873 478.1905 -0.1461273 0.2319714
Moved 1972.661 285.8388 490.1611 -0.1716694 0.26276
Moved 1972.692 280.9331 496.0836 -0.1830252 0.2779926
Moved 1972.723 273.047 505.6912 -0.20128 0.3027037
Moved 1972.753 262.0355 516.4734 -0.2267697 0.3304356
Moved 1972.784 253.4123 524.5877 -0.2467309 0.3513057
Moved 1972.815 248 528 -0.2592593 0.3600822
Moved 1972.845 238.2989 534.3505 -0.2817155 0.3764158
Moved 1972.876 229.7846 541.1436 -0.3014246 0.3938878
Moved 1972.907 223.607 544.7977 -0.3157245 0.4032861
Moved 1972.938 219.8065 548.1935 -0.324522 0.4120202
Moved 1972.968 218 550 -0.3287037 0.4166666
Ended 1972.999 217 551 -0.3310185 0.4192385
Began 1974.228 466 498 0.2453704 0.2829217
Stationary 1974.259 466 498 0.2453704 0.2829217
Stationary 1974.289 466 498 0.2453704 0.2829217
Stationary 1974.32 466 498 0.2453704 0.2829217
Stationary 1974.351 466 498 0.2453704 0.2829217
Stationary 1974.381 466 498 0.2453704 0.2829217
Stationary 1974.412 466 498 0.2453704 0.2829217
Stationary 1974.443 466 498 0.2453704 0.2829217
Stationary 1974.474 466 498 0.2453704 0.2829217
Moved 1974.504 455.7489 498 0.2216409 0.2829217
Moved 1974.535 453.8356 498 0.217212 0.2829217
Moved 1974.566 453.2178 491 0.215782 0.2649176
Moved 1974.597 453 489.7789 0.2152778 0.2617768
Moved 1974.627 450.9252 490 0.210475 0.2623456
Moved 1974.658 449.1299 489 0.2063193 0.2597736
Moved 1974.689 446.7859 489 0.2008933 0.2597736
Moved 1974.719 440.9821 489 0.1874585 0.2597736
Moved 1974.75 434.5381 488 0.1725418 0.2572016
Moved 1974.781 426.636 488 0.1542501 0.2572016
Moved 1974.812 416.6806 484.3403 0.1312051 0.2477888
Moved 1974.842 402.816 479.908 0.09911109 0.2363887
Moved 1974.873 389.3424 473.1712 0.06792217 0.2190617
Moved 1974.904 375.01 464.0057 0.03474543 0.1954879
Moved 1974.935 359.954 455.2594 -0.0001065433 0.1729922
Moved 1974.965 341.9136 444.3792 -0.04186665 0.1450082
Moved 1974.996 325.5762 434.3457 -0.07968481 0.1192018
Moved 1975.027 310.5 426 -0.1145833 0.09773654
Moved 1975.057 293.8963 414.9407 -0.1530177 0.06929189
Moved 1975.088 281.0439 406.522 -0.1827687 0.04763881
Moved 1975.119 269.1421 399.6066 -0.2103193 0.02985216
Moved 1975.15 259.4751 395.2375 -0.2326965 0.01861502
Moved 1975.18 248.7407 390.4352 -0.2575447 0.006263246
Moved 1975.211 242.9399 387.97 -0.2709724 -7.727509E-05
Moved 1975.242 233.4194 383.2097 -0.2930106 -0.01232069
Moved 1975.272 224.0341 379.5171 -0.3147358 -0.02181818
Moved 1975.303 216.9178 376.9589 -0.3312087 -0.02839783
Moved 1975.334 210.471 375.2355 -0.3461319 -0.03283057
Moved 1975.365 206.5081 375 -0.3553053 -0.03343629
Moved 1975.395 205 374 -0.3587963 -0.03600823
Ended 1975.426 203.5796 374 -0.3620844 -0.03600823
Began 1976.471 466 424 0.2453704 0.09259254
Stationary 1976.501 466 424 0.2453704 0.09259254
Stationary 1976.532 466 424 0.2453704 0.09259254
Stationary 1976.563 466 424 0.2453704 0.09259254
Stationary 1976.594 466 424 0.2453704 0.09259254
Stationary 1976.624 466 424 0.2453704 0.09259254
Stationary 1976.655 466 424 0.2453704 0.09259254
Stationary 1976.686 466 424 0.2453704 0.09259254
