that is a very odd question
that is a very odd question
FixStart
0.6 0.6
432 326.4
Began 1104.38 433 203 0.1689814 -0.5055147
Stationary 1104.43 433 203 0.1689814 -0.5055147
Stationary 1104.475 433 203 0.1689814 -0.5055147
Moved 1104.521 422.0533 211.514 0.1436419 -0.47943
Moved 1104.575 402.2953 237.9396 0.09790589 -0.3984694
Moved 1104.623 391.3697 256.0505 0.07261504 -0.3429824
Moved 1104.669 383.5 278.5 0.05439818 -0.2742034
Moved 1104.717 382 294 0.05092591 -0.2267157
Moved 1104.765 382 309.0842 0.05092591 -0.180502
Moved 1104.81 389.5356 321.2296 0.06836941 -0.1432918
Moved 1104.855 395.0777 331.1554 0.08119841 -0.1128818
Moved 1104.9 398.3834 335 0.08885056 -0.1011029
Moved 1104.945 399 337.2631 0.09027779 -0.09416955
Moved 1105.002 410.2861 300.0463 0.1164031 -0.2081915
Moved 1105.048 421.0709 263.811 0.1413677 -0.3192066
Moved 1105.122 437.5 224 0.1793981 -0.4411764
Moved 1105.169 441.7952 213.4097 0.1893407 -0.4736224
Moved 1105.217 444 200.5341 0.1944444 -0.5130697
Moved 1105.265 398.5 195 0.08912037 -0.5300245
Moved 1105.309 309.0761 195 -0.1178793 -0.5300245
Moved 1105.353 281.6887 202 -0.1812762 -0.5085785
Moved 1105.399 254.0407 202 -0.2452762 -0.5085785
Moved 1105.446 237.3352 202 -0.2839463 -0.5085785
Moved 1105.492 233 202 -0.2939815 -0.5085785
Moved 1105.537 232 204.1603 -0.2962963 -0.50196
Moved 1105.606 319.6869 269.7808 -0.09331748 -0.3009166
Moved 1105.649 361.7086 298.6252 0.003955165 -0.2125454
Moved 1105.693 389.2519 314.689 0.06771276 -0.1633304
Moved 1105.735 399.4391 321.2195 0.09129415 -0.1433224
Moved 1105.779 408.8298 327.4149 0.1130319 -0.1243415
Moved 1105.823 412.5 329 0.1215278 -0.1194852
Ended 1105.866 413 330 0.1226852 -0.1164215
Candidates 1105.981 5 that what usat friday tar
Began 1106.282 407 219 0.1087963 -0.4564951
Stationary 1106.337 407 219 0.1087963 -0.4564951
Moved 1106.381 407 243.9669 0.1087963 -0.3800033
Moved 1106.436 424.8148 307.5182 0.1500342 -0.1852995
Moved 1106.484 428 329.3412 0.1574074 -0.1184398
Moved 1106.531 428 337.1699 0.1574074 -0.0944549
Moved 1106.578 428 340.5 0.1574074 -0.08425245
Ended 1106.628 428 342.253 0.1574074 -0.07888168
Accept 1106.675 that
Began 1106.774 426 220 0.1527777 -0.4534314
