a subject one can really enjoy
Basic
0.6 0.6
432 388.8
Began 852.3079 194 378 -0.3842593 -0.02572024
Stationary 852.3386 194 378 -0.3842593 -0.02572024
Stationary 852.3693 194 378 -0.3842593 -0.02572024
Stationary 852.4 194 378 -0.3842593 -0.02572024
Stationary 852.4307 194 378 -0.3842593 -0.02572024
Stationary 852.4614 194 378 -0.3842593 -0.02572024
Stationary 852.4921 194 378 -0.3842593 -0.02572024
Stationary 852.5228 194 378 -0.3842593 -0.02572024
Stationary 852.5536 194 378 -0.3842593 -0.02572024
Moved 852.5844 185 378 -0.4050926 -0.02572024
Moved 852.6151 184 378 -0.4074074 -0.02572024
Moved 852.6458 182.936 370.552 -0.4098704 -0.04487662
Stationary 852.6765 182.936 370.552 -0.4098704 -0.04487662
Ended 852.7072 183 371 -0.4097222 -0.04372435
Began 853.6288 349 348 -0.02546296 -0.1028807
Stationary 853.6595 349 348 -0.02546296 -0.1028807
Stationary 853.6902 349 348 -0.02546296 -0.1028807
Stationary 853.7209 349 348 -0.02546296 -0.1028807
Moved 853.7516 338.6001 348 -0.04953688 -0.1028807
Moved 853.7823 335.8748 348 -0.05584528 -0.1028807
Moved 853.813 333.1516 348 -0.06214916 -0.1028807
Moved 853.8438 330.7594 348 -0.06768664 -0.1028807
Moved 853.8745 329 348 -0.07175927 -0.1028807
Moved 853.9052 326.3117 348 -0.07798214 -0.1028807
Moved 853.9359 324.5822 348 -0.08198574 -0.1028807
Moved 853.9667 322.1443 348 -0.08762881 -0.1028807
Moved 853.9974 318.8444 341 -0.09526769 -0.1208849
Moved 854.0282 312.0324 341 -0.1110361 -0.1208849
Moved 854.0589 310.2221 341 -0.1152266 -0.1208849
Moved 854.0895 303.6987 341 -0.130327 -0.1208849
Moved 854.1203 297.5406 341 -0.144582 -0.1208849
Moved 854.151 291.3518 341 -0.1589079 -0.1208849
Moved 854.1817 285.4197 341 -0.1726396 -0.1208849
Moved 854.2125 277.0485 341 -0.1920173 -0.1208849
Moved 854.2432 269.8666 348 -0.208642 -0.1028807
Moved 854.2739 262.6931 349 -0.2252475 -0.1003086
Moved 854.3046 257.2995 351 -0.2377326 -0.09516476
Moved 854.3353 250.8487 353.5756 -0.2526651 -0.08854006
Moved 854.3661 245.4074 356.2963 -0.2652607 -0.08154253
Moved 854.3968 240.9803 358.0197 -0.2755085 -0.07711001
Moved 854.4275 237.1851 360.4075 -0.2842937 -0.07096844
Moved 854.4583 234.866 363.134 -0.2896621 -0.06395575
Moved 854.489 233.1434 364.8566 -0.2936496 -0.05952537
Moved 854.5197 230.5 367.5 -0.2997685 -0.05272634
Moved 854.5504 228.9854 371.0146 -0.3032745 -0.04368676
Moved 854.5811 228 372.7386 -0.3055556 -0.03925253
Moved 854.6118 226.5292 375.4708 -0.3089602 -0.03222532
Moved 854.6425 227 378.9003 -0.3078704 -0.0234045
Moved 854.6733 227 384.1848 -0.3078704 -0.009812916
Moved 854.704 227 388.3196 -0.3078704 0.0008219259
Moved 854.7347 227 392.0388 -0.3078704 0.01038771
Moved 854.7654 227 394.3086 -0.3078704 0.01622573
Moved 854.7961 235.1421 396 -0.2890229 0.02057605
Moved 854.8268 237.8651 398.8651 -0.2827198 0.02794505
Moved 854.8575 241.5937 400 -0.2740886 0.03086416
Moved 854.8883 248.7396 402 -0.2575472 0.03600815
Moved 854.919 250.7295 403.7295 -0.252941 0.0404564
Moved 854.9497 255.8971 406.4485 -0.2409789 0.04744992
Moved 854.9805 259.1824 407 -0.2333741 0.04886827
Moved 855.0112 263.1312 409.5656 -0.2242333 0.05546711
Moved 855.0419 267.5815 411.2907 -0.2139318 0.05990397
Moved 855.0726 272.0319 412 -0.2036299 0.06172835
Moved 855.1033 277 414.5 -0.1921296 0.0681584
Moved 855.134 284.3529 416.1765 -0.175109 0.07247022
Moved 855.1648 294.623 418.9058 -0.1513356 0.07949005
Moved 855.1954 307.175 422.27 -0.1222801 0.08814293
Moved 855.2262 319.1539 425.0308 -0.09455124 0.0952436
Moved 855.2569 330.2704 427 -0.06881844 0.1003086
Moved 855.2877 338.4483 428 -0.04988809 0.1028806
Moved 855.3184 344.4131 430 -0.03608088 0.1080246
Moved 855.3491 348.1638 431.5819 -0.02739862 0.1120933
Moved 855.3797 353.6174 433.3087 -0.01477445 0.1165347
Moved 855.4105 358.0568 435.0284 -0.004498213 0.1209577
Moved 855.4412 362.5077 436 0.005804797 0.1234567
Moved 855.4719 366.3429 438.1714 0.01468251 0.1290417
Moved 855.5026 369.8983 439.8983 0.02291272 0.1334832
Moved 855.5334 374.6271 442.6271 0.03385901 0.1405017
Moved 855.5641 378.3525 444.3525 0.04248271 0.1449395
Moved 855.5948 381.743 446.743 0.05033106 0.1510878
Moved 855.6255 385.9258 449.4629 0.06001333 0.1580835
Moved 855.6563 388.1944 452.1944 0.0652649 0.165109
Moved 855.687 390.709 453.709 0.07108569 0.1690045
Moved 855.7177 394.3534 457.3534 0.07952183 0.178378
Moved 855.7484 399.1588 462.1588 0.09064525 0.1907374
Moved 855.7791 404.3922 469.3922 0.1027597 0.209342
Moved 855.8098 410.4659 478.7765 0.1168191 0.2334785
Moved 855.8406 416.8456 489.6139 0.1315869 0.2613525
Moved 855.8713 423.2972 500.5944 0.1465212 0.2895945
Moved 855.902 428.7617 510.1426 0.1591706 0.3141527
Moved 855.9326 432.4858 517.9717 0.1677912 0.3342892
Moved 855.9634 437.9419 525.4129 0.1804211 0.3534282
Moved 855.9942 442.3893 533.5839 0.190716 0.3744441
Moved 856.0248 445.9171 541.7513 0.1988821 0.3954508
Moved 856.0556 449.3293 546.6585 0.2067806 0.4080723
Moved 856.0863 451.0542 550.0542 0.2107736 0.416806
Moved 856.117 453.7836 554.5671 0.2170916 0.4284134
Moved 856.1478 455 557.5 0.2199073 0.4359567
Moved 856.1785 456.4006 558.4006 0.2231496 0.4382732
Moved 856.2092 456 559 0.2222222 0.4398148
Stationary 856.2399 456 559 0.2222222 0.4398148
Moved 856.2706 438.0181 526.0362 0.1805974 0.3550313
Moved 856.3013 419.5047 494.0093 0.1377423 0.2726576
