I will meet you at noon
Stationary 632.4635 574 372 0.4953703 -0.04115226
Moved 632.4942 574 370.5 0.4953703 -0.04501037
Moved 632.525 574 371 0.4953703 -0.04372435
Moved 632.5557 574 369.6803 0.4953703 -0.04711865
Moved 632.5863 574 369.4927 0.4953703 -0.04760122
Ended 632.6172 574 368.5 0.4953703 -0.0501544
Began 633.5085 421 282 0.1412037 -0.2726338
Stationary 633.5392 421 282 0.1412037 -0.2726338
Stationary 633.57 421 282 0.1412037 -0.2726338
Stationary 633.6008 421 282 0.1412037 -0.2726338
Moved 633.6315 427.7387 293.9254 0.1568025 -0.2419615
Moved 633.6622 430.8341 302.5023 0.1639678 -0.2199017
Moved 633.6929 433.7032 311.8128 0.1706093 -0.1959547
Moved 633.7237 436.2166 319.6497 0.1764273 -0.175798
Moved 633.7544 437 327.3096 0.1782407 -0.1560969
Moved 633.7851 437 333.0524 0.1782407 -0.1413263
Moved 633.8159 437 341.6342 0.1782407 -0.1192536
Moved 633.8466 437 351.7677 0.1782407 -0.09319014
Moved 633.8773 437 362.2703 0.1782407 -0.06617723
Moved 633.9081 424.6308 377.1076 0.1496084 -0.02801542
Moved 633.9388 416.4467 393.8834 0.1306635 0.01513202
Moved 633.9695 405.361 413.7317 0.1050022 0.06618225
Moved 634.0002 392.6374 433.0439 0.07554948 0.1158537
Moved 634.031 381.9612 447.2466 0.05083601 0.1523832
Moved 634.0618 367.4526 460.7895 0.01725147 0.1872157
Moved 634.0925 353.4918 470.8812 -0.01506522 0.2131716
Moved 634.1232 339.5698 478.4581 -0.04729221 0.2326598
Moved 634.1539 326.1046 485.1373 -0.07846167 0.2498385
Moved 634.1847 313.5051 490.7474 -0.1076271 0.264268
Moved 634.2154 298.3793 497.1724 -0.1426405 0.2807932
Moved 634.2462 286.9242 503.0379 -0.1691569 0.2958793
Moved 634.2769 278.8079 507.1281 -0.1879446 0.3063993
Moved 634.3076 270.1544 510.9485 -0.2079759 0.3162256
Moved 634.3384 263.3701 514.8149 -0.2236803 0.32617
Moved 634.3691 257.6315 518.6843 -0.2369641 0.336122
Moved 634.3998 254.7881 520.2119 -0.243546 0.3400511
Moved 634.4306 251.9189 522 -0.2501877 0.3446501
Moved 634.4613 250.0482 523 -0.2545181 0.3472221
Moved 634.492 248.6271 524.3729 -0.2578076 0.3507532
Moved 634.5228 247.9058 525.0942 -0.2594773 0.3526084
Stationary 634.5535 247.9058 525.0942 -0.2594773 0.3526084
Moved 634.5842 246.8507 525 -0.2619196 0.3523662
Moved 634.615 247 526.2408 -0.2615741 0.3555576
Stationary 634.6458 247 526 -0.2615741 0.3549381
Moved 634.6765 245.5 527.5 -0.2650463 0.3587962
Moved 634.7072 246 527 -0.2638889 0.3575102
Stationary 634.738 246 527 -0.2638889 0.3575102
Moved 634.7687 255.7434 527 -0.2413347 0.3575102
Moved 634.7994 266.8036 527 -0.2157325 0.3575102
Moved 634.8301 281.0703 512.9648 -0.1827076 0.3214116
Moved 634.8609 295.4092 507.2363 -0.1495157 0.3066777
Moved 634.8916 310.777 502.2446 -0.1139422 0.293839
Moved 634.9224 321.8854 499.3715 -0.08822829 0.2864493
Moved 634.9531 331.6687 498 -0.06558169 0.2829217
Moved 634.9836 342.1124 494.9625 -0.04140655 0.2751093
Moved 635.0145 355.5602 494 -0.01027723 0.2726337
Moved 635.0453 367 494 0.01620372 0.2726337
Moved 635.076 374.8547 493 0.03438582 0.2700616
Moved 635.1066 381.327 493 0.04936814 0.2700616
Moved 635.1375 387.0714 493 0.06266534 0.2700616
Moved 635.1682 390.5817 492 0.07079104 0.2674896
Moved 635.199 393.4509 492 0.07743259 0.2674896
Moved 635.2297 397.6403 492 0.08713037 0.2674896
Ended 635.2603 397.6403 492 0.08713037 0.2674896
Began 636.0289 329 518 -0.07175927 0.3343621
Stationary 636.0596 329 518 -0.07175927 0.3343621
Stationary 636.0903 329 518 -0.07175927 0.3343621
Stationary 636.121 329 518 -0.07175927 0.3343621
Stationary 636.1517 329 518 -0.07175927 0.3343621
Stationary 636.1825 329 518 -0.07175927 0.3343621
Moved 636.2133 344.2667 518 -0.03641968 0.3343621
Moved 636.244 358.4502 518 -0.003587604 0.3343621
Moved 636.2747 372.2686 518 0.02839963 0.3343621
Moved 636.3054 386.1985 518 0.06064474 0.3343621
Moved 636.3362 396.2136 518 0.08382787 0.3343621
Moved 636.3669 402.2139 518 0.09771744 0.3343621
Moved 636.3976 409.0291 518 0.1134932 0.3343621
Moved 636.4282 413.7811 518 0.1244933 0.3343621
Moved 636.4591 419.4946 518 0.137719 0.3343621
Moved 636.4899 424.4954 518 0.1492949 0.3343621
Moved 636.5206 429.2509 518 0.1603031 0.3343621
Moved 636.5513 436.0131 518 0.1759563 0.3343621
Moved 636.582 442.98 518 0.1920833 0.3343621
Moved 636.6128 450.2561 518 0.2089261 0.3343621
Moved 636.6436 457.8988 518 0.2266175 0.3343621
Moved 636.6743 464.1446 518 0.2410755 0.3343621
Moved 636.7047 468.1584 511 0.2503667 0.3163579
Moved 636.7357 473.8866 511 0.2636265 0.3163579
Moved 636.7664 481.939 510 0.2822661 0.3137859
Moved 636.7972 489.6034 509 0.3000078 0.3112139
Moved 636.8279 496.3243 508 0.3155656 0.3086419
Moved 636.8586 504.2824 507 0.333987 0.3060699
Moved 636.8894 511.5441 506 0.3507966 0.3034978
Moved 636.9202 518.1313 504.9562 0.3660448 0.3008133
Moved 636.9509 524.7445 505 0.381353 0.3009258
Moved 636.9816 533.2164 504 0.4009639 0.2983539
Moved 637.0123 535.6565 503 0.4066122 0.2957818
Moved 637.0431 538.1628 503 0.4124139 0.2957818
Moved 637.0739 541.0356 502 0.4190639 0.2932098
Stationary 637.1046 541.0356 502 0.4190639 0.2932098
Stationary 637.1353 541 502 0.4189815 0.2932098
Stationary 637.1661 541 502 0.4189815 0.2932098
Moved 637.1968 531.2897 502 0.3965039 0.2932098
Moved 637.2275 518.595 502 0.3671181 0.2932098
Moved 637.2582 507.9929 502 0.3425761 0.2932098
Moved 637.2889 493.6509 502 0.309377 0.2932098
Moved 637.3197 479.2701 502 0.2760881 0.2932098
Moved 637.3504 468.3129 502 0.2507243 0.2932098
Moved 637.3812 456.8196 502 0.2241194 0.2932098
Moved 637.4119 443.6997 509.66 0.1937493 0.3129115
Moved 637.4426 432.4045 511.5319 0.167603 0.3177259
Moved 637.4734 424.892 513.054 0.1502129 0.3216409
Moved 637.5042 417.1119 514 0.1322036 0.324074
Moved 637.5349 411.364 515.818 0.118898 0.3287499
Moved 637.5655 407.3099 516.6901 0.1095137 0.3309929
Moved 637.5963 405.9164 517 0.1062879 0.33179
Moved 637.6271 402.9352 517 0.09938706 0.33179
Moved 637.6578 401.0644 518 0.09505649 0.3343621
Moved 637.6885 400 518 0.09259263 0.3343621
Moved 637.7192 398.5 518 0.08912037 0.3343621
Moved 637.75 397.751 519.249 0.08738667 0.3375744
Moved 637.7807 396.972 519 0.08558333 0.3369341
Stationary 637.8115 396.972 519 0.08558333 0.3369341
Moved 637.8422 396 519 0.08333336 0.3369341
Stationary 637.8729 396 519 0.08333336 0.3369341
Moved 637.9037 396 520 0.08333336 0.3395061
Ended 637.9344 396 520 0.08333336 0.3395061
Began 638.795 159 367 -0.4652778 -0.05401234
Stationary 638.8258 159 367 -0.4652778 -0.05401234
Stationary 638.8565 159 367 -0.4652778 -0.05401234
Stationary 638.8872 159 367 -0.4652778 -0.05401234
Stationary 638.918 159 367 -0.4652778 -0.05401234
Stationary 638.9487 159 367 -0.4652778 -0.05401234
Stationary 638.9795 159 367 -0.4652778 -0.05401234
Moved 639.0102 172.5 382 -0.4340278 -0.01543218
Moved 639.0409 179.3042 384.1521 -0.4182774 -0.009896862
Moved 639.0717 192.6982 393.8189 -0.3872727 0.01496621
Moved 639.1024 203.2793 402.4595 -0.3627795 0.03718996
Moved 639.1331 210.8348 407.5566 -0.3452897 0.05029976
Moved 639.1638 220.9605 413.4803 -0.3218506 0.06553567
Moved 639.1946 230.4493 418.1124 -0.2998858 0.07744942
Moved 639.2253 241.9381 423.9691 -0.2732914 0.09251291
Moved 639.256 254.4372 430.4623 -0.2443583 0.1092138
Moved 639.2868 266.4574 439.4573 -0.2165339 0.132349
Moved 639.3175 277.5425 447.4069 -0.1908738 0.1527953
Moved 639.3482 287.3236 454.5491 -0.1682325 0.1711652
Moved 639.379 300.3283 462.7462 -0.1381288 0.1922484
Moved 639.4097 314.2766 472.8213 -0.1058413 0.2181616
Moved 639.4405 324.3 477.65 -0.08263876 0.2305813
Moved 639.4712 335.2952 483.5771 -0.05718698 0.2458259
Moved 639.502 345.9191 489.4595 -0.03259475 0.2609555
Moved 639.5327 355.4168 496.2084 -0.01060933 0.2783136
Moved 639.5634 365.9558 501.9779 0.01378665 0.293153
Moved 639.5942 370.962 505.981 0.02537509 0.3034491
Moved 639.6249 376.7161 509.858 0.03869474 0.3134207
Moved 639.6556 381.4662 512.7331 0.04969021 0.3208154
Moved 639.6863 384.2093 515.2093 0.05603999 0.3271843
Moved 639.7171 388.3034 517.1517 0.06551703 0.3321801
Moved 639.7478 390.0258 519.0258 0.06950418 0.3370004
Moved 639.7785 391 519.9006 0.07175922 0.3392504
Ended 639.8093 391 520 0.07175922 0.3395061
Began 640.6084 377 294 0.03935188 -0.2417696
Stationary 640.6392 377 294 0.03935188 -0.2417696
Moved 640.6699 387.9336 309.0338 0.0646612 -0.2031026
Moved 640.7006 395.7369 321.6711 0.08272429 -0.170599
Moved 640.7313 406.4263 337.2351 0.1074684 -0.1305682
Moved 640.7621 414.3637 348.7274 0.1258419 -0.1010098
Moved 640.7928 423.6036 359.7545 0.1472305 -0.07264792
Moved 640.8235 432.2384 373.3179 0.1672186 -0.03776252
Moved 640.8543 439.8781 386.7562 0.184903 -0.003199087
Moved 640.885 447.4996 397.3328 0.2025453 0.02400398
Moved 640.9157 452.5645 406.129 0.2142697 0.04662808
Moved 640.9465 457.0963 412.1925 0.2247599 0.06222344
Moved 640.9772 460.9728 418.9457 0.2337334 0.07959275
Moved 641.008 465.2719 425.2719 0.2436849 0.09586369
Moved 641.0387 470.7833 435.5667 0.2564429 0.1223421
Moved 641.0694 476.5332 443.7998 0.2697527 0.143518
Moved 641.1002 481.1289 451.3868 0.2803911 0.1630318
Moved 641.1309 486.2981 458.5962 0.2923567 0.1815745
Moved 641.1616 492.0412 465.5618 0.3056508 0.19949
Moved 641.1924 497.7825 472.7825 0.3189411 0.2180619
Moved 641.2231 503.4999 480.7498 0.3321757 0.238554
Moved 641.2538 507.8199 488.6398 0.3421758 0.2588472
Moved 641.2846 510.7048 495.4095 0.3488536 0.2762591
Moved 641.3154 512.5781 498.5781 0.35319 0.2844085
Moved 641.3461 515.0854 503.1709 0.3589941 0.2962214
Moved 641.3768 516 505.986 0.3611111 0.3034619
Moved 641.4075 517 508.821 0.3634259 0.3107535
Moved 641.4383 518 511 0.3657407 0.3163579
Moved 641.469 518 512.5 0.3657407 0.3202159
Moved 641.4998 519.2803 513.2803 0.3687045 0.322223
Moved 641.5305 519 514 0.3680556 0.324074
Stationary 641.5612 519 514 0.3680556 0.324074
Stationary 641.5919 519 514 0.3680556 0.324074
Moved 641.6227 503.804 496.6486 0.3328795 0.2794458
Moved 641.6534 488.8261 478.7913 0.2982085 0.2335167
Moved 641.6841 479.3354 465.3354 0.2762392 0.1989078
Moved 641.7149 472.1408 454.7112 0.2595852 0.1715822
Moved 641.7456 466.4047 445.107 0.2463071 0.1468801
Moved 641.7763 462.8259 437.4777 0.2380229 0.1272574
Moved 641.8071 459.265 429.7949 0.22978 0.1074971
Moved 641.8378 455.394 421.1819 0.2208194 0.08534443
Moved 641.8686 451.0114 410.0229 0.2106746 0.05664315
Moved 641.8992 442.9389 395.8931 0.1919882 0.02030098
Moved 641.9301 428.5099 376.7139 0.1585879 -0.02902796
Moved 641.9608 419.6907 363.921 0.1381729 -0.06193169
Moved 641.9915 413.7232 354.4465 0.1243593 -0.08630022
Moved 642.0222 409.851 348.7019 0.1153957 -0.1010754
Moved 642.053 408 342.9669 0.1111111 -0.1158261
Moved 642.0837 406 339.1087 0.1064815 -0.1257493
Moved 642.1144 405 336.5 0.1041667 -0.1324588
Moved 642.1451 405 333.6877 0.1041667 -0.1396922
Moved 642.1759 405 330.813 0.1041667 -0.1470858
Moved 642.2066 404 326.8795 0.1018518 -0.1572031
Moved 642.2374 404 324.4221 0.1018518 -0.1635235
Moved 642.2681 404 320.1057 0.1018518 -0.1746253
Moved 642.2988 404 313.3635 0.1018518 -0.1919665
Moved 642.3296 403 308.6275 0.09953707 -0.2041474
Moved 642.3603 403 303.4839 0.09953707 -0.2173767
Moved 642.3911 402 297.7461 0.09722222 -0.2321346
Moved 642.4218 401.5012 292.5012 0.09606759 -0.2456245
Moved 642.4525 401 288.9717 0.09490739 -0.2547025
Ended 642.4833 400 287 0.09259263 -0.2597736
PhraseEnd 644.2045
