players must know all the rules
Basic
0.6 0.6
432 388.8
Began 963.3273 641 523 0.650463 0.3472221
Stationary 963.3581 641 523 0.650463 0.3472221
Stationary 963.3889 641 523 0.650463 0.3472221
Moved 963.4196 627.1705 523 0.6184501 0.3472221
Moved 963.4503 619.822 517.192 0.6014397 0.3322838
Moved 963.481 610.5249 510.0166 0.5799187 0.3138286
Moved 963.5117 602.2348 503.2348 0.5607287 0.2963857
Moved 963.5425 592.8979 493.8979 0.5391154 0.2723711
Moved 963.5732 585.6525 482.7542 0.5223438 0.2437093
Moved 963.6039 578.5826 471.1652 0.5059782 0.2139021
Moved 963.6346 571.0992 458.1653 0.4886555 0.1804662
Moved 963.6654 564.5 447.5 0.4733796 0.1530349
Moved 963.696 559.567 438.1339 0.4619605 0.1289452
Moved 963.7269 554.0372 428.0745 0.4491602 0.1030723
Moved 963.7576 546.5227 412.5681 0.4317655 0.06318955
Moved 963.7882 539.5957 399.1915 0.4157308 0.0287846
Moved 963.819 533.1017 385.2034 0.4006984 -0.007193058
Moved 963.8497 528.5882 375.1763 0.3902505 -0.03298277
Moved 963.8805 523.0475 365.5712 0.3774247 -0.05768725
Moved 963.9113 519.2462 358.3694 0.3686255 -0.07621051
Moved 963.942 515.3594 353.3594 0.3596282 -0.08909633
Moved 963.9727 512.5958 350.5958 0.353231 -0.09620422
Moved 964.0034 508.6601 349 0.3441207 -0.1003086
Moved 964.0341 498.6767 348 0.3210109 -0.1028807
Moved 964.0649 477.5526 348 0.2721125 -0.1028807
Moved 964.0956 452.7651 358.2744 0.2147341 -0.07645477
Moved 964.1263 420.1862 369.0552 0.1393198 -0.04872647
Moved 964.157 382.6056 380.0141 0.05232771 -0.02053987
Moved 964.1877 352.2559 391.2977 -0.01792625 0.008481618
Moved 964.2184 329.4314 396.6422 -0.07076065 0.02222767
Moved 964.2492 308.0752 402.6416 -0.1201962 0.0376584
Moved 964.28 287.7472 408.0361 -0.1672519 0.05153318
Moved 964.3107 273.0184 411.7963 -0.2013463 0.06120454
Moved 964.3414 258.1933 414.5613 -0.2356636 0.06831616
Moved 964.3721 245.997 418.0012 -0.2638958 0.07716355
Moved 964.4026 232.9333 420.7667 -0.294136 0.08427635
Moved 964.4336 221.8741 423 -0.3197359 0.09002049
Moved 964.4642 212.8098 424 -0.340718 0.09259254
Moved 964.4951 206.5773 425.7114 -0.3551452 0.09699417
Moved 964.5258 200.0677 426 -0.3702136 0.09773654
Moved 964.5565 193.5397 427 -0.3853247 0.1003086
Moved 964.5872 189.4921 427 -0.3946941 0.1003086
Moved 964.6179 185.5667 427 -0.4037807 0.1003086
Moved 964.6487 180.6311 427 -0.4152059 0.1003086
Moved 964.6794 178.5 427 -0.4201389 0.1003086
Moved 964.7101 175.4625 427 -0.4271701 0.1003086
Moved 964.7408 173.8927 427 -0.4308039 0.1003086
Moved 964.7716 171.1468 427 -0.4371602 0.1003086
Moved 964.8023 169.7031 427 -0.440502 0.1003086
Moved 964.8331 168.9392 428.0608 -0.4422704 0.103037
Stationary 964.8638 169 428 -0.4421296 0.1028806
Moved 964.8945 169 429.0977 -0.4421296 0.1057038
Moved 964.9253 169 430.2394 -0.4421296 0.1086403
Moved 964.9559 169 431 -0.4421296 0.1105966
Moved 964.9866 169 433.5 -0.4421296 0.1170266
Moved 965.0174 169 435.3028 -0.4421296 0.1216635
Moved 965.0482 169 436.5 -0.4421296 0.1247428
Moved 965.0789 169 439.476 -0.4421296 0.1323971
Moved 965.1096 177.2374 441.2374 -0.4230615 0.1369273
Moved 965.1403 179.996 443.996 -0.416676 0.1440225
Moved 965.1711 183.6618 446.3309 -0.4081903 0.1500279
Moved 965.2018 185 448.2017 -0.4050926 0.1548397
Moved 965.2325 187.9326 449.9326 -0.3983042 0.1592917
Moved 965.2632 189 450.6914 -0.3958333 0.1612432
Moved 965.2939 191.1048 452 -0.3909612 0.164609
Moved 965.3247 192.8766 454 -0.3868596 0.169753
Moved 965.3554 194.3216 455.3217 -0.3835147 0.1731524
Moved 965.3862 195.403 456 -0.3810115 0.174897
Moved 965.4169 195.8802 457 -0.379907 0.1774691
Moved 965.4476 196 458.3196 -0.3796296 0.1808632
Moved 965.4783 197.0086 458 -0.3772949 0.180041
Moved 965.509 197 459.3601 -0.3773148 0.1835393
Moved 965.5398 198 459.6089 -0.375 0.1841791
Moved 965.5705 198 460.5 -0.375 0.1864711
Moved 965.6012 199 461 -0.3726852 0.1877571
Stationary 965.632 199 461 -0.3726852 0.1877571
Moved 965.6627 199 462.0694 -0.3726852 0.1905076
Moved 965.6934 200.3591 462 -0.3695391 0.1903292
Stationary 965.7241 200.3591 462 -0.3695391 0.1903292
Moved 965.7549 200 463 -0.3703704 0.1929011
Moved 965.7856 201 464.042 -0.3680556 0.1955811
Stationary 965.8163 201 464.042 -0.3680556 0.1955811
Stationary 965.847 201 464.042 -0.3680556 0.1955811
Moved 965.8778 202.0968 465.0968 -0.3655167 0.1982942
Stationary 965.9085 202 465 -0.3657407 0.1980452
Moved 965.9392 203.5 466 -0.3622685 0.2006171
Stationary 965.97 203.5 466 -0.3622685 0.2006171
Stationary 966.0007 203.5 466 -0.3622685 0.2006171
Moved 966.0314 204.2729 467 -0.3604794 0.2031892
Stationary 966.0622 204.2729 467 -0.3604794 0.2031892
Moved 966.093 204 468.173 -0.3611111 0.2062062
Moved 966.1237 206.26 469.26 -0.3558796 0.209002
Moved 966.1544 208.2815 470 -0.3512003 0.2109053
Moved 966.1851 213.0718 473.0359 -0.3401116 0.2187136
Moved 966.2158 217.8955 476.4478 -0.3289457 0.227489
Moved 966.2465 226.6176 482.4117 -0.3087555 0.2428285
Moved 966.2772 239.8122 489.9249 -0.2782124 0.2621525
Moved 966.3078 253 496.5 -0.2476852 0.2790637
Moved 966.3387 270.2053 504.5165 -0.2078581 0.2996823
Moved 966.3694 289.3295 511.8324 -0.1635891 0.3184988
Moved 966.4002 306.3963 517.3585 -0.1240827 0.3327121
Moved 966.4309 319.4522 520.0754 -0.09386068 0.3397
Moved 966.4617 333.2205 523.8441 -0.06198967 0.3493932
