this is a non profit organization
Basic
0.6 0.6
432 388.8
Began 720.1943 330 447 -0.06944443 0.1517489
Stationary 720.225 330 447 -0.06944443 0.1517489
Stationary 720.2558 330 447 -0.06944443 0.1517489
Stationary 720.2865 330 447 -0.06944443 0.1517489
Stationary 720.3172 330 447 -0.06944443 0.1517489
Stationary 720.3478 330 447 -0.06944443 0.1517489
Stationary 720.3787 330 447 -0.06944443 0.1517489
Moved 720.4094 330 434.0526 -0.06944443 0.1184478
Moved 720.4401 339.4173 421.6187 -0.04764522 0.08646784
Moved 720.4708 340.2177 412.347 -0.04579246 0.06262088
Moved 720.5016 342.7683 406.6952 -0.03988822 0.04808426
Moved 720.5323 347.2791 399.0813 -0.02944643 0.02850128
Moved 720.563 353.547 392.4531 -0.01493757 0.01145335
Moved 720.5937 360.065 386.9567 0.0001504024 -0.002683475
Moved 720.6245 370.5489 380.2256 0.02441873 -0.01999592
Moved 720.6552 381.0393 371.7206 0.04870206 -0.04187093
Moved 720.6859 390.8991 363.1009 0.07152567 -0.06404091
Moved 720.7166 396.4033 358.7984 0.08426677 -0.07510699
Moved 720.7474 401.1496 353.9252 0.09525379 -0.0876411
Moved 720.7781 403.9462 351.0538 0.1017274 -0.09502614
Moved 720.8088 405.6119 348.3881 0.1055831 -0.1018826
Moved 720.8395 408.3556 346.6444 0.1119343 -0.1063673
Moved 720.8702 409.232 347 0.1139629 -0.1054527
Moved 720.9009 412.1041 347 0.1206114 -0.1054527
Moved 720.9317 416.2035 363.6104 0.1301006 -0.06273066
Moved 720.9624 424.9288 383.8576 0.1502982 -0.01065431
Moved 720.9931 440.0645 409.0968 0.1853346 0.05426128
Moved 721.0239 456.1579 443.3159 0.2225878 0.1422732
Moved 721.0546 466.0519 464.3409 0.2454906 0.1963499
Moved 721.0853 474.9055 483.0812 0.2659848 0.2445503
Moved 721.116 481.2356 498.4711 0.2806379 0.2841335
Moved 721.1467 488.0548 513.1096 0.2964231 0.3217839
Moved 721.1775 489.4586 518.8346 0.2996728 0.3365087
Moved 721.2082 492 527.3099 0.3055556 0.3583074
Moved 721.2389 493 533.0506 0.3078704 0.3730724
Moved 721.2697 493 537.091 0.3078704 0.3834644
Moved 721.3004 493 539.9692 0.3078704 0.3908671
Moved 721.3311 493 542.8384 0.3078704 0.3982467
Moved 721.3618 476.5 545.5 0.2696759 0.4050925
Moved 721.3925 444.0403 545 0.1945376 0.4038065
Moved 721.4232 404.3827 527.5024 0.1027377 0.3588023
Moved 721.454 371.0243 509.0154 0.02551913 0.3112536
Moved 721.4847 344.9679 494.4813 -0.03479659 0.2738715
Moved 721.5154 319.5648 477.7098 -0.0936 0.2307351
Moved 721.5461 300.3745 464.2497 -0.1380219 0.1961154
Moved 721.5768 281.3615 451.8296 -0.1820337 0.1641707
Moved 721.6076 268.0466 441.0466 -0.2128551 0.1364366
Moved 721.6382 253.6949 428.3559 -0.2460767 0.103796
Moved 721.669 240.8623 416.3967 -0.2757817 0.07303674
Moved 721.6997 231.9033 407.9355 -0.2965203 0.05127432
Moved 721.7305 223.2357 399.1571 -0.3165841 0.02869618
Moved 721.7612 216.4164 391.4164 -0.3323694 0.008787108
Moved 721.7919 211.3362 385.0086 -0.3441291 -0.007693914
Moved 721.8226 207.7655 380.5311 -0.3523946 -0.0192103
Moved 721.8533 206 377.8909 -0.3564815 -0.02600093
Moved 721.884 203.5 375.5 -0.3622685 -0.03215028
Moved 721.9148 203 374.3661 -0.3634259 -0.03506672
Ended 721.9455 203 374 -0.3634259 -0.03600823
Began 722.3757 450 502 0.2083333 0.2932098
Stationary 722.4064 450 502 0.2083333 0.2932098
Stationary 722.4371 450 502 0.2083333 0.2932098
Stationary 722.4678 450 502 0.2083333 0.2932098
Stationary 722.4985 450 502 0.2083333 0.2932098
Stationary 722.5292 450 502 0.2083333 0.2932098
Stationary 722.56 450 502 0.2083333 0.2932098
Stationary 722.5908 450 502 0.2083333 0.2932098
Moved 722.6215 439.671 502 0.1844235 0.2932098
Moved 722.6522 438.2458 502 0.1811246 0.2932098
Moved 722.6829 428.3118 502 0.1581291 0.2932098
Moved 722.7136 405.7101 489.355 0.1058104 0.2606868
Moved 722.7444 386.3016 474.5847 0.06088337 0.2226971
Moved 722.7751 368.1591 461.8693 0.01888683 0.189993
Moved 722.8058 346.5114 445.6743 -0.03122364 0.148339
Moved 722.8365 330.4021 434.6014 -0.0685136 0.1198596
Moved 722.8672 315.6428 424.1142 -0.1026788 0.09288622
Moved 722.8979 297.9129 411.9346 -0.1437202 0.06156018
Moved 722.9286 279.85 400.4857 -0.1855324 0.03211343
Moved 722.9594 266.9894 390.7421 -0.2153023 0.007052558
Moved 722.9901 255.0568 382.4341 -0.2429242 -0.01431571
Moved 723.0209 243.5969 374.8657 -0.2694516 -0.03378181
Moved 723.0515 233.9927 367.9951 -0.2916837 -0.05145296
Moved 723.0823 226.348 363.232 -0.3093796 -0.0637038
Moved 723.113 222.1357 360.5679 -0.3191302 -0.07055596
Moved 723.1437 217.3941 360 -0.3301062 -0.07201654
Moved 723.1744 214.825 358 -0.3360532 -0.07716057
Moved 723.2052 212.2247 357 -0.3420725 -0.07973259
Moved 723.2359 210.4333 356 -0.3462192 -0.0823046
Moved 723.2666 208.7754 356 -0.3500569 -0.0823046
Stationary 723.2974 208.7754 356 -0.3500569 -0.0823046
Ended 723.3281 208 356 -0.3518518 -0.0823046
Began 724.0038 160 365 -0.462963 -0.05915646
Stationary 724.0347 160 365 -0.462963 -0.05915646
Stationary 724.0654 160 365 -0.462963 -0.05915646
Stationary 724.0962 160 365 -0.462963 -0.05915646
Stationary 724.1269 160 365 -0.462963 -0.05915646
Ended 724.1577 160 365 -0.462963 -0.05915646
Began 724.7721 175 355 -0.4282407 -0.08487654
Stationary 724.8028 175 355 -0.4282407 -0.08487654
Stationary 724.8335 175 355 -0.4282407 -0.08487654
Stationary 724.8642 175 355 -0.4282407 -0.08487654
Moved 724.895 187.2893 364.2893 -0.3997933 -0.06098429
Moved 724.9257 200.4357 374.8631 -0.3693618 -0.03378841
