the price of gas is high
Moved 48.33398 384.5952 388.7976 0.05693336 0.002051381
Moved 48.36465 354.9928 375.8723 -0.01159077 -0.03119268
Moved 48.39543 339.3042 368.7681 -0.04790688 -0.04946493
Moved 48.42612 329.4244 364.2829 -0.07077689 -0.06100077
Moved 48.45687 323.5006 361.7503 -0.08448933 -0.06751473
Moved 48.48757 318.999 361 -0.09490967 -0.06944452
Moved 48.51826 318 360.2563 -0.09722222 -0.07135721
Ended 48.54898 316.8814 360 -0.0998115 -0.07201654
Began 49.04049 420 405 0.1388889 0.04372424
Stationary 49.07122 420 405 0.1388889 0.04372424
Moved 49.10196 403.1732 405 0.09993792 0.04372424
Moved 49.13271 370.0524 405 0.02326945 0.04372424
Moved 49.16335 310.4393 414.4787 -0.1147238 0.06810353
Moved 49.1941 246.9114 414 -0.2617791 0.06687239
Moved 49.22483 208.3353 417.9441 -0.3510756 0.0770167
Moved 49.2555 178.3686 418 -0.4204431 0.07716041
Moved 49.28625 160.574 418 -0.4616343 0.07716041
Moved 49.31698 151.1394 418 -0.4834735 0.07716041
Moved 49.34768 147.2853 418 -0.4923951 0.07716041
Moved 49.37843 145.9033 418 -0.4955941 0.07716041
Moved 49.40912 145 418 -0.4976852 0.07716041
Stationary 49.43985 145 418 -0.4976852 0.07716041
Moved 49.47053 166.9184 405.2477 -0.4469481 0.04436135
Moved 49.50124 200.9586 405.1361 -0.3681512 0.04407431
Moved 49.53197 241.6632 404 -0.2739278 0.04115226
Moved 49.56271 262.2247 404 -0.2263317 0.04115226
Moved 49.59341 272.1833 403 -0.2032793 0.03858017
Moved 49.62417 278.132 402 -0.1895093 0.03600815
Ended 49.65489 279 402 -0.1875 0.03600815
Began 50.17709 521 566 0.3726852 0.4578188
Stationary 50.20781 521 566 0.3726852 0.4578188
Stationary 50.23853 521 566 0.3726852 0.4578188
Stationary 50.26926 521 566 0.3726852 0.4578188
Moved 50.29995 506.9056 559.1761 0.3400594 0.4402677
Moved 50.33071 477.0487 535.8799 0.2709461 0.3803495
Moved 50.36141 404.7507 480.313 0.1035895 0.2374305
Moved 50.39212 350.3072 434.2731 -0.02243698 0.119015
Moved 50.42285 318.7279 408.6066 -0.09553725 0.05300035
Moved 50.45355 300.9881 392.9881 -0.1366016 0.01282943
Moved 50.48428 290.1156 384.0867 -0.1617694 -0.01006515
Moved 50.51497 284 378 -0.1759259 -0.02572024
Moved 50.54572 276.6932 371.6932 -0.1928398 -0.04194149
Moved 50.57644 269.2033 366.2033 -0.2101774 -0.05606153
Moved 50.60717 265.352 363.352 -0.2190926 -0.06339524
Stationary 50.63783 265 363 -0.2199074 -0.06430049
Ended 50.66858 265 363 -0.2199074 -0.06430049
Began 51.28293 383 394 0.05324075 0.01543206
Stationary 51.31366 383 394 0.05324075 0.01543206
Stationary 51.34435 383 394 0.05324075 0.01543206
Stationary 51.37508 383 394 0.05324075 0.01543206
Stationary 51.40582 383 394 0.05324075 0.01543206
Stationary 51.43655 383 394 0.05324075 0.01543206
Stationary 51.46724 383 394 0.05324075 0.01543206
Moved 51.49797 403.879 409.879 0.1015718 0.05627318
Moved 51.52869 423.5864 434.3182 0.1471908 0.1191312
Moved 51.55936 440.9741 455.4698 0.1874401 0.1735333
Moved 51.5901 454.0252 471.0252 0.2176509 0.2135421
Moved 51.62082 464.1757 486.2635 0.2411475 0.2527353
Moved 51.65157 466.9892 490.4838 0.2476602 0.26359
Moved 51.68227 473.0255 499.0255 0.261633 0.2855592
Moved 51.71294 473 501.5 0.2615741 0.2919238
Moved 51.74369 474 503.2383 0.2638889 0.2963948
Moved 51.78971 474 504.5 0.2638889 0.2996398
Stationary 51.82041 474 504.5 0.2638889 0.2996398
Moved 51.85114 474 504 0.2638889 0.2983539
Moved 51.88189 407.0334 442.979 0.1088735 0.1414069
Moved 51.91261 370.2188 404.2188 0.0236547 0.04171501
Moved 51.94331 345.1275 375.1594 -0.03442715 -0.03302633
Moved 51.97404 330.3446 356.4824 -0.06864683 -0.08106373
Moved 52.00473 322.6431 344.2863 -0.08647422 -0.1124325
Moved 52.03547 319.556 339.556 -0.09362042 -0.1245989
Moved 52.06617 317.7957 336.7957 -0.09769508 -0.1316983
Moved 52.09688 318 335.5 -0.09722222 -0.1350309
Moved 52.12761 318 334.876 -0.09722222 -0.1366359
Moved 52.15833 338.8211 335 -0.04902516 -0.1363169
Moved 52.18904 350.7166 335 -0.02148931 -0.1363169
Moved 52.21975 359.0417 335 -0.002218187 -0.1363169
Moved 52.25048 364.3132 335 0.009984373 -0.1363169
Ended 52.28125 364.3132 335 0.009984373 -0.1363169
PhraseEnd 53.60218
