are you sure you want this
Basic
0.6 0.6
432 388.8
Began 502.2991 200 418 -0.3703704 0.07716041
Stationary 502.3298 200 418 -0.3703704 0.07716041
Stationary 502.3606 200 418 -0.3703704 0.07716041
Stationary 502.3913 200 418 -0.3703704 0.07716041
Stationary 502.422 200 418 -0.3703704 0.07716041
Stationary 502.4528 200 418 -0.3703704 0.07716041
Stationary 502.4835 200 418 -0.3703704 0.07716041
Stationary 502.5143 200 418 -0.3703704 0.07716041
Stationary 502.545 200 418 -0.3703704 0.07716041
Stationary 502.5757 200 418 -0.3703704 0.07716041
Stationary 502.6065 200 418 -0.3703704 0.07716041
Stationary 502.6372 200 418 -0.3703704 0.07716041
Stationary 502.6679 200 418 -0.3703704 0.07716041
Stationary 502.6987 200 418 -0.3703704 0.07716041
Stationary 502.7294 200 418 -0.3703704 0.07716041
Stationary 502.7601 200 418 -0.3703704 0.07716041
Stationary 502.7909 200 418 -0.3703704 0.07716041
Moved 502.8216 211.6048 418 -0.3435074 0.07716041
Moved 502.8524 226.1457 418 -0.3098479 0.07716041
Moved 502.8831 246.4155 439.5129 -0.2629272 0.1324919
Moved 502.9138 266.3853 460.1546 -0.2167008 0.1855828
Moved 502.9446 281.1632 476.1632 -0.1824925 0.2267572
Moved 502.9753 289.608 488.0133 -0.1629445 0.2572358
Moved 503.0061 300.2427 500.3033 -0.1383271 0.288846
Moved 503.0368 306.8821 509.8231 -0.1229581 0.313331
Moved 503.0675 311.6033 517.2067 -0.1120293 0.3323216
Moved 503.0982 315.3438 523.6875 -0.1033709 0.3489905
Moved 503.129 317 526.2092 -0.09953702 0.3554762
Moved 503.1597 318 528 -0.09722222 0.3600822
Moved 503.1904 318 529 -0.09722222 0.3626543
Stationary 503.2212 318 529 -0.09722222 0.3626543
Stationary 503.252 318 529 -0.09722222 0.3626543
Moved 503.2827 306.3073 529 -0.1242887 0.3626543
Moved 503.3134 292.6803 518.8401 -0.1558326 0.3365229
Moved 503.3441 276.4142 510.2071 -0.1934857 0.3143186
Moved 503.3748 263.6037 503.0692 -0.2231396 0.2959597
Moved 503.4056 257.0293 498.0292 -0.2383582 0.282997
Moved 503.4363 252.3034 495.1517 -0.2492977 0.2755958
Moved 503.4671 249.2808 492.2808 -0.2562945 0.2682118
Moved 503.4978 247 490.4125 -0.2615741 0.2634065
Moved 503.5286 246 490 -0.2638889 0.2623456
Moved 503.5594 246 489 -0.2638889 0.2597736
Ended 503.59 246 489 -0.2638889 0.2597736
Began 504.0204 343 503 -0.03935183 0.2957818
Stationary 504.0511 343 503 -0.03935183 0.2957818
Stationary 504.0819 343 503 -0.03935183 0.2957818
Stationary 504.1125 343 503 -0.03935183 0.2957818
Stationary 504.1433 343 503 -0.03935183 0.2957818
Stationary 504.174 343 503 -0.03935183 0.2957818
Stationary 504.2048 343 503 -0.03935183 0.2957818
Stationary 504.2355 343 503 -0.03935183 0.2957818
Moved 504.2662 357.7658 513.0422 -0.005171647 0.3216105
Moved 504.297 363.2205 515.1102 0.007454852 0.3269296
Moved 504.3277 366.9864 516.9864 0.01617223 0.331755
Moved 504.3585 368.4156 518.4156 0.01948068 0.3354311
Moved 504.3892 371.3977 519 0.0263836 0.3369341
Moved 504.4199 376.5016 520 0.03819813 0.3395061
Moved 504.4507 383.3716 520 0.05410085 0.3395061
Moved 504.4814 395.8431 520 0.08297026 0.3395061
Moved 504.5122 415.5674 515.923 0.1286283 0.3290199
Moved 504.5429 437.7345 511 0.1799409 0.3163579
Moved 504.5736 454.312 508.7376 0.2183149 0.310539
Moved 504.6044 469.9035 507.1827 0.2544063 0.3065399
Moved 504.6351 482.079 505 0.2825904 0.3009258
Moved 504.6659 490.1283 503.4359 0.3012229 0.2969029
Moved 504.6966 495.1484 501.9258 0.3128436 0.2930189
Moved 504.7273 499.9681 501 0.3240002 0.2906378
Moved 504.7581 502.8394 501 0.3306468 0.2906378
Moved 504.7888 506.0857 500 0.3381614 0.2880658
Stationary 504.8195 506.0857 500 0.3381614 0.2880658
Moved 504.8503 507.0251 500 0.340336 0.2880658
Moved 504.881 507.9427 500 0.3424601 0.2880658
Moved 504.9117 508 500 0.3425926 0.2880658
Moved 504.9424 494.2139 509.7144 0.3106803 0.3130514
Moved 504.9732 479.6224 514.4592 0.2769038 0.3252549
Moved 505.0039 456.1992 516.1001 0.2226833 0.3294755
Moved 505.0347 439.9034 516 0.1849615 0.329218
Moved 505.0654 428.0337 516 0.1574854 0.329218
Moved 505.0962 421.2762 516 0.1418431 0.329218
Moved 505.1269 418.5 507.5 0.1354167 0.3073559
Moved 505.1576 416.5 506.5 0.130787 0.3047839
Moved 505.1884 416 507 0.1296297 0.3060699
Moved 505.2191 415 506 0.1273148 0.3034978
Moved 505.2498 413.9712 506 0.1249334 0.3034978
Stationary 505.2806 413.9712 506 0.1249334 0.3034978
Stationary 505.3113 414 506 0.125 0.3034978
Stationary 505.3421 414 506 0.125 0.3034978
Ended 505.3727 426 506 0.1527777 0.3034978
Began 505.8031 186 379 -0.4027778 -0.02314815
Stationary 505.8339 186 379 -0.4027778 -0.02314815
Stationary 505.8646 186 379 -0.4027778 -0.02314815
Stationary 505.8953 186 379 -0.4027778 -0.02314815
Stationary 505.926 186 379 -0.4027778 -0.02314815
Stationary 505.9568 186 379 -0.4027778 -0.02314815
Stationary 505.9875 186 379 -0.4027778 -0.02314815
Moved 506.0182 201.1159 379 -0.3677874 -0.02314815
Moved 506.049 208.8537 387.8536 -0.3498758 -0.0003765247
Moved 506.0797 215.5904 393.5904 -0.3342815 0.0143785
Moved 506.1104 226.0024 400.6675 -0.3101797 0.03258097
Moved 506.1412 232.7179 405.4786 -0.2946345 0.04495518
Moved 506.1719 239.2226 410.2227 -0.2795772 0.05715699
Moved 506.2027 250.9219 416.9415 -0.2524956 0.07443781
Moved 506.2334 264.1753 423.2701 -0.2218165 0.09071534
Moved 506.2641 282.6718 433.5267 -0.1790006 0.1170954
Moved 506.2949 305.3447 444.0421 -0.1265168 0.1441412
Moved 506.3256 319.4763 452.3572 -0.09380474 0.1655279
