a subject one can really enjoy
Basic
0.6 0.6
432 388.8
Began 713.9248 137 342 -0.5162037 -0.1183128
Stationary 713.9556 137 342 -0.5162037 -0.1183128
Stationary 713.9863 137 342 -0.5162037 -0.1183128
Moved 714.017 149 352.5 -0.4884259 -0.09130666
Moved 714.0477 160.3167 354.6583 -0.4622299 -0.08575541
Moved 714.0785 167.4034 359.4034 -0.4458255 -0.07355104
Moved 714.1093 175.215 362.0717 -0.4277432 -0.06668821
Moved 714.14 183.4145 366.2072 -0.4087628 -0.05605148
Moved 714.1707 192.4159 369.472 -0.3879261 -0.04765444
Moved 714.2014 197.6779 371.339 -0.3757456 -0.04285247
Moved 714.2322 202.427 373.2135 -0.3647522 -0.03803119
Moved 714.2629 203.7159 373 -0.3617688 -0.03858032
Ended 714.2936 205.1483 373 -0.3584531 -0.03858032
Began 715.0314 216 361 -0.3333333 -0.06944452
Stationary 715.0622 216 361 -0.3333333 -0.06944452
Stationary 715.093 216 361 -0.3333333 -0.06944452
Stationary 715.1237 216 361 -0.3333333 -0.06944452
Stationary 715.1543 216 361 -0.3333333 -0.06944452
Stationary 715.1852 216 361 -0.3333333 -0.06944452
Stationary 715.2159 216 361 -0.3333333 -0.06944452
Stationary 715.2466 216 361 -0.3333333 -0.06944452
Moved 715.2773 228.9173 377.8897 -0.3034322 -0.02600383
Moved 715.3082 242.1601 388.3281 -0.2727776 0.0008437466
Moved 715.3389 260.5189 402.1113 -0.2302804 0.03629453
Moved 715.3696 273.8395 410.4198 -0.1994455 0.05766401
Moved 715.4004 284.3913 418.2609 -0.1750202 0.07783139
Moved 715.4311 296.0211 426.0158 -0.1480993 0.09777724
Moved 715.4619 308.4083 435.645 -0.1194253 0.1225435
Moved 715.4926 322.4955 447.0796 -0.08681601 0.1519536
Moved 715.5233 334.1055 455.8291 -0.05994106 0.1744574
Moved 715.5541 344.4445 463.4445 -0.03600801 0.1940445
Moved 715.5848 354.9771 471.2328 -0.01162698 0.2140761
Moved 715.6155 367.0889 480.0444 0.01640956 0.2367397
Moved 715.6463 378.9877 489.5901 0.04395296 0.2612914
Moved 715.677 389.0592 495.5296 0.06726673 0.2765678
Moved 715.7078 397.2351 502.4263 0.08619239 0.2943063
Moved 715.7385 407.0135 507.6712 0.1088276 0.3077962
Moved 715.7692 414.0763 511.5381 0.1251767 0.3177421
Moved 715.8 418.4023 513 0.1351906 0.321502
Moved 715.8307 422.8495 514 0.145485 0.324074
Moved 715.8615 424.7954 514 0.1499894 0.324074
Moved 715.8922 426 506.7014 0.1527777 0.3053018
Moved 715.923 426 484.2031 0.1527777 0.2474358
Moved 715.9537 411.6884 453.9615 0.1196492 0.169654
Moved 715.9844 400.0751 418.2504 0.09276649 0.07780455
Moved 716.0152 389.4656 393.2416 0.06820738 0.01348138
Moved 716.0459 381.8486 366.0104 0.05057544 -0.05655759
Moved 716.0767 377.4961 346.2363 0.04050016 -0.1074171
Moved 716.1074 376 329.1287 0.03703703 -0.1514181
Moved 716.1381 375 314.3302 0.03472219 -0.1894799
Moved 716.1689 375 303.481 0.03472219 -0.2173842
Moved 716.1996 375 296.274 0.03472219 -0.2359207
Moved 716.2303 375 291.498 0.03472219 -0.2482047
Moved 716.2611 375 290 0.03472219 -0.2520577
Stationary 716.2918 375 290 0.03472219 -0.2520577
Moved 716.3226 387.1065 294.7397 0.06274661 -0.2398669
Moved 716.3534 401.9829 311.983 0.09718268 -0.1955171
Moved 716.3841 418.5144 330.3202 0.1354501 -0.1483534
Moved 716.4148 435.6608 350.4376 0.1751407 -0.09661128
Moved 716.4456 451.2153 371.1445 0.2111466 -0.0433527
Moved 716.4763 466.9529 394.6039 0.2475762 0.01698541
Moved 716.507 471.2526 401.421 0.2575291 0.03451901
Moved 716.5378 476.8916 409.8373 0.2705823 0.05616596
Moved 716.5685 480.8156 417.4468 0.2796658 0.07573763
Moved 716.5992 482.3442 424.0327 0.2832042 0.09267665
Moved 716.63 483 430.4435 0.2847222 0.1091653
Moved 716.6608 483 439.2747 0.2847222 0.1318793
Moved 716.6915 483 444.4144 0.2847222 0.1450986
Moved 716.7222 472.7537 449.9275 0.261004 0.1592784
Moved 716.753 468.0064 456.9937 0.2500148 0.1774527
Moved 716.7838 455.0264 461.3895 0.2199685 0.1887588
Moved 716.8145 442.5436 467.2282 0.1910732 0.2037762
Moved 716.8452 428.5676 473.2162 0.1587212 0.2191773
Moved 716.8759 416.0924 478.9538 0.1298437 0.2339345
Moved 716.9067 400.2539 482.3492 0.09318034 0.2426677
Moved 716.9374 388.5365 485.8658 0.06605675 0.2517125
Moved 716.9681 378.7791 489.7403 0.04347016 0.2616776
Moved 716.9988 370.1863 491.6046 0.0235794 0.2664725
Moved 717.0297 362.4673 494.1332 0.005711317 0.2729762
Moved 717.0604 353.8514 496.0496 -0.0142329 0.2779052
Moved 717.0911 345.254 496.9153 -0.03413429 0.280132
Moved 717.1219 336.6488 497 -0.05405371 0.2803498
Moved 717.1526 330.0587 497 -0.06930847 0.2803498
Moved 717.1833 322.4398 497 -0.086945 0.2803498
Moved 717.2141 315.8883 497 -0.1021104 0.2803498
Moved 717.2448 307.9709 489.3236 -0.1204378 0.2606059
Moved 717.2756 298.2898 486.5724 -0.1428477 0.2535299
Moved 717.3063 291.1206 485 -0.1594431 0.2494856
Moved 717.337 285.8385 482.8385 -0.1716702 0.2439261
Moved 717.3678 280.5799 482.29 -0.1838428 0.2425152
Moved 717.3984 276.8406 482 -0.1924986 0.2417695
Moved 717.4293 273.548 481 -0.2001204 0.2391974
Moved 717.46 270.6813 480 -0.2067561 0.2366254
Moved 717.4908 267.3305 479 -0.2145126 0.2340534
Moved 717.5215 264.2881 477 -0.2215552 0.2289094
Moved 717.5522 261.4204 473.8408 -0.2281936 0.2207838
Moved 717.5829 258.8806 470.8806 -0.2340727 0.2131703
Moved 717.6137 257 465.962 -0.2384259 0.2005195
Moved 717.6445 255 462.1152 -0.2430556 0.1906256
Moved 717.6752 253.2385 457.4771 -0.247133 0.178696
Moved 717.7059 253 453.4197 -0.2476852 0.1682605
