please provide your date of birth
Basic
0.6 0.6
432 388.8
Began 1376.145 588 484 0.5277778 0.2469135
Stationary 1376.176 588 484 0.5277778 0.2469135
Stationary 1376.207 588 484 0.5277778 0.2469135
Stationary 1376.238 588 484 0.5277778 0.2469135
Stationary 1376.268 588 484 0.5277778 0.2469135
Stationary 1376.299 588 484 0.5277778 0.2469135
Stationary 1376.33 588 484 0.5277778 0.2469135
Stationary 1376.361 588 484 0.5277778 0.2469135
Stationary 1376.391 588 484 0.5277778 0.2469135
Stationary 1376.422 588 484 0.5277778 0.2469135
Moved 1376.453 588 463.2373 0.5277778 0.1935115
Moved 1376.484 588 449.169 0.5277778 0.1573276
Moved 1376.514 588 429.5206 0.5277778 0.1067917
Moved 1376.545 572.8359 407.5626 0.4926758 0.05031519
Moved 1376.576 563.379 383.3267 0.4707848 -0.01201998
Moved 1376.607 556.24 364.9733 0.4542592 -0.05922521
Moved 1376.637 549.9638 346.8732 0.4397311 -0.1057788
Moved 1376.668 543.467 325.8679 0.424692 -0.159805
Moved 1376.699 538.5 311.5 0.4131944 -0.1967593
Moved 1376.729 535.0598 304.1793 0.4052309 -0.2155883
Moved 1376.76 533.2984 299.5967 0.4011537 -0.2273747
Moved 1376.791 530.5466 295.0931 0.3947837 -0.238958
Moved 1376.822 526.1299 293.0649 0.3845599 -0.2441745
Moved 1376.853 514.3258 293 0.3572356 -0.2443416
Moved 1376.883 493.1991 307.1116 0.3083312 -0.2080463
Moved 1376.914 462.8152 333.1848 0.2379983 -0.1409858
Moved 1376.945 439.1925 355.1886 0.1833161 -0.08439154
Moved 1376.975 414.0404 383.6995 0.1250935 -0.01106089
Moved 1377.006 394.0639 406.0698 0.07885168 0.04647565
Moved 1377.037 375.8352 429.8068 0.03665566 0.1075278
Moved 1377.068 359.7707 450.7866 -0.0005307297 0.161488
Moved 1377.098 345.8171 469.2439 -0.03283084 0.2089605
Moved 1377.129 332.0363 490.3419 -0.06473085 0.263225
Moved 1377.16 321 508.5 -0.09027779 0.3099279
Moved 1377.191 312.0071 519.9905 -0.1110947 0.3394817
Moved 1377.221 304.7865 531.9513 -0.127809 0.370245
Moved 1377.252 299.0421 542.9158 -0.1411062 0.3984458
Moved 1377.283 295.0853 548.8294 -0.1502655 0.4136558
Moved 1377.314 292.3747 553.6253 -0.1565401 0.4259909
Moved 1377.344 289.6314 556.3686 -0.1628902 0.4330467
Moved 1377.375 286.8881 557 -0.1692404 0.4346707
Moved 1377.406 284.4238 558 -0.1749449 0.4372427
Moved 1377.437 281.675 558 -0.1813078 0.4372427
Moved 1377.467 275.8409 558 -0.1948127 0.4372427
Moved 1377.498 267.6767 547.5075 -0.2137114 0.4102558
Moved 1377.529 256.9653 532.1892 -0.2385063 0.3708569
Moved 1377.56 243.9484 511.8969 -0.2686379 0.3186647
Moved 1377.59 235.6894 494.6085 -0.2877561 0.2741988
Moved 1377.621 227.5 473 -0.306713 0.2186213
Moved 1377.652 223.1561 459.3902 -0.3167683 0.1836166
Moved 1377.682 218.6564 445.6409 -0.3271843 0.1482534
Moved 1377.713 214.1393 431.4178 -0.3376406 0.1116713
Moved 1377.744 211.1984 419.4959 -0.3444482 0.08100799
Moved 1377.775 209.373 406.4919 -0.3486736 0.0475615
Moved 1377.806 208 398.2365 -0.3518518 0.0263284
Moved 1377.836 205.8591 389.7183 -0.3568075 0.004419319
Moved 1377.867 205.4431 383.8862 -0.3577706 -0.01058084
Moved 1377.898 205 378.3747 -0.3587963 -0.02475644
Moved 1377.928 204 374.9386 -0.3611111 -0.03359422
Moved 1377.959 204 372.1811 -0.3611111 -0.04068657
Moved 1377.99 204 370.7122 -0.3611111 -0.04446453
Moved 1378.021 204 369.9763 -0.3611111 -0.04635736
Stationary 1378.051 204 369.9763 -0.3611111 -0.04635736
Moved 1378.082 212.8906 370 -0.340531 -0.04629637
Moved 1378.113 228.9079 380.9539 -0.303454 -0.01812272
Moved 1378.144 243.4004 387.9336 -0.2699065 -0.0001709157
Moved 1378.174 259.4176 397.4506 -0.2328295 0.02430696
Moved 1378.205 269.6395 404.7296 -0.2091678 0.04302876
Moved 1378.236 276.2755 409.6378 -0.1938067 0.05565263
Moved 1378.267 279.4024 412 -0.1865685 0.06172835
Moved 1378.297 281.1655 415.1655 -0.1824872 0.06987006
Moved 1378.328 282 419.202 -0.1805555 0.08025189
Moved 1378.359 282 428.384 -0.1805555 0.1038683
Moved 1378.39 282 444.6982 -0.1805555 0.1458288
Moved 1378.42 274.1522 458.239 -0.1987218 0.1806559
Moved 1378.451 269.4711 474.1155 -0.2095575 0.2214904
Moved 1378.482 266.9854 492.0873 -0.2153115 0.2677143
Moved 1378.513 265.2379 505.0486 -0.2193568 0.3010508
Moved 1378.543 265 515.5 -0.2199074 0.327932
Moved 1378.574 264 524.9133 -0.2222222 0.352143
Moved 1378.605 264 532.4236 -0.2222222 0.3714598
Moved 1378.635 263 537.921 -0.2245371 0.3855991
Moved 1378.666 263 541.8521 -0.2245371 0.3957099
Moved 1378.697 263 544.6578 -0.2245371 0.4029264
Moved 1378.728 263 546 -0.2245371 0.4063785
Ended 1378.759 263 546 -0.2245371 0.4063785
Began 1379.527 562 490 0.4675925 0.2623456
Stationary 1379.558 562 490 0.4675925 0.2623456
Stationary 1379.589 562 490 0.4675925 0.2623456
Stationary 1379.619 562 490 0.4675925 0.2623456
Stationary 1379.65 562 490 0.4675925 0.2623456
Stationary 1379.681 562 490 0.4675925 0.2623456
Stationary 1379.711 562 490 0.4675925 0.2623456
Stationary 1379.742 562 490 0.4675925 0.2623456
Stationary 1379.773 562 490 0.4675925 0.2623456
Stationary 1379.804 562 490 0.4675925 0.2623456
Stationary 1379.834 562 490 0.4675925 0.2623456
Stationary 1379.865 562 490 0.4675925 0.2623456
Moved 1379.896 552.0218 498.9782 0.4444949 0.2854377
Moved 1379.927 548.5167 500.7416 0.4363812 0.2899733
Moved 1379.957 545.985 503.5075 0.4305208 0.2970871
Moved 1379.988 543.0507 504.9493 0.4237285 0.3007953
Moved 1380.019 540.2786 507.7214 0.4173115 0.3079254
