this is a very good idea
Basic
0.6 0.6
432 388.8
Began 977.516 351 625 -0.02083332 0.6095678
Stationary 977.5468 351 625 -0.02083332 0.6095678
Stationary 977.5775 351 625 -0.02083332 0.6095678
Stationary 977.6082 351 625 -0.02083332 0.6095678
Moved 977.6389 363.8379 605.015 0.008883973 0.5581661
Moved 977.6697 377.545 579.2189 0.04061351 0.4918182
Moved 977.7003 393.8872 552.403 0.07844269 0.422847
Moved 977.7311 407.7747 529.8379 0.1105897 0.3648093
Moved 977.7618 420.4283 508.7505 0.1398802 0.3105723
Moved 977.7925 434.3529 484.7648 0.1721132 0.2488806
Moved 977.8233 444.0621 460.1678 0.1945881 0.1856166
Moved 977.854 450.6311 442.8608 0.2097943 0.1411028
Moved 977.8845 455.4762 428.0477 0.2210097 0.1030032
Moved 977.9155 458.6118 417.1645 0.2282682 0.07501151
Moved 977.9462 460 412.0377 0.2314815 0.06182537
Moved 977.9769 462.0488 408.9512 0.236224 0.05388683
Moved 978.0076 463.5 406.5 0.2395834 0.04758226
Moved 978.0383 465.614 407 0.2444769 0.04886827
Moved 978.0691 475.2987 431.5975 0.2668952 0.1121334
Moved 978.0998 491.8032 466.0081 0.3051001 0.200638
Moved 978.1306 505.3377 496.9288 0.33643 0.2801666
Moved 978.1613 511.8851 518.5978 0.3515858 0.3358996
Moved 978.192 514.4471 533.2355 0.3575164 0.3735479
Moved 978.2227 515 538.6413 0.3587963 0.3874517
Moved 978.2534 515 541.0948 0.3587963 0.3937622
Moved 978.2841 515 542.5 0.3587963 0.3973764
Moved 978.3149 515 543.17 0.3587963 0.3990997
Moved 978.3456 505.0708 543 0.3358121 0.3986624
Moved 978.3763 487.5196 526.2283 0.2951843 0.3555253
Moved 978.407 459.6533 503.399 0.230679 0.2968079
Moved 978.4377 417.0561 467.5491 0.1320744 0.2046016
Moved 978.4684 382.1913 438.8102 0.05136867 0.1306847
Moved 978.4992 354.6525 418.1016 -0.01237854 0.07742178
Moved 978.5299 334.4699 403.6466 -0.05909736 0.04024329
Moved 978.5607 317.4106 394.2053 -0.09858663 0.01596011
Moved 978.5914 305.0084 386.4034 -0.1272954 -0.004106569
Moved 978.6221 296.2519 381.5012 -0.1475652 -0.01671497
Moved 978.6528 284.149 376.5745 -0.175581 -0.02938675
Moved 978.6835 272.6983 371.9246 -0.2020873 -0.04134637
Moved 978.7142 260.1983 365.0992 -0.2310224 -0.05890136
Moved 978.7449 250.2437 361.1218 -0.2540656 -0.06913111
Moved 978.7757 240.0517 358.6839 -0.2776582 -0.07540157
Moved 978.8064 233.6148 358 -0.2925582 -0.07716057
Moved 978.8371 231.2095 358 -0.298126 -0.07716057
Moved 978.8679 229.3984 358 -0.3023186 -0.07716057
Ended 978.8986 229 358 -0.3032407 -0.07716057
Began 979.298 527 589 0.3865741 0.5169753
Stationary 979.3287 527 589 0.3865741 0.5169753
Stationary 979.3594 527 589 0.3865741 0.5169753
Stationary 979.39 527 589 0.3865741 0.5169753
Moved 979.4208 511.5274 589 0.3507578 0.5169753
Moved 979.4516 492.791 572.8955 0.3073865 0.4755542
Moved 979.4824 469.0458 560.0229 0.2524208 0.4424456
Moved 979.5131 448.294 549.647 0.2043842 0.4157587
Moved 979.5438 429.2071 539.9459 0.1602016 0.3908072
Moved 979.5745 410.5147 530.318 0.1169321 0.3660441
Moved 979.6052 390.9422 519.2527 0.07162541 0.337584
Moved 979.6359 372.1605 505.1248 0.02814919 0.3012469
Moved 979.6667 346.5204 489.0643 -0.03120269 0.259939
Moved 979.6974 320.2446 469.6835 -0.09202639 0.2100911
Moved 979.7281 295.851 453.0364 -0.1484932 0.1672746
Moved 979.7589 276.0635 440.4797 -0.1942975 0.1349787
Moved 979.7896 258.1656 427.1324 -0.2357278 0.1006492
Moved 979.8203 239.8404 412.6723 -0.2781473 0.06345753
Moved 979.8511 228 402.5 -0.3055556 0.03729416
Moved 979.8817 217.9922 394.2441 -0.3287218 0.01605999
Moved 979.9125 211.7518 388.7518 -0.3431671 0.001933643
Moved 979.9432 207.0135 384.0134 -0.3541355 -0.01025353
Moved 979.9739 204.1531 382.5765 -0.3607566 -0.01394939
Moved 980.0046 203 380.6124 -0.3634259 -0.01900112
Moved 980.0353 202 381 -0.3657407 -0.01800419
Ended 980.0661 202 379.6438 -0.3657407 -0.02149244
Began 980.527 179 415 -0.4189815 0.06944436
Stationary 980.5577 179 415 -0.4189815 0.06944436
Stationary 980.5884 179 415 -0.4189815 0.06944436
Stationary 980.6191 179 415 -0.4189815 0.06944436
Ended 980.6498 179 415 -0.4189815 0.06944436
Began 981.1414 381 250 0.04861106 -0.3549383
Stationary 981.1722 381 250 0.04861106 -0.3549383
Stationary 981.2028 381 250 0.04861106 -0.3549383
Stationary 981.2336 381 250 0.04861106 -0.3549383
Stationary 981.2643 381 250 0.04861106 -0.3549383
Moved 981.295 366.0994 270.6868 0.01411895 -0.3017316
Moved 981.3257 337.6364 316.8545 -0.05176762 -0.1829875
Moved 981.3564 317.1259 360.3729 -0.09924556 -0.07105753
Moved 981.3872 300.9405 398.5548 -0.1367119 0.02714706
Moved 981.4179 289.6279 433.1744 -0.1628983 0.1161891
Moved 981.4487 282.8861 457.4554 -0.1785043 0.1786403
Moved 981.4794 277.8443 477.545 -0.1901752 0.230311
Moved 981.5101 274.0243 498.8298 -0.1990178 0.2850561
Moved 981.5408 273 512.2423 -0.2013889 0.3195532
Moved 981.5715 273 521.1689 -0.2013889 0.3425126
Moved 981.6022 271.759 527.482 -0.2042616 0.3587499
Moved 981.633 272 534.235 -0.2037037 0.3761188
Moved 981.6638 271.0088 537.9912 -0.2059982 0.3857798
Moved 981.6945 271 540.5 -0.2060186 0.3922324
Moved 981.7252 271 542.4355 -0.2060186 0.3972105
Moved 981.7559 271 544.3187 -0.2060186 0.4020541
Moved 981.7866 271 545.0578 -0.2060186 0.4039552
Moved 981.8174 280.8598 545 -0.1831948 0.4038065
Moved 981.8481 291.3873 545 -0.1588256 0.4038065
Moved 981.8788 301.8106 545 -0.1346976 0.4038065
Moved 981.9095 308.994 535.6807 -0.1180694 0.379837
