he is just like everyone else
Basic
0.6 0.6
432 388.8
Began 1511.989 417 334 0.1319444 -0.1388889
Stationary 1512.019 417 334 0.1319444 -0.1388889
Stationary 1512.05 417 334 0.1319444 -0.1388889
Stationary 1512.081 417 334 0.1319444 -0.1388889
Moved 1512.112 407.0259 347.6321 0.1088564 -0.103827
Moved 1512.141 398.4323 356.5677 0.08896371 -0.0808445
Moved 1512.173 389.885 366.4866 0.06917834 -0.05533281
Moved 1512.204 380.2527 377.9964 0.04688124 -0.0257295
Moved 1512.234 369.7351 391.0812 0.02253493 0.007924758
Moved 1512.265 359.9403 404.0597 -0.0001380841 0.04130571
Moved 1512.296 349.7765 416.2235 -0.02366563 0.07259129
Moved 1512.327 341.8053 425.1947 -0.04211739 0.09566534
Moved 1512.357 328.1691 440.8309 -0.07368256 0.1358818
Moved 1512.388 316.682 455.1475 -0.100273 0.1727043
Moved 1512.419 303.0732 468.223 -0.131775 0.2063347
Moved 1512.45 284.3693 483.0192 -0.175071 0.2443908
Moved 1512.48 270.7044 493.2217 -0.2067028 0.2706319
Moved 1512.511 256.2412 502.819 -0.2401823 0.2953163
Moved 1512.542 245.5468 509.8398 -0.2649378 0.313374
Moved 1512.573 235.937 519.063 -0.2871829 0.3370961
Moved 1512.603 229.5587 526.4412 -0.3019473 0.356073
Moved 1512.634 225.9094 530.0906 -0.3103949 0.3654592
Moved 1512.665 224.3913 532.6088 -0.3139091 0.371936
Moved 1512.695 221.5246 535.4755 -0.320545 0.3793092
Moved 1512.726 221 536 -0.3217593 0.3806583
Ended 1512.757 221 538.2281 -0.3217593 0.3863892
Began 1513.464 482 565 0.2824074 0.4552468
Stationary 1513.494 482 565 0.2824074 0.4552468
Stationary 1513.525 482 565 0.2824074 0.4552468
Stationary 1513.556 482 565 0.2824074 0.4552468
Moved 1513.586 459.1979 559.2968 0.2296247 0.4405781
Moved 1513.617 437.4467 544.4619 0.1792748 0.4024225
Moved 1513.648 416.0065 528.7549 0.1296448 0.3620238
Moved 1513.679 394.9754 514.7316 0.08096159 0.3259556
Moved 1513.709 378.2648 502.7589 0.04227966 0.2951617
Moved 1513.74 363.9012 492.521 0.009030699 0.2688296
Moved 1513.771 347.5509 481.0407 -0.02881735 0.2393022
Moved 1513.802 331.7465 468.7888 -0.06540159 0.2077899
Moved 1513.832 314.4828 454.4828 -0.1053638 0.1709949
Moved 1513.863 298.3478 441.1232 -0.1427135 0.1366336
Moved 1513.894 283.9059 431.1247 -0.1761438 0.1109173
Moved 1513.924 265.1296 415.3037 -0.2196073 0.07022555
Moved 1513.955 250.8393 402.8393 -0.2526867 0.03816683
Moved 1513.986 237.476 391.476 -0.2836204 0.008940284
Moved 1514.017 226.0914 383.5685 -0.3099735 -0.01139786
Moved 1514.047 215.9397 377.2932 -0.3334729 -0.02753827
Moved 1514.078 208.556 372.556 -0.3505648 -0.03972214
Moved 1514.109 201.5302 369.1768 -0.3668282 -0.04841376
Moved 1514.14 196.3676 366.3676 -0.3787787 -0.05563893
Moved 1514.17 193.4966 364.4965 -0.3854247 -0.06045133
Moved 1514.201 191.818 362.8181 -0.38931 -0.06476838
Moved 1514.232 191 363 -0.3912037 -0.06430049
Ended 1514.262 191 361.6878 -0.3912037 -0.06767547
Began 1515.123 435 385 0.1736111 -0.007716127
Stationary 1515.153 435 385 0.1736111 -0.007716127
Stationary 1515.184 435 385 0.1736111 -0.007716127
Stationary 1515.215 435 385 0.1736111 -0.007716127
Moved 1515.246 428.4297 392.3916 0.1584021 0.01129519
Moved 1515.276 420.9092 403.7878 0.1409935 0.04060631
Moved 1515.307 412.2192 421.6738 0.1208778 0.08660952
Moved 1515.338 404.8019 444.6933 0.1037081 0.145816
Moved 1515.369 401.0058 461.9712 0.09492079 0.1902551
Moved 1515.399 400 479.7885 0.09259263 0.2360813
Moved 1515.43 400 501.1411 0.09259263 0.2910008
Moved 1515.461 400 518.8939 0.09259263 0.3366611
Moved 1515.491 400 532.7078 0.09259263 0.3721908
Moved 1515.522 400 544.039 0.09259263 0.4013348
Moved 1515.553 400 550.2888 0.09259263 0.4174093
Moved 1515.584 400 558.8178 0.09259263 0.4393462
Moved 1515.614 400 562.6907 0.09259263 0.4493071
Moved 1515.645 400 564.1221 0.09259263 0.4529888
Moved 1515.676 400 566.5 0.09259263 0.4591049
Moved 1515.707 400 567.0536 0.09259263 0.4605288
Stationary 1515.737 400 567 0.09259263 0.4603909
Moved 1515.768 375.3746 545.6663 0.03558933 0.4055203
Moved 1515.799 348.1602 521.9639 -0.02740681 0.3445572
Moved 1515.829 323.6029 500.2775 -0.08425255 0.2887795
Moved 1515.86 300.1837 480.7289 -0.1384637 0.2385001
Moved 1515.891 282.4647 465.4647 -0.1794798 0.1992404
Moved 1515.922 263.0923 449.0769 -0.2243234 0.1570908
Moved 1515.952 245.9901 434.7072 -0.2639117 0.1201317
Moved 1515.983 232.0732 422.8049 -0.2961268 0.08951882
Moved 1516.014 220.6537 413.923 -0.3225608 0.0666742
Moved 1516.045 210.5986 404.5986 -0.3458365 0.04269188
Moved 1516.075 202.9887 397.9886 -0.3634522 0.02569092
Moved 1516.106 198.7193 394.3597 -0.3733349 0.01635712
Moved 1516.137 195.6229 390.6229 -0.3805024 0.006746166
Moved 1516.167 193.7513 388.7513 -0.3848349 0.001932387
Moved 1516.198 194 387.9608 -0.3842593 -0.0001008226
Stationary 1516.229 194 388 -0.3842593 -3.924585E-08
Moved 1516.26 204.2398 391.7798 -0.360556 0.00972163
Moved 1516.291 223.783 404.5903 -0.3153171 0.04267057
Moved 1516.321 247.2128 420.383 -0.2610815 0.08328952
Moved 1516.352 272.9691 440.1722 -0.2014605 0.1341877
Moved 1516.383 296.2354 460.5809 -0.1476033 0.1866793
Moved 1516.413 318.6939 480.1662 -0.09561604 0.2370529
Moved 1516.444 334.4809 496.4808 -0.05907208 0.2790144
Moved 1516.475 350.8509 514.821 -0.02117857 0.3261857
Moved 1516.505 363.3547 529.3547 0.007765492 0.3635665
Moved 1516.536 373.8452 540.8452 0.03204912 0.3931203
