we run the risk of failure
Basic
0.6 0.6
432 388.8
Began 1002.369 310 465 -0.1157407 0.1980452
Stationary 1002.4 310 465 -0.1157407 0.1980452
Stationary 1002.431 310 465 -0.1157407 0.1980452
Stationary 1002.461 310 465 -0.1157407 0.1980452
Stationary 1002.492 310 465 -0.1157407 0.1980452
Moved 1002.523 300.6274 465 -0.1374365 0.1980452
Moved 1002.553 296.8734 465 -0.1461263 0.1980452
Moved 1002.584 293.2325 465 -0.1545543 0.1980452
Moved 1002.615 290.4334 465 -0.1610337 0.1980452
Moved 1002.646 288.5 465 -0.1655093 0.1980452
Moved 1002.676 286.8462 465 -0.1693375 0.1980452
Moved 1002.707 285.6807 465 -0.1720354 0.1980452
Moved 1002.738 284.869 465 -0.1739143 0.1980452
Moved 1002.769 283.9558 465 -0.1760283 0.1980452
Moved 1002.799 282.626 465 -0.1791064 0.1980452
Moved 1002.83 280.0507 465 -0.1850679 0.1980452
Moved 1002.861 275.3704 465 -0.1959018 0.1980452
Moved 1002.892 269.6307 465 -0.2091881 0.1980452
Moved 1002.922 264.6748 465 -0.2206602 0.1980452
Moved 1002.953 257.8271 465 -0.2365114 0.1980452
Moved 1002.984 253.0396 472.9604 -0.2475936 0.2185196
Moved 1003.015 248.1693 475.8307 -0.2588673 0.2259019
Moved 1003.045 244.273 478.3635 -0.2678866 0.2324164
Moved 1003.076 241.7738 481.2263 -0.2736718 0.2397794
Moved 1003.107 237.9207 485.1586 -0.282591 0.2498935
Moved 1003.138 235.2649 489.4703 -0.2887388 0.2609832
Moved 1003.168 230.9476 497.0524 -0.2987324 0.2804844
Moved 1003.199 229 503.7946 -0.3032407 0.2978254
Moved 1003.23 227 508.549 -0.3078704 0.3100539
Moved 1003.26 226 510.8096 -0.3101852 0.3158683
Moved 1003.291 225 513.6769 -0.3125 0.3232431
Moved 1003.322 224 515.553 -0.3148148 0.3280685
Moved 1003.353 223 517.4253 -0.3171296 0.332884
Moved 1003.383 222 517.9341 -0.3194444 0.3341927
Moved 1003.414 220.195 519 -0.3236227 0.3369341
Moved 1003.445 219 519.6766 -0.3263889 0.3386742
Moved 1003.476 217.9072 520 -0.3289184 0.3395061
Stationary 1003.506 217.9072 520 -0.3289184 0.3395061
Moved 1003.537 218 521.1274 -0.3287037 0.3424058
Stationary 1003.568 218 521.1274 -0.3287037 0.3424058
Moved 1003.599 218 522.1496 -0.3287037 0.3450349
Moved 1003.629 218 523.1717 -0.3287037 0.3476637
Moved 1003.66 227.1936 524.0968 -0.3074222 0.3500431
Moved 1003.691 236.9507 524.7377 -0.2848363 0.3516914
Moved 1003.722 245.5781 525 -0.2648655 0.3523662
Moved 1003.752 253.1724 525 -0.247286 0.3523662
Moved 1003.783 259.5277 525 -0.2325749 0.3523662
Moved 1003.814 264.6071 525 -0.2208169 0.3523662
Moved 1003.845 267.6682 525 -0.2137311 0.3523662
Moved 1003.875 270.5356 525 -0.2070936 0.3523662
Moved 1003.906 272.204 525 -0.2032314 0.3523662
Stationary 1003.937 272.204 525 -0.2032314 0.3523662
Moved 1003.967 273 525 -0.2013889 0.3523662
Ended 1003.998 273 525 -0.2013889 0.3523662
Began 1004.828 385 494 0.05787035 0.2726337
Stationary 1004.859 385 494 0.05787035 0.2726337
Stationary 1004.89 385 494 0.05787035 0.2726337
Stationary 1004.92 385 494 0.05787035 0.2726337
Stationary 1004.951 385 494 0.05787035 0.2726337
Stationary 1004.982 385 494 0.05787035 0.2726337
Stationary 1005.013 385 494 0.05787035 0.2726337
Stationary 1005.043 385 494 0.05787035 0.2726337
Stationary 1005.074 385 494 0.05787035 0.2726337
Stationary 1005.105 385 494 0.05787035 0.2726337
Stationary 1005.136 385 494 0.05787035 0.2726337
Stationary 1005.166 385 494 0.05787035 0.2726337
Stationary 1005.197 385 494 0.05787035 0.2726337
Stationary 1005.228 385 494 0.05787035 0.2726337
Stationary 1005.259 385 494 0.05787035 0.2726337
Stationary 1005.289 385 494 0.05787035 0.2726337
Stationary 1005.32 385 494 0.05787035 0.2726337
Stationary 1005.351 385 494 0.05787035 0.2726337
Moved 1005.382 370.7861 494 0.02496789 0.2726337
Moved 1005.412 362.1619 494 0.005004406 0.2726337
Moved 1005.443 352.554 494 -0.01723602 0.2726337
Moved 1005.474 345.7356 494 -0.03301953 0.2726337
Moved 1005.505 339.9089 494 -0.04650722 0.2726337
Moved 1005.535 334.1665 494 -0.05979975 0.2726337
Moved 1005.566 328.4189 494 -0.0731043 0.2726337
Moved 1005.597 324.2966 494 -0.08264675 0.2726337
Moved 1005.628 319.2752 494 -0.09427026 0.2726337
Moved 1005.658 314.4017 494 -0.1055515 0.2726337
Moved 1005.689 311.5309 494 -0.1121969 0.2726337
Moved 1005.72 306.9896 502.0052 -0.1227093 0.2932233
Moved 1005.75 303.2423 503.8788 -0.1313835 0.2980422
Moved 1005.781 299.5179 506.741 -0.1400049 0.3054038
Moved 1005.812 295.3204 510.6796 -0.1497212 0.3155337
Moved 1005.843 293 512.5469 -0.1550926 0.3203366
Moved 1005.873 292.0307 513.9693 -0.1573363 0.3239951
Moved 1005.904 291 515.8408 -0.1597222 0.3288086
Moved 1005.935 291 518.3848 -0.1597222 0.3353518
Moved 1005.966 291 522.2596 -0.1597222 0.3453179
Moved 1005.996 291 525.132 -0.1597222 0.3527056
Moved 1006.027 300.7416 526.7416 -0.1371722 0.3568455
Moved 1006.058 305.614 529.538 -0.1258935 0.3640381
Moved 1006.089 321.4518 531 -0.08923198 0.3677982
Moved 1006.119 336.4395 531 -0.0545383 0.3677982
Moved 1006.15 351.9448 531 -0.01864622 0.3677982
Moved 1006.181 375.0297 531 0.03479103 0.3677982
Moved 1006.211 390.9301 531 0.07159749 0.3677982
Moved 1006.242 401.3749 531 0.09577522 0.3677982
Moved 1006.273 411.9455 523.0136 0.1202441 0.3472571
Moved 1006.304 420.5692 520.1436 0.1402064 0.3398755
Moved 1006.334 426.7307 518.2693 0.1544691 0.3350548
Moved 1006.365 430.1706 514.6589 0.1624319 0.3257686
Moved 1006.396 434.1093 511.8907 0.1715492 0.318649
