the facts get in the way
Basic
0.6 0.6
432 388.8
Began 515.2 294 556 -0.1527778 0.4320986
Stationary 515.2308 294 556 -0.1527778 0.4320986
Stationary 515.2614 294 556 -0.1527778 0.4320986
Stationary 515.2922 294 556 -0.1527778 0.4320986
Stationary 515.3229 294 556 -0.1527778 0.4320986
Stationary 515.3536 294 556 -0.1527778 0.4320986
Stationary 515.3843 294 556 -0.1527778 0.4320986
Stationary 515.415 294 556 -0.1527778 0.4320986
Stationary 515.4457 294 556 -0.1527778 0.4320986
Moved 515.4764 294 521.2821 -0.1527778 0.3428037
Moved 515.5072 320.2032 448.7689 -0.0921222 0.1562984
Moved 515.5379 337.4399 401.9317 -0.05222241 0.03583249
Moved 515.5687 352.2513 360.8718 -0.01793683 -0.06977426
Moved 515.5994 360.0653 343.3367 0.0001511971 -0.1148747
Moved 515.6301 363.2566 334.2302 0.007538497 -0.138297
Moved 515.6608 364.6925 328.615 0.01086225 -0.1527392
Moved 515.6915 365 324.2275 0.01157403 -0.164024
Moved 515.7222 365 323.5 0.01157403 -0.1658951
Moved 515.7529 342.1133 330.8867 -0.04140452 -0.1468963
Moved 515.7836 318.0763 346.8605 -0.09704555 -0.1058114
Moved 515.8143 298.0514 358.9743 -0.1433995 -0.07465465
Moved 515.845 282.1492 367.4254 -0.1802103 -0.05291817
Moved 515.8757 268.8134 376.7493 -0.2110802 -0.02893691
Moved 515.9066 256.9685 388.0315 -0.2384989 8.09642E-05
Moved 515.9373 241.3396 401.1283 -0.2746768 0.03376619
Moved 515.968 227.7456 414.2544 -0.3061444 0.06752662
Moved 515.9986 220.5069 423.2397 -0.3229008 0.09063713
Moved 516.0294 216.6078 431.1765 -0.3319264 0.1110507
Moved 516.0601 215 437.2324 -0.3356481 0.1266264
Moved 516.0908 213.1603 442.8397 -0.3399067 0.1410484
Moved 516.1215 213 447.3421 -0.3402778 0.1526288
Moved 516.1522 213 454.9124 -0.3402778 0.1720996
Moved 516.183 217.73 463.0272 -0.3293287 0.192971
Moved 516.2136 223.7964 471.1946 -0.315286 0.2139779
Moved 516.2444 227.8358 477.5075 -0.3059356 0.2302147
Moved 516.2751 232.6685 485.7809 -0.2947487 0.251494
Moved 516.3058 237.2778 493.5556 -0.2840791 0.2714907
Moved 516.3365 242.0022 501.0065 -0.2731431 0.2906545
Moved 516.3672 246.8022 505.8022 -0.2620319 0.3029892
Moved 516.3979 254.2367 513.2367 -0.2448224 0.3221108
Moved 516.4286 259.8286 516.8286 -0.2318784 0.331349
Moved 516.4594 263.5 519.5 -0.2233796 0.3382201
Moved 516.4901 264 520 -0.2222222 0.3395061
Moved 516.5208 264 521.3141 -0.2222222 0.3428859
Ended 516.5516 264 521.3141 -0.2222222 0.3428859
Began 517.0123 362 394 0.004629592 0.01543206
Stationary 517.043 362 394 0.004629592 0.01543206
Stationary 517.0737 362 394 0.004629592 0.01543206
Stationary 517.1044 362 394 0.004629592 0.01543206
Moved 517.1351 347.2321 394 -0.02955521 0.01543206
Moved 517.1658 333.0951 394 -0.0622799 0.01543206
Moved 517.1966 309.5547 394 -0.1167714 0.01543206
Moved 517.2273 278.6564 408.303 -0.1882953 0.05221963
Moved 517.258 248.2112 417.4472 -0.2587703 0.07573861
Moved 517.2887 208.7058 426.8992 -0.3502179 0.1000493
Moved 517.3194 201.6996 429.5201 -0.3664361 0.1067904
Moved 517.3502 187.1826 430 -0.4000403 0.1080246
Moved 517.3809 178.739 430 -0.4195856 0.1080246
Moved 517.4116 177 430 -0.4236111 0.1080246
Moved 517.4423 176 430 -0.4259259 0.1080246
Moved 517.473 188.2694 413.269 -0.3975246 0.06499232
Moved 517.5037 254.6299 333.4406 -0.2439122 -0.1403279
Moved 517.5344 293.3514 290.9429 -0.1542792 -0.2496325
Moved 517.5652 316.3854 264.7682 -0.1009597 -0.3169541
Moved 517.5958 323.4127 251.7831 -0.08469293 -0.3503522
Moved 517.6266 330 241.5 -0.06944443 -0.3768004
Moved 517.6573 332.2451 236.5098 -0.0642474 -0.3896354
Moved 517.688 334 234.0394 -0.06018519 -0.3959892
Moved 517.7188 334 232.9913 -0.06018519 -0.3986849
Moved 517.7495 334 242.8849 -0.06018519 -0.3732384
Moved 517.7802 339.4668 292.1563 -0.04753058 -0.2465118
Moved 517.8109 347 338 -0.0300926 -0.1286009
Moved 517.8416 355.8169 389.8401 -0.009683172 0.004732854
Moved 517.8723 361.9781 427.8904 0.004578928 0.1025988
Moved 517.903 370.1258 461.5031 0.02343923 0.1890511
Moved 517.9337 377.7072 490.975 0.04098882 0.2648534
Moved 517.9644 384 508 0.0555556 0.3086419
Moved 517.9952 385 516.7846 0.05787035 0.331236
Moved 518.0259 385 522.9471 0.05787035 0.3470862
Moved 518.0566 385 526.5757 0.05787035 0.3564189
Moved 518.0873 377.3066 530.0991 0.04006157 0.365481
Moved 518.118 364.49 531 0.01039356 0.3677982
Moved 518.1487 331.4684 514.1583 -0.06604528 0.324481
Moved 518.1794 281.2274 478.6929 -0.1823439 0.2332634
Moved 518.2102 245.6445 448.28 -0.2647118 0.1550411
Moved 518.2408 225.4899 428.4899 -0.3113659 0.1041406
Moved 518.2716 216.7533 417.6711 -0.3315895 0.07631455
Moved 518.3023 213.5028 413.0056 -0.339114 0.06431466
Moved 518.3331 210.7847 409.7847 -0.3454058 0.0560304
Moved 518.3638 209.065 407.065 -0.3493865 0.04903546
Moved 518.3945 207.5 406 -0.3530093 0.04629618
Moved 518.4252 207 404 -0.3541667 0.04115226
Moved 518.4559 207 402.6448 -0.3541667 0.03766652
Moved 518.4866 207 402 -0.3541667 0.03600815
Ended 518.5173 207 402 -0.3541667 0.03600815
Began 518.8859 466 374 0.2453704 -0.03600823
Stationary 518.9166 466 374 0.2453704 -0.03600823
Moved 518.9473 447.8126 374 0.2032699 -0.03600823
Moved 518.978 418.2727 385.0796 0.1348905 -0.007511421
Moved 519.0088 396.7237 395.6382 0.08500844 0.01964553
Moved 519.0395 380.643 404.8142 0.04778484 0.04324642
Moved 519.0702 364.0287 413.9828 0.009325742 0.06682804
