come and see our new car
Basic
0.6 0.6
432 388.8
Began 998.9918 331 316 -0.06712963 -0.1851853
Stationary 999.0225 331 316 -0.06712963 -0.1851853
Stationary 999.0532 331 316 -0.06712963 -0.1851853
Stationary 999.0839 331 316 -0.06712963 -0.1851853
Stationary 999.1146 331 316 -0.06712963 -0.1851853
Moved 999.1454 349.2285 336.2285 -0.02493411 -0.1331573
Moved 999.1761 363.6362 352.6362 0.00841717 -0.09095627
Moved 999.2068 379.5549 368.3328 0.04526605 -0.05058438
Moved 999.2375 399.9865 389.9865 0.09256124 0.005109143
Moved 999.2682 414.2256 404.1805 0.1255222 0.04161638
Moved 999.299 424.7388 414.7388 0.1498584 0.06877267
Moved 999.3298 436.1866 423.312 0.176358 0.09082295
Moved 999.3605 449.566 439.8792 0.2073288 0.1334341
Moved 999.3912 464.9594 454.9594 0.2429614 0.1722204
Moved 999.4219 479.8669 468.8669 0.2774698 0.207991
Moved 999.4526 492.261 481.8262 0.3061596 0.2413225
Moved 999.4833 502.75 493.75 0.3304399 0.2719907
Moved 999.514 507.3174 500.6348 0.3410126 0.2896986
Moved 999.5448 510.8595 504.8596 0.3492119 0.3005646
Moved 999.5756 512.5 507.5 0.3530093 0.3073559
Moved 999.6063 513.0775 508.0775 0.3543459 0.3088411
Stationary 999.637 513 508 0.3541666 0.3086419
Moved 999.6677 514.4077 508 0.3574253 0.3086419
Moved 999.6984 506.2388 467.2023 0.3385156 0.2037095
Moved 999.7291 494.7788 424.1154 0.3119881 0.09288925
Moved 999.7599 488.5385 392.0002 0.2975428 0.01028861
Moved 999.7906 482.6372 356.3676 0.2838825 -0.08135909
Moved 999.8214 477.9061 331.5775 0.2729308 -0.1451198
Moved 999.8521 476 311.5596 0.2685185 -0.1966061
Moved 999.8828 473.54 297.2399 0.262824 -0.2334365
Moved 999.9135 471.6638 288.9915 0.2584811 -0.2546516
Moved 999.9442 470 281.3903 0.2546296 -0.2742019
Moved 999.975 468 276.438 0.25 -0.2869392
Moved 1000.006 466 271.4276 0.2453704 -0.2998261
Moved 1000.036 464.5541 268.5541 0.2420234 -0.3072169
Moved 1000.067 464 265.6792 0.2407408 -0.3146112
Moved 1000.098 460.2693 265 0.2321049 -0.3163581
Moved 1000.129 445.0456 270.2101 0.1968648 -0.3029577
Moved 1000.159 408.2415 303.1442 0.11167 -0.2182507
Moved 1000.19 376.5 340 0.03819446 -0.1234569
Moved 1000.221 336.8428 383.2021 -0.05360464 -0.01234031
Moved 1000.251 301.5898 418.4103 -0.1352089 0.07821566
Moved 1000.282 278.6281 444.1393 -0.1883609 0.1443911
Moved 1000.313 266.0164 456.9836 -0.2175547 0.177427
Moved 1000.344 253.3824 469.6176 -0.2468 0.2099218
Moved 1000.374 242.8086 480.1914 -0.2712764 0.2371178
Moved 1000.405 236.1074 486.8926 -0.2867885 0.2543534
Moved 1000.436 232.0591 490.9409 -0.2961596 0.2647657
Moved 1000.466 230.6519 493.3481 -0.2994169 0.270957
Moved 1000.497 228.7866 495 -0.3037348 0.2752057
Moved 1000.528 229 496 -0.3032407 0.2777777
Moved 1000.559 228 497 -0.3055556 0.2803498
Ended 1000.589 228 498.0312 -0.3055556 0.283002
Began 1001.111 184 365 -0.4074074 -0.05915646
Stationary 1001.142 184 365 -0.4074074 -0.05915646
Moved 1001.173 195.8888 365 -0.379887 -0.05915646
Moved 1001.204 217.8606 354.3255 -0.3290264 -0.08661144
Moved 1001.235 241.5982 343.3344 -0.2740782 -0.1148809
Moved 1001.265 269.1559 330.5377 -0.2102872 -0.1477942
Moved 1001.296 293.2521 321.5826 -0.1545091 -0.1708266
Moved 1001.327 311.0007 311.9996 -0.1134243 -0.1954743
Moved 1001.357 332.2571 298.6191 -0.06421963 -0.2298893
Moved 1001.388 346.7512 289.7493 -0.03066862 -0.2527023
Moved 1001.419 363.4051 278.4828 0.007882119 -0.2816801
Moved 1001.45 378.1578 269.2281 0.042032 -0.3054833
Moved 1001.48 392.343 259.7256 0.074868 -0.3299237
Moved 1001.511 402.8126 250.125 0.09910325 -0.3546167
Moved 1001.542 410.2148 242.7852 0.1162381 -0.373495
Moved 1001.573 415.7026 238.6487 0.1289413 -0.384134
Moved 1001.603 421.4584 232.5416 0.1422649 -0.3998415
Moved 1001.634 426.198 228.901 0.153236 -0.4092053
Moved 1001.665 428.5996 227 0.1587954 -0.4140947
Moved 1001.695 429 225.9622 0.1597223 -0.4167641
Stationary 1001.726 429 226 0.1597223 -0.4166668
Moved 1001.757 405.0409 251.7415 0.1042613 -0.3504593
Moved 1001.788 387.6075 272.9332 0.06390621 -0.2959537
Moved 1001.818 364.8798 299.4148 0.01129587 -0.2278427
Moved 1001.849 335.8414 335.1982 -0.05592262 -0.1358072
Moved 1001.88 318.8666 355.16 -0.09521614 -0.084465
Moved 1001.91 303.437 373.563 -0.1309328 -0.03713223
Moved 1001.941 292.6465 388.1379 -0.1559107 0.000354704
Moved 1001.972 282.3573 402.3034 -0.1797286 0.03678852
Moved 1002.003 275.5264 412.7104 -0.1955407 0.0635554
Moved 1002.033 270.9034 419.29 -0.2062422 0.08047822
Moved 1002.064 267.0295 423.941 -0.2152095 0.09244066
Moved 1002.095 265.5955 425.4045 -0.218529 0.09620501
Moved 1002.126 264 428.3857 -0.2222222 0.1038726
Ended 1002.156 264 429 -0.2222222 0.1054526
Began 1002.586 219 341 -0.3263889 -0.1208849
Stationary 1002.617 219 341 -0.3263889 -0.1208849
Stationary 1002.648 219 341 -0.3263889 -0.1208849
Stationary 1002.679 219 341 -0.3263889 -0.1208849
Stationary 1002.709 219 341 -0.3263889 -0.1208849
Moved 1002.74 219 359.3281 -0.3263889 -0.07374469
Moved 1002.771 229.9115 375.6902 -0.3011308 -0.03166104
Moved 1002.802 234.0102 389.5255 -0.2916431 0.003923408
Moved 1002.832 237.3725 402.4899 -0.28386 0.0372681
Moved 1002.863 241.2434 416.2168 -0.2748996 0.07257406
Moved 1002.894 244.1148 431.6891 -0.2682527 0.1123689
Moved 1002.924 247.6316 441.5265 -0.260112 0.1376709
