this is a very good idea
Moved 1032.711 305.695 500.0762 -0.125706 0.2882618
Moved 1032.741 314.3875 497 -0.1055845 0.2803498
Moved 1032.772 321.0687 496 -0.09011869 0.2777777
Moved 1032.803 328.6396 493.7868 -0.07259354 0.2720853
Moved 1032.834 337.2972 492.9009 -0.05255282 0.2698068
Moved 1032.865 349.545 491.291 -0.02420142 0.2656661
Moved 1032.895 368.3754 490 0.01938741 0.2623456
Moved 1032.926 383.7754 489 0.05503565 0.2597736
Moved 1032.957 395.8644 489 0.08301944 0.2597736
Moved 1032.987 403.3509 489 0.1003493 0.2597736
Moved 1033.018 409.3158 489 0.114157 0.2597736
Moved 1033.049 415.0613 489 0.1274568 0.2597736
Ended 1033.08 416 489 0.1296297 0.2597736
Began 1034.186 254 315 -0.2453704 -0.1877573
Stationary 1034.217 254 315 -0.2453704 -0.1877573
Stationary 1034.247 254 315 -0.2453704 -0.1877573
Moved 1034.278 265.5384 315 -0.2186611 -0.1877573
Moved 1034.309 283.5844 339.501 -0.1768879 -0.1247404
Moved 1034.34 303.588 356.6395 -0.1305833 -0.08065973
Moved 1034.37 325.489 374.6779 -0.07988662 -0.03426485
Moved 1034.401 342.8424 389.5792 -0.03971671 0.004061554
Moved 1034.432 361.5692 405.1208 0.003632307 0.04403507
Moved 1034.463 380.5898 420.4213 0.04766146 0.08338794
Moved 1034.493 394.8508 433.8508 0.0806732 0.117929
Moved 1034.524 410.3765 451.8589 0.1166122 0.1642461
Moved 1034.555 425.0168 466.0168 0.1505018 0.2006603
Moved 1034.585 439.0854 482.5196 0.1830681 0.2431059
Moved 1034.616 449.4921 495.3228 0.2071576 0.2760359
Moved 1034.647 458.3181 506.9771 0.2275881 0.306011
Moved 1034.678 465.0437 515.0437 0.2431567 0.3267585
Moved 1034.708 470.7789 521.7789 0.2564326 0.3440813
Moved 1034.739 473 525.8492 0.2615741 0.3545503
Moved 1034.77 474.7991 528 0.2657388 0.3600822
Moved 1034.8 475 529.3458 0.2662037 0.3635437
Stationary 1034.831 475 529 0.2662037 0.3626543
Moved 1034.862 444.4776 514.6676 0.19555 0.325791
Moved 1034.893 410.1142 491.7714 0.116005 0.2669016
Moved 1034.923 369.8717 460.4614 0.02285113 0.1863719
Moved 1034.954 340.5196 438.2637 -0.04509345 0.1292791
Moved 1034.985 305.9927 405.9927 -0.1250168 0.04627753
Moved 1035.016 289.6247 391.6998 -0.1629059 0.009515746
Moved 1035.046 277.2933 380.2346 -0.1914508 -0.01997277
Moved 1035.077 267.1837 370.1837 -0.2148524 -0.04582385
Moved 1035.108 261.3358 364.3358 -0.2283894 -0.0608649
Moved 1035.139 257.8058 360.8058 -0.2365607 -0.06994404
Ended 1035.169 256 360 -0.2407407 -0.07201654
Began 1035.661 527 511 0.3865741 0.3163579
Stationary 1035.692 527 511 0.3865741 0.3163579
Stationary 1035.722 527 511 0.3865741 0.3163579
Moved 1035.753 505.7399 511 0.3373609 0.3163579
Moved 1035.784 486.7764 499.1411 0.2934639 0.2858567
Moved 1035.815 459.5336 492.0751 0.2304017 0.2676827
Moved 1035.845 436.7753 483.4751 0.1777206 0.2455635
Moved 1035.876 415.6834 476.9095 0.1288968 0.2286768
Moved 1035.907 397.6759 469.338 0.08721262 0.2092025
Moved 1035.938 381.8611 460.7167 0.05060454 0.1870284
Moved 1035.968 368.5104 453.1063 0.01970013 0.1674543
Moved 1035.999 358.6114 447.3668 -0.003214429 0.1526924
Moved 1036.03 348.1421 441.571 -0.02744878 0.1377855
Moved 1036.06 338.6621 435.8311 -0.04939318 0.1230222
Moved 1036.091 329.6195 431.5399 -0.07032524 0.1119851
Moved 1036.122 321.1184 425.0888 -0.0900037 0.09539293
Moved 1036.153 310.601 417.4507 -0.1143495 0.07574776
Moved 1036.183 301.1604 408.8703 -0.1362029 0.05367875
Moved 1036.214 292.5 400.5 -0.15625 0.03215016
Moved 1036.245 285.6729 393.6729 -0.1720534 0.01459071
Moved 1036.276 280.9476 388.9476 -0.1829916 0.002437246
Moved 1036.306 278.1022 386.1022 -0.1895783 -0.004881164
Moved 1036.337 277 385 -0.1921296 -0.007716127
Moved 1036.368 274.5 383.5 -0.1979167 -0.01157415
Moved 1036.399 271.8341 384 -0.2040876 -0.01028807
Moved 1036.429 266.9305 391.243 -0.2154385 0.008341157
Moved 1036.46 261.3709 403.2581 -0.228308 0.03924413
Moved 1036.491 255.1815 418.0464 -0.2426355 0.07727968
Moved 1036.521 252.7237 436.6576 -0.2483247 0.1251481
Moved 1036.552 252.1355 449.3223 -0.2496862 0.1577219
Moved 1036.583 252 459.7321 -0.25 0.1844959
Moved 1036.614 251.4496 467.1009 -0.2512741 0.2034487
Moved 1036.644 249.5907 472.8187 -0.2555771 0.218155
Moved 1036.675 249 475.9321 -0.2569445 0.2261628
Moved 1036.706 247.2012 477 -0.2611084 0.2289094
Moved 1036.737 244.6752 477 -0.2669555 0.2289094
Moved 1036.767 237.5 465 -0.2835648 0.1980452
Moved 1036.798 222.4835 438.7603 -0.3183253 0.1305562
Moved 1036.829 211.1087 408.3623 -0.3446558 0.05237214
Moved 1036.859 204.3398 385.1892 -0.3603247 -0.007229479
Moved 1036.89 200.4534 369.36 -0.369321 -0.04794227
Moved 1036.921 196.7715 350.4008 -0.3778436 -0.09670587
Ended 1036.952 193 343 -0.3865741 -0.1157408
PhraseEnd 1037.781
