I listen to the tape everyday
Basic
0.6 0.6
432 388.8
Began 1289.578 310 595 -0.1157407 0.5324073
Stationary 1289.609 310 595 -0.1157407 0.5324073
Stationary 1289.64 310 595 -0.1157407 0.5324073
Stationary 1289.671 310 595 -0.1157407 0.5324073
Ended 1289.701 310 595 -0.1157407 0.5324073
Began 1290.9 544 381 0.4259259 -0.01800419
Stationary 1290.931 544 381 0.4259259 -0.01800419
Stationary 1290.962 544 381 0.4259259 -0.01800419
Stationary 1290.993 544 381 0.4259259 -0.01800419
Stationary 1291.023 544 381 0.4259259 -0.01800419
Stationary 1291.054 544 381 0.4259259 -0.01800419
Stationary 1291.085 544 381 0.4259259 -0.01800419
Stationary 1291.116 544 381 0.4259259 -0.01800419
Stationary 1291.146 544 381 0.4259259 -0.01800419
Stationary 1291.177 544 381 0.4259259 -0.01800419
Stationary 1291.208 544 381 0.4259259 -0.01800419
Stationary 1291.239 544 381 0.4259259 -0.01800419
Moved 1291.269 529.1816 403.7822 0.3916241 0.04059195
Moved 1291.3 513.6901 430.9014 0.3557641 0.1103431
Moved 1291.331 500.1739 458.0652 0.3244767 0.1802088
Moved 1291.361 483.4781 490.1634 0.2858288 0.2627658
Moved 1291.392 468.9339 519.1322 0.2521618 0.3372741
Moved 1291.422 457.2975 547.2562 0.2252257 0.4096096
Moved 1291.454 449.6154 562.7692 0.2074431 0.4495091
Moved 1291.484 443.7417 575.1458 0.1938464 0.481342
Moved 1291.515 438.2448 585.1328 0.1811222 0.5070288
Moved 1291.546 433.7244 591.2756 0.1706583 0.522828
Moved 1291.577 432 593.8922 0.1666667 0.5295579
Moved 1291.607 428.7131 595 0.1590581 0.5324073
Moved 1291.638 401.268 576.2249 0.09552777 0.4841174
Moved 1291.669 351.7775 529.1752 -0.0190335 0.3631049
Moved 1291.7 305 476.5 -0.1273148 0.2276234
Moved 1291.73 260.9726 422.9653 -0.22923 0.08993129
Moved 1291.761 237.4434 392.1651 -0.2836958 0.01071267
Moved 1291.792 223.9479 370.4088 -0.3149354 -0.04524482
Moved 1291.823 216.171 359.228 -0.3329375 -0.07400214
Moved 1291.853 211.3208 349.9625 -0.3441647 -0.09783301
Moved 1291.884 208.5704 345.5704 -0.3505314 -0.1091295
Moved 1291.915 206.9091 342.9091 -0.354377 -0.1159745
Moved 1291.946 207 341.5 -0.3541667 -0.1195988
Moved 1291.976 207 340.6872 -0.3541667 -0.1216894
Moved 1292.007 206 341 -0.3564815 -0.1208849
Stationary 1292.038 206 341 -0.3564815 -0.1208849
Stationary 1292.069 206 341 -0.3564815 -0.1208849
Moved 1292.099 213.2516 349.2875 -0.3396954 -0.09956917
Moved 1292.13 219.5005 357.334 -0.3252303 -0.07887334
Moved 1292.161 230 370.5 -0.3009259 -0.04501037
Moved 1292.192 243.8911 388.8729 -0.2687707 0.002244941
Moved 1292.222 260.8622 409.3278 -0.2294856 0.05485534
Moved 1292.253 277.4051 431.3672 -0.1911918 0.111541
Moved 1292.284 288.7102 447.6522 -0.1650227 0.1534264
Moved 1292.314 301.385 462.3851 -0.1356828 0.1913195
Moved 1292.345 312.725 477.1563 -0.1094328 0.2293113
Moved 1292.376 324.799 489.799 -0.08148392 0.2618285
Moved 1292.407 334.0176 501.6212 -0.06014436 0.2922354
Moved 1292.437 344.0997 512.0997 -0.03680617 0.3191864
Moved 1292.468 354.4653 521.349 -0.01281182 0.3429757
Moved 1292.53 375.1552 536.4368 0.03508141 0.3817817
Stationary 1292.56 375.1552 536.4368 0.03508141 0.3817817
Moved 1292.591 380.4078 540.4692 0.04724026 0.3921533
Moved 1292.622 386.4399 544.2199 0.06120344 0.4018
Moved 1292.653 393.2889 548.6445 0.07705767 0.4131802
Moved 1292.683 398.7847 551.3923 0.0897793 0.4202477
Moved 1292.714 403.2711 554.1356 0.1001646 0.4273033
Moved 1292.745 408.7472 555.8736 0.1128407 0.4317735
Moved 1292.776 413.5594 556 0.1239801 0.4320986
Moved 1292.806 422.1196 558.0399 0.1437953 0.4373452
Moved 1292.837 433.0302 558 0.1690515 0.4372427
Moved 1292.868 444 558 0.1944444 0.4372427
Moved 1292.899 453.0778 550.8185 0.2154578 0.4187719
Moved 1292.929 461.1347 548.4326 0.2341082 0.4126352
Moved 1292.96 469.0868 545.4566 0.2525158 0.4049809
Moved 1292.991 473.9315 544 0.2637305 0.4012345
Moved 1293.021 479.4218 541.2891 0.2764394 0.3942619
Moved 1293.052 484.9114 538.5443 0.2891468 0.3872024
Moved 1293.083 491.6854 534.5431 0.3048272 0.3769111
Moved 1293.114 497.089 531.3037 0.3173355 0.3685794
Moved 1293.144 501.4528 527.5472 0.3274369 0.3589177
Moved 1293.175 507.4364 521.5636 0.3412879 0.3435277
Moved 1293.206 510.9878 515.0367 0.3495087 0.3267404
Moved 1293.237 513.4191 508.7429 0.3551367 0.3105526
Moved 1293.267 515.1725 501.4823 0.3591957 0.2918783
Moved 1293.298 515 491.2578 0.3587963 0.2655807
Moved 1293.329 515 479.5 0.3587963 0.2353394
Moved 1293.36 515 467.5944 0.3587963 0.2047181
Moved 1293.39 504.2943 451.883 0.3340147 0.1643081
Moved 1293.421 497.7404 437.2213 0.3188436 0.1265979
Moved 1293.452 490.8275 422.655 0.3028415 0.08913323
Moved 1293.483 478.8446 395.8582 0.2751033 0.02021122
Moved 1293.513 463.484 370.1401 0.2395464 -0.04593609
Moved 1293.544 446.9076 342.164 0.201175 -0.117891
Moved 1293.575 434.3635 319.4997 0.1721376 -0.1761839
Moved 1293.606 420.8507 291.1642 0.1408582 -0.2490635
Moved 1293.636 411.1345 271.269 0.1183669 -0.3002342
Moved 1293.667 402.8624 251.6788 0.09921849 -0.3506203
Moved 1293.698 397.959 236.8768 0.08786797 -0.3886913
Moved 1293.729 393.4241 221.2723 0.0773706 -0.4288263
Moved 1293.759 391.9577 212.8732 0.07397622 -0.4504291
Moved 1293.79 391 207 0.07175922 -0.465535
Moved 1293.821 390 201.5117 0.06944448 -0.479651
Moved 1293.851 390 197 0.06944448 -0.4912551
Moved 1293.882 390 195.2267 0.06944448 -0.4958162
