hands on experience with a job
Basic
0.6 0.6
432 388.8
Began 1281.079 427 378 0.1550926 -0.02572024
Stationary 1281.11 427 378 0.1550926 -0.02572024
Stationary 1281.141 427 378 0.1550926 -0.02572024
Stationary 1281.171 427 378 0.1550926 -0.02572024
Moved 1281.202 413.4929 378 0.1238262 -0.02572024
Moved 1281.233 402.604 378 0.09862035 -0.02572024
Moved 1281.264 388.9985 369.9997 0.06712625 -0.04629716
Moved 1281.294 375.7634 370 0.03648927 -0.04629637
Moved 1281.325 358.5808 370 -0.00328511 -0.04629637
Moved 1281.356 338.0382 370 -0.05083749 -0.04629637
Moved 1281.386 319.948 370 -0.09271289 -0.04629637
Moved 1281.417 306.4292 378.653 -0.1240064 -0.02404083
Moved 1281.448 282.351 382.5213 -0.179743 -0.01409138
Moved 1281.479 262.2384 386.3945 -0.2263 -0.004129331
Moved 1281.509 241.0835 389.2738 -0.2752697 0.003276126
Moved 1281.54 221.2845 390.8165 -0.3211008 0.007244118
Moved 1281.571 202.139 392.6944 -0.365419 0.01207403
Moved 1281.602 187.1737 394 -0.4000609 0.01543206
Moved 1281.632 175.7498 395.0626 -0.426505 0.01816498
Moved 1281.663 162.2192 395.9562 -0.457826 0.02046338
Moved 1281.694 154.3628 396 -0.476012 0.02057605
Moved 1281.724 149.3155 397 -0.4876955 0.02314815
Moved 1281.755 146 397 -0.4953704 0.02314815
Moved 1281.786 144.5 397 -0.4988426 0.02314815
Moved 1281.817 145 397 -0.4976852 0.02314815
Moved 1281.847 150.0649 388.1006 -0.4859609 0.0002588264
Moved 1281.878 167.7273 372.2727 -0.4450757 -0.04045086
Moved 1281.909 186.8434 357.6833 -0.4008255 -0.07797508
Moved 1281.94 206.7746 340.3545 -0.3546884 -0.1225451
Moved 1281.97 223.4638 326.8116 -0.316056 -0.1573776
Moved 1282.001 243.5531 312.9545 -0.2695529 -0.1930184
Moved 1282.032 264.6638 297.0973 -0.2206858 -0.2338033
Moved 1282.063 288.2867 281.7296 -0.1660029 -0.2733292
Moved 1282.093 308.361 271.0244 -0.1195347 -0.3008632
Moved 1282.124 333.3409 259.6632 -0.06171088 -0.3300844
Moved 1282.155 356.2761 248.8619 -0.008620172 -0.3578655
Moved 1282.185 375.3101 239.8671 0.03544013 -0.3810004
Moved 1282.216 396.5287 234.1346 0.08455714 -0.3957443
Moved 1282.247 411.1983 229.2004 0.1185147 -0.4084351
Moved 1282.278 423.7115 224.6443 0.1474805 -0.4201536
Moved 1282.308 433.9852 221.7537 0.1712621 -0.4275884
Moved 1282.339 440.2325 221 0.1857235 -0.4295268
Moved 1282.37 444.0002 220 0.194445 -0.4320988
Moved 1282.401 447.6433 219 0.202878 -0.4346708
Moved 1282.431 450.396 219 0.20925 -0.4346708
Moved 1282.462 452.2683 219 0.2135841 -0.4346708
Moved 1282.493 453.5 219 0.2164352 -0.4346708
Moved 1282.523 453 219 0.2152778 -0.4346708
Moved 1282.554 441.376 242.1417 0.1883703 -0.3751499
Moved 1282.585 419.8536 262.7531 0.1385501 -0.3221373
Moved 1282.616 388.4085 290.0732 0.06576041 -0.2518695
Moved 1282.646 361.0963 311.4755 0.002537668 -0.1968224
Moved 1282.677 331.4425 335.8093 -0.06610523 -0.1342355
Moved 1282.708 308.6805 354.7662 -0.118795 -0.08547786
Moved 1282.739 294.7706 366.2294 -0.1509939 -0.05599449
Moved 1282.769 280.1816 380.8184 -0.1847647 -0.0184713
Moved 1282.8 266.7162 396.1047 -0.2159346 0.02084524
Moved 1282.831 257.9185 406.7753 -0.2362998 0.04829038
Moved 1282.862 253.4762 412.5238 -0.2465828 0.06307559
Moved 1282.892 249.8718 417.1282 -0.2549263 0.07491806
Moved 1282.923 246.9968 421.0032 -0.2615815 0.08488467
Moved 1282.954 244.3471 423.653 -0.2677152 0.09169991
Moved 1282.984 241.594 426 -0.274088 0.09773654
Moved 1283.015 239.5 428.5 -0.2789352 0.1041665
Moved 1283.046 238 430.1526 -0.2824074 0.1084171
Moved 1283.077 234.6838 431 -0.2900838 0.1105966
Moved 1283.107 228.3991 432 -0.3046317 0.1131687
Moved 1283.138 218.3566 432 -0.3278783 0.1131687
Moved 1283.169 209.1711 432 -0.3491409 0.1131687
Moved 1283.2 202.5284 424.1761 -0.3645175 0.09304556
Moved 1283.23 197.609 421.3045 -0.3759051 0.08565965
Moved 1283.261 194.4286 419.4286 -0.3832671 0.08083488
Moved 1283.292 193 417.9368 -0.3865741 0.07699794
Moved 1283.323 191.0402 417 -0.3911106 0.0745884
Ended 1283.353 191 417 -0.3912037 0.0745884
Began 1284.398 531 584 0.3958333 0.5041152
Stationary 1284.429 531 584 0.3958333 0.5041152
Stationary 1284.459 531 584 0.3958333 0.5041152
Stationary 1284.49 531 584 0.3958333 0.5041152
Moved 1284.521 513.957 565.4355 0.3563818 0.4563669
Moved 1284.552 507.2215 554.4429 0.3407905 0.4280939
Moved 1284.582 499.1488 543.248 0.3221037 0.3993003
Moved 1284.613 490.3928 523.3748 0.3018351 0.3481862
Moved 1284.644 484.3229 505.6143 0.2877845 0.3025059
Moved 1284.675 478.3535 485.5118 0.2739666 0.250802
Moved 1284.705 471.8084 463.3615 0.2588159 0.193831
Moved 1284.736 466.1544 440.772 0.2457278 0.1357305
Moved 1284.767 460.411 416.644 0.2324329 0.07367295
Moved 1284.797 454 397 0.2175926 0.02314815
Moved 1284.828 446.3727 369.9089 0.1999367 -0.04653075
Moved 1284.859 441.8287 349.4005 0.1894183 -0.09927875
Moved 1284.89 436.0819 332.2866 0.1761154 -0.1432959
Moved 1284.92 431.2987 316.5453 0.1650433 -0.1837826
Moved 1284.951 425.325 295.9752 0.1512154 -0.2366895
Moved 1284.982 420.7813 282.125 0.1406973 -0.2723122
Moved 1285.013 416.9117 268.647 0.1317402 -0.3069779
Moved 1285.043 412.6784 256.3569 0.1219409 -0.3385883
Moved 1285.074 408.4661 245.9321 0.1121899 -0.365401
Moved 1285.105 405.5987 237.7961 0.1055526 -0.3863268
Moved 1285.135 403.0463 233.0925 0.09964416 -0.3984246
