they might find your comment offensive
Basic
0.6 0.6
432 388.8
Began 1787.292 328 457 -0.07407407 0.1774691
Stationary 1787.323 328 457 -0.07407407 0.1774691
Stationary 1787.353 328 457 -0.07407407 0.1774691
Stationary 1787.384 328 457 -0.07407407 0.1774691
Stationary 1787.415 328 457 -0.07407407 0.1774691
Stationary 1787.445 328 457 -0.07407407 0.1774691
Stationary 1787.476 328 457 -0.07407407 0.1774691
Stationary 1787.507 328 457 -0.07407407 0.1774691
Stationary 1787.537 328 457 -0.07407407 0.1774691
Stationary 1787.568 328 457 -0.07407407 0.1774691
Stationary 1787.599 328 457 -0.07407407 0.1774691
Stationary 1787.63 328 457 -0.07407407 0.1774691
Stationary 1787.66 328 457 -0.07407407 0.1774691
Moved 1787.691 328 452.5493 -0.07407407 0.1660217
Moved 1787.722 335 448 -0.05787035 0.1543209
Stationary 1787.752 335 448 -0.05787035 0.1543209
Moved 1787.783 336.3491 448 -0.05474756 0.1543209
Moved 1787.814 336 457.1341 -0.05555556 0.1778139
Moved 1787.845 337 462.5845 -0.05324075 0.1918326
Moved 1787.875 339.1641 469.4922 -0.04823129 0.2095993
Moved 1787.906 341.8936 478.6809 -0.04191294 0.2332327
Moved 1787.937 344.5 487.5 -0.03587961 0.2559156
Moved 1787.968 345.3322 489.9967 -0.03395314 0.2623371
Moved 1787.998 346.7684 496.5368 -0.03062869 0.2791584
Moved 1788.029 347 500.397 -0.0300926 0.2890867
Moved 1788.06 349.1102 507.2204 -0.0252079 0.3066367
Moved 1788.09 349 512.2597 -0.02546296 0.3195979
Moved 1788.121 349 516.2269 -0.02546296 0.3298016
Moved 1788.152 349 519.9554 -0.02546296 0.3393915
Moved 1788.183 349 522.6815 -0.02546296 0.346403
Moved 1788.213 349 526.0931 -0.02546296 0.3551775
Moved 1788.244 349 530.6611 -0.02546296 0.3669266
Moved 1788.275 349 534.1135 -0.02546296 0.3758061
Moved 1788.305 349 537.2847 -0.02546296 0.3839625
Moved 1788.336 349 539.5 -0.02546296 0.3896604
Moved 1788.367 349 541.4359 -0.02546296 0.3946396
Moved 1788.398 349 542.3547 -0.02546296 0.3970028
Moved 1788.428 349 543.2642 -0.02546296 0.3993419
Moved 1788.459 349 544 -0.02546296 0.4012345
Moved 1788.49 349 545.2366 -0.02546296 0.404415
Stationary 1788.521 349 545.2366 -0.02546296 0.404415
Moved 1788.551 342 546.4546 -0.04166668 0.4075477
Stationary 1788.582 342 546 -0.04166668 0.4063785
Stationary 1788.613 342 546 -0.04166668 0.4063785
Moved 1788.643 342 547.0699 -0.04166668 0.4091304
Moved 1788.674 340.5 547 -0.0451389 0.4089505
Stationary 1788.705 340.5 547 -0.0451389 0.4089505
Moved 1788.735 341 547 -0.04398147 0.4089505
Stationary 1788.766 341 547 -0.04398147 0.4089505
Moved 1788.797 339.6345 547 -0.04714241 0.4089505
Stationary 1788.828 339.6345 547 -0.04714241 0.4089505
Stationary 1788.858 339.6345 547 -0.04714241 0.4089505
Moved 1788.889 339 547 -0.04861111 0.4089505
Stationary 1788.92 339 547 -0.04861111 0.4089505
Moved 1788.951 338 537.8564 -0.05092591 0.3854331
Moved 1788.981 338 521.8929 -0.05092591 0.3443746
Moved 1789.012 351.6471 484.5098 -0.0193355 0.2482248
Moved 1789.043 356.6657 471.7523 -0.007718354 0.2154121
Moved 1789.073 360.838 460.7653 0.001939833 0.1871535
Moved 1789.104 366.9967 443.0078 0.01619597 0.1414807
Moved 1789.135 373 424 0.0300926 0.09259254
Moved 1789.166 380.2892 403.9879 0.04696568 0.04112091
Moved 1789.196 387.7634 386.7099 0.06426702 -0.003318198
Moved 1789.227 392.2065 370.7772 0.0745521 -0.04429734
Moved 1789.258 396.001 358.9975 0.08333565 -0.07459499
Moved 1789.288 399.446 347.108 0.09131023 -0.105175
Moved 1789.319 401.4471 338.6588 0.09594222 -0.1269063
Moved 1789.35 403.1764 332.6473 0.09994527 -0.1423682
Moved 1789.381 404 329.3816 0.1018518 -0.1507676
Moved 1789.411 404 327.6527 0.1018518 -0.1552143
Stationary 1789.442 404 328 0.1018518 -0.1543211
Moved 1789.473 387.0213 344.7744 0.06254941 -0.1111771
Moved 1789.504 374.0163 361.3772 0.03244509 -0.06847436
Moved 1789.534 362.2919 375.5622 0.005305211 -0.03199024
Moved 1789.565 351.3836 390.2705 -0.01994535 0.005839744
Moved 1789.596 342.8703 402.5062 -0.03965199 0.03731013
Moved 1789.626 335.7488 412.0016 -0.0561371 0.0617324
Moved 1789.657 326.567 426.9106 -0.07739112 0.1000786
Moved 1789.688 319.3779 439.8295 -0.09403259 0.1333062
Moved 1789.719 314.584 450.832 -0.1051297 0.1616049
Moved 1789.749 306.9554 463.7411 -0.1227885 0.1948072
Moved 1789.78 302 472 -0.1342593 0.2160493
Moved 1789.811 293.2495 484.4381 -0.154515 0.2480403
Moved 1789.841 284.8088 495.1912 -0.1740536 0.2756974
Moved 1789.872 279 503 -0.1875 0.2957818
Moved 1789.903 272.9297 509.5352 -0.2015516 0.3125903
Moved 1789.934 269.7395 512.2604 -0.2089363 0.3195998
Moved 1789.964 265.5951 515.7025 -0.21853 0.3284527
Moved 1789.995 262.537 517 -0.2256088 0.33179
Moved 1790.026 257.6863 520.1569 -0.2368373 0.3399095
Moved 1790.057 252.2451 522 -0.2494326 0.3446501
Moved 1790.087 249.7106 524.2894 -0.2552995 0.3505386
Moved 1790.118 247 526 -0.2615741 0.3549381
Moved 1790.149 246 527 -0.2638889 0.3575102
Moved 1790.179 246 528.2394 -0.2638889 0.360698
Moved 1790.21 246 529.9715 -0.2638889 0.365153
Moved 1790.241 252.1942 531.6882 -0.2495505 0.3695684
Moved 1790.271 266.4843 532 -0.2164715 0.3703703
Moved 1790.302 283.1332 533 -0.1779325 0.3729423
Moved 1790.333 301.929 533 -0.1344236 0.3729423
Moved 1790.364 318.4298 533 -0.09622738 0.3729423
Moved 1790.394 334.0494 533 -0.0600708 0.3729423
Moved 1790.425 344.4899 533 -0.03590295 0.3729423
Moved 1790.456 357.4124 533 -0.005989721 0.3729423
