I just cannot figure this out
Basic
0.6 0.6
432 388.8
Began 867.1987 494 583 0.3101851 0.5015431
Stationary 867.2294 494 583 0.3101851 0.5015431
Ended 867.2601 494 583 0.3101851 0.5015431
Began 868.2128 358 354 -0.004629641 -0.08744855
Stationary 868.2435 358 354 -0.004629641 -0.08744855
Stationary 868.2743 358 354 -0.004629641 -0.08744855
Moved 868.3051 358 381.2923 -0.004629641 -0.0172524
Moved 868.3357 351 425.3217 -0.02083332 0.09599183
Moved 868.3665 351 483.4604 -0.02083332 0.2455256
Moved 868.3972 351 504.8497 -0.02083332 0.3005392
Moved 868.4279 351 514.7117 -0.02083332 0.3259045
Moved 868.4586 351 519.7633 -0.02083332 0.3388973
Moved 868.4894 351 522.2384 -0.02083332 0.3452632
Moved 868.5201 349.8724 522 -0.0234435 0.3446501
Moved 868.5508 320.996 503.0742 -0.09028708 0.2959725
Moved 868.5816 266.8186 454.2448 -0.2156977 0.1703826
Moved 868.6124 230.465 418.0115 -0.2998495 0.07718993
Moved 868.6431 210.0513 396.0513 -0.3471036 0.02070788
Moved 868.6738 196.6471 381.647 -0.3781318 -0.01634001
Moved 868.7045 186.7802 371.7802 -0.4009719 -0.04171779
Moved 868.7352 181.3819 367 -0.4134678 -0.05401234
Moved 868.7659 181 366 -0.4143519 -0.05658444
Moved 868.7968 195.8049 378.8309 -0.3800812 -0.02358299
Moved 868.8275 234.2509 416.3855 -0.2910858 0.07300789
Moved 868.8582 268.6761 451.6761 -0.2113978 0.163776
Moved 868.8889 284.307 466.0892 -0.1752152 0.2008466
Moved 868.9197 303.1155 484.9561 -0.131677 0.2493727
Moved 868.9504 319.2841 498.2029 -0.09424984 0.2834436
Ended 868.9811 345 517 -0.03472224 0.33179
Began 869.4728 289 337 -0.1643519 -0.1311728
Stationary 869.5035 289 337 -0.1643519 -0.1311728
Moved 869.5342 289 326.2416 -0.1643519 -0.1588436
Moved 869.565 289 323.6533 -0.1643519 -0.1655009
Moved 869.5957 289 320.6698 -0.1643519 -0.1731745
Moved 869.6265 278.2083 320 -0.1893325 -0.1748972
Moved 869.6572 251.0478 341.8162 -0.2522042 -0.1187856
Moved 869.6879 215.2718 378.9515 -0.3350189 -0.02327295
Moved 869.7186 193.5915 402.4084 -0.3852047 0.03705868
Moved 869.7494 184.938 411.062 -0.4052361 0.05931579
Moved 869.7802 182.1057 413.8943 -0.4117923 0.06660041
Moved 869.8109 180.2628 416.7372 -0.4160584 0.07391262
Moved 869.8416 178.3911 419.6089 -0.4203911 0.08129869
Moved 869.8723 178 422.4833 -0.4212963 0.08869151
Moved 869.903 201.8048 423 -0.3661927 0.09002049
Moved 869.9338 265.7125 399.8798 -0.2182581 0.0305551
Moved 869.9645 320.2853 376.7481 -0.09193217 -0.02894005
Moved 869.9952 359.5 352 -0.001157423 -0.09259266
Moved 870.0259 387.6703 334.0721 0.06405155 -0.1387036
Moved 870.0567 407.3263 322.7825 0.1095516 -0.1677406
Moved 870.0874 419.7939 317.1375 0.1384117 -0.1822597
Moved 870.1182 424.7771 316 0.1499471 -0.1851853
Moved 870.1489 428.3708 314 0.1582658 -0.1903292
Moved 870.1796 431.2544 311.7456 0.1649407 -0.1961276
Moved 870.2103 433.0636 310.9364 0.1691287 -0.1982089
Moved 870.2411 434.2854 311 0.1719569 -0.1980453
Moved 870.2718 435.0491 309.9509 0.1737248 -0.2007435
Moved 870.3025 436.374 310 0.1767915 -0.2006174
Moved 870.3333 437 309 0.1782407 -0.2031893
Moved 870.364 446.1519 331.8798 0.1994257 -0.1443421
Moved 870.3948 465.2598 381.4313 0.2436569 -0.01689479
Moved 870.4254 484.19 437.4751 0.287477 0.1272507
Moved 870.4562 499.4342 476.9408 0.3227643 0.2287571
Moved 870.4869 510.7764 503.5527 0.3490193 0.2972035
Moved 870.5176 519.4541 523.0901 0.3691067 0.347454
Moved 870.5484 524 535 0.3796296 0.3780863
Moved 870.5791 525.2144 542.6432 0.3824408 0.3977449
Moved 870.6099 525 547.2001 0.3819444 0.4094651
Moved 870.6406 525 548 0.3819444 0.4115225
Moved 870.6713 525 549.3914 0.3819444 0.4151012
Moved 870.702 515.1508 549 0.3591454 0.4140946
Moved 870.7328 476.9431 496.4941 0.2707015 0.2790486
Moved 870.7635 424.8277 415.1568 0.1500642 0.06984761
Moved 870.7943 387.2495 334.9759 0.06307741 -0.1363789
Moved 870.825 371.6747 292.024 0.02702475 -0.246852
Moved 870.8557 365.0946 265.9256 0.01179298 -0.3139775
Moved 870.8864 362.0303 254.1211 0.004699727 -0.3443387
Moved 870.9172 361 245.4933 0.002314846 -0.3665297
Moved 870.9479 360 242.2938 0 -0.3747588
Moved 870.9786 357.8411 241 -0.004997552 -0.3780865
Moved 871.0094 346.1098 252.2717 -0.03215323 -0.3490953
Moved 871.0401 323.0136 286.9796 -0.08561671 -0.2598262
Moved 871.0708 307.6213 321.5089 -0.121247 -0.1710163
Moved 871.1016 298.5 351 -0.1423611 -0.09516476
Moved 871.1323 287.9268 380.6829 -0.166836 -0.0188198
Moved 871.163 282.7294 396.6764 -0.1788671 0.02231578
Moved 871.1938 278.9906 411.0377 -0.1875218 0.05925319
Moved 871.2245 277 420.3259 -0.1921296 0.08314254
Moved 871.2552 277 431.353 -0.1921296 0.1115045
Moved 871.2859 277 447.6547 -0.1921296 0.1534327
Moved 871.3167 286.6303 462.0189 -0.1698373 0.1903778
Moved 871.3474 290.4904 475.7259 -0.1609019 0.2256324
Moved 871.3781 295.2383 487.4767 -0.1499112 0.2558556
Moved 871.4088 297.4966 493.9932 -0.1446838 0.2726162
Moved 871.4396 299 498.0049 -0.1412037 0.2829343
Ended 871.4703 301.9186 499.4593 -0.1344476 0.2866751
Began 872.2079 320 365 -0.09259259 -0.05915646
Stationary 872.2386 320 365 -0.09259259 -0.05915646
Moved 872.2693 320 355.7009 -0.09259259 -0.08307382
Moved 872.3 320 346.9694 -0.09259259 -0.1055316
Moved 872.3307 320 343.4366 -0.09259259 -0.1146177
Moved 872.3615 334.3386 343 -0.05940134 -0.1157408
