he is still on our team
Basic
0.6 0.6
432 388.8
Began 629.9595 298 345 -0.1435185 -0.1105968
Stationary 629.9903 298 345 -0.1435185 -0.1105968
Stationary 630.021 298 345 -0.1435185 -0.1105968
Stationary 630.0518 298 345 -0.1435185 -0.1105968
Moved 630.0825 310.8137 345 -0.1138572 -0.1105968
Moved 630.1132 321.7693 349.1284 -0.08849695 -0.09997834
Moved 630.1439 328.9082 354.4541 -0.07197166 -0.0862806
Moved 630.1747 333.6559 358.3279 -0.06098181 -0.07631702
Moved 630.2054 335.852 360.852 -0.05589823 -0.06982521
Moved 630.2361 337 363.7132 -0.05324075 -0.06246614
Moved 630.2668 337 369.7434 -0.05324075 -0.04695625
Moved 630.2975 337 379.4655 -0.05324075 -0.02195107
Moved 630.3282 311.7545 403.2455 -0.1116795 0.03921175
Moved 630.359 281.1783 429.9289 -0.1824578 0.1078417
Moved 630.3897 256.7211 449.7706 -0.2390714 0.158875
Moved 630.4205 236.6622 467.0456 -0.2855042 0.2033065
Moved 630.4512 223.3464 476.4902 -0.3163278 0.2275983
Moved 630.4819 214.936 485.064 -0.3357963 0.2496501
Moved 630.5126 210.3428 489.6572 -0.3464288 0.2614639
Moved 630.5433 206.604 494.7919 -0.3550832 0.2746706
Moved 630.5741 205 497.2637 -0.3587963 0.281028
Moved 630.6049 202.9357 499.0643 -0.3635747 0.285659
Moved 630.6356 201.7118 500.2881 -0.3664078 0.2888069
Ended 630.6663 202 501 -0.3657407 0.2906378
Began 631.1579 476 525 0.2685185 0.3523662
Stationary 631.1886 476 525 0.2685185 0.3523662
Stationary 631.2194 476 525 0.2685185 0.3523662
Stationary 631.2501 476 525 0.2685185 0.3523662
Moved 631.2808 459.9301 514.4417 0.2313196 0.3252101
Moved 631.3115 436.455 498.6367 0.1769791 0.2845592
Moved 631.3422 407.9088 480.1968 0.1109 0.2371315
Moved 631.3729 385.1031 464.4875 0.05810897 0.196727
Moved 631.4037 363.1154 449.511 0.007211566 0.1582072
Moved 631.4344 345.1361 438.2816 -0.03440723 0.1293251
Moved 631.4651 330.794 428.2352 -0.06760652 0.1034854
Moved 631.4959 318.0728 420.0583 -0.0970536 0.08245436
Moved 631.5266 300.9171 408.6115 -0.1367659 0.05301291
Moved 631.5573 287.8381 400.5587 -0.1670415 0.03230111
Moved 631.5881 276.2376 392.8251 -0.1938944 0.01241013
Moved 631.6188 267.7264 388.9088 -0.2135963 0.002337405
Moved 631.6495 259.1439 384.048 -0.2334633 -0.01016472
Moved 631.6802 250.4999 380.1666 -0.2534725 -0.02014764
Moved 631.7109 243.5 376.5 -0.2696759 -0.02957819
Moved 631.7417 237.5261 373.7631 -0.2835043 -0.0366178
Moved 631.7725 230.7785 370.8892 -0.2991239 -0.04400928
Moved 631.8032 227.0083 369.0083 -0.3078511 -0.04884704
Moved 631.8339 225 368.4947 -0.3125 -0.05016806
Ended 631.8646 224 368 -0.3148148 -0.05144041
Began 632.5713 222 380 -0.3194444 -0.02057613
Stationary 632.6021 222 380 -0.3194444 -0.02057613
Stationary 632.6327 222 380 -0.3194444 -0.02057613
Stationary 632.6635 222 380 -0.3194444 -0.02057613
Stationary 632.6942 222 380 -0.3194444 -0.02057613
Moved 632.725 231.3082 395.6487 -0.2978977 0.01967257
Moved 632.7557 236.6171 405.8228 -0.2856085 0.04584057
Moved 632.7864 244.2053 418.3421 -0.2680433 0.0780403
Moved 632.8171 253.4174 435.2305 -0.2467189 0.1214775
Moved 632.8478 262.4418 451.8836 -0.2258292 0.1643096
Moved 632.8785 269.0424 462.3898 -0.2105501 0.1913318
Moved 632.9093 275.6519 472.5358 -0.1952503 0.2174275
Moved 632.94 287.5403 484.5403 -0.1677309 0.2483031
Moved 632.9708 302.4703 500.4703 -0.1331706 0.2892753
Moved 633.0015 315.799 512.3492 -0.1023172 0.319828
Moved 633.0321 324.9906 519.9929 -0.08104036 0.3394879
Moved 633.0629 332.7346 524.8673 -0.06311421 0.352025
Moved 633.0937 341.9444 529.4722 -0.04179532 0.3638688
Moved 633.1244 354.5 532.5 -0.0127315 0.3716563
Moved 633.1551 391.5092 537.1258 0.072938 0.3835539
Moved 633.1859 421.8404 541.984 0.143149 0.3960494
Moved 633.2166 441.1291 545.8549 0.1877987 0.4060053
Moved 633.2473 452.3031 547 0.2136647 0.4089505
Moved 633.278 459.5889 549.2944 0.2305299 0.4148518
Moved 633.3088 465.347 549 0.2438588 0.4140946
Moved 633.3394 470.0855 549 0.2548275 0.4140946
Moved 633.3702 476.7113 544.4365 0.270165 0.4023572
Moved 633.4009 488.2238 519.5524 0.2968143 0.3383549
Moved 633.4316 496.9198 492.6275 0.3169439 0.2691036
Moved 633.4623 502.6055 467.1835 0.3301052 0.2036612
Moved 633.4931 507.3748 442.126 0.3411454 0.1392128
Moved 633.5238 511.5602 421.0785 0.3508338 0.08507834
Moved 633.5545 515.4297 405.8512 0.3597911 0.04591353
Moved 633.5852 517.9752 392.1242 0.3656832 0.01060749
Moved 633.616 522.6667 376.8333 0.3765433 -0.02872098
Moved 633.6467 525 366.8799 0.3819444 -0.05432113
Moved 633.6775 526 362.5 0.3842592 -0.06558649
Moved 633.7081 528.1034 357.8966 0.3891282 -0.07742642
Moved 633.7389 528.9697 354.0303 0.3911336 -0.08737077
Moved 633.7696 529 352.6255 0.3912036 -0.09098382
Moved 633.8004 529 351.8778 0.3912036 -0.09290687
Moved 633.8311 530.374 352 0.3943842 -0.09259266
Moved 633.8618 530 350.9621 0.3935185 -0.09526217
Stationary 633.8926 530 350.9621 0.3935185 -0.09526217
Stationary 633.9232 530 350.9621 0.3935185 -0.09526217
Ended 633.9539 530 350 0.3935185 -0.09773669
Began 634.3842 499 539 0.3217593 0.3883744
Stationary 634.4149 499 539 0.3217593 0.3883744
Stationary 634.4456 499 539 0.3217593 0.3883744
Moved 634.4763 489.4905 517.9811 0.2997466 0.3343134
Moved 634.507 478.009 492.0209 0.2731689 0.2675436
Moved 634.5378 464.4918 457.2296 0.2418792 0.1780594
Moved 634.5685 453.0435 426.8698 0.2153786 0.09997355
