sharp cheese keeps the mind sharp
Moved 798.3315 378.2997 408.4878 0.04236032 0.05269486
Moved 798.3622 336.2 449.8 -0.05509257 0.1589505
Moved 798.3929 317.0702 470.9297 -0.0993745 0.2132966
Moved 798.4237 307.4039 483.4615 -0.1217502 0.2455285
Moved 798.4545 302.2584 489.4833 -0.1336612 0.2610165
Moved 798.4852 301 493.2209 -0.1365741 0.2706298
Moved 798.5159 300 497.3387 -0.1388889 0.281221
Moved 798.5466 300 502.0958 -0.1388889 0.2934563
Moved 798.5773 379.838 512.8243 0.0459213 0.3210501
Moved 798.6081 478.1082 500.0519 0.2733986 0.2881994
Moved 798.6388 521.5668 486.7029 0.3739973 0.2538655
Moved 798.6696 542.136 478.6213 0.4216113 0.2330795
Moved 798.7002 552.4353 474.1882 0.4454522 0.2216775
Moved 798.731 556.6295 472 0.4551609 0.2160493
Moved 798.7617 557 470.9337 0.4560185 0.2133066
Moved 798.7925 543.1902 460.7142 0.4240515 0.187022
Moved 798.8232 464.1713 410.2125 0.2411372 0.0571309
Moved 798.8539 394.0574 362.8401 0.07883648 -0.06471155
Moved 798.8847 354.2549 335.9529 -0.01329894 -0.1338659
Moved 798.9154 329.5 325.5 -0.07060184 -0.1607511
Moved 798.9461 306.5648 320.9456 -0.1236927 -0.172465
Moved 798.9768 281.6077 320 -0.1814637 -0.1748972
Moved 799.0076 266 320 -0.2175926 -0.1748972
Ended 799.0383 266 320 -0.2175926 -0.1748972
Began 799.5605 287 509 -0.1689815 0.3112139
Stationary 799.5914 287 509 -0.1689815 0.3112139
Stationary 799.6221 287 509 -0.1689815 0.3112139
Stationary 799.6529 287 509 -0.1689815 0.3112139
Stationary 799.6836 287 509 -0.1689815 0.3112139
Stationary 799.7143 287 509 -0.1689815 0.3112139
Stationary 799.7451 287 509 -0.1689815 0.3112139
Moved 799.7759 308 495.5 -0.1203704 0.2764916
Moved 799.8066 356.4504 434.0051 -0.00821665 0.1183257
Moved 799.8373 396.0845 389.9155 0.08352886 0.004926768
Moved 799.868 413.5243 368.5947 0.1238988 -0.04991092
Moved 799.8987 419.702 360.947 0.1381991 -0.06958093
Moved 799.9294 421.3345 360 0.1419781 -0.07201654
Moved 799.9601 411.1045 360 0.1182974 -0.07201654
Moved 799.9909 353.3644 406.1378 -0.01536017 0.04665064
Moved 800.0217 302.9557 440.9503 -0.1320469 0.136189
Moved 800.0524 280.076 455.9493 -0.1850092 0.1747667
Moved 800.0831 268.5367 463.0975 -0.2117207 0.193152
Ended 800.1138 259.5 472.5 -0.2326389 0.2173353
Began 800.6056 503 255 0.3310186 -0.3420782
Stationary 800.6362 503 255 0.3310186 -0.3420782
Stationary 800.667 503 255 0.3310186 -0.3420782
Stationary 800.6977 503 255 0.3310186 -0.3420782
Moved 800.7284 503 262.308 0.3310186 -0.323282
Moved 800.7592 492.5878 336.8857 0.3069161 -0.1314669
Moved 800.7899 481.922 434.4987 0.2822268 0.1195954
Moved 800.8206 482 473.7495 0.2824074 0.2205491
Moved 800.8514 481 495.7058 0.2800926 0.277021
Moved 800.8821 479.3794 502.6206 0.2763413 0.294806
Moved 800.9128 479 504.0612 0.275463 0.2985112
Moved 800.9435 457.6507 456.2896 0.2260434 0.1756418
Moved 800.9742 418.5278 348.5458 0.1354811 -0.101477
Moved 801.0049 407 269.8516 0.1087963 -0.3038796
Moved 801.0358 407 237 0.1087963 -0.3883744
Moved 801.0665 415.7987 216.7152 0.1291638 -0.4405473
Moved 801.0972 414 212.881 0.125 -0.450409
Stationary 801.1279 414 213 0.125 -0.4501029
Moved 801.1586 379.5819 250.259 0.04532844 -0.3542721
Moved 801.1894 326.7994 324.1099 -0.07685314 -0.1643264
Moved 801.2202 309.7704 346.9673 -0.1162723 -0.1055367
Moved 801.2508 291.9611 367.1688 -0.1574975 -0.05357821
Ended 801.2816 259 405 -0.2337963 0.04372424
Began 801.8962 160 391 -0.462963 0.007715971
Stationary 801.9269 160 391 -0.462963 0.007715971
Stationary 801.9577 160 391 -0.462963 0.007715971
Stationary 801.9884 160 391 -0.462963 0.007715971
Stationary 802.0192 160 391 -0.462963 0.007715971
Moved 802.0498 183.6127 402.6901 -0.408304 0.0377832
Moved 802.0806 226.4124 412.0148 -0.3092306 0.0617665
Moved 802.1113 291.9499 419.4125 -0.1575234 0.08079328
Moved 802.1421 330.642 420 -0.06795838 0.08230445
Moved 802.1728 354.6007 420 -0.01249835 0.08230445
Moved 802.2035 369.46 420 0.02189805 0.08230445
Moved 802.2343 377.1749 410.9417 0.0397566 0.05900638
Moved 802.265 383.8986 409.0507 0.05532086 0.05414268
Moved 802.2953 386.8261 408 0.06209751 0.05144025
Moved 802.3264 388 407 0.06481478 0.04886827
Moved 802.3571 389 405.7908 0.06712963 0.04575815
Moved 802.3879 389 404.963 0.06712963 0.04362907
Moved 802.4185 377.5309 401.0885 0.04058073 0.03366372
Moved 802.4493 335.1711 392.1323 -0.05747423 0.01062821
Moved 802.48 242.0633 386.6234 -0.2730016 -0.003540879
Moved 802.5108 160.4901 384 -0.4618286 -0.01028807
Moved 802.5415 135.2 391.9333 -0.5203704 0.01011664
Moved 802.5723 127.7008 392 -0.5377295 0.01028803
Moved 802.603 124.5 392 -0.545139 0.01028803
Moved 802.6337 124 392 -0.5462962 0.01028803
Moved 802.6644 134.1433 403.6075 -0.5228164 0.04014266
Moved 802.6952 185.7094 436.963 -0.4034505 0.1259335
Moved 802.7259 243.7311 466.4354 -0.269141 0.2017371
Moved 802.7565 282.898 482.3592 -0.1784768 0.2426933
Moved 802.7874 300.5651 488.1884 -0.1375808 0.257686
Moved 802.8181 315.0262 494.0131 -0.104106 0.2726674
Moved 802.8488 321.7617 495.8809 -0.08851469 0.2774712
Moved 802.8796 325.7508 497 -0.07928049 0.2803498
Moved 802.9103 328.6932 498 -0.07246937 0.2829217
Moved 802.941 329.5 498 -0.07060184 0.2829217
Moved 802.9717 331.5 499 -0.06597221 0.2854938
Moved 803.0025 332.2193 499 -0.0643071 0.2854938
Moved 803.0332 335.4276 500.4276 -0.05688051 0.2891656
Moved 803.0639 341.8992 501.2997 -0.04189998 0.2914087
Moved 803.0947 375.2735 502 0.03535529 0.2932098
Moved 803.1254 423.7244 502 0.1475101 0.2932098
Moved 803.1561 488.3505 491.2974 0.2971077 0.2656826
Moved 803.1868 529.4363 486.0939 0.3922136 0.2522992
Moved 803.2176 547.9638 485 0.4351014 0.2494856
Ended 803.2484 556 484 0.4537037 0.2469135
PhraseEnd 804.3546
