taking the train is usually faster
Moved 731.5366 274.1654 465.6693 -0.1986912 0.1997665
Moved 731.5673 270.6023 469.3977 -0.2069391 0.2093561
Moved 731.598 269 474.2763 -0.2106481 0.221904
Moved 731.6287 266.8576 477.1424 -0.2156074 0.2292756
Moved 731.6595 267 478.5 -0.2152778 0.2327674
Moved 731.6902 266 480.5519 -0.2175926 0.2380449
Ended 731.7209 266 481 -0.2175926 0.2391974
Began 733.5035 332 490 -0.06481484 0.2623456
Stationary 733.5342 332 490 -0.06481484 0.2623456
Stationary 733.5649 332 490 -0.06481484 0.2623456
Stationary 733.5956 332 490 -0.06481484 0.2623456
Stationary 733.6264 332 490 -0.06481484 0.2623456
Stationary 733.6571 332 490 -0.06481484 0.2623456
Moved 733.6879 343.0274 500.5137 -0.0392885 0.289387
Moved 733.7186 350.1696 506.1696 -0.02275556 0.3039339
Moved 733.7494 356.8547 510.8547 -0.007280707 0.3159843
Moved 733.7801 360 513.8015 0 0.3235633
Moved 733.8108 361 514 0.002314846 0.324074
Moved 733.8415 362 515.5 0.004629592 0.327932
Moved 733.8723 362 515 0.004629592 0.326646
Stationary 733.903 362 515 0.004629592 0.326646
Stationary 733.9337 362 515 0.004629592 0.326646
Stationary 733.9645 362 515 0.004629592 0.326646
Stationary 733.9952 362 515 0.004629592 0.326646
Moved 734.0259 353.8819 515 -0.01416236 0.326646
Moved 734.0567 350.6865 515 -0.02155905 0.326646
Moved 734.0874 345 515 -0.03472224 0.326646
Moved 734.1181 340.2043 515 -0.04582336 0.326646
Moved 734.1489 336.1371 515 -0.05523821 0.326646
Moved 734.1796 331.4421 515 -0.06610632 0.326646
Moved 734.2103 324.7013 506.3506 -0.08170997 0.3043997
Moved 734.2411 316.9603 502.9603 -0.09962887 0.2956798
Moved 734.2718 307.7259 498.8629 -0.1210049 0.2851411
Moved 734.3026 298.271 494.1355 -0.1428912 0.2729822
Moved 734.3333 289.5817 488.3878 -0.1630054 0.2581989
Moved 734.364 281.5 484 -0.181713 0.2469135
Moved 734.3947 270.0356 475.2285 -0.2082508 0.224353
Moved 734.4255 259.7335 465.7335 -0.2320984 0.1999317
Moved 734.4562 247.3079 451.3695 -0.2608613 0.1629874
Moved 734.4869 233.9587 435.945 -0.2917622 0.1233153
Moved 734.5176 219.1325 412.012 -0.3260822 0.06175924
Moved 734.5484 210.2432 394.4864 -0.3466592 0.01668302
Moved 734.5791 204.7658 382.5316 -0.3593385 -0.01406501
Moved 734.6099 202.3515 376.7029 -0.3649271 -0.02905622
Moved 734.6406 200.9238 373.8476 -0.3682319 -0.0364003
Moved 734.6714 201 371.811 -0.3680556 -0.04163844
Stationary 734.7021 201 372 -0.3680556 -0.04115226
Moved 734.7328 216.9889 385.4917 -0.3310441 -0.006451429
Moved 734.7635 251.8096 413.9703 -0.2504407 0.06679609
Moved 734.7943 300.262 453.318 -0.1382824 0.1679989
Moved 734.825 343.5004 485.3951 -0.03819346 0.2505017
Moved 734.8558 378.9453 508.3289 0.04385491 0.3094877
Moved 734.8865 407.9644 524.8691 0.1110286 0.3520294
Moved 734.9172 428 535.5 0.1574074 0.3793723
Moved 734.9479 445.9947 543.4973 0.1990617 0.3999415
Moved 734.9786 461.138 551.069 0.2341158 0.4194161
Moved 735.0094 470.7198 554.9066 0.2562959 0.4292865
Moved 735.0402 476.7338 557 0.2702172 0.4346707
Moved 735.0709 481.3458 560.3458 0.2808931 0.4432763
Moved 735.1016 485.2163 560 0.2898525 0.4423867
Moved 735.1323 486 561 0.2916667 0.4449587
Stationary 735.1631 486 561 0.2916667 0.4449587
Moved 735.1938 469.9516 518.3972 0.2545177 0.3353837
Moved 735.2245 444.9559 459.3898 0.1966573 0.1836158
Moved 735.2552 434.3517 423.0552 0.1721105 0.09016245
Moved 735.286 425.7794 387.1177 0.1522672 -0.002269313
Moved 735.3165 420.7524 358.6335 0.1406306 -0.07553108
Moved 735.3474 416.2947 334.7684 0.1303118 -0.1369126
Moved 735.3782 414.9663 327.8315 0.1272368 -0.1547543
Moved 735.4089 414 310.4326 0.125 -0.1995046
Moved 735.4397 412 296.0823 0.1203704 -0.236414
Moved 735.4704 410.5 285 0.1168981 -0.2649178
Moved 735.5012 409.822 278.644 0.1153287 -0.2812655
Moved 735.5319 410 272.898 0.1157407 -0.2960442
Moved 735.5626 409 269.1546 0.113426 -0.3056724
Ended 735.5933 409 269 0.113426 -0.30607
Began 736.2695 439 606 0.1828703 0.5606995
Stationary 736.3002 439 606 0.1828703 0.5606995
Stationary 736.3309 439 606 0.1828703 0.5606995
Stationary 736.3616 439 606 0.1828703 0.5606995
Stationary 736.3924 439 606 0.1828703 0.5606995
Stationary 736.4232 439 606 0.1828703 0.5606995
Moved 736.4539 427.974 606 0.1573473 0.5606995
Moved 736.4846 425.4737 598.4737 0.1515595 0.5413417
Moved 736.5154 421.2096 595.6048 0.141689 0.5339628
Moved 736.5461 409.9589 591.7397 0.1156455 0.5240219
Moved 736.5768 396.4236 585.7118 0.08431375 0.5085179
Moved 736.6075 380.5645 579.6258 0.04760315 0.4928645
Moved 736.6383 361.5547 570.7773 0.003598829 0.4701063
Moved 736.669 339.5925 556.4444 -0.04723956 0.4332417
Moved 736.6997 324.2878 547.2056 -0.08266712 0.4094793
Moved 736.7304 305.3064 532.0181 -0.1266056 0.3704167
Moved 736.7612 284.8605 514.8605 -0.173934 0.3262871
Moved 736.7919 264.7957 494.2535 -0.2203803 0.2732856
Moved 736.8227 245.7832 471.7018 -0.2643908 0.2152825
Moved 736.8535 229.6383 450.7446 -0.3017633 0.1613801
Moved 736.8841 214.1756 426.8809 -0.3375565 0.1000023
Moved 736.9149 199.7976 403.0635 -0.3708388 0.03874347
Moved 736.9456 194.3982 392.7963 -0.3833375 0.01233619
Moved 736.9763 194 389.9275 -0.3842593 0.004957458
Moved 737.0071 192.0932 387.0932 -0.3886732 -0.002332381
Moved 737.0378 192 384.7045 -0.3888888 -0.008476163
Ended 737.0685 192 383.7187 -0.3888888 -0.01101168
Began 738.1135 416 559 0.1296297 0.4398148
Stationary 738.1442 416 559 0.1296297 0.4398148
Stationary 738.1749 416 559 0.1296297 0.4398148
Stationary 738.2056 416 559 0.1296297 0.4398148
Stationary 738.2364 416 559 0.1296297 0.4398148
Stationary 738.2672 416 559 0.1296297 0.4398148
Stationary 738.2979 416 559 0.1296297 0.4398148
Stationary 738.3286 416 559 0.1296297 0.4398148
Stationary 738.3594 416 559 0.1296297 0.4398148
Moved 738.3901 406.7518 559 0.1082217 0.4398148
Moved 738.4208 407 548.5 0.1087963 0.4128085
Moved 738.4516 405.8013 552 0.1060216 0.4218106
Moved 738.4823 404.8321 551 0.1037779 0.4192385
Moved 738.5131 402.0396 547.5198 0.09731393 0.4102874
Moved 738.5438 397.3036 543.6518 0.08635084 0.4003389
Moved 738.5745 391.3763 537.3763 0.07263025 0.3841982
Moved 738.6052 382.0216 527.0216 0.05097588 0.3575658
Moved 738.6359 372.1583 515.5444 0.02814412 0.3280461
Moved 738.6667 363.6257 505.6257 0.008392831 0.3025352
Moved 738.6974 344.8964 485.8964 -0.03496199 0.2517911
Moved 738.7281 338.5622 477.7027 -0.04962464 0.2307168
Moved 738.7589 325.3921 461.6705 -0.08011083 0.1894817
Moved 738.7897 312.6512 447.6512 -0.1096037 0.1534239
Moved 738.8203 298.1414 428.9984 -0.1431911 0.1054484
Moved 738.851 284.9395 410.9153 -0.1737511 0.05893852
Moved 738.8818 275.3897 397.7371 -0.1958572 0.025044
Moved 738.9125 264.8116 383.4155 -0.2203434 -0.01179142
Moved 738.9432 256.2139 370.6899 -0.2402456 -0.04452191
Moved 738.974 247.5881 357.3135 -0.2602128 -0.07892632
Moved 739.0048 240.8777 348.8777 -0.275746 -0.1006232
Moved 739.0355 235.8252 340.8252 -0.2874418 -0.1213344
Moved 739.0662 232.5417 336.0834 -0.2950423 -0.1335302
Moved 739.0969 229.6649 332.6649 -0.3017017 -0.1423229
Moved 739.1277 229 331.1389 -0.3032407 -0.1462477
Moved 739.1584 228 329.5 -0.3055556 -0.150463
Moved 739.1891 227 328.5 -0.3078704 -0.1530351
Moved 739.2198 227 327.9673 -0.3078704 -0.1544051
Moved 739.2506 225.5 328 -0.3113426 -0.1543211
Stationary 739.2813 225.5 328 -0.3113426 -0.1543211
Stationary 739.3121 225.5 328 -0.3113426 -0.1543211
Stationary 739.3428 225.5 328 -0.3113426 -0.1543211
Moved 739.3736 226 328 -0.3101852 -0.1543211
Stationary 739.4043 226 328 -0.3101852 -0.1543211
Moved 739.435 226 336.6503 -0.3101852 -0.1320723
Moved 739.4658 231.8989 344.6854 -0.2965304 -0.1114058
Moved 739.4965 237.4157 350.4158 -0.2837599 -0.09666733
Moved 739.5272 240.2993 354.4489 -0.2770851 -0.08629417
Moved 739.558 246.1239 360.416 -0.2636021 -0.07094669
Moved 739.5887 255.3121 369.3121 -0.242333 -0.04806558
Moved 739.6194 266.3586 380.8115 -0.2167624 -0.01848888
Moved 739.6502 275.9785 390.9785 -0.1944941 0.007660752
Moved 739.6809 284.6133 399.6133 -0.1745063 0.02986947
Moved 739.7116 294.9675 408.9675 -0.1505382 0.05392867
Moved 739.7424 304.8103 417.2068 -0.127754 0.07512041
Moved 739.7731 313.2157 423.1438 -0.1082969 0.09039038
Moved 739.8038 324.9158 433.9158 -0.08121341 0.1180962
Moved 739.8345 335.546 443.6973 -0.05660648 0.1432544
Moved 739.8653 344.1612 451.4408 -0.03666391 0.1631707
Moved 739.8961 353.1086 458.8315 -0.01595229 0.1821796
Moved 739.9268 360.4283 465.2855 0.000991424 0.1987796
Moved 739.9575 369.0483 471.0242 0.02094507 0.2135394
Moved 739.9882 375.9316 476.2878 0.03687878 0.2270775
Moved 740.019 383.7914 481.7914 0.05507261 0.2412329
Moved 740.0497 392.8023 488.5349 0.07593115 0.2585772
Moved 740.0804 402.5622 497.4216 0.09852359 0.2814342
Moved 740.1112 409.4104 502.4104 0.1143759 0.2942653
Moved 740.1419 418.353 510.1765 0.1350764 0.3142399
Moved 740.1727 433.684 521.684 0.1705649 0.3438375
Moved 740.2034 439.6429 525.3215 0.1843586 0.353193
Moved 740.2341 442.7318 526.8659 0.1915088 0.3571653
Moved 740.2648 445 528.734 0.1967593 0.3619701
Moved 740.2955 446 530.5 0.199074 0.3665122
Moved 740.3263 447.0207 530 0.2014367 0.3652262
Stationary 740.357 447.0207 530 0.2014367 0.3652262
Stationary 740.3878 447 530 0.2013889 0.3652262
Moved 740.4185 429.667 523.5004 0.1612661 0.3485093
Moved 740.4492 410.5803 509.3868 0.117084 0.3122088
Moved 740.4799 390.919 497.2279 0.07157186 0.2809359
Moved 740.5107 368.8999 482.9249 0.02060155 0.2441484
Moved 740.5414 341.2096 462.1497 -0.04349624 0.1907143
Moved 740.5721 332.5967 453.5967 -0.0634336 0.1687157
Moved 740.6029 307.4385 435.1508 -0.1216702 0.1212726
Moved 740.6336 294.5 422.5 -0.1516204 0.08873452
Moved 740.6644 280.1987 411.5192 -0.1847253 0.06049179
Moved 740.695 266.849 399.8792 -0.2156273 0.03055348
Moved 740.7258 254.3012 390.2008 -0.2446731 0.005660469
Moved 740.7565 246.0149 383.0149 -0.2638544 -0.01282178
Moved 740.7873 232.7078 374.0308 -0.2946579 -0.03592903
Moved 740.818 215.5202 365.7601 -0.3344439 -0.05720138
Moved 740.8488 210.8151 363.9384 -0.3453355 -0.06188695
Moved 740.8795 203.8862 363 -0.3613744 -0.06430049
Moved 740.9102 198.1665 363 -0.3746145 -0.06430049
Moved 740.9409 195.7071 363 -0.3803077 -0.06430049
Moved 740.9717 193.5 363 -0.3854167 -0.06430049
Moved 741.0024 192 374.8651 -0.3888888 -0.03378338
Moved 741.0327 192 382.1822 -0.3888888 -0.0149635
Moved 741.0639 205.312 393.8496 -0.3580741 0.01504521
Moved 741.0946 225.7963 402.9185 -0.3106568 0.03837063
Moved 741.1253 254.4693 409.8469 -0.2442841 0.05619057
Moved 741.1561 282.201 412.7201 -0.1800903 0.06358045
Moved 741.1868 304.5 415.5 -0.1284722 0.07073037
Moved 741.2175 328.3059 415 -0.07336587 0.06944436
Moved 741.2483 355.2911 415 -0.01090015 0.06944436
Moved 741.279 379.3477 408.6523 0.04478633 0.05311789
Moved 741.3098 399.2958 403.3441 0.09096254 0.03946508
Moved 741.3405 425.2504 395.357 0.1510426 0.01892219
Moved 741.3712 446.3061 388.4402 0.1997826 0.001132282
Moved 741.4019 463.3086 381.8457 0.2391403 -0.01582903
Moved 741.4327 473.2432 377.8784 0.2621369 -0.02603295
Moved 741.4634 487.1493 369.7104 0.2943271 -0.04704103
Moved 741.4941 495.8831 364.7056 0.3145442 -0.05991358
Moved 741.5249 504.6332 358.2445 0.3347991 -0.07653161
Moved 741.5556 511.448 352.552 0.350574 -0.09117291
Moved 741.5864 516.595 348.405 0.3624883 -0.101839
Moved 741.6171 520.4626 346 0.3714413 -0.1080248
Moved 741.6478 522.5 343.5 0.3761573 -0.1144548
Moved 741.6785 524 342.1522 0.3796296 -0.1179213
Moved 741.7093 525 342 0.3819444 -0.1183128
Stationary 741.74 525 342 0.3819444 -0.1183128
Moved 741.7708 500.9174 359.7733 0.3261977 -0.07259949
Moved 741.8015 477.8373 377.1265 0.2727715 -0.02796675
Moved 741.8322 457.633 397.4725 0.2260023 0.02436328
Moved 741.863 444.026 410.974 0.1945046 0.0590895
Moved 741.8937 427.1815 427.8184 0.1555129 0.1024135
Moved 741.9244 415.314 445.0291 0.1280417 0.1466796
Moved 741.9551 402.7537 461.3448 0.09896685 0.188644
Moved 741.9859 390.8297 478.7981 0.07136494 0.2335341
Moved 742.0166 378.3368 499.9106 0.04244625 0.287836
Moved 742.0474 371.4286 515.4283 0.02645522 0.3277477
Moved 742.0781 366.253 524.4941 0.01447449 0.351065
Moved 742.1088 361.2971 533.1089 0.003002485 0.3732224
Moved 742.1396 360 537.5779 0 0.3847167
Moved 742.1703 360 539.2328 0 0.3889733
Ended 742.201 360 539.2328 0 0.3889733
Began 743.6147 264 383 -0.2222222 -0.01286016
Stationary 743.6455 264 383 -0.2222222 -0.01286016
Stationary 743.6763 264 383 -0.2222222 -0.01286016
Stationary 743.707 264 383 -0.2222222 -0.01286016
Stationary 743.7377 264 383 -0.2222222 -0.01286016
Stationary 743.7684 264 383 -0.2222222 -0.01286016
Stationary 743.7992 264 383 -0.2222222 -0.01286016
Moved 743.8299 253.6313 383 -0.2462237 -0.01286016
Moved 743.8607 247.2721 383 -0.2609442 -0.01286016
Moved 743.8914 238.6509 383 -0.2809007 -0.01286016
Moved 743.9221 229.0317 383 -0.3031674 -0.01286016
Moved 743.9528 220.6447 383 -0.3225816 -0.01286016
Moved 743.9835 210.881 383 -0.3451829 -0.01286016
Moved 744.0143 202.2655 383 -0.3651261 -0.01286016
Moved 744.045 194.6587 383 -0.3827344 -0.01286016
Moved 744.0758 188.3225 383 -0.3974016 -0.01286016
Moved 744.1065 179.3303 383 -0.4182168 -0.01286016
Moved 744.1373 171.7317 383 -0.4358062 -0.01286016
Moved 744.1679 166.5901 383 -0.4477081 -0.01286016
Moved 744.1987 161.0576 383 -0.4605148 -0.01286016
Moved 744.2294 158.6625 383 -0.4660591 -0.01286016
Moved 744.2602 154.7963 391.2037 -0.4750085 0.008239903
Moved 744.2909 152.2263 391.7737 -0.4809575 0.009705932
Moved 744.3217 150.3585 393 -0.4852813 0.01285996
Moved 744.3524 148.7454 394.2546 -0.4890153 0.01608695
Moved 744.3831 147.6276 395.3724 -0.4916027 0.01896187
Moved 744.4138 146.0936 397.9064 -0.4951537 0.02547943
Moved 744.4446 144.2202 401.5596 -0.4994903 0.03487555
Moved 744.4753 144 404.6599 -0.5000001 0.04284957
Moved 744.506 144 408.233 -0.5000001 0.05203961
Moved 744.5367 158.138 412.0345 -0.4672732 0.06181705
Moved 744.5675 173.4939 413.8988 -0.431727 0.06661211
Moved 744.5983 188.8972 414 -0.3960712 0.06687239
Moved 744.629 201.614 414 -0.3666343 0.06687239
Moved 744.6597 215.7407 414 -0.3339335 0.06687239
Moved 744.6904 226.2435 406.5738 -0.3096214 0.04777206
Moved 744.7211 234.0557 404.3148 -0.2915377 0.04196174
Moved 744.7519 240.9003 401.5498 -0.2756936 0.03485028
Moved 744.7827 245.6502 400 -0.2646986 0.03086416
Moved 744.8134 249.1955 398 -0.256492 0.02572008
Moved 744.8441 251.7571 396.2429 -0.2505622 0.02120069
Moved 744.8748 254.6195 395 -0.2439363 0.01800408
Moved 744.9056 257.9231 394 -0.2362892 0.01543206
Moved 744.9363 259.3613 394 -0.2329599 0.01543206
Moved 744.967 261.8999 394 -0.2270836 0.01543206
Moved 744.9978 267.5488 394 -0.2140075 0.01543206
Moved 745.0285 273.9778 404.6371 -0.1991254 0.04279078
Moved 745.0593 281.3434 414.4578 -0.1820755 0.06804976
Moved 745.09 297.0933 435.1632 -0.1456174 0.1213044
Moved 745.1207 310.5339 453.4407 -0.1145048 0.1683146
Moved 745.1514 326.6516 473.4269 -0.07719526 0.2197194
Moved 745.1822 339.6324 489.9589 -0.04714717 0.2622398
Moved 745.2129 350.7775 504.7775 -0.0213484 0.3003534
Moved 745.2436 359.2323 516.3098 -0.001777013 0.3300146
Moved 745.2744 366.3862 523.3862 0.01478285 0.3482153
Moved 745.3051 374.3703 530.9135 0.03326456 0.3675758
Moved 745.3358 380.6623 539.9935 0.04782945 0.3909296
Moved 745.3666 386.4101 547.4101 0.0611345 0.4100053
Moved 745.3973 388 551 0.06481478 0.4192385
Moved 745.428 388 551.6459 0.06481478 0.4209
Moved 745.4588 388 552.5 0.06481478 0.4230966
Moved 745.4895 373.4403 552 0.03111184 0.4218106
Moved 745.5203 356.4393 543.1464 -0.008242379 0.3990391
Moved 745.551 336.5641 537.3911 -0.05424966 0.3842362
Moved 745.5817 317.224 532.3177 -0.09901862 0.3711874
Moved 745.6124 304.3162 528.8632 -0.1288977 0.3623024
Moved 745.6432 289.7362 523.8681 -0.1626476 0.3494549
Moved 745.6739 280.1867 521.0623 -0.184753 0.3422382
Moved 745.7047 272.3804 519.1902 -0.2028231 0.3374232
Moved 745.7354 266.2788 516.6394 -0.2169472 0.3308626
Moved 745.7661 260.5378 514.7689 -0.2302366 0.3260516
Moved 745.7968 257.9007 515 -0.2363409 0.326646
Moved 745.8276 255.5 515 -0.2418981 0.326646
Moved 745.8583 253.5082 515 -0.2465087 0.326646
Moved 745.889 252.6327 515 -0.2485354 0.326646
Stationary 745.9198 253 515 -0.2476852 0.326646
Moved 745.9505 253 520.7193 -0.2476852 0.3413561
Moved 745.9813 272.0873 523 -0.2035017 0.3472221
Moved 746.012 289.3076 523 -0.1636398 0.3472221
Moved 746.0427 304.1917 523 -0.129186 0.3472221
Moved 746.0734 310.8906 523 -0.1136791 0.3472221
Moved 746.1042 316.6713 515.1644 -0.1002979 0.3270688
Ended 746.1349 319.5478 513.7261 -0.09363945 0.3233696
PhraseEnd 747.8867
