insurance is important for bad drivers
Basic
0.6 0.6
432 388.8
Moved 345.6846 345 525.3883 -0.03472224 0.3533649
Moved 345.7154 345 528.2164 -0.03472224 0.3606389
Moved 345.7461 345 529.374 -0.03472224 0.363616
Moved 345.7768 345 530.258 -0.03472224 0.3658898
Moved 345.8076 345 531.0277 -0.03472224 0.3678695
Moved 345.8383 349.2168 531 -0.02496103 0.3677982
Moved 345.869 365.943 531 0.01375685 0.3677982
Moved 345.8997 388.1199 520.376 0.06509234 0.3404733
Moved 345.9305 408.0356 519 0.1111935 0.3369341
Moved 345.9612 426.7771 518 0.1545765 0.3343621
Moved 345.9919 438.28 518 0.1812037 0.3343621
Moved 346.0226 447.7974 518 0.2032347 0.3343621
Moved 346.0534 453.6127 518 0.2166962 0.3343621
Moved 346.0841 456.6786 518 0.223793 0.3343621
Moved 346.1148 459.1705 518 0.2295613 0.3343621
Moved 346.1456 461.0486 518 0.2339087 0.3343621
Moved 346.1763 462.3734 516.6266 0.2369756 0.3308296
Moved 346.207 462 508.029 0.2361111 0.3087164
Moved 346.2378 441.2011 484.5014 0.1879655 0.2482032
Moved 346.2685 424.8742 462.4238 0.1501717 0.1914192
Moved 346.2992 411.5773 445.4927 0.1193919 0.1478722
Moved 346.3299 392.0741 420.3334 0.07424563 0.08316189
Moved 346.3606 371.6401 396.1601 0.02694468 0.02098778
Moved 346.3914 357.473 375.8621 -0.00584965 -0.0312189
Moved 346.4221 350.5119 365.3492 -0.02196317 -0.05825828
Moved 346.4528 345.5973 355.4933 -0.03333956 -0.08360787
Moved 346.4836 339.4279 342.7115 -0.04762064 -0.1164829
Moved 346.5143 335.555 328.775 -0.05658567 -0.1523277
Moved 346.545 333 317.7112 -0.06249999 -0.1807841
Moved 346.5758 329.1716 307.6862 -0.0713621 -0.2065684
Moved 346.6065 325.3013 294.9039 -0.08032098 -0.2394446
Moved 346.6372 323 285.2803 -0.08564815 -0.2641969
Moved 346.668 322 278.7312 -0.08796295 -0.2810412
Moved 346.6987 320.01 273.02 -0.09256949 -0.2957307
Moved 346.7293 319.1386 270.1386 -0.0945866 -0.3031414
Moved 346.7601 318.2678 269 -0.09660234 -0.30607
Moved 346.7908 315.7863 278.9617 -0.1023465 -0.2804484
Moved 346.8216 308.7549 297.7352 -0.1186228 -0.2321626
Moved 346.8523 301.0393 316.8951 -0.136483 -0.1828832
Moved 346.883 292.0335 339.5886 -0.1573299 -0.1245151
Moved 346.9137 282.7143 363.0001 -0.1789022 -0.06430033
Moved 346.9445 274.1091 383.7819 -0.1988216 -0.0108492
Moved 346.9752 268.6492 397.7016 -0.2114602 0.02495259
Moved 347.006 263.5772 408.5569 -0.2232008 0.05287261
Moved 347.0367 257.2687 423.0397 -0.237804 0.09012273
Moved 347.0674 252.1054 436.7892 -0.2497561 0.1254867
Moved 347.0981 249.6812 447.2753 -0.2553677 0.152457
Moved 347.1288 248 455.306 -0.2592593 0.173112
Moved 347.1596 246 463.3839 -0.2638889 0.1938885
Moved 347.1903 245 470.6776 -0.2662037 0.212648
Moved 347.221 244 477.1544 -0.2685185 0.2293064
Moved 347.2517 244 486.9253 -0.2685185 0.2544374
Moved 347.2825 244 497.3635 -0.2685185 0.2812845
Moved 347.3132 244 505.1497 -0.2685185 0.301311
Moved 347.3439 244 509.4567 -0.2685185 0.3123886
Moved 347.3747 244 514.1007 -0.2685185 0.3243331
Moved 347.4054 251.7554 517.9388 -0.2505662 0.3342047
Moved 347.4361 265.1856 522.2964 -0.2194778 0.3454124
Moved 347.4669 285.3042 526.413 -0.172907 0.3560005
Moved 347.4976 311.5984 529.7197 -0.1120407 0.3645052
Moved 347.5283 318.7662 530 -0.0954487 0.3652262
Moved 347.5591 329.7556 530 -0.07001013 0.3652262
Moved 347.5898 338.1225 530 -0.05064239 0.3652262
Moved 347.6205 346.2979 530 -0.03171772 0.3652262
Moved 347.6512 350.3057 530 -0.0224406 0.3652262
Moved 347.6819 354.812 530 -0.01200914 0.3652262
Moved 347.7127 357.6811 530 -0.005367796 0.3652262
Moved 347.7434 360.5512 526.1417 0.001275838 0.3553028
Moved 347.7741 362.5 523 0.005787015 0.3472221
Moved 347.8049 363.2303 521.7697 0.007477701 0.3440576
Moved 347.8356 364 521 0.009259283 0.3420781
Moved 347.8663 364 518.2875 0.009259283 0.3351014
Moved 347.8971 364 511.3038 0.009259283 0.3171394
Moved 347.9277 342.383 495.3829 -0.04078015 0.2761905
Moved 347.9585 326.1855 479.1855 -0.07827421 0.2345307
Moved 347.9892 311.1077 464.1077 -0.1131766 0.1957503
Moved 348.0199 296.9038 449.9037 -0.1460561 0.1592174
Moved 348.0507 283.5608 437.5608 -0.1769426 0.1274712
Moved 348.0814 272.3831 429.5374 -0.2028169 0.1068347
Moved 348.1122 261.8801 418.8801 -0.2271294 0.07942399
Moved 348.1429 248.7726 405.7726 -0.257471 0.04571133
Moved 348.1736 237.2601 395.6951 -0.2841202 0.01979176
Moved 348.2043 224.7747 386.0811 -0.3130214 -0.004935637
Moved 348.235 215.7984 379.5988 -0.3338 -0.02160806
Moved 348.2657 207.6605 372.6605 -0.3526378 -0.03945339
Moved 348.2965 200.9288 367.3932 -0.3682203 -0.05300098
Ended 348.3272 198 365 -0.375 -0.05915646
PhraseEnd 349.6793
