want to join us for lunch
want to join us for lunch
Basic
0.6 0.6
432 388.8
Began 755.5618 340 529 -0.04629632 0.3626543
Stationary 755.5829 340 529 -0.04629632 0.3626543
Stationary 755.5959 340 529 -0.04629632 0.3626543
Stationary 755.6111 340 529 -0.04629632 0.3626543
Stationary 755.6281 340 529 -0.04629632 0.3626543
Stationary 755.6425 340 529 -0.04629632 0.3626543
Stationary 755.6569 340 529 -0.04629632 0.3626543
Moved 755.6731 326.8604 521.9359 -0.07671207 0.3444851
Moved 755.6892 319.1136 515.4091 -0.09464443 0.3276981
Moved 755.7039 308.3352 507.9183 -0.1195944 0.3084318
Moved 755.7191 295.8243 498.8829 -0.1485548 0.2851924
Moved 755.7353 280.7715 488.7112 -0.1833992 0.2590307
Moved 755.7508 264.2612 475.0672 -0.2216175 0.2239382
Moved 755.7662 249.5469 463.2375 -0.2556784 0.1935121
Moved 755.7813 233.5 452.5 -0.2928241 0.165895
Moved 755.797 220.8587 441.6245 -0.3220863 0.1379231
Moved 755.8122 207.7471 428.7471 -0.3524373 0.104802
Moved 755.8281 197.1821 418.1821 -0.3768932 0.07762893
Moved 755.8427 187.3324 408.3324 -0.3996936 0.05229518
Moved 755.8586 180.6022 401.6022 -0.4152728 0.03498497
Moved 755.8741 174.5357 395.5357 -0.4293154 0.01938188
Moved 755.8898 169 390 -0.4421296 0.005143954
Moved 755.906 166.0184 388.679 -0.4490315 0.001746244
Moved 755.9199 161.6927 384.6927 -0.4590446 -0.008506304
Moved 755.9373 158.9275 382.4637 -0.4654457 -0.01423934
Moved 755.9506 157.0149 380.0298 -0.469873 -0.02049952
Moved 755.9671 155.5678 378.5678 -0.4732226 -0.02425983
Moved 755.9822 156 376.1315 -0.4722222 -0.03052613
Moved 755.9976 156 373.378 -0.4722222 -0.03760812
Moved 756.0126 156 371.4424 -0.4722222 -0.04258654
Moved 756.0282 161.7607 367.5311 -0.4588874 -0.05264635
Moved 756.0436 168.0467 364.4767 -0.4443364 -0.06050235
Moved 756.0585 176.5103 361.5959 -0.4247446 -0.06791189
Moved 756.0746 185.9512 359.8641 -0.4028907 -0.07236598
Moved 756.09 197.1973 356.845 -0.3768582 -0.08013117
Moved 756.1048 211.1377 353.9725 -0.3445886 -0.08751943
Moved 756.1204 223.0612 352.9035 -0.3169881 -0.09026884
Moved 756.1362 238.8124 350.8646 -0.2805268 -0.09551279
Moved 756.1521 254.0811 347.9838 -0.2451826 -0.1029224
Moved 756.1676 271.4119 346.549 -0.2050651 -0.1066128
Moved 756.1827 286.859 345.1141 -0.1693078 -0.1103034
Moved 756.1979 302.6094 341.0156 -0.1328485 -0.1208447
Moved 756.2139 315.919 338.6937 -0.1020393 -0.1268168
Moved 756.2278 326.0478 336.2116 -0.07859314 -0.1332006
Moved 756.2436 340.1075 333.3785 -0.04604737 -0.1404874
Moved 756.2593 352.7075 329.7642 -0.01688088 -0.1497835
Moved 756.2749 366.8471 326.6306 0.01584987 -0.1578433
Moved 756.2897 383.8586 323.1295 0.05522827 -0.1668481
Moved 756.3054 398.562 320.9438 0.08926381 -0.1724698
Moved 756.32 411.457 316.5143 0.1191133 -0.1838624
Moved 756.3395 417.5822 315.5671 0.1332921 -0.1862986
Moved 756.351 426.4754 313.9321 0.1538783 -0.190504
Moved 756.3706 433.5 311 0.1701389 -0.1980453
Moved 756.3876 440.7549 309.049 0.1869325 -0.2030634
Moved 756.3997 446.5754 306.2123 0.200406 -0.2103594
Moved 756.4126 451.4873 303.3418 0.2117761 -0.2177424
Moved 756.4293 455.813 300.458 0.2217893 -0.2251595
Moved 756.4439 458 299.5 0.2268519 -0.2276234
Moved 756.4594 461.638 296.362 0.2352732 -0.2356944
Moved 756.4768 464.5248 293.4752 0.2419555 -0.2431193
Moved 756.4903 466.3929 291.6071 0.24628 -0.2479243
Moved 756.5056 468.1334 289.8666 0.2503088 -0.2524008
Moved 756.5209 469.5693 286.8613 0.2536328 -0.2601303
Moved 756.5389 471.0081 284.9919 0.2569633 -0.2649386
Moved 756.5523 472.4428 283.5572 0.2602842 -0.2686286
Moved 756.5677 472.5152 280.9696 0.2604518 -0.2752839
Moved 756.5849 473 279.0488 0.2615741 -0.2802244
Moved 756.5989 473 277.6179 0.2615741 -0.2839046
Moved 756.6136 473 277 0.2615741 -0.2854939
Stationary 756.6288 473 277 0.2615741 -0.2854939
Moved 756.6445 458.5164 283.2705 0.2280472 -0.269366
Moved 756.6602 450.1822 291.6815 0.208755 -0.2477328
Moved 756.675 445.0168 296.9832 0.1967981 -0.2340966
Moved 756.6905 435.8658 308.5122 0.1756154 -0.204444
Moved 756.7059 426.083 321.179 0.15297 -0.1718647
Moved 756.7294 412.922 345.1365 0.1225045 -0.1102456
Stationary 756.7407 412.922 345.1365 0.1225045 -0.1102456
Moved 756.7525 408.6989 353.6023 0.1127289 -0.08847146
Moved 756.7664 404.3509 363.1813 0.102664 -0.06383409
Moved 756.7841 401.0643 370.85 0.09505619 -0.04411006
Moved 756.7994 395.3445 386.5525 0.08181611 -0.003723019
Moved 756.8137 392.4409 399.5304 0.0750946 0.02965637
Moved 756.8364 384.8134 427.2886 0.05743841 0.1010509
Stationary 756.8467 384.8134 427.2886 0.05743841 0.1010509
Moved 756.8594 382.8323 438.1737 0.05285263 0.1290476
Moved 756.8748 380.3941 448.847 0.04720866 0.1564994
Moved 756.8911 378.3867 457.6467 0.04256169 0.1791324
Moved 756.9067 375.6315 473.2109 0.03618409 0.2191637
Moved 756.9229 374.3747 483.6274 0.03327479 0.2459553
Moved 756.9382 372.9349 496.5855 0.029942 0.2792836
Moved 756.9532 371.4962 505.527 0.02661149 0.3022812
Moved 756.9686 370.0574 513.7128 0.02328108 0.3233352
Moved 756.9858 370 520.9263 0.02314816 0.3418886
Moved 757.0004 368.5 526.5 0.01967589 0.3562242
Moved 757.015 367.0718 535.6408 0.01637002 0.3797345
Moved 757.0317 365.6329 545.5695 0.01303921 0.4052713
Moved 757.0468 365.1873 553.0638 0.01200755 0.4245467
Moved 757.0609 365 560.2126 0.01157403 0.4429335
Moved 757.0764 363.3156 568.7375 0.007674993 0.4648597
Moved 757.0921 360.7437 576.7688 0.001721581 0.4855163
Moved 757.1077 359.5 582 -0.001157423 0.4989711
Moved 757.123 358.3623 584.9132 -0.003791054 0.5064639
Moved 757.1389 356.9204 588.1591 -0.007128617 0.5148124
Ended 757.1555 356 592 -0.009259283 0.5246913
Candidates 757.275 12 want rant range table frame rabbit yankee take grant game danny randy
Began 757.751 382 372 0.05092591 -0.04115226
Stationary 757.7697 382 372 0.05092591 -0.04115226
Stationary 757.7842 382 372 0.05092591 -0.04115226
Moved 757.8007 382 385.8388 0.05092591 -0.005558665
Moved 757.8171 382 397.8437 0.05092591 0.02531809
Moved 757.8345 382 419.3177 0.05092591 0.08054969
Moved 757.8461 382 444.4138 0.05092591 0.1450972
Moved 757.8613 382 483.411 0.05092591 0.2453986
Ended 757.879 382 483.411 0.05092591 0.2453986
Accept 757.9216 0 want
Began 758.7062 269 530 -0.2106481 0.3652262
Stationary 758.7249 269 530 -0.2106481 0.3652262
Stationary 758.7407 269 530 -0.2106481 0.3652262
Stationary 758.7556 269 530 -0.2106481 0.3652262
Stationary 758.7708 269 530 -0.2106481 0.3652262
Moved 758.7864 280.7187 530 -0.1835215 0.3652262
Moved 758.802 285.0356 530 -0.1735286 0.3652262
Moved 758.8177 288.5 530 -0.1655093 0.3652262
Moved 758.8329 294.4779 530 -0.1516716 0.3652262
Moved 758.8489 301.5598 520.8162 -0.1352782 0.3416054
Moved 758.8638 308.7597 521.248 -0.1186118 0.3427161
Moved 758.8797 315.9402 519.812 -0.1019904 0.3390224
