I will meet you at noon
Basic
0.6 0.6
432 388.8
Began 407.8939 506 490 0.337963 0.2623456
Stationary 407.9247 506 490 0.337963 0.2623456
Stationary 407.9554 506 490 0.337963 0.2623456
Stationary 407.9862 506 490 0.337963 0.2623456
Stationary 408.0168 506 490 0.337963 0.2623456
Stationary 408.0475 506 490 0.337963 0.2623456
Stationary 408.0783 506 490 0.337963 0.2623456
Moved 408.109 495.1889 490 0.3129373 0.2623456
Moved 408.1397 495.6826 490 0.3140802 0.2623456
Moved 408.1705 494.7234 490 0.3118598 0.2623456
Moved 408.2012 492.6271 490 0.3070073 0.2623456
Moved 408.2319 490.6835 490 0.3025082 0.2623456
Moved 408.2626 488.7172 490 0.2979565 0.2623456
Moved 408.2934 486.5 490 0.2928241 0.2623456
Moved 408.3241 483.9783 490 0.2869868 0.2623456
Moved 408.3548 480.8781 490 0.2798103 0.2623456
Moved 408.3856 477.5729 490 0.2721595 0.2623456
Moved 408.4163 474.7035 490 0.2655174 0.2623456
Moved 408.447 472.1476 490 0.2596009 0.2623456
Moved 408.4776 470.7711 490 0.2564145 0.2623456
Moved 408.5085 468.7281 490 0.2516854 0.2623456
Moved 408.5391 467.8641 490 0.2496854 0.2623456
Stationary 408.5699 467.8641 490 0.2496854 0.2623456
Stationary 408.6006 467.8641 490 0.2496854 0.2623456
Moved 408.6313 468 495.5685 0.25 0.2766678
Moved 408.662 478.5 502 0.2743055 0.2932098
Ended 408.6927 477.9569 501 0.2730484 0.2906378
Began 409.461 219 431 -0.3263889 0.1105966
Stationary 409.4917 219 431 -0.3263889 0.1105966
Stationary 409.5224 219 431 -0.3263889 0.1105966
Stationary 409.5531 219 431 -0.3263889 0.1105966
Stationary 409.5839 219 431 -0.3263889 0.1105966
Stationary 409.6146 219 431 -0.3263889 0.1105966
Moved 409.6453 228.6301 440 -0.3040971 0.1337448
Moved 409.676 231.5 442.5 -0.2974537 0.1401748
Moved 409.7068 235.0373 445.0373 -0.2892655 0.1467008
Moved 409.7375 239.8175 447.9088 -0.2782003 0.1540862
Moved 409.7682 246.5555 449.7778 -0.2626029 0.1588934
Moved 409.7989 252.4034 451 -0.2490661 0.162037
Moved 409.8297 265.6075 454.1519 -0.218501 0.1701437
Moved 409.8604 281.1154 456.0231 -0.1826032 0.1749564
Moved 409.8911 294.456 457 -0.1517223 0.1774691
Moved 409.9218 307.155 457 -0.1223263 0.1774691
Moved 409.9525 326.1811 457 -0.07828449 0.1774691
Moved 409.9832 340.8914 457 -0.04423281 0.1774691
Moved 410.014 351.0923 457 -0.02061958 0.1774691
Moved 410.0447 367.3773 457 0.01707713 0.1774691
Moved 410.0754 383.5954 457 0.05461901 0.1774691
Moved 410.1061 400.815 448.6975 0.09447913 0.1561149
Moved 410.1369 417.0907 449 0.1321544 0.156893
Moved 410.1677 434.4502 449 0.1723384 0.156893
Moved 410.1984 449.0505 449 0.2061355 0.156893
Moved 410.2291 461.8913 449 0.2358596 0.156893
Moved 410.2598 472.0602 459.0301 0.2593985 0.1826904
Moved 410.2905 484.5559 464.778 0.2883238 0.197474
Moved 410.3213 495.0255 471.2691 0.312559 0.2141694
Moved 410.352 504.5646 480.7528 0.3346402 0.2385616
Moved 410.3827 512.2523 493.3784 0.3524358 0.2710348
Moved 410.4134 515.9971 499.9941 0.3611043 0.2880506
Moved 410.4442 518 505.7494 0.3657407 0.3028533
Moved 410.4749 518 509.4193 0.3657407 0.3122922
Moved 410.5056 518 512.2863 0.3657407 0.3196663
Moved 410.5363 518 513.5 0.3657407 0.3227879
Moved 410.567 518 513 0.3657407 0.321502
Moved 410.5978 509.4515 513 0.3459526 0.321502
Moved 410.6285 507.5991 513 0.3416646 0.321502
Moved 410.6592 506 502.4333 0.337963 0.2943242
Moved 410.69 504 492.5692 0.3333333 0.2689535
Moved 410.7207 504 479.09 0.3333333 0.2342848
Moved 410.7514 504 465.9919 0.3333333 0.2005965
Moved 410.7821 504 455.1257 0.3333333 0.1726482
Moved 410.8129 504 443.9672 0.3333333 0.1439484
Moved 410.8436 511.8777 430.6113 0.3515689 0.109597
Moved 410.8743 513 418.0043 0.3541666 0.0771714
Moved 410.9051 514.1858 410.4426 0.3569115 0.05772276
Moved 410.9358 514 402.655 0.3564815 0.03769274
Moved 410.9666 515 395.0271 0.3587963 0.01807374
Moved 410.9972 515 387.4266 0.3587963 -0.001474938
Moved 411.028 515 382.1999 0.3587963 -0.01491806
Moved 411.0587 515 377.4485 0.3587963 -0.02713867
Moved 411.0894 515 371.702 0.3587963 -0.04191865
Moved 411.1202 515 369.251 0.3587963 -0.0482228
Moved 411.1509 515 366.5 0.3587963 -0.05529835
Moved 411.1816 515 364.5924 0.3587963 -0.06020479
Moved 411.2124 515 363.6266 0.3587963 -0.06268881
Moved 411.243 515 362.6461 0.3587963 -0.06521083
Stationary 411.2737 515 362.6461 0.3587963 -0.06521083
Moved 411.3045 516.154 363 0.3614676 -0.06430049
Moved 411.3352 524.7985 373.1473 0.3814779 -0.03820137
Ended 411.366 524.7985 373.1473 0.3814779 -0.03820137
Began 412.3799 412 220 0.1203704 -0.4320988
Moved 412.4107 412 232.3971 0.1203704 -0.4002133
Moved 412.4413 412 242.9814 0.1203704 -0.3729901
Moved 412.4721 412 252.1056 0.1203704 -0.3495227
Moved 412.5028 402.6268 263.1196 0.0986731 -0.3211945
Moved 412.5336 397.5087 272.9826 0.08682568 -0.2958267
Moved 412.5643 390.7566 280.2434 0.07119586 -0.2771517
Moved 412.595 384.9813 285.3458 0.05782704 -0.2640282
Moved 412.6258 379.4588 289.5412 0.04504343 -0.2532377
Moved 412.6565 377.0576 291.9424 0.0394851 -0.2470617
Moved 412.6872 375.1571 294.8429 0.03508588 -0.2396016
Moved 412.718 372.2044 301.5912 0.02825091 -0.2222449
Moved 412.7487 371 309.0196 0.025463 -0.203139
Moved 412.7794 370.4581 319.7095 0.02420853 -0.1756444
Moved 412.8101 367.8783 333.852 0.01823684 -0.1392696
Moved 412.8408 363.998 348.0051 0.009254515 -0.1028677
Moved 412.8716 359.2778 362.3054 -0.001671662 -0.06608696
