where did you get that tie
Moved 761.9161 387.6795 461.3205 0.064073 0.1885814
Stationary 761.9468 388 461 0.06481478 0.1877571
Moved 761.9776 388 462.144 0.06481478 0.1906997
Moved 762.0083 386.9496 462 0.06238321 0.1903292
Moved 762.039 387 463.01 0.06250004 0.1929269
Stationary 762.0697 387 463.01 0.06250004 0.1929269
Moved 762.1005 386 463.842 0.06018519 0.1950667
Moved 762.1312 386 464.5 0.06018519 0.1967592
Stationary 762.1619 386 464.5 0.06018519 0.1967592
Moved 762.1927 386 465.1101 0.06018519 0.1983283
Moved 762.2234 384.8106 465 0.05743205 0.1980452
Moved 762.2541 385 466.1868 0.05787035 0.2010977
Stationary 762.2849 385 466.1868 0.05787035 0.2010977
Moved 762.3156 384 467.5 0.0555556 0.2044752
Stationary 762.3463 384 467.5 0.0555556 0.2044752
Stationary 762.377 384 467.5 0.0555556 0.2044752
Moved 762.4077 384 467 0.0555556 0.2031892
Moved 762.4384 384 456.7955 0.0555556 0.1769432
Moved 762.4691 384 449.0045 0.0555556 0.1569043
Moved 762.4999 395.7178 439.5645 0.08267999 0.1326245
Moved 762.5306 403.4629 428.0743 0.1006085 0.1030716
Moved 762.5613 408.6025 419.795 0.1125059 0.08177722
Moved 762.592 410 415.9218 0.1157407 0.07181513
Moved 762.6228 411.9767 413.0233 0.1203164 0.06436026
Moved 762.6535 412.8492 411.1508 0.1223362 0.05954405
Moved 762.6842 413 409.6385 0.1226852 0.05565463
Moved 762.715 414 408.7296 0.125 0.05331691
Stationary 762.7457 414 408.7296 0.125 0.05331691
Moved 762.7764 415 407.5 0.1273148 0.05015428
Stationary 762.8071 415 407.5 0.1273148 0.05015428
Stationary 762.8378 415 407.5 0.1273148 0.05015428
Moved 762.8685 416.1016 408 0.1298648 0.05144025
Ended 762.8993 417.0293 406.9708 0.1320122 0.048793
Backspace 764.3433
Began 765.4494 247 571 -0.2615741 0.4706789
Stationary 765.4802 247 571 -0.2615741 0.4706789
Stationary 765.5109 247 571 -0.2615741 0.4706789
Stationary 765.5416 247 571 -0.2615741 0.4706789
Stationary 765.5723 247 571 -0.2615741 0.4706789
Stationary 765.603 247 571 -0.2615741 0.4706789
Moved 765.6337 256.5263 562.9473 -0.2395224 0.4499673
Moved 765.6645 260.0509 559.9745 -0.2313637 0.4423213
Moved 765.6952 264.8994 555.2012 -0.2201403 0.4300441
Moved 765.7259 269.5418 550.4582 -0.2093939 0.417845
Moved 765.7566 274 545 -0.199074 0.4038065
Moved 765.7874 276.1944 541.8057 -0.1939945 0.3955906
Moved 765.8181 279.0684 537.9316 -0.1873417 0.3856264
Moved 765.8481 281.9354 533.1292 -0.1807051 0.3732746
Moved 765.8796 284.3354 529.3293 -0.1751496 0.3635012
Moved 765.9103 286.3312 524.3375 -0.1705295 0.3506624
Moved 765.941 289.2012 518.5976 -0.1638861 0.3358991
Moved 765.9717 291.0753 512.8495 -0.159548 0.3211149
Moved 766.0024 293.6395 507.7211 -0.1536123 0.3079245
Moved 766.0331 298 502 -0.1435185 0.2932098
Moved 766.0639 302.7662 493.8506 -0.1324856 0.2722495
Moved 766.0946 307.8774 489.1226 -0.1206541 0.2600888
Moved 766.1253 316.3601 479.6398 -0.1010182 0.235699
Moved 766.1561 325.9625 469.0375 -0.07879043 0.2084296
Moved 766.1868 334.0641 459.936 -0.06003693 0.1850205
Moved 766.2175 341.1473 451.8527 -0.04364043 0.16423
Moved 766.2482 350.7195 441.374 -0.02148261 0.1372787
Moved 766.2789 360.3275 430.8967 0.0007581711 0.1103309
Moved 766.3097 376.2664 414.978 0.03765384 0.06938785
Moved 766.3404 380.5889 409.2147 0.04765958 0.05456453
Moved 766.3711 389.227 400.773 0.06765504 0.03285231
Moved 766.4019 398.7954 392.1534 0.08980422 0.01068253
Moved 766.4326 406.0255 387.3163 0.1065404 -0.00175841
Moved 766.4633 411.6466 382.6767 0.1195523 -0.0136917
Moved 766.494 416.3761 378.624 0.1305002 -0.0241154
Moved 766.5247 420.0621 374.8758 0.1390326 -0.03375575
Moved 766.5555 422.6328 373 0.1449833 -0.03858032
Moved 766.5862 424.4978 372 0.1493004 -0.04115226
Moved 766.6169 425.3728 369.6273 0.1513259 -0.04725499
Stationary 766.6476 425.3728 369.6273 0.1513259 -0.04725499
Stationary 766.6784 425.3728 369.6273 0.1513259 -0.04725499
Moved 766.709 396.4681 387.8845 0.08441697 -0.0002972481
Moved 766.7398 375.5 402.5 0.03587961 0.03729416
Moved 766.7706 355.766 415.1404 -0.009800891 0.06980543
Moved 766.8013 332.7202 428.4855 -0.06314764 0.1041294
Moved 766.832 313.6778 442.5619 -0.1072274 0.140334
Moved 766.8627 299 452 -0.1412037 0.164609
Moved 766.8934 288.292 458.354 -0.1659907 0.1809515
Moved 766.9242 276.8138 464.1396 -0.1925607 0.1958323
Moved 766.9549 265.2402 470.8399 -0.2193515 0.2130655
Moved 766.9855 258.0383 475.6412 -0.2360225 0.2254144
Moved 767.0164 252.3789 479.3105 -0.249123 0.2348521
Moved 767.0471 247.8191 483.3618 -0.2596781 0.2452721
Moved 767.0778 243.9483 486.0517 -0.2686382 0.2521906
Moved 767.1085 240.7575 488.6213 -0.2760243 0.2587996
Moved 767.1392 238.5094 491.4906 -0.2812282 0.2661794
Moved 767.17 237 494.366 -0.2847222 0.2735749
Moved 767.2007 234.6673 499.6655 -0.2901221 0.2872053
Moved 767.2314 234.2278 500.7723 -0.2911395 0.2900521
Moved 767.2621 234 504.6396 -0.2916667 0.2999989
Moved 767.2928 234 507.5115 -0.2916667 0.3073855
Moved 767.3235 234 510.0209 -0.2916667 0.3138398
Moved 767.3543 234 512.8868 -0.2916667 0.3212108
Moved 767.385 234 515.7599 -0.2916667 0.3286004
Moved 767.4158 246.5 517.5 -0.2627315 0.3330761
Moved 767.4465 256.8848 518 -0.2386926 0.3343621
Moved 767.4772 268.196 519 -0.2125092 0.3369341
Moved 767.5079 278.6859 519 -0.1882272 0.3369341
Moved 767.5386 285.9596 519 -0.1713898 0.3369341
Moved 767.5694 296.9174 510.6942 -0.1460246 0.3155714
Moved 767.6001 305.5324 507.8225 -0.1260824 0.3081853
Moved 767.6309 314.1377 504.9541 -0.1061628 0.3008078
Moved 767.6615 321.2365 502.3817 -0.08973022 0.2941915
Moved 767.6923 326.9781 499.5109 -0.07643948 0.2868078
Moved 767.723 331.7282 496.6359 -0.06544387 0.2794132
Moved 767.7537 333 496.0743 -0.06249999 0.2779689
Moved 767.7845 335.5 494.5 -0.05671298 0.2739197
Moved 767.8152 336.1005 495 -0.05532299 0.2752057
Moved 767.8459 336 493.626 -0.05555556 0.2716718
Stationary 767.8766 336 494 -0.05555556 0.2726337
Moved 767.9073 329.7957 494 -0.06991725 0.2726337
Moved 767.938 321.7233 494 -0.0886035 0.2726337
Moved 767.9688 312.5 494 -0.1099537 0.2726337
Moved 767.9995 302.3062 504.3469 -0.1335504 0.2992459
Moved 768.0302 292.8621 507.046 -0.1554119 0.3061881
Moved 768.0609 284.2445 509.9185 -0.1753598 0.3135763
Moved 768.0917 276.0308 512.3231 -0.1943731 0.3197609
Moved 768.1224 267.0495 515.3168 -0.2151631 0.3274609
Moved 768.1531 261.6371 517.1815 -0.2276919 0.3322568
Moved 768.1838 257.9474 518 -0.2362329 0.3343621
Moved 768.2145 255.3813 519.6187 -0.2421729 0.3385254
Moved 768.2453 252.5045 520 -0.2488321 0.3395061
Moved 768.276 250.8174 521 -0.2527376 0.3420781
Moved 768.3067 249.5 522 -0.255787 0.3446501
Moved 768.3375 248.8546 523.1454 -0.257281 0.347596
Ended 768.3682 249 526 -0.2569445 0.3549381
Began 769.5357 273 241 -0.2013889 -0.3780865
Stationary 769.5665 273 241 -0.2013889 -0.3780865
Stationary 769.5972 273 241 -0.2013889 -0.3780865
Stationary 769.6279 273 241 -0.2013889 -0.3780865
Stationary 769.6586 273 241 -0.2013889 -0.3780865
Moved 769.6893 273 251.2427 -0.2013889 -0.3517421
Moved 769.72 281.8989 258.2247 -0.1807897 -0.3337842
Moved 769.7508 285.3152 264.9728 -0.1728814 -0.3164279
Moved 769.7816 291.0507 274.1014 -0.1596048 -0.292949
Moved 769.8123 297.7924 284.5848 -0.1439991 -0.2659857
Moved 769.843 305.7973 296.0631 -0.1254692 -0.2364632
Moved 769.8737 311.5604 304.1208 -0.1121287 -0.2157385
Moved 769.9044 320.6267 315.6267 -0.09114181 -0.1861453
Moved 769.9351 327.574 326.6234 -0.07506017 -0.1578618
Moved 769.9659 334.1505 337.301 -0.05983675 -0.1303987
Moved 769.9966 338.9234 348.8467 -0.04878849 -0.1007029
Moved 770.0273 343.6794 359.3588 -0.03777911 -0.07366565
Moved 770.058 347.7086 369.8345 -0.02845228 -0.04672195
Moved 770.0887 352.4842 380.9684 -0.0173977 -0.01808543
Moved 770.1194 357.1156 392.3469 -0.006676763 0.0111802
Moved 770.1502 361.9848 400.9545 0.004594425 0.03331906
Moved 770.181 365 407.2463 0.01157403 0.04950174
Moved 770.2117 367.3498 411.3497 0.01701335 0.06005577
Moved 770.2424 369.2266 415.2266 0.02135793 0.07002728
Moved 770.2731 370 418.1039 0.02314816 0.07742756
Moved 770.3038 371 420.6411 0.025463 0.0839534
Moved 770.3345 372 422.5 0.02777775 0.08873452
Moved 770.3653 373 424 0.0300926 0.09259254
Moved 770.396 374.249 426 0.03298372 0.09773654
Moved 770.4267 375.7753 428.7753 0.03651688 0.1048747
Moved 770.4574 381.9466 435.9467 0.05080233 0.1233195
Moved 770.4882 393.6049 447.0839 0.07778913 0.1519648
Moved 770.5189 405.3347 456.2678 0.1049415 0.1755859
Moved 770.5496 421.7498 468.7915 0.1429394 0.207797
Moved 770.5803 433.327 476.6635 0.1697384 0.2280439
Moved 770.611 443.1202 485.1202 0.1924079 0.2497946
Moved 770.6418 450.7358 490.4905 0.2100366 0.2636072
Moved 770.6725 458.3447 498.2298 0.2276497 0.2835127
Moved 770.7032 464.9495 504.9663 0.2429386 0.3008392
Moved 770.7339 470 511 0.2546296 0.3163579
Moved 770.7646 475.7155 515.3578 0.2678601 0.3275662
Moved 770.7954 480.4553 520.2276 0.2788316 0.3400915
Moved 770.8261 484.2057 524.1028 0.2875131 0.3500587
Moved 770.8569 485.6453 526.6453 0.2908455 0.3565979
Moved 770.8876 487 528.5159 0.2939814 0.3614092
Moved 770.9183 487 530.3897 0.2939814 0.3662286
Moved 770.949 487 531.3729 0.2939814 0.3687572
Moved 770.9797 471.0161 531 0.2569817 0.3677982
Moved 771.0104 446.1294 521.0432 0.1993736 0.3421892
Moved 771.0412 421.8181 510.9272 0.1430973 0.3161708
Moved 771.0719 400.4527 499.7263 0.09364038 0.2873619
Moved 771.1026 377.2428 485.1387 0.03991386 0.2498424
Moved 771.1334 355.1441 471.8172 -0.01124049 0.2155791
Moved 771.1641 339.4917 460.1933 -0.04747301 0.1856823
Moved 771.1948 328.0246 451.0245 -0.07401719 0.1621001
Moved 771.2255 317.6591 442.6592 -0.09801125 0.1405842
Moved 771.2562 308.0728 434.0728 -0.1202018 0.1184999
Moved 771.2869 300.5 426.5 -0.1377315 0.09902258
Moved 771.3177 290.9019 415.9019 -0.1599493 0.07176399
Moved 771.3484 282.5462 406.3193 -0.1792911 0.04711763
Moved 771.3792 274.8028 397.7042 -0.1972158 0.02495918
Moved 771.4099 267.6953 390.043 -0.2136682 0.005254628
Moved 771.4406 261.9426 380.8852 -0.2269847 -0.0182994
Moved 771.4713 258.5992 374.1984 -0.234724 -0.03549795
Moved 771.502 255.7153 367.4306 -0.2413997 -0.05290483
Moved 771.5327 254 363.4198 -0.2453704 -0.06322068
Moved 771.5635 252.3388 359.3388 -0.2492158 -0.07371714
Moved 771.5942 252 356.4648 -0.25 -0.08110894
Moved 771.6249 251 354.9185 -0.2523148 -0.08508643
Stationary 771.6556 251 354.9185 -0.2523148 -0.08508643
Ended 771.6864 251 355 -0.2523148 -0.08487654
Began 772.5774 401 570 0.09490739 0.4681069
Stationary 772.6082 401 570 0.09490739 0.4681069
Stationary 772.6389 401 570 0.09490739 0.4681069
Ended 772.6696 401 570 0.09490739 0.4681069
Began 772.731 382 548 0.05092591 0.4115225
Stationary 772.7617 382 548 0.05092591 0.4115225
Stationary 772.7925 382 548 0.05092591 0.4115225
Stationary 772.8232 382 548 0.05092591 0.4115225
Stationary 772.8539 382 548 0.05092591 0.4115225
Stationary 772.8846 382 548 0.05092591 0.4115225
Moved 772.9153 394.7209 541 0.08037259 0.3935184
Moved 772.9461 405.2309 540.2563 0.1047011 0.3916057
Moved 772.9767 416.4589 539.3853 0.1306919 0.3893653
Moved 773.0075 426.9944 539 0.1550796 0.3883744
Moved 773.0382 434.0306 537.9923 0.1713672 0.3857826
Moved 773.069 442.6511 538 0.1913221 0.3858024
Moved 773.0997 449.5071 538 0.2071923 0.3858024
Moved 773.1304 456 538 0.2222222 0.3858024
Moved 773.1611 463.5668 538 0.2397379 0.3858024
Moved 773.1919 470.1229 538 0.2549142 0.3858024
Moved 773.2226 476.8051 538 0.2703822 0.3858024
Moved 773.2533 483.0555 538 0.2848507 0.3858024
Moved 773.284 489.7142 538 0.3002645 0.3858024
Moved 773.3148 496.4454 537 0.3158458 0.3832304
Moved 773.3455 502.1868 537 0.3291361 0.3832304
Moved 773.3762 504.5899 536.4101 0.3346989 0.3817131
Moved 773.4069 506.4597 536 0.339027 0.3806583
Moved 773.4376 508.163 536 0.34297 0.3806583
Stationary 773.4684 508 536 0.3425926 0.3806583
Moved 773.4991 509.3217 536 0.345652 0.3806583
Moved 773.5298 510.0405 536 0.3473159 0.3806583
Moved 773.5605 510 535 0.3472221 0.3780863
Stationary 773.5912 510 535 0.3472221 0.3780863
Stationary 773.622 510 535 0.3472221 0.3780863
Moved 773.6527 510 533.7018 0.3472221 0.3747475
Moved 773.6835 499.5 532.5 0.3229167 0.3716563
Moved 773.7142 492.6572 533 0.3070769 0.3729423
Moved 773.7449 486.9023 532 0.2937553 0.3703703
Moved 773.7756 480.2623 531 0.278385 0.3677982
Moved 773.8063 475.3228 531 0.2669509 0.3677982
Moved 773.837 468.3598 529.6799 0.2508329 0.3644031
Moved 773.8678 463.8089 530 0.2402984 0.3652262
Moved 773.8985 459.9318 530 0.2313236 0.3652262
Moved 773.9292 457.4286 529 0.2255291 0.3626543
Moved 773.9599 454.5589 529 0.2188862 0.3626543
Moved 773.9907 452.5 529 0.2141203 0.3626543
Moved 774.0214 450.5 529 0.2094908 0.3626543
Moved 774.0521 449.7807 529 0.2078257 0.3626543
Moved 774.0828 448.7999 529 0.2055554 0.3626543
Stationary 774.1136 449 529 0.2060185 0.3626543
Moved 774.1443 447.6826 529 0.2029691 0.3626543
Stationary 774.175 448 529 0.2037037 0.3626543
Stationary 774.2057 448 529 0.2037037 0.3626543
Ended 774.2365 448 529 0.2037037 0.3626543
Backspace 774.6973
Began 775.8648 219 486 -0.3263889 0.2520575
Stationary 775.8956 219 486 -0.3263889 0.2520575
Stationary 775.9263 219 486 -0.3263889 0.2520575
Stationary 775.957 219 486 -0.3263889 0.2520575
Stationary 775.9877 219 486 -0.3263889 0.2520575
Stationary 776.0184 219 486 -0.3263889 0.2520575
Moved 776.0491 229.4152 486 -0.3022796 0.2520575
Moved 776.0799 230.9434 479 -0.2987421 0.2340534
Moved 776.1107 233.7956 476.2045 -0.2921399 0.2268633
Moved 776.1413 237.3333 473.6667 -0.2839507 0.2203362
Moved 776.1721 240.0681 470.9319 -0.27762 0.2133021
Moved 776.2028 244.1604 467.9198 -0.2681472 0.205555
Moved 776.2335 248.9102 464.0449 -0.2571523 0.1955886
Moved 776.2642 257.4773 458.3484 -0.237321 0.1809373
Moved 776.2949 265.5 451.5 -0.21875 0.163323
Moved 776.3256 272.4303 445.3545 -0.2027075 0.1475167
Moved 776.3564 284.4842 434.5157 -0.174805 0.1196392
Moved 776.3871 307.3794 415.0172 -0.121807 0.06948851
Moved 776.4178 318.8795 406.0903 -0.09518629 0.04652851
Moved 776.4486 324.2189 401.7811 -0.08282662 0.03544513
Moved 776.4793 331.563 395.437 -0.06582633 0.01912804
Moved 776.51 340.33 388.67 -0.04553239 0.001723128
Moved 776.5408 347.06 384.6266 -0.02995372 -0.008676317
Moved 776.5715 354.6913 379.8724 -0.01228864 -0.0209043
Moved 776.6022 362.3001 375.5667 0.005324284 -0.03197894
Moved 776.6329 369.8763 373.0412 0.02286186 -0.03847436
Moved 776.6636 378.4459 370.1847 0.04269878 -0.04582126
Moved 776.6943 386.0612 368.3129 0.06032695 -0.05063555
Moved 776.7251 393.1213 366.4393 0.07666965 -0.05545447
Moved 776.7559 399.317 364.8943 0.09101173 -0.05942827
Moved 776.7866 402.9778 365 0.09948572 -0.05915646
Moved 776.8173 406.8545 365 0.1084596 -0.05915646
Moved 776.848 409.5 365 0.1145834 -0.05915646
Moved 776.8787 411.2297 365 0.1185873 -0.05915646
Moved 776.9094 411 376.746 0.1180555 -0.02894547
Moved 776.9401 403.1563 383.9023 0.09989877 -0.01053924
Moved 776.9709 394.784 394.216 0.08051842 0.01598758
Moved 777.0016 383.2772 404.7228 0.0538824 0.04301122
Moved 777.0323 368.5038 413.8978 0.01968463 0.06660944
Moved 777.063 350.9833 424.6778 -0.02087191 0.09433589
Moved 777.0938 335.4471 432.4212 -0.05683551 0.1142519
Moved 777.1245 321.0818 438.5836 -0.0900883 0.1301018
Moved 777.1552 306.2723 445.3638 -0.1243697 0.1475407
Moved 777.1859 291.1837 452.9081 -0.1592969 0.1669447
Moved 777.2167 277.6512 458.6744 -0.1906221 0.1817757
Moved 777.2474 266.2088 464.3956 -0.2171092 0.1964906
Moved 777.2781 257.8616 467.5692 -0.2364316 0.2046532
Moved 777.3089 251.6527 470.1158 -0.250804 0.2112031
Moved 777.3395 244.0398 473 -0.2684265 0.2186213
Moved 777.3703 234.4271 478.2864 -0.2906781 0.2322181
Moved 777.4011 230.1898 480.8102 -0.3004866 0.2387094
Moved 777.4318 227.5143 482.2429 -0.3066798 0.2423941
Moved 777.4625 225.8874 484.1126 -0.3104459 0.2472032
Moved 777.4932 224.0149 485.9851 -0.3147803 0.2520192
Moved 777.5239 223 486.5558 -0.3171296 0.253487
Moved 777.5546 223 488.2121 -0.3171296 0.2577471
Moved 777.5854 222 489.5 -0.3194444 0.2610596
Moved 777.6161 222 491.5 -0.3194444 0.2662036
Moved 777.6469 222 493.7085 -0.3194444 0.2718839
Moved 777.6776 226.0801 496.5829 -0.3099997 0.2792768
Moved 777.7083 233.9082 499.4541 -0.2918792 0.2866617
Moved 777.739 241.9049 502.9683 -0.2733684 0.2957002
Moved 777.7697 253.298 505.8245 -0.2469954 0.3030465
Moved 777.8005 264.7915 508.6979 -0.22039 0.3104369
Moved 777.8312 280.0189 511 -0.1851414 0.3163579
Moved 777.8618 291.7372 511 -0.1580158 0.3163579
Moved 777.8926 297.9427 511 -0.1436511 0.3163579
Moved 777.9233 311.3068 511 -0.1127158 0.3163579
Moved 777.954 322 511 -0.08796295 0.3163579
Moved 777.9848 330.5057 511 -0.06827389 0.3163579
Moved 778.0154 338.2414 511 -0.05036722 0.3163579
Moved 778.0463 342.9775 511 -0.03940393 0.3163579
Moved 778.077 345.5653 511 -0.03341357 0.3163579
Moved 778.1077 347.5 511 -0.02893518 0.3163579
Moved 778.1384 349.1539 511 -0.02510662 0.3163579
Stationary 778.1692 349 511 -0.02546296 0.3163579
Stationary 778.1999 349 511 -0.02546296 0.3163579
Stationary 778.2306 349 511 -0.02546296 0.3163579
Moved 778.2613 337.3238 511 -0.05249128 0.3163579
Moved 778.2921 331.0924 513.9692 -0.0669158 0.3239948
Moved 778.3228 320.4919 516 -0.09145403 0.329218
Moved 778.3535 310.8853 517.7049 -0.1136915 0.333603
Moved 778.3842 301.6783 518.5804 -0.135004 0.3358549
Moved 778.4149 293.6532 519 -0.1535806 0.3369341
Moved 778.4457 284.0405 519 -0.1758321 0.3369341
Moved 778.4764 275.4142 519.8619 -0.1958005 0.339151
Moved 778.5071 267.5 521.5 -0.2141203 0.3433641
Moved 778.5378 262.4909 521 -0.2257155 0.3420781
Moved 778.5685 257.7522 521 -0.2366847 0.3420781
Moved 778.5992 254.0217 522 -0.2453201 0.3446501
Moved 778.6301 251.4359 522 -0.2513059 0.3446501
Moved 778.6607 248.5649 522 -0.2579516 0.3446501
Moved 778.6915 246.6927 522 -0.2622854 0.3446501
Moved 778.7222 244.822 522 -0.2666157 0.3446501
Moved 778.7529 243.5 522 -0.2696759 0.3446501
Moved 778.7836 242.9252 522 -0.2710065 0.3446501
Moved 778.8144 241.7705 523 -0.2736793 0.3472221
Stationary 778.8451 241.7705 523 -0.2736793 0.3472221
Ended 778.8759 242 524 -0.2731481 0.3497942
Began 779.7975 278 369 -0.1898148 -0.04886839
Stationary 779.8282 278 369 -0.1898148 -0.04886839
Stationary 779.859 278 369 -0.1898148 -0.04886839
Stationary 779.8897 278 369 -0.1898148 -0.04886839
Stationary 779.9205 278 369 -0.1898148 -0.04886839
Stationary 779.9512 278 369 -0.1898148 -0.04886839
Stationary 779.9819 278 369 -0.1898148 -0.04886839
Moved 780.0126 301 383.5 -0.1365741 -0.01157415
Moved 780.0433 320.6416 396.3666 -0.09110734 0.02151909
Moved 780.0741 337.7168 408.7977 -0.05158141 0.05349206
Moved 780.1048 351.3083 419.3083 -0.02011955 0.08052555
Moved 780.1355 363.532 430.2256 0.008176069 0.108605
Moved 780.1663 379.3485 444.0788 0.04478812 0.1442355
Moved 780.1969 391.7099 456.5679 0.07340252 0.1763576
Moved 780.2277 403.0284 468.0284 0.09960283 0.2058344
Moved 780.2584 423.3506 484.8068 0.146645 0.2489887
Moved 780.2892 446.3718 504.9503 0.1999346 0.3007981
