did you have a good time
Basic
0.6 0.6
432 388.8
Began 613.9446 300 395 -0.1388889 0.01800408
Stationary 613.9753 300 395 -0.1388889 0.01800408
Stationary 614.0061 300 395 -0.1388889 0.01800408
Stationary 614.0368 300 395 -0.1388889 0.01800408
Stationary 614.0675 300 395 -0.1388889 0.01800408
Stationary 614.0982 300 395 -0.1388889 0.01800408
Stationary 614.129 300 395 -0.1388889 0.01800408
Stationary 614.1597 300 395 -0.1388889 0.01800408
Stationary 614.1905 300 395 -0.1388889 0.01800408
Stationary 614.2211 300 395 -0.1388889 0.01800408
Stationary 614.252 300 395 -0.1388889 0.01800408
Stationary 614.2827 300 395 -0.1388889 0.01800408
Stationary 614.3134 300 395 -0.1388889 0.01800408
Stationary 614.3441 300 395 -0.1388889 0.01800408
Stationary 614.3749 300 395 -0.1388889 0.01800408
Stationary 614.4056 300 395 -0.1388889 0.01800408
Stationary 614.4363 300 395 -0.1388889 0.01800408
Stationary 614.4671 300 395 -0.1388889 0.01800408
Moved 614.4979 290.2177 395 -0.1615331 0.01800408
Moved 614.5286 287.8454 395 -0.1670246 0.01800408
Moved 614.5593 284 384.5 -0.1759259 -0.009002057
Moved 614.5901 282.2622 386.2622 -0.1799485 -0.004469671
Moved 614.6208 279.505 386 -0.1863309 -0.005144111
Moved 614.6515 277.0461 385 -0.192023 -0.007716127
Moved 614.6823 274.5 384 -0.1979167 -0.01028807
Moved 614.713 272.5367 383 -0.2024612 -0.01286016
Moved 614.7437 269.7871 382 -0.2088261 -0.01543218
Moved 614.7745 268 382 -0.212963 -0.01543218
Moved 614.8052 267 380.608 -0.2152778 -0.01901234
Moved 614.8359 264.9267 381 -0.2200771 -0.01800419
Stationary 614.8667 264.9267 381 -0.2200771 -0.01800419
Moved 614.8974 263.7865 381 -0.2227164 -0.01800419
Moved 614.9282 262.8211 381 -0.2249512 -0.01800419
Stationary 614.9589 262.8211 381 -0.2249512 -0.01800419
Stationary 614.9896 262.8211 381 -0.2249512 -0.01800419
Stationary 615.0203 262.8211 381 -0.2249512 -0.01800419
Stationary 615.0511 262.8211 381 -0.2249512 -0.01800419
Stationary 615.0818 262.8211 381 -0.2249512 -0.01800419
Stationary 615.1125 262.8211 381 -0.2249512 -0.01800419
Moved 615.1433 272.9723 396.9723 -0.2014531 0.0230768
Moved 615.174 281.2353 404.2353 -0.1823256 0.04175739
Moved 615.2047 291.7243 410.3621 -0.1580456 0.05751574
Moved 615.2355 306.5898 418.967 -0.1236348 0.0796477
Moved 615.2662 328.5997 429.5999 -0.07268593 0.1069954
Moved 615.297 342.9066 437.4533 -0.0395681 0.1271946
Moved 615.3277 354.7173 443.3586 -0.01222849 0.1423833
Moved 615.3585 370.019 451.0095 0.02319207 0.1620612
Moved 615.3892 384.4744 457.1898 0.05665372 0.1779571
Moved 615.4199 396.4148 461.7074 0.08429348 0.1895765
Moved 615.4506 405.7779 465.1945 0.1059673 0.1985454
Moved 615.4814 417.0377 471.0189 0.1320317 0.2135258
Moved 615.5121 426.312 475.5414 0.1535001 0.2251578
Moved 615.5428 435.5 481 0.1747686 0.2391974
Moved 615.5735 443.899 484.9327 0.1942106 0.2493124
Moved 615.6043 451.4186 489.4186 0.2116172 0.2608502
Moved 615.6351 457.8991 493.8992 0.2266184 0.2723743
Moved 615.6657 463.3889 498.1945 0.2393263 0.2834219
Moved 615.6965 467.219 502.6095 0.248192 0.2947774
Moved 615.7272 470.3625 505.3625 0.2554689 0.3018583
Moved 615.758 473.1196 509.1196 0.2618508 0.3115215
Moved 615.7887 475.6823 511.6823 0.267783 0.3181127
Moved 615.8195 478.3484 515.3483 0.2739546 0.3275419
Moved 615.8502 480.1134 518.1133 0.2780402 0.3346535
Moved 615.8809 481 520.8747 0.2800926 0.3417559
Moved 615.9117 482.2533 522.2533 0.2829937 0.3453016
Moved 615.9423 483 525.0731 0.2847222 0.3525543
Moved 615.9731 483 526 0.2847222 0.3549381
Moved 616.0038 483 527.2953 0.2847222 0.3582698
Stationary 616.0345 483 527.2953 0.2847222 0.3582698
Moved 616.0654 474.5023 528 0.2650516 0.3600822
Moved 616.0961 468.5392 528 0.2512483 0.3600822
Moved 616.1268 458.9742 519.2049 0.229107 0.3374611
Moved 616.1575 447.183 512.8873 0.2018125 0.321212
Moved 616.1883 432.2776 500.7314 0.1673093 0.2899469
Moved 616.219 418.8307 488.0256 0.1361821 0.2572674
Moved 616.2497 403.7085 475.4237 0.101177 0.2248551
Moved 616.2805 389.631 462.0259 0.06859034 0.1903957
Moved 616.3112 380.5616 451.5616 0.0475964 0.1634815
Moved 616.3419 372.3092 443.3092 0.0284935 0.1422561
Moved 616.3726 365.1879 436.1879 0.01200904 0.1239399
Moved 616.4034 356.62 427.6201 -0.007824005 0.1019033
Moved 616.4341 349.3461 420.2307 -0.02466182 0.08289784
Moved 616.4649 341.7202 412.7203 -0.04231423 0.06358088
Moved 616.4957 336.8575 407.8575 -0.05357061 0.05107365
Moved 616.5264 331.3147 403.3147 -0.06640116 0.03938961
Moved 616.5571 324.8132 398.8132 -0.08145095 0.02781181
Moved 616.5878 318.4571 394.7285 -0.0961642 0.01730577
Moved 616.6186 316.2578 393 -0.1012552 0.01285996
Moved 616.6493 312 390.5 -0.1111111 0.006429962
Moved 616.6801 307.4755 389 -0.1215845 0.002572016
Moved 616.7108 303.4507 387.2253 -0.1309013 -0.001992473
Moved 616.7415 297.0605 385.5303 -0.1456932 -0.006352216
Moved 616.7722 289.5368 384.7684 -0.1631093 -0.008311841
Moved 616.803 281.0394 385 -0.1827792 -0.007716127
Moved 616.8337 275.1004 385 -0.1965268 -0.007716127
Moved 616.8644 270.8458 385 -0.2063756 -0.007716127
Moved 616.8951 266.0902 385 -0.2173837 -0.007716127
Moved 616.9259 263.3422 385 -0.2237449 -0.007716127
Moved 616.9567 260.8775 385 -0.2294503 -0.007716127
Moved 616.9874 259.1257 385 -0.2335053 -0.007716127
Moved 617.0181 258 385 -0.2361111 -0.007716127
Moved 617.0488 256.9995 385 -0.238427 -0.007716127
Moved 617.0796 255.7844 385 -0.2412398 -0.007716127
