traveling requires a lot of fuel
Moved 1067.902 488.4838 360.5162 0.2974162 -0.07068893
Moved 1067.933 480.8246 363.0438 0.2796866 -0.06418777
Moved 1067.964 461.7574 370.7159 0.2355496 -0.04445495
Moved 1067.995 434.4137 382.9029 0.1722538 -0.01310984
Moved 1068.025 404.8574 396.896 0.1038365 0.02288057
Moved 1068.056 374.565 413.2986 0.03371526 0.06506845
Moved 1068.087 342.7634 430.142 -0.0398996 0.1083898
Moved 1068.118 317.8259 445.4838 -0.09762526 0.1478493
Moved 1068.148 296 457 -0.1481481 0.1774691
Moved 1068.179 275.943 467.0285 -0.1945763 0.2032625
Moved 1068.21 261.0075 474.5955 -0.2291493 0.2227251
Moved 1068.241 247.712 479.072 -0.259926 0.2342387
Moved 1068.271 239.179 483.214 -0.2796782 0.2448919
Moved 1068.302 233.045 485 -0.2938774 0.2494856
Moved 1068.333 232 487 -0.2962963 0.2546296
Moved 1068.364 229.8963 489.1036 -0.3011659 0.2600401
Stationary 1068.394 229.8963 489.1036 -0.3011659 0.2600401
Moved 1068.425 230 492.5753 -0.3009259 0.2689693
Moved 1068.456 230 496.4489 -0.3009259 0.2789322
Moved 1068.486 230 499.993 -0.3009259 0.2880479
Moved 1068.517 246.1541 505.577 -0.2635323 0.3024099
Moved 1068.548 267.637 509.7374 -0.2138034 0.3131106
Moved 1068.579 292.0199 510 -0.1573613 0.3137859
Moved 1068.609 317.1501 498.8499 -0.09918953 0.2851077
Moved 1068.64 341.9443 488.0318 -0.04179553 0.2572834
Moved 1068.671 366.7578 473.6901 0.01564294 0.2203963
Moved 1068.702 387 459.5 0.06250004 0.1838991
Moved 1068.732 408.0989 443.5008 0.1113401 0.1427489
Moved 1068.763 435.6681 424.8323 0.1751577 0.09473329
Moved 1068.794 462.323 405.7847 0.2368588 0.04574246
Moved 1068.825 485.4787 392.2606 0.29046 0.01095838
Moved 1068.855 500.8072 381.6446 0.3259425 -0.01634629
Moved 1068.886 513.6494 371.3506 0.3556699 -0.04282257
Moved 1068.917 524.5171 364.8276 0.3808266 -0.05959969
Moved 1068.948 529.3563 363 0.3920285 -0.06430049
Moved 1068.978 532.5496 363 0.3994204 -0.06430049
Moved 1069.009 535.419 363 0.4060625 -0.06430049
Moved 1069.04 536 363 0.4074074 -0.06430049
Moved 1069.07 536 402.6521 0.4074074 0.03768536
Moved 1069.101 517.5391 441.9219 0.3646737 0.1386879
Moved 1069.132 504.1904 466.3716 0.333774 0.2015729
Moved 1069.163 492.6178 478.3057 0.3069857 0.2322678
Moved 1069.193 483.2037 484.8981 0.2851937 0.2492236
Moved 1069.224 475.3586 488 0.2670338 0.2572016
Moved 1069.255 470 489 0.2546296 0.2597736
Moved 1069.286 462.2077 489 0.236592 0.2597736
Moved 1069.316 453.6156 470.2312 0.2167028 0.2115
Moved 1069.347 445.0059 440.019 0.1967728 0.1337937
Moved 1069.378 433.3069 400.8434 0.1696918 0.03303347
Moved 1069.409 421.7577 360.0307 0.1429576 -0.07193757
Moved 1069.439 414.4474 328.6843 0.1260356 -0.1525611
Moved 1069.47 412.8437 309.9059 0.1223234 -0.2008593
Moved 1069.501 413 296.7115 0.1226852 -0.2347956
Moved 1069.531 413 280.4205 0.1226852 -0.2766962
Moved 1069.562 413 267.8439 0.1226852 -0.3090436
Moved 1069.593 420 260.093 0.1388889 -0.3289789
Moved 1069.624 420 254.3887 0.1388889 -0.3436506
Moved 1069.654 420 251.3301 0.1388889 -0.3515173
Moved 1069.685 420 248.4573 0.1388889 -0.3589062
Moved 1069.716 411.5631 247 0.1193591 -0.3626543
Moved 1069.747 400.3911 256.3481 0.09349793 -0.3386107
Moved 1069.777 378.0006 295.3988 0.04166812 -0.2381719
Moved 1069.808 357.5 332 -0.005787015 -0.144033
Moved 1069.839 337.6297 366.0554 -0.05178302 -0.0564419
Moved 1069.87 323.5939 388.6091 -0.08427332 0.001566498
Moved 1069.9 315.1143 400.8857 -0.1039022 0.03314222
Moved 1069.931 311.6262 406.7476 -0.1119764 0.04821914
Moved 1069.962 308.631 411.369 -0.1189096 0.06010526
Moved 1069.993 307 415.4811 -0.1226852 0.0706819
Moved 1070.023 306 418.2454 -0.125 0.07779148
Ended 1070.054 306 418.2454 -0.125 0.07779148
Began 1071.222 388 482 0.06481478 0.2417695
Stationary 1071.253 388 482 0.06481478 0.2417695
Stationary 1071.284 388 482 0.06481478 0.2417695
Moved 1071.314 378.7868 482 0.04348794 0.2417695
Moved 1071.345 375.3874 482 0.03561884 0.2417695
Moved 1071.376 370.0468 482 0.02325654 0.2417695
Moved 1071.406 365.3152 482 0.01230369 0.2417695
Moved 1071.437 359.2056 482 -0.001838903 0.2417695
Moved 1071.468 350.8075 482 -0.02127896 0.2417695
Moved 1071.499 342.2002 482 -0.04120325 0.2417695
Moved 1071.529 333.5802 482 -0.06115699 0.2417695
Moved 1071.56 326.89 490.0367 -0.07664347 0.26244
Moved 1071.591 319.286 491.9047 -0.09424528 0.2672445
Moved 1071.622 311.6795 493.7735 -0.1118529 0.2720511
Moved 1071.652 303.5 495 -0.130787 0.2752057
Moved 1071.683 295.4771 497.1743 -0.1493586 0.280798
Moved 1071.714 286.8863 498.0379 -0.1692447 0.2830192
Moved 1071.745 279.1762 499 -0.1870922 0.2854938
Moved 1071.775 273.4082 500.2959 -0.2004439 0.2888269
Moved 1071.806 266.4353 500 -0.216585 0.2880658
Moved 1071.837 259.7024 501 -0.2321703 0.2906378
Moved 1071.868 253.9779 501 -0.2454215 0.2906378
Moved 1071.898 249.8766 501.5617 -0.2549153 0.2920825
Moved 1071.929 246.5675 502 -0.2625753 0.2932098
Moved 1071.96 242.6992 502 -0.2715297 0.2932098
Moved 1071.99 240.1365 502 -0.2774618 0.2932098
Moved 1072.021 237.3143 502 -0.2839948 0.2932098
Moved 1072.052 234.4437 502.5563 -0.2906396 0.2946407
Moved 1072.083 231.5706 503 -0.2972902 0.2957818
Moved 1072.114 227.0246 504 -0.3078134 0.2983539
Moved 1072.144 222.2797 505 -0.3187969 0.3009258
Moved 1072.175 217.5421 506 -0.3297636 0.3034978
Moved 1072.206 212 507.5 -0.3425926 0.3073559
Moved 1072.236 205.7245 507 -0.3571192 0.3060699
Moved 1072.267 198.0041 507 -0.3749906 0.3060699
Moved 1072.298 192.2514 507 -0.3883069 0.3060699
Moved 1072.329 187.4576 507 -0.3994038 0.3060699
Moved 1072.359 184.7588 507 -0.4056511 0.3060699
Moved 1072.39 182.8941 507 -0.4099674 0.3060699
Moved 1072.421 181 507 -0.4143519 0.3060699
Moved 1072.452 181 508.5172 -0.4143519 0.3099722
Moved 1072.482 181 510.1942 -0.4143519 0.3142854
Moved 1072.513 181 511.1333 -0.4143519 0.3167008
Moved 1072.544 196.2005 511 -0.3791654 0.3163579
Moved 1072.575 212.272 511 -0.341963 0.3163579
Moved 1072.605 227.6152 511 -0.3064462 0.3163579
Moved 1072.636 241.9558 511 -0.2732505 0.3163579
Moved 1072.667 253.7865 511 -0.2458645 0.3163579
Moved 1072.698 269.16 511 -0.2102778 0.3163579
Moved 1072.728 280.7932 504 -0.1833491 0.2983539
Moved 1072.759 292 503 -0.1574074 0.2957818
Moved 1072.79 307.1533 502 -0.1223303 0.2932098
Moved 1072.82 312.8865 501.0284 -0.109059 0.2907107
Moved 1072.851 323.3663 500 -0.08480017 0.2880658
Moved 1072.882 330.7572 499 -0.0676916 0.2854938
Moved 1072.913 341.8281 496.793 -0.04206469 0.2798173
Moved 1072.943 352.3276 495.9181 -0.01776015 0.277567
Moved 1072.974 366.771 496 0.01567364 0.2777777
Moved 1073.005 380 496 0.04629632 0.2777777
Moved 1073.036 392.791 496 0.07590503 0.2777777
Moved 1073.066 405.1006 496 0.1043994 0.2777777
Moved 1073.097 420.8926 496 0.1409552 0.2777777
Moved 1073.128 437.1063 496 0.1784867 0.2777777
Moved 1073.159 447.4636 496 0.2024621 0.2777777
Moved 1073.189 456.0783 505.5161 0.2224035 0.3022533
Moved 1073.22 463.7711 503.9237 0.2402108 0.2981576
Moved 1073.251 471.3788 505.793 0.2578214 0.3029654
Moved 1073.281 477.3232 506.6616 0.2715814 0.3051995
Moved 1073.312 483 508.5 0.2847222 0.3099279
Moved 1073.343 487.1334 508 0.2942903 0.3086419
Moved 1073.374 491.9347 509 0.3054045 0.3112139
Moved 1073.404 495.8087 509 0.3143719 0.3112139
Moved 1073.435 498.2245 510.2244 0.319964 0.3143632
Moved 1073.466 501.1738 510 0.3267913 0.3137859
Moved 1073.497 504.0465 510 0.3334409 0.3137859
Moved 1073.527 506 510.9185 0.337963 0.3161483
Moved 1073.558 508.4622 511 0.3436625 0.3163579
Moved 1073.589 509.1086 511 0.3451588 0.3163579
Moved 1073.62 510.3734 511 0.3480867 0.3163579
Stationary 1073.65 510.3734 511 0.3480867 0.3163579
Moved 1073.681 511.1716 512.1716 0.3499342 0.3193712
Moved 1073.712 511 513.0907 0.349537 0.3217353
Stationary 1073.743 511 513.0907 0.349537 0.3217353
Moved 1073.773 511 514.1868 0.349537 0.3245545
Moved 1073.804 511 515.0975 0.349537 0.3268969
Moved 1073.835 511 516.1884 0.349537 0.3297026
Moved 1073.865 501.5183 518.4817 0.3275886 0.3356009
Moved 1073.896 495.9676 520.0162 0.3147397 0.3395479
Moved 1073.927 491.239 521 0.303794 0.3420781
Moved 1073.958 484.7231 522 0.2887109 0.3446501
Moved 1073.988 479.628 523.186 0.2769166 0.3477006
Moved 1074.019 468.5031 523 0.2511644 0.3472221
Moved 1074.05 457.0152 523 0.2245723 0.3472221
Moved 1074.081 445.5599 524 0.1980553 0.3497942
Moved 1074.111 432.9699 524 0.1689118 0.3497942
Moved 1074.142 414.3795 525 0.1258785 0.3523662
Moved 1074.173 398.2949 525 0.08864561 0.3523662
Moved 1074.204 383.7549 525 0.05498817 0.3523662
Moved 1074.234 366.3665 526 0.01473715 0.3549381
Moved 1074.265 348.2271 526 -0.02725198 0.3549381
Moved 1074.296 333.3722 526 -0.06163846 0.3549381
Moved 1074.327 320.8061 526 -0.0907267 0.3549381
Moved 1074.357 306.4586 526 -0.1239384 0.3549381
Moved 1074.388 294.2757 526 -0.1521397 0.3549381
Moved 1074.419 284.6417 526 -0.1744404 0.3549381
Moved 1074.449 278.0412 526 -0.1897194 0.3549381
Moved 1074.48 271.2885 520.0098 -0.2053507 0.3395312
Moved 1074.511 266.5634 519 -0.2162884 0.3369341
Moved 1074.542 262.8329 518 -0.2249239 0.3343621
Moved 1074.572 258.9091 518 -0.2340067 0.3343621
Moved 1074.603 256.0421 517 -0.2406432 0.33179
Moved 1074.634 253.173 516.173 -0.2472848 0.3296629
Moved 1074.665 250.6311 516 -0.2531687 0.329218
Moved 1074.695 247.7644 513.7643 -0.2598047 0.3234679
Moved 1074.726 244.8889 513 -0.266461 0.321502
Moved 1074.757 242.2777 511.2777 -0.2725053 0.3170722
Moved 1074.788 238.5064 510 -0.2812353 0.3137859
Moved 1074.818 235.6366 507.6366 -0.2878783 0.3077073
Moved 1074.849 232.7659 507 -0.2945234 0.3060699
Moved 1074.88 228.7699 503.7699 -0.3037734 0.297762
Stationary 1074.911 228.7699 503.7699 -0.3037734 0.297762
Moved 1074.941 225.4653 501.4653 -0.3114228 0.2918347
Moved 1074.972 223.5 499.5 -0.3159722 0.2867798
Moved 1075.003 221.0555 497.0555 -0.3216308 0.2804924
Moved 1075.033 218.1865 493.1865 -0.328272 0.2705414
Moved 1075.064 215.3203 489.3203 -0.3349066 0.2605974
Moved 1075.095 212.866 485.732 -0.340588 0.2513683
Moved 1075.126 208.9481 478.8442 -0.3496572 0.2336528
Moved 1075.156 203.2641 469.3521 -0.3628146 0.2092389
Moved 1075.187 196.6513 457.0854 -0.3781221 0.1776889
Moved 1075.218 190.0285 445.3808 -0.3934526 0.1475842
Moved 1075.249 184.5979 434.1957 -0.4060234 0.118816
Moved 1075.279 182 424.7828 -0.412037 0.09460586
Moved 1075.31 179.3139 415.6279 -0.4182547 0.07105945
Moved 1075.341 179 407.6691 -0.4189815 0.05058912
Moved 1075.372 179 401.3772 -0.4189815 0.03440629
Moved 1075.402 179 394.6363 -0.4189815 0.01706861
Moved 1075.433 179 388.757 -0.4189815 0.001947026
Moved 1075.464 190.2487 380.7513 -0.3929428 -0.0186439
Moved 1075.495 200.7607 370.1595 -0.3686096 -0.04588602
Moved 1075.525 205.0758 364.5657 -0.3586209 -0.06027355
Moved 1075.556 213.6799 356.4268 -0.3387038 -0.08120697
Moved 1075.587 221.2935 348.7065 -0.3210798 -0.1010636
Moved 1075.617 228.9088 341.0912 -0.303452 -0.1206501
Moved 1075.648 237.2948 334.7051 -0.2840397 -0.1370754
Moved 1075.679 245.9943 328.0057 -0.2639022 -0.1543063
Moved 1075.71 251.7226 324.2774 -0.2506421 -0.1638956
Moved 1075.74 255.7311 322.2689 -0.2413631 -0.1690616
Moved 1075.771 258.2727 321 -0.2354799 -0.1723252
Moved 1075.802 261.1441 320 -0.2288332 -0.1748972
Ended 1075.833 264 319 -0.2222222 -0.1774692
Began 1077.185 132 325 -0.5277778 -0.1620371
Stationary 1077.216 132 325 -0.5277778 -0.1620371
Stationary 1077.247 132 325 -0.5277778 -0.1620371
Moved 1077.277 146.265 337.5099 -0.494757 -0.1298613
Moved 1077.308 156.1429 344.6072 -0.4718914 -0.1116071
Moved 1077.339 168.631 354.2233 -0.4429837 -0.08687439
Moved 1077.37 182.3893 362.8336 -0.4111358 -0.06472835
Moved 1077.4 192.2434 369.5461 -0.3883254 -0.04746386
Moved 1077.431 204.6241 376.1744 -0.3596664 -0.03041562
Moved 1077.462 216.3773 384.1887 -0.33246 -0.009802908
Moved 1077.493 225.3932 390.9288 -0.3115897 0.007532967
Moved 1077.523 229.002 394.004 -0.3032361 0.01544234
Moved 1077.554 231.874 395 -0.2965879 0.01800408
Moved 1077.585 234.7488 396.7488 -0.2899332 0.02250212
Ended 1077.615 235 397 -0.2893518 0.02314815
Began 1078.046 546 330 0.4305556 -0.149177
Stationary 1078.076 546 330 0.4305556 -0.149177
Stationary 1078.107 546 330 0.4305556 -0.149177
Stationary 1078.138 546 330 0.4305556 -0.149177
Moved 1078.169 546 345.6714 0.4305556 -0.10887
Moved 1078.199 546 357.0989 0.4305556 -0.07947819
Moved 1078.23 546 378.9529 0.4305556 -0.02326942
Moved 1078.261 546 396.1432 0.4305556 0.02094457
Moved 1078.292 546 415.9377 0.4305556 0.07185614
Moved 1078.322 546 432.7252 0.4305556 0.1150339
Moved 1078.353 546 453.4199 0.4305556 0.168261
Moved 1078.384 546 460.9169 0.4305556 0.1875433
Moved 1078.415 546 474.3569 0.4305556 0.2221112
Moved 1078.445 546 488.6282 0.4305556 0.2588174
Moved 1078.476 546 500.4432 0.4305556 0.2892056
Moved 1078.507 546 512.8759 0.4305556 0.3211827
Moved 1078.537 546 522.1796 0.4305556 0.345112
Moved 1078.568 546 528.9275 0.4305556 0.3624677
Moved 1078.599 539.2712 534.8838 0.4149795 0.3777875
Moved 1078.63 533.3351 539.6649 0.4012388 0.3900844
Moved 1078.661 527.5949 543.7025 0.3879511 0.4004693
Moved 1078.691 520.5 546.5 0.3715278 0.4076646
Moved 1078.722 509.4376 548.1125 0.3459203 0.4118118
Moved 1078.753 496.0846 549 0.3150106 0.4140946
Moved 1078.783 481.7633 550 0.2818595 0.4166666
Moved 1078.814 465.1324 550 0.2433619 0.4166666
Moved 1078.845 432.2816 551.6741 0.1673184 0.4209723
Moved 1078.876 422.2791 552 0.1441646 0.4218106
Moved 1078.906 404.2182 553 0.1023569 0.4243826
Moved 1078.937 386.7634 553 0.06195228 0.4243826
Moved 1078.968 364.3703 553 0.0101164 0.4243826
Moved 1078.999 342.011 543.4317 -0.04164125 0.3997728
Moved 1079.029 324.0043 538.2869 -0.08332337 0.3865404
Moved 1079.06 305.2434 531.641 -0.1267515 0.369447
Moved 1079.091 287.7401 524.9134 -0.1672682 0.3521434
Moved 1079.122 278.1798 520.5899 -0.1893985 0.3410233
Moved 1079.152 273.0815 520 -0.2012002 0.3395061
Moved 1079.183 272 520 -0.2037037 0.3395061
Moved 1079.214 272 526.7672 -0.2037037 0.3569114
Ended 1079.245 272 530 -0.2037037 0.3652262
Began 1079.982 555 515 0.4513889 0.326646
Stationary 1080.013 555 515 0.4513889 0.326646
Stationary 1080.044 555 515 0.4513889 0.326646
Moved 1080.074 545.1072 515 0.4284889 0.326646
Moved 1080.105 537.5054 515 0.4108922 0.326646
Moved 1080.136 523.1149 515 0.3775808 0.326646
Moved 1080.167 501.7547 505.0042 0.328136 0.3009366
Moved 1080.197 471.7806 496.5936 0.2587515 0.2793043
Moved 1080.228 447.5453 486.9545 0.2026511 0.2545124
Moved 1080.259 425.6022 479.3508 0.1518569 0.2349558
Moved 1080.29 403.0289 468.7267 0.09960393 0.2076303
Moved 1080.32 385.3041 461.152 0.05857428 0.1881482
Moved 1080.351 368.1058 452.5529 0.01876354 0.1660311
Moved 1080.382 347.817 440.9085 -0.02820129 0.1360815
Moved 1080.412 329.5 432.5 -0.07060184 0.1144546
Moved 1080.443 312.5756 420.6464 -0.1097787 0.0839669
Moved 1080.474 297.2733 411.1639 -0.1452007 0.05957795
Moved 1080.505 283.9558 402.5735 -0.1760282 0.03748317
Moved 1080.535 266.8391 390.6293 -0.2156503 0.006762492
Moved 1080.566 261.1003 387.5502 -0.2289344 -0.001157046
Moved 1080.597 253.8117 382.9058 -0.2458063 -0.01310239
Moved 1080.628 248.0612 379.0306 -0.2591175 -0.02306958
Moved 1080.658 246.5144 378 -0.2626982 -0.02572024
Ended 1080.689 247 378 -0.2615741 -0.02572024
Began 1081.703 299 379 -0.1412037 -0.02314815
Stationary 1081.734 299 379 -0.1412037 -0.02314815
Stationary 1081.765 299 379 -0.1412037 -0.02314815
Stationary 1081.796 299 379 -0.1412037 -0.02314815
Stationary 1081.826 299 379 -0.1412037 -0.02314815
Stationary 1081.857 299 379 -0.1412037 -0.02314815
Moved 1081.888 299 388.8926 -0.1412037 0.002295686
Moved 1081.919 311.1998 396.1998 -0.1129635 0.02108982
Moved 1081.949 321.9498 405.3599 -0.08807917 0.04464981
Moved 1081.98 332.4217 414.4217 -0.06383865 0.06795695
Moved 1082.011 341.0241 421.6827 -0.04392574 0.08663248
Moved 1082.042 348.526 430.368 -0.02656013 0.1089712
Moved 1082.072 356.14 438.8534 -0.008935134 0.1307956
Moved 1082.103 362.5883 446.7647 0.00599136 0.1511438
Moved 1082.134 368.1982 453.1981 0.01897723 0.1676906
Moved 1082.164 375.9854 461.9854 0.03700316 0.1902915
Moved 1082.195 384.605 471.4734 0.05695611 0.2146948
Moved 1082.226 390.4717 479.2075 0.07053633 0.2345872
Moved 1082.257 395.5011 484.5011 0.08217842 0.2482024
Moved 1082.287 402.1285 493.257 0.09751965 0.2707225
Moved 1082.318 409.0017 501.0018 0.1134299 0.2906424
Moved 1082.349 413.3239 506.3239 0.123435 0.3043308
Moved 1082.38 416.4304 510.4304 0.130626 0.314893
Moved 1082.41 420.2938 514.2938 0.1395689 0.3248297
Moved 1082.441 425.5 519.5 0.1516204 0.3382201
Moved 1082.472 426.5 520.5 0.1539352 0.3407921
Moved 1082.503 427.0594 521.0594 0.1552302 0.342231
Moved 1082.533 427 522 0.1550926 0.3446501
Moved 1082.564 427 523.5 0.1550926 0.3485081
Moved 1082.595 412.0088 524.7982 0.1203907 0.3518471
Moved 1082.625 393.994 526.6677 0.07868985 0.3566554
Moved 1082.656 376.2332 528 0.03757695 0.3600822
Moved 1082.687 356.4277 530.0636 -0.008269201 0.3653898
Moved 1082.718 337.2976 530 -0.05255182 0.3652262
Moved 1082.749 319.0455 530 -0.09480208 0.3652262
Moved 1082.779 300.4855 524.4855 -0.137765 0.3510428
Moved 1082.81 282.5757 516.5931 -0.1792229 0.3307435
Moved 1082.841 264.5658 508.8553 -0.2209126 0.3108417
Moved 1082.871 255.167 503.0557 -0.242669 0.2959249
Moved 1082.902 248.7511 501 -0.2575207 0.2906378
Moved 1082.933 244.6122 499.6121 -0.2671015 0.2870681
Moved 1082.964 244 500 -0.2685185 0.2880658
Moved 1082.994 244 497.8796 -0.2685185 0.2826121
Moved 1083.025 260.4826 494.7035 -0.2303644 0.274443
Moved 1083.056 287.2621 489.9563 -0.1683749 0.2622331
Moved 1083.087 317.475 483.2278 -0.09843756 0.2449273
Moved 1083.117 344.3887 477.4692 -0.0361372 0.2301161
Moved 1083.148 368.8399 471.48 0.02046277 0.2147119
Moved 1083.179 394.0656 462.4672 0.07885555 0.1915309
Moved 1083.209 419 451 0.1365741 0.162037
Moved 1083.24 441.3244 439.8558 0.188251 0.133374
Moved 1083.271 462.506 429.247 0.2372823 0.1060879
Moved 1083.302 481.733 417.8447 0.2817894 0.07676089
Moved 1083.333 495.3011 408.3591 0.3131971 0.05236382
Moved 1083.363 505.8979 400.2817 0.3377266 0.0315886
Moved 1083.394 515.1548 393.8452 0.3591546 0.01503391
Moved 1083.425 523.7541 389.1639 0.3790604 0.002993556
Moved 1083.455 529 386.5 0.3912036 -0.003858064
Moved 1083.486 533.6801 385 0.4020373 -0.007716127
Ended 1083.517 536 383 0.4074074 -0.01286016
PhraseEnd 1084.623
