the punishment should fit the crime
Moved 519.2216 405 380.4677 0.1041667 -0.0193734
Moved 519.2524 413.9613 404.8839 0.1249105 0.04342562
Moved 519.2831 424.6592 436.1425 0.1496742 0.1238233
Moved 519.3138 437.1376 466.4129 0.1785593 0.2016792
Moved 519.3446 445.7458 497.2375 0.1984856 0.2809605
Moved 519.3753 452 516.5 0.2129629 0.3305041
Moved 519.4061 461.0559 538.4637 0.2339257 0.3869951
Moved 519.4368 467.4594 553.1485 0.2487486 0.4247646
Moved 519.4675 471.0965 561.1931 0.2571679 0.4454553
Moved 519.4982 472 565.6452 0.2592593 0.4569063
Moved 519.529 472 567.0803 0.2592593 0.4605974
Moved 519.5597 472 569 0.2592593 0.4655349
Moved 519.5904 457.6974 570 0.2261516 0.4681069
Moved 519.6212 421.4116 549.8195 0.1421564 0.4162024
Moved 519.6519 382.7104 522.9857 0.0525703 0.3471853
Moved 519.6826 352 499.5 -0.01851852 0.2867798
Moved 519.7133 331.5889 482.6917 -0.06576637 0.2435486
Moved 519.7441 310.3492 461.3492 -0.1149323 0.1886555
Moved 519.7748 295.7309 445.7309 -0.148771 0.1484847
Moved 519.8055 283.5869 431.9042 -0.1768822 0.1129223
Moved 519.8362 271.0147 415.6206 -0.2059844 0.07104057
Moved 519.8671 260.6757 402.5947 -0.2299173 0.03753772
Moved 519.8978 252.1705 390.2273 -0.2496054 0.005728521
Moved 519.9285 243.1148 379.4864 -0.2705676 -0.02189722
Moved 519.9592 235.8307 369.8307 -0.287429 -0.04673177
Moved 519.99 230.7512 362.5025 -0.2991869 -0.06557998
Moved 520.0207 224.7393 354.7393 -0.3131036 -0.08554717
Moved 520.0514 222.336 350.3359 -0.3186668 -0.09687266
Moved 520.0822 220.4714 347.4714 -0.3229829 -0.1042404
Moved 520.1129 220 345.5 -0.3240741 -0.1093108
Moved 520.1436 218.6271 344.6271 -0.3272521 -0.1115558
Stationary 520.1744 218.6271 344.6271 -0.3272521 -0.1115558
Moved 520.2051 217.9686 345 -0.3287763 -0.1105968
Stationary 520.2358 218 345 -0.3287037 -0.1105968
Stationary 520.2665 218 345 -0.3287037 -0.1105968
Moved 520.2973 225.5433 352.9429 -0.3112424 -0.09016743
Moved 520.328 234.4613 359.6408 -0.2905989 -0.07294039
Moved 520.3588 247.163 365.3877 -0.2611966 -0.05815929
Moved 520.3894 261.2707 370.4236 -0.22854 -0.04520683
Moved 520.4202 280.6025 375.0861 -0.1837904 -0.03321495
Moved 520.4509 303.7038 378.9577 -0.1303154 -0.02325702
Moved 520.4816 324.4678 381.6382 -0.08225044 -0.01636254
Moved 520.5123 343.8543 382 -0.0373743 -0.01543218
Moved 520.5432 361.9489 382 0.004511476 -0.01543218
Moved 520.5739 378.7523 382 0.04340807 -0.01543218
Moved 520.6046 389.7376 382 0.06883711 -0.01543218
Moved 520.6353 400.2219 382 0.09310623 -0.01543218
Moved 520.6661 410.7256 382 0.1174204 -0.01543218
Moved 520.6968 417.8833 382 0.1339891 -0.01543218
Moved 520.7275 422.6295 382 0.1449756 -0.01543218
Moved 520.7583 429.3687 375 0.1605757 -0.03343629
Moved 520.789 433.5563 373.4437 0.1702692 -0.03743913
Moved 520.8198 437.0805 373 0.178427 -0.03858032
Moved 520.8505 438.9783 373 0.1828203 -0.03858032
Moved 520.8812 440.4116 371.5884 0.1861379 -0.04221104
Moved 520.9119 442.3612 372 0.1906508 -0.04115226
Moved 520.9427 443 370.7519 0.1921296 -0.04436249
Moved 520.9734 444.374 371 0.1953101 -0.04372435
Stationary 521.0042 444 371 0.1944444 -0.04372435
Moved 521.0349 445 369.626 0.1967593 -0.04725813
Moved 521.0656 445 366.1353 0.1967593 -0.05623633
Moved 521.0963 445 359.1098 0.1967593 -0.07430614
Moved 521.127 445 340.6567 0.1967593 -0.1217676
Moved 521.1578 445 319.6596 0.1967593 -0.1757726
Moved 521.1885 445 286.7581 0.1967593 -0.260396
Moved 521.2192 452.794 253.2361 0.2148009 -0.346615
Moved 521.25 454.3338 245.3309 0.2183654 -0.3669473
Moved 521.2808 460.676 226.972 0.2330463 -0.4141666
Moved 521.3115 466.4138 213.1725 0.2463281 -0.4496593
Moved 521.3422 471.5705 199.4296 0.258265 -0.4850063
Moved 521.3729 473 193.911 0.2615741 -0.4992001
Moved 521.4037 474 189.9989 0.2638889 -0.5092621
Moved 521.4344 474 186 0.2638889 -0.5195474
Moved 521.4651 474 185.2614 0.2638889 -0.5214472
Moved 521.4958 457.742 185 0.2262547 -0.5221194
Moved 521.5266 439.0077 197.7087 0.1828882 -0.4894323
Moved 521.5574 405.0116 235.9863 0.1041935 -0.3909817
Moved 521.588 383.912 264.7939 0.05535176 -0.3168882
Moved 521.6188 364.2804 295.0794 0.009908279 -0.2389933
Moved 521.6495 347.1222 318.8167 -0.02980967 -0.1779408
Moved 521.6802 335.4144 338.976 -0.05691106 -0.1260907
Moved 521.711 327.0447 352.4329 -0.0762853 -0.09147934
Moved 521.7417 317.1874 367.6252 -0.09910329 -0.05240428
Moved 521.7724 307.0997 387.8005 -0.1224543 -0.0005131004
Moved 521.8032 298.9261 407.8637 -0.1413747 0.0510897
Moved 521.8339 292.4388 432.6837 -0.1563917 0.114927
Moved 521.8647 287.5337 454.132 -0.167746 0.1700925
Moved 521.8953 285.4033 474.7735 -0.1726775 0.2231827
Moved 521.9261 282.8903 490.6581 -0.1784946 0.2640384
Moved 521.9568 279.9742 506.103 -0.1852448 0.3037627
Moved 521.9876 277.1025 515.5898 -0.1918923 0.328163
Moved 522.0183 274.2398 524.2806 -0.198519 0.3505159
Moved 522.049 271.7196 530.8411 -0.2043527 0.3673895
Moved 522.0798 268.8452 536.4645 -0.2110065 0.381853
Moved 522.1105 265.9735 540.0265 -0.2176539 0.3910145
Moved 522.1412 264.5 542.5 -0.2210648 0.3973764
Moved 522.172 263.9897 543.0103 -0.2222462 0.398689
Moved 522.2027 261.6616 545.3384 -0.2276352 0.4046769
Moved 522.2334 260.5 546.5 -0.2303241 0.4076646
Moved 522.2642 260 547 -0.2314815 0.4089505
Stationary 522.2949 260 547 -0.2314815 0.4089505
Moved 522.3256 271.9686 529.0471 -0.2037764 0.3627754
Moved 522.3564 292.9946 494.5081 -0.155105 0.2739404
Moved 522.3871 314.0661 455.0012 -0.1063285 0.1723282
Moved 522.4178 333.5205 409.4521 -0.06129503 0.05517508
Moved 522.4485 349.507 369.7325 -0.02428939 -0.0469842
Moved 522.4793 361.5995 341.4412 0.003702641 -0.1197499
Moved 522.51 372.1463 310.6343 0.0281164 -0.1989858
Moved 522.5407 381.7255 282.732 0.05029052 -0.270751
Moved 522.5715 390.1673 261.6653 0.06983181 -0.3249349
Moved 522.6022 396.9565 247.4058 0.08554747 -0.3616107
Moved 522.633 404.3708 233.0729 0.1027102 -0.3984751
Moved 522.6636 409.0909 223.8636 0.1136362 -0.4221614
Moved 522.6945 413.4088 215.1824 0.1236315 -0.4444897
Moved 522.7252 421.4555 200.5742 0.142258 -0.4820622
Moved 522.7559 427.722 187.5562 0.1567638 -0.5155448
Moved 522.7866 431.2354 181.5292 0.1648968 -0.5310463
Moved 522.8173 431 181 0.1643519 -0.5324075
Moved 522.8481 424.5066 194.5454 0.1493209 -0.4975684
Moved 522.8788 401.3174 227.7638 0.0956421 -0.4121302
Moved 522.9095 375.0574 270.3081 0.03485521 -0.3027055
Moved 522.9402 356.6866 303.823 -0.007669926 -0.2165046
Moved 522.971 341.6593 338.2419 -0.0424554 -0.1279785
Moved 523.0017 332.0666 366.7337 -0.06466076 -0.05469734
Moved 523.0325 326.7033 389.4836 -0.07707576 0.003815914
Moved 523.0632 321.8679 421.9247 -0.08826876 0.08725496
Moved 523.094 321 448.4645 -0.09027779 0.1555156
Moved 523.1247 321 478.0281 -0.09027779 0.2315538
Moved 523.1555 321 502.6341 -0.09027779 0.2948407
Moved 523.1862 321 526.5395 -0.09027779 0.3563257
Moved 523.2169 332.1275 548.4464 -0.0645196 0.4126706
Moved 523.2476 335.7181 560.8724 -0.05620807 0.4446306
Moved 523.2784 341.0144 576.0431 -0.04394819 0.4836498
Moved 523.3091 344.3817 585.145 -0.03615359 0.50706
Moved 523.3398 347.2512 590.2512 -0.02951115 0.5201932
Moved 523.3705 348 593.7921 -0.0277778 0.5293006
Moved 523.4013 349 596.5 -0.02546296 0.5362654
Moved 523.4321 350 598.5 -0.02314816 0.5414093
Moved 523.4628 350 598 -0.02314816 0.5401233
Ended 523.4935 350 598 -0.02314816 0.5401233
Began 524.5078 190 345 -0.3935185 -0.1105968
Stationary 524.5385 190 345 -0.3935185 -0.1105968
Stationary 524.5692 190 345 -0.3935185 -0.1105968
Stationary 524.5999 190 345 -0.3935185 -0.1105968
Stationary 524.6306 190 345 -0.3935185 -0.1105968
Stationary 524.6613 190 345 -0.3935185 -0.1105968
Stationary 524.6921 190 345 -0.3935185 -0.1105968
Stationary 524.7228 190 345 -0.3935185 -0.1105968
Stationary 524.7535 190 345 -0.3935185 -0.1105968
Stationary 524.7842 190 345 -0.3935185 -0.1105968
Moved 524.815 190 354.3963 -0.3935185 -0.08642934
Moved 524.8458 190 354.8306 -0.3935185 -0.0853124
Moved 524.8765 190 356 -0.3935185 -0.0823046
Moved 524.9072 190 357.5703 -0.3935185 -0.07826573
Moved 524.9379 190 360.4335 -0.3935185 -0.07090164
Moved 524.9687 190 362.9722 -0.3935185 -0.06437199
Moved 524.9994 190 365.8391 -0.3935185 -0.0569984
Moved 525.0302 198.71 369.71 -0.3733565 -0.0470422
Moved 525.0609 202.1559 373.1559 -0.3653798 -0.03817923
Moved 525.0916 209.1727 379.0863 -0.3491373 -0.02292625
Moved 525.1223 215.9154 384.9154 -0.3335291 -0.007933746
Moved 525.1531 223.496 391.496 -0.3159815 0.008991657
Moved 525.1838 232.0979 398.098 -0.2960696 0.025972
Moved 525.2145 247.2563 406.7538 -0.2609807 0.04823492
Moved 525.2452 262.6013 414.3608 -0.22546 0.06780028
Moved 525.276 274.3983 418.733 -0.1981521 0.07904574
Moved 525.3067 291.0616 423.0154 -0.1595795 0.09006006
Moved 525.3374 326.52 425 -0.07749995 0.09516452
Moved 525.3682 339.3078 425 -0.04789859 0.09516452
Moved 525.3987 356.7547 417.6011 -0.007512271 0.07613453
Moved 525.4296 374.1705 408.9147 0.03280212 0.05379292
Moved 525.4604 389.8457 400.8617 0.06908735 0.03308041
Moved 525.4911 403.1911 393.6853 0.09997945 0.01462261
Moved 525.5219 409.9388 390.0204 0.1155989 0.005196386
Moved 525.5526 417.5266 384.3156 0.1331633 -0.009476382
Moved 525.5833 423.4244 378.5756 0.1468158 -0.02423989
Moved 525.6141 428.3225 372.5162 0.1581539 -0.0398245
Moved 525.6448 431.088 367.824 0.1645555 -0.05189299
Moved 525.6755 433 365.0619 0.1689814 -0.05899727
Moved 525.7062 434.8438 363.1562 0.1732494 -0.06389869
Moved 525.737 435 361.8314 0.1736111 -0.06730609
Moved 525.7677 436.5 362 0.1770833 -0.06687243
Moved 525.7985 437.139 369.9732 0.1785626 -0.04636521
Moved 525.8292 444.2629 403.3148 0.1950531 0.03938969
Moved 525.8599 462.1883 456.5022 0.2365471 0.1761887
Moved 525.8906 475.6214 491.0534 0.2676421 0.2650549
Moved 525.9214 488.1458 514.0051 0.2966338 0.3240872
Moved 525.952 498.38 530.07 0.3203241 0.3654063
Moved 525.9828 512.9151 548.6439 0.3539701 0.4131786
Moved 526.0135 521.2014 559.802 0.3731513 0.4418775
Moved 526.0443 526.9393 566.9393 0.3864336 0.4602348
Moved 526.075 531.9794 572.9794 0.3981005 0.47577
Moved 526.1058 536.8723 580.6169 0.4094267 0.4954137
Moved 526.1365 539 584.7399 0.4143518 0.5060182
Moved 526.1672 540.1806 586.1806 0.4170847 0.5097237
Moved 526.198 540 589.1196 0.4166667 0.5172827
Moved 526.2287 540 590.0062 0.4166667 0.5195631
Moved 526.2594 489.6162 569.4389 0.3000375 0.4666637
Moved 526.2902 449.3461 547.173 0.2068197 0.4093956
Moved 526.3208 424.6727 533.8363 0.1497052 0.3750932
Moved 526.3516 409.0186 524.3458 0.1134691 0.3506835
Moved 526.3824 398.701 517.4673 0.08958558 0.3329919
Moved 526.4131 390.8801 512.8801 0.07148166 0.3211935
Moved 526.4438 385.1418 509.5709 0.05819867 0.3126823
Moved 526.4745 382.6953 507.6953 0.05253533 0.3078582
Moved 526.5053 380.1245 506.1245 0.04658451 0.303818
Moved 526.536 377.252 504.2521 0.03993531 0.2990022
Moved 526.5668 375 503 0.03472219 0.2957818
Moved 526.5975 373.9361 501.936 0.03225942 0.2930453
Moved 526.6282 371.9648 501 0.02769629 0.2906378
Stationary 526.6589 371.9648 501 0.02769629 0.2906378
Moved 526.6896 371 499.66 0.025463 0.2871914
Moved 526.7204 370 500 0.02314816 0.2880658
Moved 526.7512 368.9171 499 0.02064139 0.2854938
Moved 526.7819 369 496.98 0.02083332 0.2802982
Moved 526.8126 369 496.0886 0.02083332 0.2780057
Moved 526.8433 369 495 0.02083332 0.2752057
Moved 526.8741 369 491.6746 0.02083332 0.2666527
Moved 526.9048 369 489.5 0.02083332 0.2610596
Moved 526.9355 369 487.2103 0.02083332 0.2551703
Moved 526.9663 377.5898 484.4102 0.04071713 0.2479686
Moved 526.997 379.4614 481.5386 0.04504949 0.2405827
Moved 527.0277 382.3243 477.3514 0.05167663 0.2298131
Moved 527.0585 384.8981 475.1019 0.05763461 0.2240273
Moved 527.0892 388.5418 470.4582 0.06606897 0.2120837
Moved 527.1199 391.2857 467.3571 0.07242064 0.2041077
Moved 527.1506 393.5 464.5 0.07754634 0.1967592
Moved 527.1814 397.0596 460.9404 0.08578619 0.1876037
Moved 527.2121 401.8589 456.1411 0.09689559 0.1752599
Moved 527.2429 409.4082 449.5918 0.1143709 0.158415
Moved 527.2736 417.8876 443.3343 0.1339992 0.1423206
Moved 527.3043 436.4128 428.9404 0.1768816 0.1052992
Moved 527.3351 452.2901 414.7099 0.2136344 0.06869822
Moved 527.3658 468.5415 400.4585 0.2512535 0.03204334
Moved 527.3965 478.8285 385.8001 0.275066 -0.005658232
Moved 527.4272 486.664 371.34 0.2932037 -0.04285004
Moved 527.458 494.6263 361.3737 0.3116348 -0.06848331
Moved 527.4888 503.218 348.9775 0.3315231 -0.1003664
Moved 527.5195 508.6074 339.1777 0.3439987 -0.1255717
Moved 527.5502 512.4794 333.0412 0.3529615 -0.141355
Moved 527.5809 514.3513 326.946 0.3572947 -0.1570319
Moved 527.6117 516.9183 320.2451 0.3632369 -0.1742668
Moved 527.6424 518.7797 316.4406 0.3675457 -0.184052
Moved 527.673 520 313.3499 0.3703704 -0.1920013
Moved 527.7039 520 311.9128 0.3703704 -0.1956977
Moved 527.7346 520 309.5 0.3703704 -0.2019033
Moved 527.7653 520 308.758 0.3703704 -0.2038117
Moved 527.796 512.2061 308 0.3523288 -0.2057614
Moved 527.8268 501.6175 308 0.3278182 -0.2057614
Moved 527.8575 485.9079 323.546 0.2914535 -0.1657767
Moved 527.8882 468.8036 333.0982 0.2518601 -0.1412083
Moved 527.919 443.4949 345.7879 0.1932752 -0.1085703
Moved 527.9497 418.2233 354.9106 0.1347762 -0.08510637
Moved 527.9805 397.574 360.6931 0.08697689 -0.07023383
Moved 528.0112 381.9075 365.437 0.05071183 -0.05803237
Moved 528.0419 365.3296 368.6201 0.01233697 -0.04984546
Moved 528.0726 348.926 372.2296 -0.02563432 -0.04056177
Moved 528.1034 330.062 375.9793 -0.06930083 -0.03091742
Moved 528.1341 313.2291 379.3542 -0.108266 -0.02223725
Moved 528.1649 298.5022 381.9283 -0.142356 -0.01561663
Moved 528.1956 285.8219 384.7945 -0.1717085 -0.008244612
Moved 528.2263 273.3278 387.6681 -0.2006302 -0.0008537936
Moved 528.2571 264.5 389.5 -0.2210648 0.003857946
Moved 528.2878 256.7755 390.0748 -0.2389456 0.005336494
Moved 528.3185 250.0957 390.9521 -0.254408 0.007592895
Moved 528.3492 243.5452 391 -0.2695712 0.007715971
Moved 528.3799 239.5305 392 -0.2788647 0.01028803
Moved 528.4107 234.8037 393.1963 -0.2898063 0.0133649
Moved 528.4414 231.9267 393 -0.2964661 0.01285996
Moved 528.4721 229.0609 394 -0.3030997 0.01543206
Moved 528.5029 226.5139 395.4861 -0.3089957 0.01925445
Moved 528.5336 224.6381 395 -0.3133378 0.01800408
Moved 528.5644 224 396 -0.3148148 0.02057605
Moved 528.5951 223 397 -0.3171296 0.02314815
Moved 528.6257 222 397.6279 -0.3194444 0.02476296
Moved 528.6566 221 398 -0.3217593 0.02572008
Stationary 528.6873 221 398 -0.3217593 0.02572008
Stationary 528.718 221 398 -0.3217593 0.02572008
Ended 528.7488 221 398 -0.3217593 0.02572008
Began 529.8859 330 376 -0.06944443 -0.03086435
Stationary 529.9166 330 376 -0.06944443 -0.03086435
Stationary 529.9474 330 376 -0.06944443 -0.03086435
Stationary 529.9781 330 376 -0.06944443 -0.03086435
Stationary 530.0088 330 376 -0.06944443 -0.03086435
Stationary 530.0396 330 376 -0.06944443 -0.03086435
Stationary 530.0703 330 376 -0.06944443 -0.03086435
Moved 530.1011 347.6407 401.3688 -0.02860958 0.03438471
Moved 530.1318 366.116 422.2919 0.0141573 0.08819936
Moved 530.1625 388.2814 448.7502 0.06546617 0.1562504
Moved 530.1932 410.0511 474.0657 0.115859 0.2213622
Moved 530.224 426.5559 498.2228 0.1540645 0.2834947
Moved 530.2547 439.0294 516.7868 0.1829385 0.3312417
Moved 530.2855 450.0199 531.2239 0.2083794 0.3683741
Moved 530.3162 464.642 550.963 0.2422268 0.4191435
Moved 530.3469 472.0705 561.1057 0.2594224 0.4452307
Moved 530.3776 479.7176 570.7176 0.277124 0.4699525
Moved 530.4083 485.4133 577.4133 0.2903085 0.4871739
Moved 530.4391 487.3398 581.3398 0.294768 0.4972731
Moved 530.4698 489 584.2119 0.2986111 0.50466
Moved 530.5006 490.5 585.5 0.3020833 0.5079731
Moved 530.5313 491 587.1852 0.3032407 0.5123076
Moved 530.562 492.0575 588 0.3056886 0.5144032
Moved 530.5928 492 589 0.3055556 0.5169753
Stationary 530.6235 492 589 0.3055556 0.5169753
Moved 530.6542 453.7915 576.2872 0.21711 0.4842776
Moved 530.685 395.9549 541.3496 0.08322885 0.3944176
Moved 530.7157 367.5583 522.0389 0.01749615 0.3447501
Moved 530.7464 350.7741 509.8494 -0.02135629 0.3133985
Moved 530.7772 338.4092 503.1637 -0.0499786 0.2962028
Moved 530.8079 331.4236 498.4236 -0.06614903 0.2840112
Moved 530.8386 326.5406 495.7703 -0.07745226 0.277187
Moved 530.8694 319.6088 492.8044 -0.09349823 0.2695585
Moved 530.9001 313.9344 489.9344 -0.1066333 0.2621768
Moved 530.9308 309.0632 489 -0.1179093 0.2597736
Moved 530.9615 306.5 488 -0.1238426 0.2572016
Ended 530.9923 307 488 -0.1226852 0.2572016
Began 531.8835 331 526 -0.06712963 0.3549381
Stationary 531.9142 331 526 -0.06712963 0.3549381
Stationary 531.945 331 526 -0.06712963 0.3549381
Stationary 531.9758 331 526 -0.06712963 0.3549381
Stationary 532.0065 331 526 -0.06712963 0.3549381
Stationary 532.0372 331 526 -0.06712963 0.3549381
Stationary 532.0679 331 526 -0.06712963 0.3549381
Moved 532.0986 322 526 -0.08796295 0.3549381
Stationary 532.1293 322 526 -0.08796295 0.3549381
Moved 532.16 320.7503 526 -0.0908557 0.3549381
Stationary 532.1909 320.7503 526 -0.0908557 0.3549381
Stationary 532.2216 321 526 -0.09027779 0.3549381
Moved 532.2523 321 513.71 -0.09027779 0.3233282
Moved 532.2831 321 503.4335 -0.09027779 0.2968967
Moved 532.3138 330.109 486.5638 -0.06919205 0.2535077
Moved 532.3445 336.7466 464.9247 -0.05382736 0.1978515
Moved 532.3752 345.3692 442.3489 -0.03386766 0.1397861
Moved 532.4059 353.9975 419.34 -0.01389469 0.08060686
Moved 532.4367 360.7694 402.5381 0.001780987 0.03739208
Moved 532.4674 370.0623 383.8755 0.0232923 -0.01060831
Moved 532.4982 378.5857 364.5358 0.04302233 -0.06035031
Moved 532.5289 390.5734 342.3776 0.07077178 -0.1173416
Moved 532.5593 397.1264 330.6839 0.08594086 -0.147418
Moved 532.5903 401 324.1245 0.09490739 -0.164289
Moved 532.6211 403.8113 319.1887 0.1014151 -0.176984
Moved 532.6519 404 316.5 0.1018518 -0.1838992
Moved 532.6826 404 316 0.1018518 -0.1851853
Moved 532.7133 384.5566 330.3879 0.05684406 -0.1481792
Moved 532.744 363.4496 352.5505 0.007985036 -0.09117683
Moved 532.7747 343.7698 378.6658 -0.0375699 -0.02400763
Moved 532.8055 329.1867 401.9013 -0.07132709 0.03575439
Moved 532.8362 317.1014 420.5725 -0.09930228 0.08377695
Moved 532.8669 305.5763 442.8475 -0.1259809 0.1410686
Moved 532.8976 296.1342 458.1096 -0.1478374 0.180323
Moved 532.9285 286.072 472.4101 -0.1711297 0.2171041
Moved 532.9592 275.5401 488.8249 -0.1955091 0.2593232
Moved 532.9899 269.1176 497.8237 -0.210376 0.2824682
Moved 533.0206 261.6177 505.5882 -0.2277369 0.3024387
Moved 533.0513 256.3433 510.6567 -0.239946 0.3154749
Moved 533.0821 251.4748 514.5252 -0.2512158 0.3254249
Moved 533.1128 247.9374 516 -0.2594042 0.329218
Moved 533.1436 245.0655 517 -0.266052 0.33179
Moved 533.1743 245 519.5 -0.2662037 0.3382201
Ended 533.205 245 519.5 -0.2662037 0.3382201
Began 534.3114 266 231 -0.2175926 -0.4038066
Stationary 534.3422 266 231 -0.2175926 -0.4038066
Stationary 534.3729 266 231 -0.2175926 -0.4038066
Stationary 534.4036 266 231 -0.2175926 -0.4038066
