sharp cheese keeps the mind sharp
Basic
0.6 0.6
432 388.8
Began 875.9078 317 337 -0.09953702 -0.1311728
Stationary 875.9385 317 337 -0.09953702 -0.1311728
Stationary 875.9692 317 337 -0.09953702 -0.1311728
Stationary 875.9999 317 337 -0.09953702 -0.1311728
Stationary 876.0307 317 337 -0.09953702 -0.1311728
Stationary 876.0614 317 337 -0.09953702 -0.1311728
Stationary 876.0921 317 337 -0.09953702 -0.1311728
Stationary 876.1229 317 337 -0.09953702 -0.1311728
Stationary 876.1536 317 337 -0.09953702 -0.1311728
Stationary 876.1843 317 337 -0.09953702 -0.1311728
Moved 876.215 317 347.8837 -0.09953702 -0.1031798
Moved 876.2458 317 351.2517 -0.09953702 -0.0945172
Moved 876.2765 327.1754 356.1754 -0.07598291 -0.08185335
Moved 876.3073 333.6994 359.8497 -0.06088103 -0.07240319
Moved 876.338 343.4653 365.2326 -0.03827482 -0.05855819
Moved 876.3687 358.2396 370.1027 -0.004075021 -0.04603233
Moved 876.3994 382.2174 375.6039 0.05142917 -0.0318831
Moved 876.4301 406 380 0.1064815 -0.02057613
Moved 876.4609 424.9764 382.3294 0.1504083 -0.01458494
Moved 876.4916 436.1877 383.7969 0.1763605 -0.01081043
Moved 876.5223 443.1262 384.5631 0.1924217 -0.008839815
Moved 876.553 446.3206 385 0.1998162 -0.007716127
Moved 876.5838 447.3606 385 0.2022236 -0.007716127
Stationary 876.6145 447 385 0.2013889 -0.007716127
Stationary 876.6453 447 385 0.2013889 -0.007716127
Moved 876.676 417.3964 385 0.1328621 -0.007716127
Moved 876.7067 389.9437 385 0.06931403 -0.007716127
Moved 876.7374 348.6384 385 -0.0263 -0.007716127
Moved 876.7681 314.1551 385 -0.1061225 -0.007716127
Moved 876.7989 281.7746 385 -0.1810773 -0.007716127
Moved 876.8296 253.762 376.7966 -0.2459214 -0.02881548
Moved 876.8604 230.3893 376 -0.3000249 -0.03086435
Moved 876.8911 209.9979 375 -0.3472271 -0.03343629
Moved 876.9218 197.0718 375 -0.3771485 -0.03343629
Moved 876.9525 185.4981 375 -0.4039396 -0.03343629
Moved 876.9832 176.0481 375 -0.4258145 -0.03343629
Moved 877.014 171.2099 375 -0.4370141 -0.03343629
Moved 877.0447 172 387.5943 -0.4351852 -0.001043508
Moved 877.0754 172 400.8918 -0.4351852 0.03315792
Moved 877.1061 181.7806 411.5612 -0.4125449 0.06059972
Moved 877.1369 190.6221 425.9332 -0.3920784 0.09756461
Moved 877.1677 200.3553 443.1218 -0.3695479 0.1417742
Moved 877.1984 213.72 461.408 -0.3386112 0.1888064
Moved 877.2291 226.3326 476.4157 -0.3094153 0.2274066
Moved 877.2598 240.0843 493.0843 -0.2775826 0.2702785
Moved 877.2905 253.5217 505.2681 -0.2464776 0.3016153
Moved 877.3212 269.1349 517.1125 -0.2103357 0.3320794
Moved 877.3519 282.9371 525.3622 -0.1783864 0.3532979
Moved 877.3828 294 530.5 -0.1527778 0.3665122
Moved 877.4135 303.0041 535.001 -0.131935 0.378089
Moved 877.4442 316.6214 537.7702 -0.1004135 0.3852113
Moved 877.4749 334.6859 539 -0.05859757 0.3883744
Moved 877.5056 359.6505 539 -0.0008091331 0.3883744
Moved 877.5363 398.8456 529.8309 0.08992025 0.3647912
Moved 877.5671 442.6931 521.0682 0.1914191 0.3422536
Moved 877.5978 471.485 517.7515 0.258067 0.333723
Moved 877.6285 496.4993 513.5557 0.3159706 0.3229313
Moved 877.6592 521.2429 510.5286 0.3732474 0.3151454
Moved 877.69 547.209 510 0.4333543 0.3137859
Moved 877.7207 563.0038 509 0.4699163 0.3112139
Moved 877.7515 571.7644 508 0.4901953 0.3086419
Moved 877.7822 577.4066 508 0.5032559 0.3086419
Moved 877.8129 580.9666 507 0.5114968 0.3060699
Moved 877.8436 583.5 507 0.517361 0.3060699
Moved 877.8743 584 506 0.5185185 0.3034978
Moved 877.9051 585.5 506 0.5219908 0.3034978
Moved 877.9359 586 506 0.5231482 0.3034978
Ended 877.9666 586 506 0.5231482 0.3034978
Began 878.5504 349 202 -0.02546296 -0.4783951
Stationary 878.5811 349 202 -0.02546296 -0.4783951
Stationary 878.6118 349 202 -0.02546296 -0.4783951
Stationary 878.6425 349 202 -0.02546296 -0.4783951
Moved 878.6732 349 211.0917 -0.02546296 -0.4550111
Moved 878.704 349 218.5148 -0.02546296 -0.4359188
Moved 878.7347 349 227.4194 -0.02546296 -0.4130159
Moved 878.7654 349 239.3052 -0.02546296 -0.3824455
Moved 878.7962 349 250.3252 -0.02546296 -0.3541019
Moved 878.8269 349 262.9707 -0.02546296 -0.3215775
Moved 878.8576 349 281.5021 -0.02546296 -0.2739142
Moved 878.8883 349 293.0333 -0.02546296 -0.2442558
Moved 878.9191 349 306.7951 -0.02546296 -0.2088603
Moved 878.9498 349 322.5409 -0.02546296 -0.168362
Moved 878.9806 356.5637 341.5637 -0.007954489 -0.1194351
Moved 879.0113 362.3818 354.7636 0.005513429 -0.08548462
Moved 879.042 373.9327 379.8655 0.03225168 -0.02092212
Moved 879.0727 383.9279 400.8739 0.05538881 0.03311181
Moved 879.1034 390.5 416 0.0706019 0.07201634
Moved 879.1342 394.1896 425.5688 0.07914256 0.09662741
Moved 879.1649 395 431.8914 0.08101851 0.1128892
Moved 879.1957 395 435.7026 0.08101851 0.1226918
Moved 879.2264 395 438.0912 0.08101851 0.1288353
Moved 879.2571 395 440.8788 0.08101851 0.1360051
Moved 879.2878 382.0662 442.6446 0.05107919 0.1405467
Moved 879.3185 373.7707 445.4097 0.03187666 0.1476587
Moved 879.3493 365.5038 448.7481 0.01274029 0.156245
Moved 879.38 352.8073 455.2771 -0.01664981 0.1730377
Moved 879.4107 341.3918 460.8041 -0.04307449 0.1872532
Moved 879.4415 330.3705 466.3148 -0.06858686 0.2014268
Moved 879.4722 315.4556 473.7722 -0.1031121 0.2206075
Moved 879.5029 297.9084 483.3944 -0.1437307 0.2453559
Moved 879.5337 276.1678 492.3566 -0.194056 0.268407
Moved 879.5644 259.5 499.5 -0.2326389 0.2867798
