do you prefer a window seat
Basic
0.6 0.6
432 388.8
Began 1124.665 244 377 -0.2685185 -0.02829226
Stationary 1124.696 244 377 -0.2685185 -0.02829226
Stationary 1124.726 244 377 -0.2685185 -0.02829226
Moved 1124.757 266.3028 385.6945 -0.2168916 -0.005929813
Moved 1124.788 301.9143 404.5339 -0.1344575 0.04252535
Moved 1124.818 325.9285 414.1122 -0.07886931 0.06716084
Moved 1124.849 342.799 421.771 -0.03981704 0.08685955
Moved 1124.88 362.5921 433.1955 0.0060003 0.1162435
Moved 1124.911 380.396 444.22 0.04721294 0.1445988
Moved 1124.941 398.5795 454.7898 0.08930445 0.1717844
Moved 1124.972 420.3357 466.7421 0.1396659 0.2025258
Moved 1125.003 441.266 478.4811 0.1881158 0.2327189
Moved 1125.034 463.0568 493.3398 0.2385574 0.2709355
Moved 1125.064 496.134 513.9337 0.315125 0.3239035
Moved 1125.095 503.0475 518.0286 0.3311285 0.3344355
Moved 1125.126 517.712 526.6272 0.3650742 0.3565513
Moved 1125.156 528.9913 532.5965 0.3911835 0.3719045
Moved 1125.187 538.062 537.708 0.4121804 0.3850514
Moved 1125.218 545.7352 541.8234 0.4299425 0.3956363
Moved 1125.249 554.3976 546.9317 0.4499944 0.4087748
Moved 1125.28 559.6998 548.6998 0.462268 0.4133224
Ended 1125.31 560.5 549.5 0.4641204 0.4153806
Began 1125.741 286 473 -0.1712963 0.2186213
Stationary 1125.771 286 473 -0.1712963 0.2186213
Moved 1125.802 296.3591 473 -0.1473168 0.2186213
Moved 1125.833 318.5954 473 -0.09584397 0.2186213
Moved 1125.864 340.1475 473 -0.04595488 0.2186213
Moved 1125.894 362.5492 473 0.00590086 0.2186213
Moved 1125.925 384.0704 464.993 0.05571842 0.1980271
Moved 1125.956 400.9167 465 0.09471446 0.1980452
Moved 1125.986 415.8829 465 0.1293585 0.1980452
Moved 1126.017 432.1666 465 0.1670523 0.1980452
Moved 1126.048 448.375 465 0.2045718 0.1980452
Moved 1126.079 466.1287 465 0.2456682 0.1980452
Moved 1126.109 477.1168 465 0.2711038 0.1980452
Moved 1126.14 490.1821 473.2364 0.3013475 0.2192293
Moved 1126.171 501.124 474 0.326676 0.2211934
Moved 1126.202 511.307 474 0.3502476 0.2211934
Moved 1126.232 516.1672 475 0.3614981 0.2237653
Moved 1126.263 520.1279 475 0.3706665 0.2237653
Moved 1126.294 523 475 0.3773148 0.2237653
Moved 1126.324 525.218 476 0.3824491 0.2263374
Moved 1126.355 525 477.1956 0.3819444 0.2294123
Moved 1126.386 505.9434 483.0154 0.337832 0.2443812
Moved 1126.417 479.4023 485.5498 0.2763942 0.2508996
Moved 1126.447 451.2043 487 0.2111211 0.2546296
Moved 1126.478 435.9122 487 0.1757227 0.2546296
Moved 1126.509 419.5046 488.9279 0.1377422 0.2595882
Moved 1126.54 404.6496 490 0.1033557 0.2623456
Moved 1126.57 391.876 490 0.07378697 0.2623456
Moved 1126.601 383.1414 490 0.05356799 0.2623456
Moved 1126.632 374.5219 490 0.03361543 0.2623456
Moved 1126.663 364.086 490 0.009458362 0.2623456
Moved 1126.693 362.8131 490 0.006511807 0.2623456
Ended 1126.724 363 490 0.006944438 0.2623456
Began 1127.861 543 487 0.4236111 0.2546296
Stationary 1127.892 543 487 0.4236111 0.2546296
Stationary 1127.923 543 487 0.4236111 0.2546296
Moved 1127.953 530.0876 487 0.3937213 0.2546296
Moved 1127.984 523.8813 487 0.3793549 0.2546296
Moved 1128.015 510.7996 495.6806 0.3490731 0.2769562
Moved 1128.046 497.2655 498.5782 0.3177441 0.2844088
Moved 1128.076 479.6868 502.6609 0.2770528 0.2949097
Moved 1128.107 456.5442 503 0.2234819 0.2957818
Moved 1128.138 431.0843 503 0.1645468 0.2957818
Moved 1128.169 411.46 503 0.1191204 0.2957818
Moved 1128.199 396.0281 503 0.08339842 0.2957818
Moved 1128.23 383.1832 503 0.05366474 0.2957818
Moved 1128.261 365.9505 503 0.01377434 0.2957818
Moved 1128.292 351.243 503 -0.02027074 0.2957818
Moved 1128.322 338.5349 503 -0.04968772 0.2957818
Moved 1128.353 328.9608 503 -0.07184997 0.2957818
Moved 1128.384 317.5158 503 -0.09834295 0.2957818
Moved 1128.414 308.7268 503 -0.118688 0.2957818
Moved 1128.445 298.1093 503 -0.1432655 0.2957818
Moved 1128.476 288.4155 503 -0.1657048 0.2957818
Moved 1128.507 279.0103 495.2526 -0.1874761 0.2758553
Moved 1128.537 270.8605 495 -0.2063414 0.2752057
Moved 1128.568 264.526 495 -0.2210047 0.2752057
Moved 1128.599 257.7959 495 -0.2365837 0.2752057
Moved 1128.63 251.7401 495 -0.2506017 0.2752057
Moved 1128.66 245.4324 495 -0.2652027 0.2752057
Moved 1128.691 240.5065 495 -0.2766052 0.2752057
Moved 1128.722 237.9739 502.0912 -0.2824678 0.2934445
Moved 1128.752 231.4687 502.5313 -0.2975262 0.2945763
Moved 1128.783 228.9214 503 -0.3034227 0.2957818
Moved 1128.814 228 503 -0.3055556 0.2957818
Stationary 1128.845 228 503 -0.3055556 0.2957818
Moved 1128.875 231.2453 499.7547 -0.2980432 0.2874349
Moved 1128.906 254.1302 476.8699 -0.2450691 0.2285747
Moved 1128.937 276.5358 454.4642 -0.1932042 0.170947
Moved 1128.968 295.9137 436.0863 -0.1483479 0.1236787
Moved 1128.998 314.2791 416.3411 -0.1058354 0.0728936
Moved 1129.029 326.7787 404.2951 -0.07690127 0.04191124
Moved 1129.06 334.4262 396.5738 -0.05919858 0.02205185
Moved 1129.091 339.5524 390.4476 -0.04733235 0.006295114
Moved 1129.121 343.2535 386.493 -0.03876508 -0.003875999
Moved 1129.152 345.8052 384.1948 -0.0328583 -0.009786975
Moved 1129.183 347.3647 383 -0.0292484 -0.01286016
Moved 1129.214 347 382 -0.0300926 -0.01543218
Stationary 1129.244 347 382 -0.0300926 -0.01543218
Moved 1129.275 337.1096 399.0582 -0.05298704 0.0284419
Moved 1129.306 323.3824 419.4264 -0.08476302 0.08082911
Moved 1129.336 313 438.5 -0.1087963 0.1298867
