I can play much better now
Moved 749.7402 400.4651 255.5349 0.09366919 -0.3407025
Moved 749.771 405.9398 249.1204 0.1063421 -0.3572008
Moved 749.8017 412.3076 244.3462 0.1210826 -0.36948
Moved 749.8324 417.7534 239.2466 0.1336884 -0.3825962
Moved 749.8632 423.2027 236.8987 0.1463026 -0.3886351
Moved 749.8939 428.0106 236 0.157432 -0.3909465
Moved 749.9246 433.4579 236 0.1700415 -0.3909465
Moved 749.9553 439.9024 236 0.1849594 -0.3909465
Moved 749.986 444.6763 236 0.1960101 -0.3909465
Moved 750.0167 448.1007 236 0.2039368 -0.3909465
Moved 750.0474 450.5 236 0.2094908 -0.3909465
Moved 750.0781 452.4936 236 0.2141055 -0.3909465
Moved 750.1088 454.1099 236 0.2178469 -0.3909465
Ended 750.1396 455.205 236 0.220382 -0.3909465
Began 750.5082 567 501 0.4791667 0.2906378
Stationary 750.5389 567 501 0.4791667 0.2906378
Stationary 750.5696 567 501 0.4791667 0.2906378
Stationary 750.6003 567 501 0.4791667 0.2906378
Stationary 750.631 567 501 0.4791667 0.2906378
Stationary 750.6617 567 501 0.4791667 0.2906378
Stationary 750.6925 567 501 0.4791667 0.2906378
Stationary 750.7232 567 501 0.4791667 0.2906378
Stationary 750.7539 567 501 0.4791667 0.2906378
Stationary 750.7847 567 501 0.4791667 0.2906378
Moved 750.8154 556.4856 497.3993 0.4548277 0.2813767
Moved 750.8461 554.063 489.1889 0.4492199 0.2602595
Moved 750.8768 548.7186 477.1557 0.4368485 0.2293098
Moved 750.9075 543.2455 460.1138 0.4241795 0.1854779
Moved 750.9382 538.8102 445.5255 0.4139124 0.1479563
Moved 750.9689 535.0562 430.1685 0.4052226 0.1084579
Moved 750.9996 531.7961 414.9804 0.3976761 0.06939393
Moved 751.0304 530.08 400.4001 0.3937038 0.03189338
Moved 751.0611 528.3593 389.0779 0.3897206 0.002772445
Moved 751.0919 527 380.851 0.3865741 -0.01838755
Moved 751.1226 525.2205 372.6614 0.3824548 -0.03945111
Moved 751.1533 523 366.0011 0.3773148 -0.05658161
Moved 751.184 519.7733 359.3199 0.3698456 -0.07376557
Moved 751.2147 502.1865 347.08 0.3291354 -0.105247
Moved 751.2454 474.5363 340.2947 0.2651304 -0.1226989
Moved 751.2761 461.3972 338.933 0.2347157 -0.1262011
Moved 751.3068 439.5 339 0.1840278 -0.1260288
Moved 751.3375 409.9376 339 0.1155962 -0.1260288
Moved 751.3683 382.4048 345.6851 0.05186309 -0.1088346
Moved 751.3989 359.5807 349.6774 -0.0009705623 -0.09856636
Moved 751.4297 339.4993 353.1252 -0.04745533 -0.0896986
Moved 751.4604 315.3307 359.6198 -0.1034012 -0.07299431
Moved 751.4911 296.7264 364.0684 -0.1464667 -0.06155249
Moved 751.5219 277.2335 369.5047 -0.1915892 -0.04757029
Moved 751.5526 259.3159 374.2631 -0.2330651 -0.03533155
Moved 751.5833 238.5167 381.0643 -0.2812113 -0.01783889
Moved 751.614 223.5073 388.2463 -0.3159552 0.0006335459
Moved 751.6447 208.7976 394.6012 -0.3500056 0.01697835
Moved 751.6755 196.9043 401.6574 -0.3775363 0.03512704
Moved 751.7062 187.1508 405.9497 -0.4001139 0.0461669
Moved 751.7369 178.6591 410.6705 -0.4197706 0.05830878
Moved 751.7676 174.614 413.386 -0.4291344 0.06529325
Moved 751.7983 172.3952 414.3024 -0.4342704 0.06765024
Moved 751.829 170 419.0047 -0.4398148 0.07974456
Moved 751.8598 170 425.6945 -0.4398148 0.0969508
Moved 751.8904 170 435.9644 -0.4398148 0.1233651
Moved 751.9212 182.179 448.965 -0.4116227 0.1568028
Moved 751.952 201.9263 465.6948 -0.3659112 0.1998322
Moved 751.9827 225.3771 478.3508 -0.3116271 0.2323837
Moved 752.0133 244.4649 486.5493 -0.2674424 0.2534703
Moved 752.044 266.7557 494.9084 -0.2158432 0.27497
Moved 752.0748 284.5711 500.0892 -0.174604 0.2882951
Moved 752.1055 301.9564 504.8447 -0.1343603 0.3005263
Moved 752.1362 324.1568 509.5904 -0.08297036 0.3127324
Moved 752.1669 343.6232 511.5176 -0.03790935 0.3176891
Moved 752.1976 359.4482 514.2414 -0.001277228 0.3246949
Moved 752.2284 378.7101 515.9678 0.04331042 0.3291351
Moved 752.2591 414.9787 516 0.1272655 0.329218
Moved 752.2898 429.3516 516 0.1605362 0.329218
Moved 752.3205 439.5796 516 0.1842121 0.329218
Moved 752.3513 445 505.5 0.1967593 0.3022119
Ended 752.382 445 505.5 0.1967593 0.3022119
Began 753.3649 495 250 0.3125 -0.3549383
Stationary 753.3956 495 250 0.3125 -0.3549383
Stationary 753.4263 495 250 0.3125 -0.3549383
Stationary 753.457 495 250 0.3125 -0.3549383
Stationary 753.4878 495 250 0.3125 -0.3549383
Stationary 753.5185 495 250 0.3125 -0.3549383
Stationary 753.5493 495 250 0.3125 -0.3549383
Stationary 753.58 495 250 0.3125 -0.3549383
Stationary 753.6107 495 250 0.3125 -0.3549383
Stationary 753.6414 495 250 0.3125 -0.3549383
Stationary 753.6721 495 250 0.3125 -0.3549383
Stationary 753.7028 495 250 0.3125 -0.3549383
Stationary 753.7336 495 250 0.3125 -0.3549383
Stationary 753.7643 495 250 0.3125 -0.3549383
Moved 753.795 481.519 255.1833 0.2812941 -0.3416067
Moved 753.8257 474.8536 259.3821 0.2658649 -0.3308073
Moved 753.8564 467.6918 264.2054 0.2492866 -0.3184017
Moved 753.8871 459.521 268.6527 0.2303726 -0.3069632
Moved 753.9178 452.4967 275.5033 0.2141127 -0.2893434
Moved 753.9485 445.1666 284.7779 0.1971449 -0.265489
Moved 753.9793 439.661 294.6779 0.1844006 -0.2400259
Moved 754.0099 434.231 306.9224 0.171831 -0.2085329
Moved 754.0406 429.3394 320.8123 0.1605078 -0.1728081
Moved 754.0714 425.444 337.7801 0.1514907 -0.1291665
Moved 754.1021 421.4537 355.9119 0.142254 -0.08253129
Moved 754.1328 418.9642 393.3939 0.1364913 0.01387302
Moved 754.1636 418 425.185 0.1342593 0.09564038
Moved 754.1943 418 441.6305 0.1342593 0.1379384
Moved 754.225 418 466.5639 0.1342593 0.2020676
Moved 754.2557 418 487.5 0.1342593 0.2559156
Moved 754.2864 418 506.7139 0.1342593 0.3053341
Moved 754.3171 426.6705 518.682 0.1543298 0.3361163
Moved 754.3479 430.7909 530.5818 0.1638679 0.3667228
Moved 754.3786 432.8533 539.4131 0.1686418 0.389437
Moved 754.4093 434.5367 545.6102 0.1725387 0.4053758
Moved 754.44 436.2603 550.5207 0.1765286 0.4180059
Moved 754.4707 436 551.5 0.1759259 0.4205247
Moved 754.5015 436 553.1582 0.1759259 0.4247895
Stationary 754.5322 436 553 0.1759259 0.4243826
Moved 754.5629 436 554 0.1759259 0.4269547
Stationary 754.5936 436 554 0.1759259 0.4269547
Stationary 754.6243 436 554 0.1759259 0.4269547
Stationary 754.655 436 554 0.1759259 0.4269547
Moved 754.6858 427.5758 544.1516 0.1564254 0.4016242
Moved 754.7164 423.8531 537.5594 0.1478082 0.3846691
Moved 754.7472 419.3635 528.2725 0.1374155 0.3607831
Moved 754.7779 413.4564 515.6409 0.1237415 0.3282943
Moved 754.8087 405.0175 499.0351 0.1042073 0.285584
Moved 754.8393 397.5 479.5 0.08680551 0.2353394
Moved 754.8701 386.604 453.01 0.06158332 0.1672068
Moved 754.9008 376.5426 423.9896 0.0382931 0.09256566
Moved 754.9315 361.2882 382.8647 0.002981921 -0.01320819
Moved 754.9622 351.6717 356.3472 -0.01927843 -0.08141153
Moved 754.9929 345.8979 336.6427 -0.03264372 -0.1320919
Moved 755.0236 342.1855 323.7422 -0.04123718 -0.1652722
Moved 755.0544 337.8698 304.089 -0.05122721 -0.2158206
Moved 755.0851 334.4724 292.3622 -0.05909155 -0.2459821
Moved 755.1158 331.7474 278.9895 -0.0653996 -0.2803769
Moved 755.1465 328.0423 266.1057 -0.07397622 -0.3135143
Moved 755.1772 325.2982 256.1927 -0.08032833 -0.3390106
Moved 755.2079 321.8556 249.5669 -0.08829717 -0.3560523
Moved 755.2386 319.1308 242.3925 -0.09460454 -0.374505
Moved 755.2694 317.4128 236.8257 -0.09858147 -0.3888229
Moved 755.3001 314.6897 231.3794 -0.1048849 -0.4028308
Moved 755.3309 312.2791 226.5582 -0.110465 -0.4152309
Moved 755.3616 309.5527 221.1053 -0.1167761 -0.4292558
Moved 755.3922 305.8231 216.6461 -0.1254096 -0.4407251
Moved 755.423 303.3336 214.3336 -0.1311722 -0.4466729
Moved 755.4537 300.7306 214 -0.1371978 -0.4475308
Moved 755.4844 299 214 -0.1412037 -0.4475308
Moved 755.5151 298 234.0465 -0.1435185 -0.3959709
Moved 755.5458 310.1681 260.3804 -0.1153517 -0.3282396
Moved 755.5766 331.0272 293.6102 -0.06706675 -0.2427721
Moved 755.6073 347.9296 314.5155 -0.02794082 -0.1890034
Moved 755.6381 366.1661 335.4755 0.01427342 -0.1350938
Moved 755.6687 387.3462 354.3462 0.06330133 -0.08655815
Moved 755.6995 400.9308 365.1447 0.09474725 -0.0587844
Moved 755.7302 406.5942 369.4456 0.1078569 -0.04772225
Moved 755.7609 421.3623 378.6174 0.1420423 -0.02413235
Moved 755.7916 433.2396 386.6198 0.1695362 -0.003549984
Moved 755.8223 445.1342 395.0671 0.19707 0.01817676
Moved 755.853 456.0455 402.2841 0.2223275 0.03673899
Moved 755.8837 465.4677 406.4892 0.244138 0.04755444
Ended 755.9144 480 410 0.2777778 0.05658428
Began 756.8052 412 263 0.1203704 -0.3215021
Stationary 756.836 412 263 0.1203704 -0.3215021
Stationary 756.8667 412 263 0.1203704 -0.3215021
Stationary 756.8974 412 263 0.1203704 -0.3215021
Stationary 756.9281 412 263 0.1203704 -0.3215021
Moved 756.9589 402.7357 271.2349 0.09892532 -0.3003219
Moved 756.9896 400.3784 276.6216 0.09346852 -0.2864672
Moved 757.0203 398.5 282 0.08912037 -0.2726338
Moved 757.051 396.0537 288.8388 0.08345763 -0.2550443
Moved 757.0817 395 294.3467 0.08101851 -0.2408778
Moved 757.1125 394 299.4069 0.07870366 -0.2278628
Moved 757.1431 393 302.843 0.07638891 -0.2190254
Moved 757.1739 392 305.5 0.07407407 -0.2121914
Moved 757.2046 389.7008 307.2991 0.06875198 -0.207564
Moved 757.2354 388.8922 307 0.06688009 -0.2083334
Moved 757.2661 387.5969 307.4031 0.06388167 -0.2072965
Moved 757.2967 384.8752 308 0.05758137 -0.2057614
Moved 757.3271 383.1511 308 0.05359054 -0.2057614
Moved 757.3582 380.4237 308 0.04727721 -0.2057614
Moved 757.3889 378.0126 308 0.04169593 -0.2057614
Moved 757.4196 373.5826 309.7087 0.03144106 -0.2013665
Moved 757.4503 369.1299 312.4351 0.02113402 -0.1943543
Moved 757.4811 363.6885 318.3115 0.008538167 -0.1792399
Moved 757.5117 358.3929 325.1428 -0.003720175 -0.1616698
Moved 757.5425 351.488 334.7679 -0.01970361 -0.1369138
Moved 757.5732 344.0388 347.9482 -0.03694718 -0.1030139
Moved 757.6039 338.5 359.5 -0.04976853 -0.07330247
Moved 757.6346 330.6392 378.8419 -0.06796484 -0.02355481
Moved 757.6653 326.293 391.2676 -0.07802556 0.008404303
Moved 757.696 321.8579 403.8551 -0.08829181 0.04077947
Moved 757.7267 317.0561 415.8599 -0.09940728 0.07165598
Moved 757.7576 309.9288 431.1424 -0.1159056 0.1109629
Moved 757.7883 301.7412 447.5175 -0.1348583 0.1530799
Moved 757.819 290.5371 470.4382 -0.1607938 0.2120322
Moved 757.8496 283.187 487.626 -0.1778079 0.2562398
Moved 757.8804 277.3338 502.6648 -0.1913569 0.2949197
Moved 757.9111 274.925 508.1501 -0.1969329 0.3090279
Moved 757.9418 271.2487 516.5026 -0.2054428 0.3305107
Moved 757.9725 268.8366 523.4901 -0.2110263 0.3484826
Moved 758.0032 267 528.7797 -0.2152778 0.3620875
Moved 758.0339 264.3918 534.2164 -0.2213152 0.3760709
Moved 758.0646 261.6675 539.6649 -0.2276214 0.3900846
Moved 758.0954 260.2885 545.1346 -0.2308137 0.4041526
Moved 758.1262 257.5636 549.8728 -0.2371213 0.4163395
Moved 758.1568 257 551.1604 -0.2384259 0.4196511
Moved 758.1876 257 553.6782 -0.2384259 0.4261268
Moved 758.2183 257 555.5 -0.2384259 0.4308127
Moved 758.2489 257 556 -0.2384259 0.4320986
Moved 758.2797 257 557.7533 -0.2384259 0.4366082
Moved 758.3104 267.3126 558 -0.2145541 0.4372427
Moved 758.3411 280.3409 558 -0.1843961 0.4372427
Moved 758.3719 294.9347 558 -0.1506141 0.4372427
Moved 758.4026 308.5787 558 -0.1190308 0.4372427
Moved 758.4333 319.7818 549.4873 -0.09309769 0.4153479
Moved 758.4641 331.9446 546.5139 -0.06494303 0.4077002
Moved 758.4947 345.0565 541.5774 -0.03459141 0.3950034
Moved 758.5255 353.7321 538.067 -0.01450911 0.3859747
Moved 758.5562 361.0201 534.66 0.002361437 0.3772117
Moved 758.5869 368.1488 529.9256 0.01886298 0.3650349
Moved 758.6176 373.5829 526.2086 0.03144195 0.3554746
Moved 758.6483 379 523.5 0.04398147 0.3485081
Moved 758.6791 379.893 521.1069 0.04604866 0.3423532
Moved 758.7098 381 518.3805 0.04861106 0.3353407
Moved 758.7405 381 515.6497 0.04861106 0.3283171
Moved 758.7712 381 514.6453 0.04861106 0.3257337
Moved 758.8019 381 514 0.04861106 0.324074
Moved 758.8326 370.5821 511.791 0.02449562 0.3183924
Moved 758.8633 360.2559 510 0.0005923709 0.3137859
Moved 758.8941 351.2638 508.7546 -0.02022271 0.3105827
Moved 758.9249 337.7491 508 -0.05150666 0.3086419
Moved 758.9555 327.8824 508 -0.07434631 0.3086419
Moved 758.9862 315.5 508 -0.1030092 0.3086419
Moved 759.017 304.2622 508 -0.1290226 0.3086419
Moved 759.0477 292.9813 508 -0.1551358 0.3086419
Moved 759.0784 282.4232 508 -0.1795759 0.3086419
Moved 759.1091 273.5186 508 -0.2001883 0.3086419
Moved 759.1398 267.5 508 -0.2141203 0.3086419
Moved 759.1705 260.2477 508 -0.2309081 0.3086419
Moved 759.2013 256.0269 508 -0.2406786 0.3086419
Moved 759.2319 252.5 508 -0.2488426 0.3086419
Moved 759.2626 249.9261 508 -0.2548008 0.3086419
Moved 759.2935 248 513.572 -0.2592593 0.3229732
Moved 759.3242 245.5 516.5 -0.2650463 0.3305041
Moved 759.3549 245 516.9579 -0.2662037 0.3316819
Moved 759.3856 244 517.6686 -0.2685185 0.3335096
Stationary 759.4163 244 518 -0.2685185 0.3343621
Moved 759.447 244 520.0576 -0.2685185 0.3396543
Moved 759.4777 244 521.5068 -0.2685185 0.3433817
Moved 759.5084 244 524.2333 -0.2685185 0.3503941
Moved 759.5391 252.563 526.9515 -0.2486967 0.3573854
Moved 759.5698 262.702 529.6755 -0.2252269 0.3643916
Moved 759.6006 272.461 532.1152 -0.2026365 0.3706667
Moved 759.6313 282.3591 533 -0.1797243 0.3729423
Moved 759.662 289.7076 534 -0.1627139 0.3755144
Ended 759.6927 291 534 -0.1597222 0.3755144
Began 760.3071 416 271 0.1296297 -0.300926
Stationary 760.3378 416 271 0.1296297 -0.300926
Stationary 760.3685 416 271 0.1296297 -0.300926
Stationary 760.3992 416 271 0.1296297 -0.300926
Stationary 760.4299 416 271 0.1296297 -0.300926
Stationary 760.4607 416 271 0.1296297 -0.300926
Stationary 760.4914 416 271 0.1296297 -0.300926
Stationary 760.5222 416 271 0.1296297 -0.300926
Stationary 760.5529 416 271 0.1296297 -0.300926
Stationary 760.5836 416 271 0.1296297 -0.300926
Stationary 760.6143 416 271 0.1296297 -0.300926
Stationary 760.645 416 271 0.1296297 -0.300926
Moved 760.6757 426.5 282.5 0.1539352 -0.2713478
Moved 760.7064 423 284.432 0.1458333 -0.2663787
Moved 760.7372 423 286.1048 0.1458333 -0.2620761
Moved 760.7679 423 287.3547 0.1458333 -0.2588612
Moved 760.7986 423 288.6874 0.1458333 -0.2554338
Moved 760.8293 423 292.8381 0.1458333 -0.244758
Moved 760.86 423 304.5787 0.1458333 -0.2145609
Moved 760.8907 423 331.6132 0.1458333 -0.145028
Moved 760.9214 423 359.4348 0.1458333 -0.07347036
Moved 760.9521 426.0046 389.0206 0.1527884 0.002624881
Moved 760.9829 428.3662 408.2959 0.1582551 0.05220134
Moved 761.0136 434.1748 428.6994 0.171701 0.1046795
Moved 761.0444 437.644 443.9319 0.1797314 0.1438576
Moved 761.0751 442 457.5 0.1898148 0.1787551
Moved 761.1057 446.9102 470.7756 0.2011812 0.2129002
Moved 761.1365 451.6821 485.4105 0.2122271 0.2505413
Moved 761.1672 455.415 498.6601 0.2208682 0.2846195
Moved 761.1979 458.849 507.5469 0.2288171 0.3074765
Moved 761.2286 462.5 518 0.2372685 0.3343621
Moved 761.2594 465.2407 522.4814 0.2436127 0.3458883
Moved 761.29 466 525.9729 0.2453704 0.3548685
Moved 761.3208 467 528.3187 0.2476852 0.3609019
Moved 761.3514 469.1358 531.1359 0.2526292 0.3681477
Moved 761.3822 470 532.8618 0.2546296 0.3725869
Moved 761.413 471.5843 535.5843 0.2582969 0.3795891
Moved 761.4436 472.9898 537 0.2615504 0.3832304
Moved 761.4744 474 538.7169 0.2638889 0.3876461
Moved 761.5051 475.221 540.221 0.2667153 0.3915149
Stationary 761.5358 475.221 540.221 0.2667153 0.3915149
Moved 761.5665 476.0399 541.0399 0.2686109 0.3936211
Stationary 761.5972 476.0399 541.0399 0.2686109 0.3936211
Moved 761.6279 476 542.1183 0.2685185 0.3963947
Stationary 761.6586 476 542 0.2685185 0.3960905
Stationary 761.6895 476 542 0.2685185 0.3960905
Stationary 761.7201 476 542 0.2685185 0.3960905
Stationary 761.7509 476 542 0.2685185 0.3960905
Stationary 761.7816 476 542 0.2685185 0.3960905
Moved 761.8123 476 528.882 0.2685185 0.3623506
Moved 761.843 467.5715 521.7145 0.2490081 0.3439157
Moved 761.8737 461.6814 510.3627 0.2353736 0.3147189
Moved 761.9044 456.203 500.6039 0.2226921 0.2896191
Moved 761.9352 449.0426 490.0425 0.206117 0.262455
Moved 761.9659 442.9142 478.8714 0.1919311 0.2337226
Moved 761.9966 435.6984 470.6984 0.1752277 0.2127014
Moved 762.0273 428.4752 463.6501 0.1585074 0.1945733
Moved 762.058 417.5269 460.1053 0.133164 0.1854561
Moved 762.0887 401.878 459 0.0969397 0.1826131
Moved 762.1194 385.5733 459 0.05919755 0.1826131
Moved 762.1501 370.6282 467.4573 0.02460221 0.2043653
Moved 762.1808 356.7648 472.447 -0.007488877 0.217199
Moved 762.2116 343.1133 481.532 -0.03908972 0.240566
Moved 762.2423 331.5578 487.0654 -0.0658385 0.2547976
Moved 762.273 317.3893 494.9664 -0.0986358 0.2751192
Moved 762.3038 300.7634 504.1577 -0.1371218 0.2987595
Moved 762.3344 285.3877 511.3062 -0.1727137 0.3171454
Moved 762.3652 272.4048 517.2381 -0.2027668 0.3324024
Moved 762.3959 258.4532 521.8867 -0.2350621 0.3443587
Moved 762.4266 247.1773 525.6076 -0.2611637 0.3539289
Moved 762.4573 238.9843 528.3386 -0.2801289 0.3609529
Moved 762.488 231.9307 529 -0.2964567 0.3626543
Moved 762.5187 223.0169 529 -0.3170904 0.3626543
Moved 762.5495 216.5573 529 -0.3320432 0.3626543
Moved 762.5802 208.1776 529 -0.3514407 0.3626543
Moved 762.6109 200.9385 529 -0.3681979 0.3626543
Moved 762.6416 193.8454 529 -0.3846172 0.3626543
Moved 762.6724 186.5799 523.3531 -0.4014353 0.3481305
Moved 762.7031 175 514 -0.4282407 0.324074
Ended 762.7338 175 514 -0.4282407 0.324074
PhraseEnd 764.4232
