I just cannot figure this out
Basic
0.6 0.6
432 388.8
Began 1332.493 440 544 0.1851852 0.4012345
Stationary 1332.523 440 544 0.1851852 0.4012345
Stationary 1332.554 440 544 0.1851852 0.4012345
Stationary 1332.585 440 544 0.1851852 0.4012345
Stationary 1332.615 440 544 0.1851852 0.4012345
Ended 1332.646 440 544 0.1851852 0.4012345
Began 1333.784 392 412 0.07407407 0.06172835
Stationary 1333.814 392 412 0.07407407 0.06172835
Stationary 1333.845 392 412 0.07407407 0.06172835
Stationary 1333.875 392 412 0.07407407 0.06172835
Moved 1333.907 392 397.8066 0.07407407 0.02522264
Moved 1333.937 392 386.8763 0.07407407 -0.002890222
Moved 1333.968 392 373.0016 0.07407407 -0.03857616
Moved 1333.999 383.3372 358.8123 0.05402128 -0.07507143
Moved 1334.03 384 349.0707 0.0555556 -0.1001269
Moved 1334.06 382 337.6893 0.05092591 -0.1294
Moved 1334.091 380.8968 334.6904 0.04837215 -0.1371132
Moved 1334.122 380.1201 326.3604 0.04657438 -0.1585383
Moved 1334.153 380 319.7542 0.04629632 -0.1755295
Moved 1334.183 378.7391 312.2173 0.04337758 -0.1949143
Moved 1334.214 379 306.5054 0.04398147 -0.2096054
Moved 1334.245 378 300.2701 0.04166663 -0.2256426
Moved 1334.276 377 293.0289 0.03935188 -0.2442674
Moved 1334.306 374.9282 286.7845 0.03455589 -0.260328
Moved 1334.337 372.1646 280.7469 0.02815892 -0.2758566
Moved 1334.368 370.8192 273.6385 0.02504458 -0.2941398
Moved 1334.398 368.0703 267.1406 0.01868119 -0.3108524
Moved 1334.429 366.5 262 0.0150463 -0.3240741
Moved 1334.46 365.9322 259.9322 0.01373192 -0.3293926
Moved 1334.491 366 257.5 0.01388888 -0.3356482
Moved 1334.521 366 257 0.01388888 -0.3369342
Stationary 1334.552 366 257 0.01388888 -0.3369342
Moved 1334.583 366 273.9721 0.01388888 -0.2932818
Moved 1334.614 366 304.823 0.01388888 -0.2139326
Moved 1334.644 366 332.8351 0.01388888 -0.141885
Moved 1334.675 366 351.1784 0.01388888 -0.09470582
Moved 1334.706 366 365.4808 0.01388888 -0.0579199
Moved 1334.737 374.7003 371.7287 0.03402839 -0.04185005
Moved 1334.767 373 374.9897 0.0300926 -0.03346274
Ended 1334.798 374.4416 377.4416 0.03342956 -0.0271564
Backspace 1335.567
Began 1335.936 444 531 0.1944444 0.3677982
Stationary 1335.966 444 531 0.1944444 0.3677982
Stationary 1335.997 444 531 0.1944444 0.3677982
Ended 1336.028 444 531 0.1944444 0.3677982
Began 1336.643 441 398 0.1875 0.02572008
Stationary 1336.673 441 398 0.1875 0.02572008
Stationary 1336.704 441 398 0.1875 0.02572008
Stationary 1336.735 441 398 0.1875 0.02572008
Moved 1336.766 441 383.0632 0.1875 -0.01269745
Moved 1336.796 441 361.7551 0.1875 -0.0675024
Moved 1336.827 441 345.9677 0.1875 -0.108108
Moved 1336.858 441 332.9742 0.1875 -0.1415272
Moved 1336.889 441 325.4117 0.1875 -0.1609782
Moved 1336.919 441 321.0476 0.1875 -0.1722027
Moved 1336.95 441 317.2994 0.1875 -0.1818431
Moved 1336.981 441 314.5376 0.1875 -0.1889467
Moved 1337.011 441 313.6268 0.1875 -0.1912891
Moved 1337.042 431.7388 313 0.1660619 -0.1929013
Moved 1337.073 432.6066 313 0.1680708 -0.1929013
Moved 1337.104 428.2036 339.0839 0.1578786 -0.1258129
Moved 1337.134 424.3743 374.5081 0.1490147 -0.03470158
Moved 1337.165 422.6286 413.1996 0.1449736 0.06481367
Moved 1337.196 423 449.462 0.1458333 0.1580813
Moved 1337.227 423 479.9084 0.1458333 0.2363899
Moved 1337.257 423 507.8995 0.1458333 0.3083833
Moved 1337.288 423 525.376 0.1458333 0.3533334
Moved 1337.319 423 538.2738 0.1458333 0.3865066
Moved 1337.35 423 546.8414 0.1458333 0.4085427
Moved 1337.38 421.0513 550.9487 0.1413225 0.4191066
Moved 1337.411 420 554.7021 0.1388889 0.4287606
Moved 1337.442 417.5525 555 0.1332233 0.4295266
Moved 1337.473 409.51 555 0.1146066 0.4295266
Moved 1337.503 387.8107 533.162 0.0643767 0.3733591
Moved 1337.534 360.3237 502.9152 0.0007492304 0.2955636
Moved 1337.565 333.3716 469.9202 -0.06163985 0.2107001
Moved 1337.596 306.9094 433.6469 -0.1228949 0.1174046
Moved 1337.626 288.0272 406.0408 -0.1666038 0.04640108
Moved 1337.657 274.5873 386.3397 -0.1977145 -0.004270342
Moved 1337.688 264.8246 370.1931 -0.2203135 -0.04579983
Moved 1337.719 255.0741 354.1482 -0.2428841 -0.08706748
Moved 1337.749 247.7677 344.6902 -0.2597971 -0.1113935
Moved 1337.78 242.3168 337.3168 -0.2724147 -0.130358
Moved 1337.811 238.7124 333.7124 -0.2807582 -0.1396287
Moved 1337.841 235.95 329.95 -0.2871527 -0.1493055
Moved 1337.872 234.6409 328.6409 -0.2901831 -0.1526725
Moved 1337.903 235 327.5 -0.2893518 -0.1556071
Moved 1337.934 235 328 -0.2893518 -0.1543211
Moved 1337.964 246.3439 349.7918 -0.2630929 -0.09827217
Moved 1337.995 268.7229 383.0844 -0.2112895 -0.01264305
Moved 1338.026 292.2736 412.0755 -0.156774 0.0619225
Moved 1338.057 320.7347 448.0875 -0.09089182 0.1545461
Moved 1338.088 338.9999 470.4285 -0.04861126 0.2120073
Moved 1338.118 354.0175 491.3566 -0.01384839 0.2658349
Moved 1338.149 362.8107 503.0178 0.006506145 0.2958275
Moved 1338.18 370.7265 514.4531 0.0248299 0.3252392
Moved 1338.21 376.1275 520.2549 0.03733208 0.3401618
Moved 1338.241 379.8952 523.8951 0.04605363 0.3495245
Moved 1338.272 381.3789 526.3788 0.04948815 0.3559126
Ended 1338.303 382 527 0.05092591 0.3575102
Began 1338.948 317 242 -0.09953702 -0.3755144
Stationary 1338.979 317 242 -0.09953702 -0.3755144
Stationary 1339.01 317 242 -0.09953702 -0.3755144
Stationary 1339.04 317 242 -0.09953702 -0.3755144
Moved 1339.071 304.063 242 -0.1294839 -0.3755144
