if you were not so stupid
Basic
0.6 0.6
432 388.8
Began 699.2612 507 507 0.3402778 0.3060699
Stationary 699.292 507 507 0.3402778 0.3060699
Stationary 699.3228 507 507 0.3402778 0.3060699
Stationary 699.3535 507 507 0.3402778 0.3060699
Stationary 699.3842 507 507 0.3402778 0.3060699
Moved 699.4149 497.7481 507 0.3188614 0.3060699
Moved 699.4457 492.0626 507 0.3057005 0.3060699
Moved 699.4764 486.9547 507 0.2938767 0.3060699
Moved 699.5071 481.2166 507 0.2805939 0.3060699
Moved 699.5379 475.2548 499 0.2667935 0.2854938
Moved 699.5686 468.7653 496.8827 0.2517716 0.280048
Moved 699.5994 459.5233 494.3808 0.2303779 0.2736131
Moved 699.6301 447.0154 489.5038 0.2014247 0.2610695
Moved 699.6608 437.883 484.2554 0.1802848 0.2475704
Moved 699.6916 430.1653 481.0551 0.1624197 0.2393392
Moved 699.7224 421.5767 474.5767 0.1425387 0.2226767
Moved 699.7531 414.6498 468.6498 0.1265041 0.2074325
Moved 699.7838 406.3826 460.9218 0.1073671 0.1875559
Moved 699.8146 398.79 453.79 0.08979162 0.1692128
Moved 699.8453 388.2738 444.2054 0.06544868 0.1445611
Moved 699.876 378.5554 435.5554 0.0429524 0.1223133
Moved 699.9067 368 425 0.01851857 0.09516452
Moved 699.9375 347.5904 406.7665 -0.02872601 0.04826781
Moved 699.9683 330.7003 392.8002 -0.06782333 0.0123462
Moved 699.999 314.3893 380.3115 -0.1055804 -0.01977504
Moved 700.0298 304.2497 371.5998 -0.1290516 -0.0421816
Moved 700.0605 296.327 365.327 -0.1473913 -0.0583155
Moved 700.0912 288.4057 359.6038 -0.1657276 -0.07303559
Moved 700.1219 283.9257 355.9257 -0.1760978 -0.08249565
Moved 700.1527 281.413 354.413 -0.1819143 -0.08638625
Moved 700.1835 279.5421 352.5421 -0.1862452 -0.09119834
Ended 700.2142 280 353 -0.1851852 -0.09002065
Began 700.829 341 508 -0.04398147 0.3086419
Stationary 700.8598 341 508 -0.04398147 0.3086419
Stationary 700.8904 341 508 -0.04398147 0.3086419
Stationary 700.9213 341 508 -0.04398147 0.3086419
Stationary 700.952 341 508 -0.04398147 0.3086419
Stationary 700.9824 341 508 -0.04398147 0.3086419
Stationary 701.0135 341 508 -0.04398147 0.3086419
Stationary 701.0442 341 508 -0.04398147 0.3086419
Moved 701.075 355.3841 508 -0.01068503 0.3086419
Moved 701.1057 365.2322 515.4064 0.01211166 0.3276913
Moved 701.1365 374.6973 516 0.03402144 0.329218
Moved 701.1672 385.7595 517 0.05962839 0.33179
Moved 701.1979 399.7728 518 0.09206662 0.3343621
Moved 701.2286 413.0075 518 0.1227026 0.3343621
Moved 701.2593 424.2474 518 0.1487208 0.3343621
Moved 701.2902 439.914 518 0.1849861 0.3343621
Moved 701.3209 458.1313 518 0.2271558 0.3343621
Moved 701.3516 476.886 518 0.2705693 0.3343621
Moved 701.3824 489.5215 518 0.2998184 0.3343621
Moved 701.4131 503.8317 519 0.3329437 0.3369341
Moved 701.4438 515.2776 519 0.3594388 0.3369341
Moved 701.4745 524.4269 520 0.3806179 0.3395061
Moved 701.5053 531.0139 521 0.3958656 0.3420781
Moved 701.5361 533.8782 521 0.402496 0.3420781
Moved 701.5668 536.7467 521 0.4091359 0.3420781
Moved 701.5975 537.5 521 0.4108796 0.3420781
Moved 701.6283 538.2109 522.2109 0.4125252 0.3451925
Stationary 701.659 538.2109 522.2109 0.4125252 0.3451925
Moved 701.6898 524.767 522 0.3814051 0.3446501
Moved 701.7205 504.8623 522 0.3353294 0.3446501
Moved 701.7513 485.2073 513.2073 0.2898317 0.3220351
Moved 701.782 467.1159 513.8737 0.2479534 0.3237492
Moved 701.8127 455.3066 513 0.2206171 0.321502
Moved 701.8434 443.8327 513 0.1940571 0.321502
Moved 701.8742 435.7406 512 0.1753255 0.31893
Moved 701.905 430.4557 512 0.1630918 0.31893
Moved 701.9357 428.1991 512 0.1578683 0.31893
Moved 701.9664 427 512 0.1550926 0.31893
Stationary 701.9972 427 512 0.1550926 0.31893
Ended 702.0279 427 512 0.1550926 0.31893
Began 702.3661 189 426 -0.3958333 0.09773654
Stationary 702.3968 189 426 -0.3958333 0.09773654
Stationary 702.4276 189 426 -0.3958333 0.09773654
Stationary 702.4583 189 426 -0.3958333 0.09773654
Moved 702.489 202.2807 426 -0.3650911 0.09773654
Moved 702.5198 213.995 434.9987 -0.3379746 0.1208813
Moved 702.5505 228.225 441.6125 -0.3050348 0.1378921
Moved 702.5813 241.6896 447.4758 -0.2738667 0.1529727
Moved 702.612 251.9631 451.4815 -0.2500855 0.1632754
Moved 702.6428 263.42 456.21 -0.2235649 0.175437
Moved 702.6735 274.8882 459.972 -0.197018 0.1851132
Moved 702.7042 282.9032 463.6344 -0.1784649 0.1945329
Moved 702.7349 292.1687 467.7791 -0.157017 0.2051931
Moved 702.7657 303.025 470.2562 -0.1318865 0.2115643
Moved 702.7964 311.4924 474.2462 -0.1122862 0.2218266
Moved 702.8272 318.5731 476.6432 -0.09589557 0.2279918
Moved 702.8579 327.5356 478.5118 -0.07514919 0.2327979
Moved 702.8887 332.7632 481.3817 -0.06304805 0.2401791
Moved 702.9194 335.2544 482.2544 -0.05728151 0.2424238
Stationary 702.9501 335 482 -0.05787035 0.2417695
Moved 702.9809 336.3734 482 -0.05469118 0.2417695
Stationary 703.0117 336 482 -0.05555556 0.2417695
Moved 703.0424 327.6664 483.0417 -0.07484639 0.2444487
Moved 703.0731 320.0716 484.9642 -0.09242688 0.2493934
Moved 703.1039 312.502 487 -0.1099491 0.2546296
Moved 703.1346 304.9008 488.6998 -0.1275445 0.2590014
Moved 703.1653 299.5896 490.2052 -0.1398389 0.2628733
Moved 703.196 293.9343 491 -0.1529298 0.2649176
Moved 703.2268 288.1194 492 -0.1663902 0.2674896
Moved 703.2576 283.7833 493 -0.1764276 0.2700616
Moved 703.2883 279.2844 493 -0.1868417 0.2700616
Moved 703.3191 277.5 493 -0.1909722 0.2700616
Moved 703.3498 275.5 493 -0.1956018 0.2700616
