effort is what it will take
Basic
0.6 0.6
432 388.8
Began 634.9493 262 536 -0.2268519 0.3806583
Stationary 634.98 262 536 -0.2268519 0.3806583
Stationary 635.0107 262 536 -0.2268519 0.3806583
Stationary 635.0415 262 536 -0.2268519 0.3806583
Stationary 635.0722 262 536 -0.2268519 0.3806583
Stationary 635.103 262 536 -0.2268519 0.3806583
Stationary 635.1337 262 536 -0.2268519 0.3806583
Stationary 635.1645 262 536 -0.2268519 0.3806583
Stationary 635.1952 262 536 -0.2268519 0.3806583
Stationary 635.2259 262 536 -0.2268519 0.3806583
Stationary 635.2567 262 536 -0.2268519 0.3806583
Stationary 635.2874 262 536 -0.2268519 0.3806583
Stationary 635.3181 262 536 -0.2268519 0.3806583
Moved 635.3489 252.5288 536 -0.2487759 0.3806583
Stationary 635.3796 253 536 -0.2476852 0.3806583
Moved 635.4104 253 529 -0.2476852 0.3626543
Moved 635.4411 253 527.8828 -0.2476852 0.3597808
Stationary 635.4719 253 527.8828 -0.2476852 0.3597808
Moved 635.5026 253 526.7763 -0.2476852 0.3569349
Moved 635.5333 253 524.3845 -0.2476852 0.350783
Moved 635.5641 253 521.5058 -0.2476852 0.3433791
Moved 635.5948 253 518.0073 -0.2476852 0.3343809
Moved 635.6255 261.7549 511.3676 -0.2274192 0.3173034
Moved 635.6563 266.5102 501.9797 -0.2164117 0.2931575
Moved 635.687 273.6819 490.8635 -0.1998104 0.2645666
Moved 635.7177 283.6651 470.6699 -0.1767012 0.2126281
Moved 635.7484 292.1241 455.7932 -0.1571202 0.1743652
Moved 635.7792 299.7491 444.3346 -0.1394697 0.1448934
Moved 635.8099 307.6871 432.8911 -0.1210946 0.1154604
Moved 635.8407 312.5891 422.8218 -0.1097475 0.0895621
Moved 635.8714 317.1691 412.4927 -0.09914562 0.06299568
Moved 635.9022 321.6043 403.5936 -0.08887896 0.04010683
Moved 635.9327 327.2364 394.1454 -0.0758417 0.01580599
Moved 635.9636 332.9916 387.0084 -0.06251951 -0.002550392
Moved 635.9944 336.3665 380.2669 -0.05470708 -0.01988972
Moved 636.0251 339.9067 374.28 -0.04651234 -0.03528814
Moved 636.0558 342.7685 369.4631 -0.03988782 -0.04767728
Moved 636.0865 346.6413 364.3587 -0.03092294 -0.0608058
Moved 636.1173 349.5 359 -0.02430553 -0.07458848
Moved 636.148 351.0267 356.9733 -0.02077147 -0.07980134
Moved 636.1788 352 354.1022 -0.01851852 -0.08718584
Moved 636.2095 353.7704 351.2296 -0.01442035 -0.09457419
Moved 636.2402 354 349.7607 -0.01388888 -0.09835207
Moved 636.2709 355 349 -0.01157408 -0.1003086
Moved 636.3017 356 348 -0.009259283 -0.1028807
Moved 636.3324 356 346.5 -0.009259283 -0.1067387
Moved 636.3632 357.0062 345.9938 -0.006930083 -0.1080408
Moved 636.3939 357 344.6255 -0.006944438 -0.11156
Moved 636.4246 358.0981 344 -0.004402498 -0.1131688
Moved 636.4554 358 342.6266 -0.004629641 -0.1167012
Stationary 636.4861 358 342.6266 -0.004629641 -0.1167012
Moved 636.5168 359.2556 342 -0.00172327 -0.1183128
Moved 636.5475 359 340.8723 -0.002314796 -0.1212133
Stationary 636.5783 359 340.8723 -0.002314796 -0.1212133
Stationary 636.6091 359 340.8723 -0.002314796 -0.1212133
Moved 636.6398 359 339.9205 -0.002314796 -0.1236612
Stationary 636.6705 359 340 -0.002314796 -0.1234569
Stationary 636.7013 359 340 -0.002314796 -0.1234569
Moved 636.732 360.2367 340 0.000547866 -0.1234569
Stationary 636.7628 360 340 0 -0.1234569
Stationary 636.7935 360 340 0 -0.1234569
Moved 636.8242 362.1046 340 0.004871686 -0.1234569
Moved 636.855 365.0896 347.627 0.01178145 -0.1038401
Moved 636.8857 373.8558 360.7597 0.03207366 -0.07006256
Moved 636.9164 393.8047 387.246 0.07825156 -0.001939295
Moved 636.9471 416.1714 412.5238 0.1300264 0.06307559
Moved 636.9779 433.3402 437.7869 0.1697689 0.1280527
Moved 637.0086 447.1913 455.1913 0.2018318 0.1728172
Moved 637.0394 458.9846 468.6462 0.2291312 0.2074234
Moved 637.0701 470.558 482.0774 0.2559214 0.2419686
Moved 637.1008 480.2308 496.0513 0.278312 0.2779095
Moved 637.1316 490.7175 506.7175 0.3025867 0.3053432
Moved 637.1623 501.2523 516.4392 0.3269729 0.3303477
Moved 637.193 512.0431 525.3621 0.3519516 0.3532974
Moved 637.2238 517.5 530.5 0.3645833 0.3665122
Moved 637.2545 520.0609 533 0.3705114 0.3729423
Moved 637.2852 521 535.5 0.3726852 0.3793723
Moved 637.316 521 537.8032 0.3726852 0.3852961
Moved 637.3467 521 539.2629 0.3726852 0.3890506
Moved 637.3774 503.6767 539 0.3325849 0.3883744
Moved 637.4082 479.2034 539 0.2759337 0.3883744
Moved 637.4389 454.383 527.1436 0.2184791 0.3578796
Moved 637.4697 435.7031 521.058 0.1752386 0.3422274
Moved 637.5004 420.3034 514.3214 0.1395913 0.3249005
Moved 637.5311 405.1302 508.7825 0.1044682 0.3106546
Moved 637.5619 394.6463 505.3232 0.08019984 0.3017571
Moved 637.5926 385.3624 503.3406 0.05870928 0.2966579
Moved 637.6234 375.8789 500.4697 0.03675669 0.289274
Moved 637.6541 365.3866 499 0.01246899 0.2854938
Moved 637.6848 352.4034 496.0576 -0.01758461 0.2779259
Moved 637.7156 335.0974 494.1829 -0.0576448 0.2731042
Moved 637.7463 320.554 493.3108 -0.09131009 0.2708609
Moved 637.777 307.5 493 -0.1215278 0.2700616
Moved 637.8077 295.6944 492 -0.1488557 0.2674896
Moved 637.8385 284.2013 492 -0.1754599 0.2674896
Moved 637.8692 274.5887 492 -0.1977112 0.2674896
Moved 637.9 268.4712 490.7356 -0.2118722 0.2642376
Moved 637.9307 263.7698 491 -0.2227552 0.2649176
Moved 637.9614 260.8992 491 -0.2294 0.2649176
Moved 637.9921 259.5 491 -0.2326389 0.2649176
Moved 638.0229 257.787 491 -0.2366043 0.2649176
Moved 638.0536 256.6282 491 -0.2392866 0.2649176
Moved 638.0844 257 499.5 -0.2384259 0.2867798
