I can play much better now
Moved 1191.719 511.9722 459.1946 0.3517875 0.1831135
Moved 1191.75 512 436.1576 0.3518519 0.1238621
Moved 1191.781 512 418.3334 0.3518519 0.07801801
Moved 1191.811 512 401.7555 0.3518519 0.03537923
Moved 1191.842 512 388.4397 0.3518519 0.001130869
Moved 1191.873 512 375.0414 0.3518519 -0.0333297
Moved 1191.904 512 365.056 0.3518519 -0.05901227
Moved 1191.934 512 355.9246 0.3518519 -0.08249863
Moved 1191.965 512 349.535 0.3518519 -0.0989326
Moved 1191.996 505 345.1693 0.3356481 -0.1101613
Moved 1192.027 504 342.3508 0.3333333 -0.1174104
Moved 1192.057 504 340.917 0.3333333 -0.1210984
Moved 1192.088 502.8032 338.8032 0.3305629 -0.1265351
Moved 1192.119 503 338 0.3310186 -0.1286009
Moved 1192.149 502 337.2163 0.3287037 -0.1306166
Moved 1192.18 500.7827 337 0.3258858 -0.1311728
Moved 1192.211 491.5 337 0.3043981 -0.1311728
Moved 1192.242 467.0811 349.3063 0.2478731 -0.09952105
Moved 1192.272 439.2739 356.9178 0.1835044 -0.07994389
Moved 1192.303 412.5925 362.6815 0.121742 -0.06511962
Moved 1192.334 390.4874 366.5583 0.07057259 -0.05514836
Moved 1192.365 359.5408 373.4918 -0.00106295 -0.03731535
Moved 1192.395 335.0292 377.1213 -0.05780284 -0.02798009
Moved 1192.426 315.0214 380.9969 -0.1041171 -0.01801204
Moved 1192.457 292.5 385 -0.15625 -0.007716127
Moved 1192.487 272.3624 386.3768 -0.2028648 -0.004175053
Moved 1192.518 258.7808 387.2438 -0.2343037 -0.001944907
Moved 1192.549 246.8059 387 -0.2620234 -0.002572055
Moved 1192.58 234.3548 387 -0.2908454 -0.002572055
Moved 1192.61 223.87 387 -0.3151157 -0.002572055
Moved 1192.641 213.7878 387 -0.3384542 -0.002572055
Moved 1192.672 206.2332 387 -0.3559417 -0.002572055
Moved 1192.703 198.6251 380 -0.3735529 -0.02057613
Moved 1192.733 191.6773 379 -0.3896359 -0.02314815
Moved 1192.764 185 378 -0.4050926 -0.02572024
Moved 1192.795 181.8982 378 -0.4122727 -0.02572024
Moved 1192.825 180 378 -0.4166667 -0.02572024
Moved 1192.856 179 378 -0.4189815 -0.02572024
Stationary 1192.887 179 378 -0.4189815 -0.02572024
Moved 1192.918 187.7956 396.7957 -0.3986212 0.02262253
Moved 1192.948 210.0627 427.3284 -0.347077 0.1011532
Moved 1192.979 233.9881 451.9864 -0.2916942 0.164574
Moved 1193.01 258.5 469.5 -0.2349537 0.2096193
Moved 1193.041 276.6771 484.9122 -0.192877 0.2492598
Moved 1193.071 296.4962 500.2468 -0.1469997 0.2887006
Moved 1193.102 314.9102 511.2216 -0.1043746 0.3169278
Moved 1193.133 332.9579 520.9789 -0.06259739 0.3420239
Moved 1193.164 353.1905 531.5952 -0.01576285 0.3693292
Moved 1193.194 372.4267 541.2134 0.0287655 0.3940672
Moved 1193.225 386.6216 548.7729 0.06162405 0.4135106
Moved 1193.256 400.9666 558.3799 0.09482999 0.4382199
Moved 1193.286 416.6674 568.0005 0.1311745 0.4629643
Moved 1193.317 429 575 0.1597223 0.480967
Moved 1193.348 439.3289 581.1096 0.1836318 0.496681
Moved 1193.379 450.9254 587.9503 0.2104755 0.5142754
Moved 1193.409 460.5486 591.8495 0.2327515 0.5243043
Ended 1193.44 471.4314 594.2863 0.2579431 0.5305716
Began 1195.115 450 146 0.2083333 -0.6224281
Stationary 1195.146 450 146 0.2083333 -0.6224281
Stationary 1195.176 450 146 0.2083333 -0.6224281
Moved 1195.207 450 155.2499 0.2083333 -0.5986373
Moved 1195.238 450 163.1399 0.2083333 -0.5783439
Moved 1195.268 441.0795 171.7616 0.187684 -0.5561688
Moved 1195.299 437.8015 180.7977 0.180096 -0.5329276
Moved 1195.33 436 190.0197 0.1759259 -0.5092088
Moved 1195.361 431.7888 198.4222 0.1661778 -0.4875971
Moved 1195.391 428.9148 210.3408 0.159525 -0.4569424
Moved 1195.422 426.4001 218.3997 0.1537039 -0.4362149
Moved 1195.453 424 228.8982 0.1481481 -0.4092125
Moved 1195.484 421.6672 240.6639 0.1427481 -0.3789508
Moved 1195.514 421 255.3179 0.1412037 -0.3412606
Moved 1195.545 421 272.7249 0.1412037 -0.2964895
Moved 1195.576 421 292.5863 0.1412037 -0.2454057
Moved 1195.606 421 318.7601 0.1412037 -0.1780863
Moved 1195.637 421 341.3818 0.1412037 -0.1199029
Moved 1195.668 430.938 371.4423 0.1642084 -0.04258686
Moved 1195.699 436.613 398.2586 0.177345 0.02638522
Moved 1195.729 441.6787 422.7512 0.1890712 0.08938047
Moved 1195.76 445.1762 442.2333 0.1971671 0.139489
Moved 1195.791 449.0561 462.3925 0.2061483 0.1913386
Moved 1195.822 450.9247 480.6238 0.2104739 0.2382298
Moved 1195.852 451 496.0169 0.2106482 0.2778212
Moved 1195.883 452.3356 509.6779 0.2137398 0.3129576
Moved 1195.914 452 521.8705 0.2129629 0.344317
Moved 1195.944 452 532.349 0.2129629 0.371268
Moved 1195.975 452 540.4346 0.2129629 0.3920644
Moved 1196.006 452 549.4435 0.2129629 0.4152354
Moved 1196.037 443.646 555.708 0.193625 0.4313477
Moved 1196.067 441 560.2761 0.1875 0.4430969
Moved 1196.098 438.7705 563.2296 0.1823391 0.4506932
Moved 1196.129 437.3318 563.6682 0.1790088 0.4518212
Moved 1196.16 434.4604 565 0.1723619 0.4552468
Moved 1196.19 430.9408 565 0.1642148 0.4552468
Moved 1196.221 424.1165 565 0.148418 0.4552468
Moved 1196.252 412.9061 547.0873 0.1224678 0.4091751
Moved 1196.282 400.2367 529.855 0.0931404 0.3648532
Moved 1196.313 387.8366 506.6732 0.06443659 0.3052294
Moved 1196.344 378.7761 487.5522 0.04346321 0.25605
Moved 1196.375 371.1792 465.4182 0.02587785 0.1991208
Moved 1196.405 366.7658 446.6802 0.01566152 0.1509264
Moved 1196.436 362.6385 423.4693 0.006107589 0.09122761
Moved 1196.467 358.7662 398.896 -0.002855957 0.02802456
Moved 1196.498 356.8891 374.0021 -0.007201085 -0.03600274
Moved 1196.528 356 351.7229 -0.009259283 -0.09330529
Moved 1196.559 355 328.4985 -0.01157408 -0.1530387
Moved 1196.59 352.6283 307.3983 -0.01706406 -0.2073089
Moved 1196.62 350.7618 293.8089 -0.02138476 -0.2422611
Moved 1196.651 348.1857 280.1142 -0.0273479 -0.277484
Moved 1196.682 345.3174 264.9043 -0.03398756 -0.3166042
Moved 1196.713 342.4438 252.775 -0.04063944 -0.3478009
Moved 1196.743 339.9355 243.8066 -0.04644557 -0.3708677
Moved 1196.774 336.0794 234.1588 -0.05537182 -0.395682
Moved 1196.805 332.3263 225.4895 -0.06405945 -0.4179796
Moved 1196.836 328.291 218.5819 -0.07340058 -0.4357462
Moved 1196.866 324.7911 213.5822 -0.08150204 -0.4486056
Moved 1196.897 314.9679 206.4839 -0.1042411 -0.4668625
Moved 1196.928 308.8377 203.6125 -0.1184312 -0.4742476
Moved 1196.958 307.7601 202.38 -0.1209258 -0.4774177
Moved 1196.989 303.6323 200 -0.1304808 -0.4835392
Moved 1197.02 300.7643 200 -0.1371198 -0.4835392
Moved 1197.051 297.9008 199 -0.143748 -0.4861111
Moved 1197.081 297 199 -0.1458333 -0.4861111
Moved 1197.112 296 209.5251 -0.1481481 -0.4590403
Moved 1197.143 296 231.3558 -0.1481481 -0.4028915
Moved 1197.174 311.2234 261.1808 -0.1129088 -0.326181
Moved 1197.204 325.0432 288.2776 -0.08091862 -0.2564875
Moved 1197.235 337.7423 310.799 -0.0515225 -0.1985622
Moved 1197.266 351.2266 331.34 -0.02030874 -0.1457306
Moved 1197.297 365.3819 348.3819 0.01245807 -0.1018985
Moved 1197.327 382.8308 368.797 0.05284905 -0.04939044
Moved 1197.358 399.0242 386.0242 0.09033382 -0.005081906
Moved 1197.389 416.8986 402.1988 0.1317097 0.03651949
Moved 1197.419 433.477 417.4769 0.1700855 0.07581507
Moved 1197.45 448.39 431.312 0.2046066 0.1113992
Moved 1197.481 458.8526 443.8034 0.2288254 0.1435272
Moved 1197.512 467.2365 452.2365 0.2482326 0.1652173
Moved 1197.542 471.3809 458.7617 0.2578261 0.1820002
Moved 1197.573 475.2437 462.2437 0.2667679 0.190956
Moved 1197.604 478.1212 466.1212 0.2734286 0.200929
Moved 1197.635 479 467.631 0.275463 0.2048123
Moved 1197.665 480.9306 470 0.2799319 0.2109053
Moved 1197.696 481.8089 471 0.2819651 0.2134772
Moved 1197.727 482 472.2527 0.2824074 0.2166993
Moved 1197.757 482 473.3248 0.2824074 0.2194567
Moved 1197.788 483 474.5 0.2847222 0.2224794
Moved 1197.819 483.5572 475 0.286012 0.2237653
Moved 1197.85 484 476.0415 0.287037 0.2264441
Ended 1197.88 487 478 0.2939814 0.2314814
Began 1199.509 337 184 -0.05324075 -0.5246913
Stationary 1199.54 337 184 -0.05324075 -0.5246913
Stationary 1199.57 337 184 -0.05324075 -0.5246913
Stationary 1199.601 337 184 -0.05324075 -0.5246913
Stationary 1199.632 337 184 -0.05324075 -0.5246913
Stationary 1199.663 337 184 -0.05324075 -0.5246913
Stationary 1199.693 337 184 -0.05324075 -0.5246913
Moved 1199.724 337 199.4839 -0.05324075 -0.4848666
Moved 1199.755 328.0245 213.9836 -0.0740174 -0.4475729
Moved 1199.786 320.4193 228.1614 -0.09162202 -0.4111076
Moved 1199.816 313.2026 245.3923 -0.1083274 -0.3667893
Moved 1199.847 307.448 261.932 -0.1216482 -0.324249
Moved 1199.878 303.8613 279.9711 -0.1299508 -0.2778523
Moved 1199.908 300.3512 294.244 -0.1380759 -0.241142
Moved 1199.939 296.0414 319.7104 -0.1480524 -0.1756421
Moved 1199.97 294 336.1295 -0.1527778 -0.1334118
Moved 1200.001 292.6327 350.2041 -0.1559429 -0.09721175
Moved 1200.031 292.1862 358.6966 -0.1569764 -0.07536892
Moved 1200.062 291 381.796 -0.1597222 -0.01595689
Moved 1200.093 290.4535 402.9183 -0.1609872 0.03837001
Moved 1200.124 287.9245 424.6793 -0.1668414 0.09433982
Moved 1200.154 286.0596 444.5828 -0.1711583 0.1455319
Moved 1200.185 285.189 461.6768 -0.1731735 0.1894979
Moved 1200.216 282.5 475.5 -0.1793981 0.2250513
Moved 1200.246 280.7493 488.752 -0.1834506 0.2591356
Moved 1200.277 280 499.373 -0.1851852 0.2864532
Moved 1200.308 278.0028 511.9886 -0.1898082 0.3189007
Moved 1200.339 276.4672 519.0656 -0.193363 0.3371029
Moved 1200.369 274.5957 525.8087 -0.1976952 0.354446
Moved 1200.4 272.7254 533.5492 -0.2020245 0.3743548
Moved 1200.431 270.8439 540.3122 -0.2063798 0.3917494
Moved 1200.462 268.3456 545.3088 -0.212163 0.4046008
Moved 1200.492 265.4751 551.5249 -0.2188076 0.4205886
Moved 1200.523 262.5993 555.4007 -0.2254646 0.4305573
Moved 1200.554 262 557.9564 -0.2268519 0.4371306
Moved 1200.584 259.7503 561.2497 -0.2320595 0.445601
Moved 1200.615 260 562 -0.2314815 0.4475308
Moved 1200.646 260 563.118 -0.2314815 0.4504062
Moved 1200.677 260 564.0358 -0.2314815 0.4527668
Stationary 1200.707 260 564 -0.2314815 0.4526748
Moved 1200.738 269.4872 564 -0.2095204 0.4526748
Moved 1200.769 276.5 564 -0.193287 0.4526748
Moved 1200.8 282.5181 564 -0.1793563 0.4526748
Moved 1200.83 290.2628 556.0803 -0.1614287 0.4323051
Moved 1200.861 297.0117 553.9941 -0.1458062 0.4269395
Moved 1200.892 304.0827 551.4586 -0.1294382 0.4204182
Moved 1200.922 311.2338 549.5887 -0.1128846 0.4156088
Moved 1200.953 319.859 545.7137 -0.09291903 0.4056421
Moved 1200.984 326.3045 543.8477 -0.07799883 0.4008428
Moved 1201.015 331.3282 542 -0.06636982 0.3960905
Moved 1201.045 336.0737 540 -0.05538493 0.3909464
Moved 1201.076 341.8244 537.5878 -0.04207308 0.3847421
Moved 1201.107 345.932 536.034 -0.0325648 0.3807459
Moved 1201.138 349.8282 534.1719 -0.02354592 0.3759564
Moved 1201.168 353.7015 533 -0.01457984 0.3729423
Moved 1201.199 356.5757 532 -0.007926722 0.3703703
Moved 1201.23 359.0943 531 -0.002096594 0.3677982
Moved 1201.26 361 530 0.002314846 0.3652262
Moved 1201.291 362.8376 529 0.006568631 0.3626543
Moved 1201.322 363.5 529 0.008101861 0.3626543
Moved 1201.353 364.226 527.774 0.009782414 0.3595011
Moved 1201.383 364 526.8127 0.009259283 0.3570286
Stationary 1201.414 364 526.8127 0.009259283 0.3570286
Moved 1201.445 364 525.9101 0.009259283 0.354707
Moved 1201.476 364 525 0.009259283 0.3523662
Moved 1201.506 353.6463 523.7058 -0.01470764 0.3490376
Moved 1201.537 348.6493 523 -0.02627487 0.3472221
Moved 1201.568 339.2747 521.3187 -0.04797513 0.3428977
Moved 1201.599 327.7929 521 -0.07455339 0.3420781
Moved 1201.629 319.1513 521 -0.09455716 0.3420781
Moved 1201.66 310.0746 521 -0.115568 0.3420781
Moved 1201.691 302.4858 521 -0.1331347 0.3420781
Moved 1201.721 294.864 520.288 -0.1507777 0.3402469
Moved 1201.752 286.8368 520 -0.1693593 0.3395061
Moved 1201.783 279.6881 520 -0.1859071 0.3395061
Moved 1201.814 273.0373 520 -0.2013026 0.3395061
Moved 1201.844 268.1474 520 -0.2126218 0.3395061
Moved 1201.875 264.5 520 -0.2210648 0.3395061
Moved 1201.906 259.71 520 -0.2321527 0.3395061
Moved 1201.937 255.837 527 -0.241118 0.3575102
Moved 1201.967 252.9624 528 -0.2477721 0.3600822
Moved 1201.998 250.4283 529 -0.2536382 0.3626543
Moved 1202.029 247.5573 529 -0.2602839 0.3626543
Moved 1202.059 245.6855 530.3145 -0.2646169 0.3660352
Moved 1202.09 245 530 -0.2662037 0.3652262
Stationary 1202.121 245 530 -0.2662037 0.3652262
Moved 1202.152 245 531.2812 -0.2662037 0.3685215
Stationary 1202.182 245 531.2812 -0.2662037 0.3685215
Moved 1202.213 251.8987 531 -0.2502344 0.3677982
Moved 1202.244 263.4051 531.8513 -0.2235994 0.3699877
Moved 1202.275 273.8908 532 -0.1993269 0.3703703
Moved 1202.305 283.783 533 -0.1764283 0.3729423
Moved 1202.336 291.2157 533 -0.159223 0.3729423
Moved 1202.367 300.9423 533 -0.1367076 0.3729423
Moved 1202.397 309.5555 534 -0.1167698 0.3755144
Moved 1202.428 316.5 534 -0.1006944 0.3755144
Moved 1202.459 321.5908 534 -0.08891021 0.3755144
Moved 1202.49 325.1667 534 -0.08063267 0.3755144
Moved 1202.52 328.0334 534 -0.07399674 0.3755144
Moved 1202.551 330.5763 534 -0.06811038 0.3755144
Moved 1202.582 337.3602 536.4534 -0.05240703 0.3818244
Ended 1202.613 341 538 -0.04398147 0.3858024
Began 1203.657 405 234 0.1041667 -0.3960905
Stationary 1203.688 405 234 0.1041667 -0.3960905
Stationary 1203.719 405 234 0.1041667 -0.3960905
Stationary 1203.75 405 234 0.1041667 -0.3960905
Stationary 1203.78 405 234 0.1041667 -0.3960905
Stationary 1203.811 405 234 0.1041667 -0.3960905
Moved 1203.842 405 251.1099 0.1041667 -0.3520838
Moved 1203.872 411.3515 269.3515 0.1188693 -0.3051659
Moved 1203.903 417.5613 285.9033 0.1332438 -0.2625944
Moved 1203.934 423.2935 299.2339 0.1465129 -0.2283079
Moved 1203.965 428.3322 310.8304 0.1581763 -0.1984814
Moved 1203.995 436.1208 327.2013 0.1762055 -0.1563753
Moved 1204.026 442.8284 341.7426 0.1917323 -0.118975
Moved 1204.057 448 353 0.2037037 -0.09002065
Moved 1204.088 455.0623 366.7706 0.2200517 -0.05460252
Moved 1204.118 463.6851 383.3702 0.2400118 -0.0119079
Moved 1204.149 473.2921 400.4869 0.2622503 0.03211638
Moved 1204.18 480.5314 415.0629 0.2790079 0.0696061
Moved 1204.21 489.5 435 0.2997685 0.1208847
Moved 1204.241 497.7645 453.2934 0.3188992 0.1679356
Moved 1204.272 504.4977 466.9955 0.3344855 0.2031776
Moved 1204.303 509.5055 483.7637 0.3460775 0.2463058
Moved 1204.333 513.627 497.1346 0.3556179 0.280696
Moved 1204.364 518 511.5 0.3657407 0.317644
Moved 1204.395 519.0275 518.0826 0.3681193 0.3345744
Moved 1204.426 521.9108 528.6434 0.3747936 0.361737
Moved 1204.456 523.7832 539.1329 0.3791278 0.3887162
Moved 1204.487 526 547.3069 0.3842592 0.4097399
Moved 1204.518 527 553.3545 0.3865741 0.4252944
Moved 1204.548 528 558.0911 0.3888889 0.4374769
Moved 1204.579 528 561.9208 0.3888889 0.447327
Moved 1204.61 528 564.5 0.3888889 0.4539608
Moved 1204.641 528 566.1777 0.3888889 0.458276
Moved 1204.671 519.0701 567 0.3682177 0.4603909
Moved 1204.702 505.4654 568 0.3367254 0.4629629
Moved 1204.733 491.4655 568 0.3043184 0.4629629
Moved 1204.764 471.3537 559.4791 0.2577632 0.4410471
Moved 1204.794 446.4508 551.817 0.2001176 0.4213398
Moved 1204.825 429.1766 545.2185 0.160131 0.4043685
Moved 1204.856 405.6577 537.4736 0.1056892 0.3844486
Moved 1204.886 388.8136 534.3627 0.0666981 0.3764472
Moved 1204.917 373.4515 531.4931 0.03113776 0.3690665
Moved 1204.948 358.7644 526.9214 -0.002860178 0.3573082
Moved 1204.979 342.374 525 -0.04080092 0.3523662
Moved 1205.009 329.8058 524 -0.0698941 0.3497942
Moved 1205.04 319.3398 524 -0.0941208 0.3497942
Moved 1205.071 310.2556 524 -0.115149 0.3497942
Moved 1205.102 299.7571 524 -0.1394511 0.3497942
Moved 1205.132 288.2037 524 -0.1661952 0.3497942
Moved 1205.163 277.5232 532.2384 -0.1909185 0.3709835
Moved 1205.194 269.2453 535.3773 -0.2100803 0.3790568
Moved 1205.224 259.2649 538.2451 -0.2331832 0.3864326
Moved 1205.255 249.6634 541 -0.2554087 0.3935184
Moved 1205.286 242.052 543.6494 -0.2730277 0.4003327
Moved 1205.317 233.9622 546.5189 -0.2917542 0.4077132
Moved 1205.347 228.2214 547 -0.305043 0.4089505
Moved 1205.378 224.4808 549.2596 -0.3137018 0.4147622
Moved 1205.409 222.2305 549 -0.3189109 0.4140946
Moved 1205.44 219.3621 549.6379 -0.3255507 0.4157352
Moved 1205.47 216.5 550 -0.3321759 0.4166666
Moved 1205.501 214.961 550 -0.3357385 0.4166666
Moved 1205.532 212.0766 550 -0.3424152 0.4166666
Moved 1205.563 209.2078 550 -0.349056 0.4166666
Moved 1205.593 207.3343 550 -0.3533929 0.4166666
Moved 1205.624 205.5 550 -0.3576389 0.4166666
Moved 1205.655 205 550 -0.3587963 0.4166666
Ended 1205.685 205 551 -0.3587963 0.4192385
PhraseEnd 1206.607
