I just cannot figure this out
Basic
0.6 0.6
432 388.8
Began 715.6141 471 463 0.2569444 0.1929011
Stationary 715.6448 471 463 0.2569444 0.1929011
Stationary 715.6756 471 463 0.2569444 0.1929011
Stationary 715.7062 471 463 0.2569444 0.1929011
Stationary 715.7369 471 463 0.2569444 0.1929011
Stationary 715.7677 471 463 0.2569444 0.1929011
Stationary 715.7984 471 463 0.2569444 0.1929011
Stationary 715.8291 471 463 0.2569444 0.1929011
Stationary 715.8599 471 463 0.2569444 0.1929011
Stationary 715.8906 471 463 0.2569444 0.1929011
Stationary 715.9213 471 463 0.2569444 0.1929011
Stationary 715.952 471 463 0.2569444 0.1929011
Stationary 715.9827 471 463 0.2569444 0.1929011
Stationary 716.0132 471 463 0.2569444 0.1929011
Stationary 716.0441 471 463 0.2569444 0.1929011
Stationary 716.0749 471 463 0.2569444 0.1929011
Moved 716.1056 461.0999 471.8001 0.2340276 0.2155352
Moved 716.1362 458.3836 476.6165 0.2277397 0.2279229
Moved 716.167 457 482.668 0.2245371 0.2434875
Moved 716.1978 453.512 489.2319 0.216463 0.2603702
Moved 716.2285 450.5362 498.3914 0.2095746 0.2839283
Moved 716.2592 448.816 506.5519 0.2055926 0.3049174
Moved 716.2899 448.3246 513.026 0.2044552 0.3215689
Moved 716.3206 448 519.8479 0.2037037 0.3391149
Moved 716.3513 448 526.006 0.2037037 0.3549537
Moved 716.3821 448 530.7213 0.2037037 0.3670813
Moved 716.4128 448 533.1179 0.2037037 0.3732455
Moved 716.4435 448 535.5 0.2037037 0.3793723
Moved 716.4741 452.1536 538 0.2133185 0.3858024
Moved 716.5049 457.3183 540.3183 0.2252739 0.3917651
Moved 716.5356 460.7149 542 0.2331363 0.3960905
Moved 716.5663 465.8545 544.4272 0.2450335 0.4023334
Moved 716.597 469.2701 545.135 0.25294 0.4041537
Moved 716.6277 471.8615 545 0.2589388 0.4038065
Ended 716.6584 472 545 0.2592593 0.4038065
Began 717.8257 391 284 0.07175922 -0.2674897
Stationary 717.8564 391 284 0.07175922 -0.2674897
Stationary 717.8871 391 284 0.07175922 -0.2674897
Stationary 717.9178 391 284 0.07175922 -0.2674897
Stationary 717.9485 391 284 0.07175922 -0.2674897
Moved 717.9792 391 291.6179 0.07175922 -0.2478965
Moved 718.0099 382.4288 296.5712 0.05191862 -0.2351565
Moved 718.0407 381.03 298.97 0.0486806 -0.2289868
Moved 718.0714 379 301.6786 0.04398147 -0.2220202
Moved 718.1021 378 304.4039 0.04166663 -0.2150106
Moved 718.1328 376 307.1168 0.03703703 -0.2080329
Moved 718.1635 375 312.6659 0.03472219 -0.1937606
Moved 718.1942 375 319.8191 0.03472219 -0.1753624
Moved 718.225 375 326.9837 0.03472219 -0.1569349
Moved 718.2556 383.4278 336.1417 0.05423089 -0.1333805
Moved 718.2864 389.3539 343.4719 0.0679489 -0.1145272
Moved 718.3171 398.5247 351.5247 0.08917749 -0.09381525
Moved 718.3478 407.6976 358.1317 0.110411 -0.0768218
Moved 718.3785 415.8604 363.5736 0.1293065 -0.06282516
Moved 718.4092 424.5867 369.9401 0.1495063 -0.04645045
Moved 718.44 434.1048 378.1048 0.1715388 -0.0254507
Moved 718.4707 442.278 386.1854 0.1904584 -0.004667274
Moved 718.5014 446.6226 392.2451 0.2005152 0.01091843
Moved 718.532 450.2292 397.4585 0.208864 0.02432733
Moved 718.5628 452.9568 401.9137 0.2151779 0.03578614
Moved 718.5935 454.6804 404.6804 0.2191676 0.04290212
Moved 718.6243 455 407.0528 0.2199073 0.04900406
Moved 718.655 456 408.8013 0.2222222 0.05350136
Moved 718.6857 456 411.5 0.2222222 0.06044234
Moved 718.7164 456 413.5 0.2222222 0.06558634
Moved 718.7471 456 417.3495 0.2222222 0.07548744
Moved 718.7779 456 422.7864 0.2222222 0.08947105
Moved 718.8086 443.7757 429.2243 0.1939251 0.1060295
Moved 718.8393 437.3397 436.6603 0.179027 0.125155
Moved 718.87 432.5177 441.4823 0.1678651 0.1375573
Moved 718.9007 427.0365 451.8904 0.1551771 0.164327
Moved 718.9315 421.3152 461.0545 0.1419333 0.1878973
Moved 718.9621 416.1968 471.6064 0.1300852 0.215037
Moved 718.9929 413.2204 484.8981 0.1231953 0.2492234
Moved 719.0236 410.5 497.9998 0.1168982 0.2829212
Moved 719.0543 407.7832 509.8673 0.1106092 0.3134447
Moved 719.085 406 518.1537 0.1064815 0.3347573
Moved 719.1157 403.6451 527.0646 0.1010305 0.3576763
Moved 719.1464 400.9243 539.3029 0.09473205 0.3891535
Moved 719.1772 398.2017 549.395 0.08842975 0.4151106
Moved 719.2079 396.8416 554.6337 0.08528133 0.4285846
Moved 719.2386 394.0882 560.7354 0.0789079 0.4442781
Moved 719.2693 392.3667 563.6334 0.07492284 0.4517318
Moved 719.3 388.293 565.3535 0.06549308 0.456156
Moved 719.3307 384.4104 565 0.0565056 0.4552468
Moved 719.3615 375.5 553 0.03587961 0.4243826
Moved 719.3922 353.8847 524.7096 -0.01415571 0.3516192
Moved 719.4229 331.4937 485.8887 -0.06598672 0.2517714
Moved 719.4536 310.4178 447.1938 -0.1147737 0.1522473
Moved 719.4843 294.5179 416.1161 -0.151579 0.07231504
Moved 719.515 283.8096 395.4169 -0.1763666 0.01907623
Moved 719.5457 273.5 380.5 -0.2002315 -0.0192902
Moved 719.5765 264.3159 368.4212 -0.2214909 -0.05035706
Moved 719.6072 256.1379 357.7586 -0.2404214 -0.07778144
Moved 719.6379 247.9895 350.3264 -0.2592835 -0.09689731
Moved 719.6686 241.5624 343.5624 -0.2741612 -0.1142943
Moved 719.6993 233.5653 336.5652 -0.292673 -0.1322911
Moved 719.73 227.4049 332.8016 -0.306933 -0.1419712
Moved 719.7607 222.1551 328.0776 -0.3190853 -0.1541215
Moved 719.7914 217.5383 324.7692 -0.3297725 -0.1626308
Moved 719.8222 213.9667 322.9667 -0.3380402 -0.1672668
Moved 719.8529 210.2378 323 -0.3466717 -0.1671811
Moved 719.8836 207.5128 323 -0.3529795 -0.1671811
Moved 719.9143 207 345.4302 -0.3541667 -0.1094903
