if you were not so stupid
if you were not so stupid
FixStart
0.6 0.6
432 388.8
Began 370.8171 410 505 0.1157407 0.3009258
Stationary 370.8358 410 505 0.1157407 0.3009258
Stationary 370.8494 410 505 0.1157407 0.3009258
Stationary 370.8645 410 505 0.1157407 0.3009258
Stationary 370.8829 410 505 0.1157407 0.3009258
Stationary 370.8959 410 505 0.1157407 0.3009258
Stationary 370.9111 410 505 0.1157407 0.3009258
Stationary 370.9268 410 505 0.1157407 0.3009258
Moved 370.9424 420.5988 505 0.140275 0.3009258
Moved 370.9587 430.4206 518.458 0.1630107 0.3355401
Moved 370.976 441.0471 524.3261 0.1876091 0.3506329
Moved 370.9901 450.6899 531.4928 0.2099303 0.3690658
Moved 371.0051 460.3929 540.9048 0.2323911 0.3932737
Moved 371.0201 471.9763 551.1042 0.2592043 0.4195067
Moved 371.0352 481.8358 559.5735 0.2820272 0.4412898
Moved 371.0513 490.5 567 0.3020833 0.4603909
Moved 371.0665 500.8061 577.5318 0.32594 0.4874789
Moved 371.0832 511.8806 588.8806 0.3515754 0.516668
Moved 371.0971 519.9129 596.9129 0.3701688 0.5373273
Moved 371.1127 531.2631 608.2631 0.3964423 0.5665201
Moved 371.1288 539.6481 615.3734 0.4158522 0.5848081
Moved 371.143 546.1962 621.557 0.4310098 0.6007124
Moved 371.1584 554.152 627.1014 0.449426 0.6149725
Moved 371.1735 560.3873 632.3227 0.4638594 0.6284019
Moved 371.1893 565.8759 636.4069 0.4765644 0.6389064
Moved 371.2046 570.5424 641.5424 0.4873666 0.652115
Moved 371.2205 574.6918 645.6918 0.4969717 0.6627873
Moved 371.2352 576.6186 647.2372 0.5014319 0.6667621
Moved 371.2514 578.0032 649.0032 0.5046372 0.6713044
Moved 371.266 579.3906 650.3906 0.5078486 0.6748727
Moved 371.2825 580.5 651.5 0.5104166 0.6777263
Moved 371.2962 580 652.8065 0.5092593 0.6810865
Moved 371.3124 580 653.5 0.5092593 0.6828701
Moved 371.3281 580 654 0.5092593 0.6841563
Moved 371.3441 573.3032 654.9567 0.4937574 0.6866168
Moved 371.3584 563.593 655 0.4712801 0.6867283
Moved 371.3749 549.7397 655 0.4392124 0.6867283
Moved 371.3896 529.2348 645.0071 0.3917472 0.6610264
Moved 371.4053 517.3426 641.4475 0.364219 0.6518711
Moved 371.4201 494.831 631.4155 0.3121087 0.6260685
Moved 371.436 474.57 621.285 0.2652084 0.6000127
Moved 371.452 455.2509 611.6254 0.2204881 0.5751683
Moved 371.4676 439.9781 601.8952 0.1851346 0.5501419
Moved 371.4831 425.78 593.268 0.1522685 0.5279526
Moved 371.4975 412 585 0.1203704 0.5066872
Moved 371.5131 402 577.5 0.09722222 0.487397
Moved 371.5291 388.6545 566.5236 0.06632983 0.4591654
Moved 371.5441 374.7816 556.7471 0.03421655 0.4340202
Moved 371.5607 364.3386 546.3386 0.01004298 0.4072493
Moved 371.5844 343.5 526.5 -0.03819446 0.3562242
Moved 371.5975 335.4596 519.4596 -0.05680655 0.3381162
Stationary 371.6089 335.4596 519.4596 -0.05680655 0.3381162
Moved 371.6222 327.2969 511.2969 -0.07570167 0.3171215
Moved 371.6366 323.8701 507.8702 -0.08363391 0.308308
Moved 371.6522 316.9871 500.9871 -0.09956698 0.2906045
Moved 371.6674 313.7251 496.5876 -0.1071179 0.279289
Moved 371.6838 311 495.5 -0.113426 0.2764916
Ended 371.6997 311 494 -0.113426 0.2726337
Candidates 371.8355 12 of is his good god off if goods odd odds gods opioid
Began 372.4826 479 488 0.275463 0.2572016
Stationary 372.5008 479 488 0.275463 0.2572016
Stationary 372.5147 479 488 0.275463 0.2572016
Moved 372.5306 464.8347 488 0.2426729 0.2572016
Moved 372.5456 454.2183 488 0.2180979 0.2572016
Moved 372.562 436.0696 488 0.1760871 0.2572016
Moved 372.5791 422.5018 488 0.1446801 0.2572016
Moved 372.5928 406 488 0.1064815 0.2572016
Moved 372.6076 395.0116 488 0.08104543 0.2572016
Moved 372.624 382.5188 488 0.05212694 0.2572016
Moved 372.6387 376.751 488 0.0387755 0.2572016
Moved 372.6532 371.9083 488 0.02756546 0.2572016
Moved 372.6693 367.7459 488 0.01793047 0.2572016
Moved 372.6858 365.4034 488 0.01250794 0.2572016
Moved 372.7007 362.6374 488 0.006105105 0.2572016
Moved 372.7158 361.8391 488 0.004257163 0.2572016
Moved 372.7314 360.4039 488 0.0009349982 0.2572016
Moved 372.7466 359.5 488 -0.001157423 0.2572016
Moved 372.7609 358.8189 488 -0.002734015 0.2572016
Stationary 372.7788 358.8189 488 -0.002734015 0.2572016
Moved 372.7934 357.6419 488 -0.005458643 0.2572016
Moved 372.8079 356.7463 488 -0.007531643 0.2572016
Stationary 372.8225 356.7463 488 -0.007531643 0.2572016
Stationary 372.8375 356.7463 488 -0.007531643 0.2572016
Moved 372.8536 355.7832 488 -0.009761156 0.2572016
Stationary 372.8697 355.7832 488 -0.009761156 0.2572016
Moved 372.8868 354.9718 488 -0.0116394 0.2572016
Stationary 372.902 354.9718 488 -0.0116394 0.2572016
Stationary 372.9161 354.9718 488 -0.0116394 0.2572016
Stationary 372.932 354.9718 488 -0.0116394 0.2572016
Stationary 372.9469 354.9718 488 -0.0116394 0.2572016
Stationary 372.9633 354.9718 488 -0.0116394 0.2572016
Stationary 372.977 355 488 -0.01157408 0.2572016
Stationary 372.9922 355 488 -0.01157408 0.2572016
Stationary 373.0081 355 488 -0.01157408 0.2572016
Stationary 373.0238 355 488 -0.01157408 0.2572016
Stationary 373.0383 355 488 -0.01157408 0.2572016
Stationary 373.0536 355 488 -0.01157408 0.2572016
Stationary 373.0684 355 488 -0.01157408 0.2572016
Stationary 373.0863 355 488 -0.01157408 0.2572016
Stationary 373.101 355 488 -0.01157408 0.2572016
Stationary 373.1158 355 488 -0.01157408 0.2572016
Stationary 373.1349 355 488 -0.01157408 0.2572016
Stationary 373.154 355 488 -0.01157408 0.2572016
Stationary 373.1645 355 488 -0.01157408 0.2572016
Stationary 373.1774 355 488 -0.01157408 0.2572016
Moved 373.1936 362.8032 488 0.00648886 0.2572016
Moved 373.2094 365.3671 488 0.01242379 0.2572016
