he is just like everyone else
Basic
0.6 0.6
432 388.8
Began 1339.758 447 422 0.2013889 0.08744851
Stationary 1339.789 447 422 0.2013889 0.08744851
Moved 1339.82 430.0004 422 0.1620379 0.08744851
Moved 1339.85 412.9496 434.563 0.1225685 0.1197607
Moved 1339.881 393.3616 443.0923 0.07722596 0.1416981
Moved 1339.912 373.6851 454.21 0.03167848 0.1702931
Moved 1339.943 358.969 461.8186 -0.002386669 0.1898626
Moved 1339.973 345.1484 467.3406 -0.03437861 0.2040653
Moved 1340.004 336.8013 471.5993 -0.05370061 0.2150187
Moved 1340.035 325.2644 475.9339 -0.08040656 0.2261674
Moved 1340.066 315.145 480.9275 -0.103831 0.239011
Moved 1340.096 305.9317 485.0341 -0.125158 0.2495732
Moved 1340.127 299.5595 488.2203 -0.1399086 0.2577682
Moved 1340.158 291.4946 491.6703 -0.1585773 0.2666416
Moved 1340.188 285.2173 494.3914 -0.1731081 0.2736403
Moved 1340.219 278.0924 497.9538 -0.1896009 0.2828029
Moved 1340.25 272.7227 500.1386 -0.2020307 0.2884223
Moved 1340.281 270.2796 502.7204 -0.2076861 0.2950627
Moved 1340.311 267.7306 504 -0.2135866 0.2983539
Ended 1340.342 268 505 -0.212963 0.3009258
Began 1340.711 545 517 0.4282407 0.33179
Stationary 1340.742 545 517 0.4282407 0.33179
Stationary 1340.772 545 517 0.4282407 0.33179
Stationary 1340.803 545 517 0.4282407 0.33179
Moved 1340.834 538.2886 517 0.4127051 0.33179
Moved 1340.865 521.0081 517 0.3727039 0.33179
Moved 1340.895 499.9431 505.4716 0.3239423 0.3021387
Moved 1340.926 476.9606 496.2352 0.2707422 0.2783827
Moved 1340.957 455 486.5 0.2199073 0.2533436
Moved 1340.988 429.6407 471.804 0.1612052 0.2155452
Moved 1341.018 406.6707 458.0393 0.108034 0.1801422
Moved 1341.049 385.9947 447.4255 0.06017287 0.1528434
Moved 1341.08 367.5 437 0.01736114 0.1260288
Moved 1341.11 348.5893 428.2526 -0.0264136 0.1035302
Moved 1341.141 328.3566 418.1783 -0.07324854 0.077619
Moved 1341.172 310.0777 409.0444 -0.1155608 0.05412651
Moved 1341.203 294.5 401.5 -0.1516204 0.03472222
Moved 1341.234 280.0238 396.4095 -0.1851301 0.02162933
Moved 1341.264 266.3072 391.3229 -0.2168815 0.008546374
Moved 1341.295 256.3261 387.2174 -0.2399859 -0.002012881
Moved 1341.326 247.6563 384.5521 -0.2600548 -0.008868071
Moved 1341.356 240.9316 382.3105 -0.2756214 -0.01463337
Moved 1341.387 235.5108 381 -0.2881694 -0.01800419
Moved 1341.418 233.1962 380 -0.2935273 -0.02057613
Moved 1341.449 231.9279 378.9279 -0.2964633 -0.02333378
Ended 1341.479 232 379 -0.2962963 -0.02314815
Began 1341.91 507 403 0.3402778 0.03858017
Stationary 1341.94 507 403 0.3402778 0.03858017
Stationary 1341.971 507 403 0.3402778 0.03858017
Stationary 1342.002 507 403 0.3402778 0.03858017
Moved 1342.033 494.3237 415.5145 0.3109344 0.07076754
Moved 1342.063 486.8185 425.5754 0.2935612 0.09664441
Moved 1342.094 481.1049 438.8427 0.2803353 0.1307682
Moved 1342.125 476 447.5 0.2685185 0.1530349
Moved 1342.156 473.2706 454.1882 0.2622004 0.1702371
Moved 1342.186 468.4561 461.8159 0.2510557 0.1898557
Moved 1342.217 456.3357 471.046 0.2229993 0.2135955
Moved 1342.248 441.7792 480.1104 0.1893037 0.2369094
Moved 1342.279 421.6435 486.9069 0.1426933 0.2543902
Moved 1342.309 400.6261 491.1963 0.09404182 0.2654225
Moved 1342.34 378.9759 492 0.04392564 0.2674896
Moved 1342.371 358.7604 492 -0.002869368 0.2674896
Moved 1342.401 340.5 481.5 -0.0451389 0.2404835
Moved 1342.432 323.3914 474.6522 -0.0847422 0.2228708
Moved 1342.463 302.6007 458.2292 -0.1328686 0.1806305
Moved 1342.494 283.5685 439.5685 -0.1769248 0.1326349
Moved 1342.524 267.8095 418.4422 -0.2134038 0.07829776
Moved 1342.555 256.9673 400.9427 -0.2385017 0.03328892
Moved 1342.586 248 388.5 -0.2592593 0.00128589
Moved 1342.617 242.787 377.4675 -0.2713264 -0.02708992
Moved 1342.647 239.6459 372.2919 -0.2785974 -0.04040165
Moved 1342.678 238.1013 369.1013 -0.2821728 -0.04860772
Moved 1342.709 236.558 368 -0.2857454 -0.05144041
Stationary 1342.74 237 368 -0.2847222 -0.05144041
Moved 1342.77 233.7817 368 -0.292172 -0.05144041
Moved 1342.801 231.2403 383.7983 -0.2980548 -0.0108069
Moved 1342.832 231 397.2465 -0.2986111 0.02378205
Moved 1342.863 239.5126 410.1075 -0.2789061 0.05686088
Moved 1342.893 257.0591 423.5884 -0.2382891 0.09153377
Moved 1342.924 274.3375 433.0025 -0.1982929 0.1157471
Moved 1342.955 289.2568 439.6284 -0.1637574 0.132789
Moved 1342.985 302.8309 445.2985 -0.1323359 0.1473727
Moved 1343.016 310.9986 447.9996 -0.1134291 0.1543198
Moved 1343.047 315.5 450.5 -0.1030092 0.1607509
Moved 1343.078 319.1048 451 -0.09466489 0.162037
Ended 1343.108 319.1048 451 -0.09466489 0.162037
Began 1343.662 510 390 0.3472221 0.005143954
Stationary 1343.692 510 390 0.3472221 0.005143954
Stationary 1343.723 510 390 0.3472221 0.005143954
Moved 1343.754 492.3544 401.2913 0.3063758 0.03418534
Moved 1343.785 477.1595 409.6231 0.2712026 0.05561491
Moved 1343.815 466.2184 417.7816 0.245876 0.07659861
Moved 1343.846 457.5263 426.4736 0.2257554 0.0989547
Moved 1343.877 451.9155 441.2112 0.2127674 0.1368599
Moved 1343.908 451 451.1943 0.2106482 0.1625366
Moved 1343.938 451 458.6835 0.2106482 0.1817992
Moved 1343.969 451 467.1457 0.2106482 0.203564
Moved 1344 451 474.8148 0.2106482 0.2232891
Moved 1344.031 451 483.8533 0.2106482 0.2465363
Moved 1344.061 451 494.1711 0.2106482 0.2730738
Moved 1344.092 451 501.8453 0.2106482 0.2928119
Moved 1344.123 449 509.5049 0.2060185 0.3125126
