watch out for low flying objects
Basic
0.6 0.6
432 388.8
Began 539.5668 178 533 -0.4212963 0.3729423
Stationary 539.5975 178 533 -0.4212963 0.3729423
Stationary 539.6282 178 533 -0.4212963 0.3729423
Stationary 539.6589 178 533 -0.4212963 0.3729423
Stationary 539.6897 178 533 -0.4212963 0.3729423
Moved 539.7204 178 522.0166 -0.4212963 0.3446928
Moved 539.7512 178 516.5005 -0.4212963 0.3305054
Moved 539.7819 170.2636 508.0544 -0.4392047 0.3087818
Moved 539.8126 166.386 496.5439 -0.4481806 0.2791766
Moved 539.8434 161.0196 483.0392 -0.4606027 0.2444425
Moved 539.8741 156.29 469.58 -0.4715509 0.209825
Moved 539.9048 153.2023 459.4045 -0.4786984 0.1836536
Moved 539.9355 150.2234 447.8936 -0.485594 0.1540473
Moved 539.9663 147.3489 437.3958 -0.4922478 0.1270466
Moved 539.9971 145.8876 430.7751 -0.4956307 0.1100183
Moved 540.0278 143.9757 420.9514 -0.5000563 0.08475135
Moved 540.0585 143.1054 412.3162 -0.5020708 0.06254161
Moved 540.0892 142.2372 404.7117 -0.5040805 0.04298265
Moved 540.1199 142 398.0745 -0.5046296 0.0259116
Moved 540.1507 142 390.4417 -0.5046296 0.006280043
Moved 540.1815 142 382.8173 -0.5046296 -0.01333009
Moved 540.2122 142 376.6241 -0.5046296 -0.02925896
Moved 540.2429 142 370.0885 -0.5046296 -0.04606875
Moved 540.2736 141 365.3471 -0.5069445 -0.05826369
Moved 540.3044 141 360.6077 -0.5069445 -0.07045346
Moved 540.3351 141 357.4661 -0.5069445 -0.0785337
Moved 540.3658 141 354.3635 -0.5069445 -0.08651364
Moved 540.3965 141 351.5 -0.5069445 -0.0938786
Moved 540.4273 141 348.6201 -0.5069445 -0.1012858
Moved 540.458 141 346.0842 -0.5069445 -0.1078081
Moved 540.4888 141 344.2142 -0.5069445 -0.1126179
Moved 540.5195 141 342.6703 -0.5069445 -0.1165886
Moved 540.5502 141 341.9557 -0.5069445 -0.1184268
Moved 540.581 141 340.7507 -0.5069445 -0.1215262
Moved 540.6117 141 339.8458 -0.5069445 -0.1238535
Moved 540.6425 141 338.6255 -0.5069445 -0.1269921
Moved 540.6732 141 337.8273 -0.5069445 -0.129045
Stationary 540.7039 141 337.8273 -0.5069445 -0.129045
Moved 540.7347 141 336.8754 -0.5069445 -0.1314933
Stationary 540.7654 141 337 -0.5069445 -0.1311728
Stationary 540.7961 141 337 -0.5069445 -0.1311728
Stationary 540.8268 141 337 -0.5069445 -0.1311728
Stationary 540.8575 141 337 -0.5069445 -0.1311728
Moved 540.8883 149.7673 337 -0.4866499 -0.1311728
Moved 540.9189 156.294 347.2941 -0.4715416 -0.1046963
Moved 540.9498 164.5 354 -0.4525463 -0.08744855
Moved 540.9805 179.3052 364.1526 -0.418275 -0.06133594
Moved 541.0112 198.4091 377.5779 -0.3740529 -0.02680578
Moved 541.0419 221.851 393.7106 -0.3197894 0.01468757
Moved 541.0727 244.6554 407.6602 -0.2670014 0.05056636
Moved 541.1034 261.8541 418.488 -0.2271896 0.07841569
Moved 541.1342 294.3229 436.1614 -0.1520303 0.1238719
Moved 541.1649 317.2545 452.5341 -0.09894788 0.1659826
Moved 541.1956 344.3876 469.4761 -0.03613979 0.2095578
Moved 541.2263 373.2031 490.2332 0.03056268 0.2629453
Moved 541.2571 390.0362 502.6217 0.06952822 0.2948088
Moved 541.2878 403.2992 512.1496 0.1002296 0.3193147
Moved 541.3185 409.4032 516.7016 0.1143592 0.3310225
Moved 541.3493 412.4708 519.4708 0.1214603 0.338145
Moved 541.38 415.3437 522.3437 0.1281103 0.3455341
Moved 541.4108 418.216 524.216 0.1347593 0.3503497
Moved 541.4415 419 526 0.1365741 0.3549381
Moved 541.4722 419 527.222 0.1365741 0.3580814
Moved 541.5029 420.094 528 0.1391064 0.3600822
Moved 541.5337 420 529.3745 0.1388889 0.3636175
Stationary 541.5645 420 529.3745 0.1388889 0.3636175
Stationary 541.5952 420 529 0.1388889 0.3626543
Stationary 541.6259 420 529 0.1388889 0.3626543
Moved 541.6566 409.7348 514.2971 0.115127 0.3248381
Moved 541.6873 398.7625 494.5844 0.08972804 0.2741369
Moved 541.7181 382.3084 465.5551 0.05163977 0.1994729
Moved 541.7488 366.1402 436.9003 0.01421342 0.1257724
Moved 541.7795 349.8706 410.8058 -0.02344772 0.05865693
Moved 541.8102 336.9264 384.8528 -0.05341112 -0.008094733
Moved 541.841 325.7049 356.213 -0.07938683 -0.08175673
Moved 541.8718 317.8464 336.9749 -0.09757777 -0.1312374
Moved 541.9025 311.0331 313.6158 -0.1133493 -0.1913173
Moved 541.9332 306.6407 296.2038 -0.1235168 -0.2361013
Moved 541.9639 300.5556 279.889 -0.1376028 -0.2780632
Moved 541.9947 296.4126 266.2379 -0.147193 -0.3131742
Moved 542.0254 292.3357 254.3429 -0.1566303 -0.3437683
Moved 542.0562 288.4585 245.3756 -0.1656052 -0.3668324
Moved 542.0869 287 238.1603 -0.1689815 -0.3853903
Moved 542.1176 285 233.0912 -0.1736111 -0.398428
Moved 542.1484 283.174 230.1741 -0.1778379 -0.4059309
Moved 542.1791 283 227.3053 -0.1782407 -0.4133094
Moved 542.2098 282 225.8552 -0.1805555 -0.4170391
Moved 542.2405 282 224.976 -0.1805555 -0.4193005
Stationary 542.2713 282 225 -0.1805555 -0.4192387
Stationary 542.302 282 225 -0.1805555 -0.4192387
Moved 542.3328 298.2088 250.3132 -0.1430351 -0.3541327
Moved 542.3635 316.3969 286.5611 -0.100933 -0.2609026
Moved 542.3942 343.079 330.6185 -0.03916889 -0.1475862
Moved 542.4249 363.0197 364.0394 0.006990036 -0.06162722
Moved 542.4557 381.011 399.5203 0.0486367 0.02963023
Moved 542.4864 395.8618 423.9789 0.08301338 0.09253819
Moved 542.5171 408.9861 443.2326 0.1133938 0.1420591
Moved 542.5479 419.2662 457.2662 0.1371903 0.1781536
Moved 542.5786 427.378 467.378 0.1559675 0.2041615
Moved 542.6094 431.5609 472.5609 0.1656501 0.2174918
Moved 542.64 434.4313 475.4313 0.1722948 0.2248747
