I want to hold your hand
Basic
0.6 0.6
432 388.8
Began 1460.192 422 554 0.1435185 0.4269547
Stationary 1460.223 422 554 0.1435185 0.4269547
Stationary 1460.254 422 554 0.1435185 0.4269547
Stationary 1460.285 422 554 0.1435185 0.4269547
Stationary 1460.315 422 554 0.1435185 0.4269547
Stationary 1460.346 422 554 0.1435185 0.4269547
Stationary 1460.377 422 554 0.1435185 0.4269547
Stationary 1460.407 422 554 0.1435185 0.4269547
Stationary 1460.438 422 554 0.1435185 0.4269547
Stationary 1460.469 422 554 0.1435185 0.4269547
Stationary 1460.5 422 554 0.1435185 0.4269547
Stationary 1460.531 422 554 0.1435185 0.4269547
Stationary 1460.561 422 554 0.1435185 0.4269547
Stationary 1460.592 422 554 0.1435185 0.4269547
Stationary 1460.623 422 554 0.1435185 0.4269547
Stationary 1460.653 422 554 0.1435185 0.4269547
Stationary 1460.684 422 554 0.1435185 0.4269547
Moved 1460.715 432.9629 554 0.1688955 0.4269547
Moved 1460.746 439.9525 560.8892 0.1850752 0.4446737
Moved 1460.776 446 562 0.199074 0.4475308
Moved 1460.807 449.8091 564 0.2078916 0.4526748
Moved 1460.838 453.3652 564 0.2161233 0.4526748
Moved 1460.869 455.5 564 0.2210648 0.4526748
Moved 1460.899 457.4919 564 0.2256758 0.4526748
Moved 1460.93 458.6979 564 0.2284673 0.4526748
Moved 1460.961 461.243 564 0.2343587 0.4526748
Moved 1460.992 462.5 564 0.2372685 0.4526748
Moved 1461.022 464 553.0939 0.2407408 0.4246243
Moved 1461.053 466 553.3783 0.2453704 0.4253556
Moved 1461.084 467 549.8275 0.2476852 0.4162229
Moved 1461.115 469 542.5516 0.2523148 0.3975093
Moved 1461.145 470.2784 534.8864 0.2552741 0.3777941
Moved 1461.176 470 525 0.2546296 0.3523662
Moved 1461.207 470 517.7854 0.2546296 0.3338102
Moved 1461.237 470 510.1287 0.2546296 0.314117
Moved 1461.268 470 504.6568 0.2546296 0.3000431
Moved 1461.299 470 500.0849 0.2546296 0.2882842
Moved 1461.33 470 495.9936 0.2546296 0.2777612
Moved 1461.36 470 493.441 0.2546296 0.2711959
Moved 1461.391 470 491.5 0.2546296 0.2662036
Moved 1461.422 470 489.6367 0.2546296 0.2614111
Moved 1461.453 470 488.6682 0.2546296 0.25892
Ended 1461.483 470 488.6682 0.2546296 0.25892
Began 1462.037 227 539 -0.3078704 0.3883744
Stationary 1462.067 227 539 -0.3078704 0.3883744
Stationary 1462.098 227 539 -0.3078704 0.3883744
Stationary 1462.129 227 539 -0.3078704 0.3883744
Stationary 1462.16 227 539 -0.3078704 0.3883744
Stationary 1462.19 227 539 -0.3078704 0.3883744
Stationary 1462.221 227 539 -0.3078704 0.3883744
Stationary 1462.252 227 539 -0.3078704 0.3883744
Stationary 1462.282 227 539 -0.3078704 0.3883744
Stationary 1462.313 227 539 -0.3078704 0.3883744
Stationary 1462.344 227 539 -0.3078704 0.3883744
Stationary 1462.375 227 539 -0.3078704 0.3883744
Stationary 1462.406 227 539 -0.3078704 0.3883744
Stationary 1462.436 227 539 -0.3078704 0.3883744
Stationary 1462.467 227 539 -0.3078704 0.3883744
Stationary 1462.498 227 539 -0.3078704 0.3883744
Stationary 1462.528 227 539 -0.3078704 0.3883744
Stationary 1462.559 227 539 -0.3078704 0.3883744
Stationary 1462.59 227 539 -0.3078704 0.3883744
Stationary 1462.621 227 539 -0.3078704 0.3883744
Stationary 1462.651 227 539 -0.3078704 0.3883744
Moved 1462.682 227 526.7617 -0.3078704 0.3568973
Moved 1462.713 215.7469 517.4938 -0.3339193 0.3330601
Moved 1462.744 209.0875 504.6313 -0.3493345 0.2999775
Moved 1462.774 207 500 -0.3541667 0.2880658
Moved 1462.805 204.0566 491.2263 -0.3609802 0.2654997
Moved 1462.836 199.0214 481.0429 -0.3726356 0.2393078
Moved 1462.867 195.9634 469.8902 -0.3797144 0.2106229
Moved 1462.897 193.5 461.5 -0.3854167 0.1890431
Moved 1462.928 191.1548 452.4644 -0.3908454 0.1658035
Moved 1462.959 188.6046 443.8138 -0.3967487 0.1435539
Moved 1462.99 188 432.2185 -0.3981482 0.1137307
Moved 1463.02 186.5099 422.5296 -0.4015975 0.08881062
Moved 1463.051 187 411.3688 -0.4004629 0.06010499
Moved 1463.082 187 402.1638 -0.4004629 0.03642949
Moved 1463.112 194.4582 392.6852 -0.3831986 0.01205048
Moved 1463.143 205.8221 378.8135 -0.3568934 -0.02362773
Moved 1463.174 223.6373 362.3627 -0.3156545 -0.06593947
Moved 1463.205 241.5931 346.6061 -0.2740901 -0.1064659
Moved 1463.235 263.2058 334.769 -0.2240607 -0.1369111
Moved 1463.266 279.7188 324.8541 -0.185836 -0.1624123
Moved 1463.297 294.2785 315.8143 -0.1521331 -0.1856628
Moved 1463.328 311.7576 303.4589 -0.1116722 -0.2174412
Moved 1463.358 325.3327 295.0004 -0.08024847 -0.2391965
Moved 1463.389 336.844 287.367 -0.05360181 -0.2588298
Moved 1463.42 345.778 280.222 -0.03292118 -0.2772069
Moved 1463.451 353.9949 275.0038 -0.01390075 -0.290628
Moved 1463.481 359 271 -0.002314796 -0.300926
Moved 1463.512 369.4562 263.6578 0.02188931 -0.3198101
Moved 1463.543 377.1536 257.8464 0.03970742 -0.3347573
Moved 1463.573 383.8796 254.0602 0.05527695 -0.3444955
Moved 1463.604 387.9779 251.5111 0.06476363 -0.3510517
Moved 1463.635 390.0582 251 0.06957908 -0.3523664
Moved 1463.666 392.3087 250 0.07478863 -0.3549383
Moved 1463.697 395.8379 249 0.08295815 -0.3575103
Moved 1463.727 398.3868 249 0.0888584 -0.3575103
Moved 1463.758 400.9299 249 0.09474516 -0.3575103
Moved 1463.789 404.4242 249 0.1028337 -0.3575103
Moved 1463.819 408.5229 249 0.1123215 -0.3575103
Moved 1463.85 412.637 258.3185 0.1218449 -0.3335431
Moved 1463.881 415.8692 264.7384 0.1293269 -0.3170309
Moved 1463.912 419.1207 269.2413 0.1368534 -0.3054493
Moved 1463.942 423.6616 277.9847 0.1473647 -0.2829612
